RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,22293,Heath Slocum,8.25,86,1043,+0.30
2,0,21878,Mark Wilson,8.71,82,941,+0.10
3,0,06251,Chris DiMarco,9.71,97,999,+0.27
4,0,08075,Jerry Kelly,9.97,101,1013,+0.08
5,0,11123,Chris Couch,10.20,76,745,+0.07
6,0,06036,Scott Dunlap,10.45,67,641,+0.19
6,0,27060,John Mallinger,10.45,91,871,+0.09
8,0,23204,Gary Christian,10.54,110,1044,+0.32
9,0,25572,Graeme McDowell,10.73,57,531,+0.11
10,0,23135,Tim Clark,10.79,75,695,+0.20
11,0,24924,Bill Haas,10.84,92,849,+0.13
12,0,24138,Ian Poulter,10.96,58,529,+0.16
13,0,20104,Ken Duke,11.04,138,1250,+0.04
13,0,26289,Boo Weekley,11.04,89,806,+0.13
15,0,33122,Russell Knox,11.05,86,778,-0.03
16,0,22378,Trevor Immelman,11.10,88,793,+0.07
17,0,26476,Chez Reavie,11.11,102,918,+0.17
18,0,02206,David Toms,11.13,68,611,+0.22
19,0,28087,Kris Blanks,11.16,93,833,+0.09
19,0,23800,Bryce Molder,11.16,110,986,+0.05
21,0,29910,Blake Adams,11.21,137,1222,+0.10
21,0,24781,Hunter Mahan,11.21,100,892,+0.16
23,0,27330,Josh Teater,11.26,129,1146,-0.05
24,0,34174,John Huh,11.31,134,1185,+0.05
25,0,25686,Jason Dufner,11.40,101,886,+0.08
26,0,21753,Brian Davis,11.42,125,1095,+0.15
27,0,25457,Alexandre Rocha,11.46,80,698,+0.29
27,0,22405,Justin Rose,11.46,84,733,-0.06
29,0,30711,Colt Knost,11.63,108,929,+0.22
30,0,26758,David Hearn,11.65,142,1219,+0.12
31,0,34099,Harris English,11.68,141,1207,+0.06
32,0,01724,Jeff Maggert,11.75,127,1081,+0.21
33,0,23621,Rory Sabbatini,11.76,118,1003,+0.07
34,0,20645,John Senden,11.81,101,855,+0.05
35,0,24024,Zach Johnson,11.87,122,1028,+0.20
36,0,33419,Cameron Tringale,11.88,126,1061,+0.18
36,0,27095,Nick Watney,11.88,125,1052,+0.10
38,0,26596,Ryan Moore,11.90,134,1126,+0.13
39,0,10809,Jim Furyk,11.93,108,905,+0.03
40,0,35139,Richard Lee,11.95,95,795,+0.13
40,0,25396,Kevin Na,11.95,108,904,+0.06
40,0,20160,Charlie Wi,11.95,120,1004,+0.14
43,0,27644,Brian Harman,11.98,146,1219,+0.14
44,0,26287,Roland Thatcher,12.01,73,608,+0.01
45,0,28475,Jeff Overton,12.09,154,1274,+0.02
45,0,06567,Vijay Singh,12.09,136,1125,+0.08
47,0,20098,Stuart Appleby,12.17,110,904,+0.09
48,0,23903,Stephen Gangluff,12.29,72,586,+0.21
49,0,26851,Marc Leishman,12.34,129,1045,+0.09
50,0,06573,Brandt Jobe,12.36,77,623,+0.10
50,0,29518,Brendan Steele,12.36,111,898,+0.12
52,0,26331,Charl Schwartzel,12.50,69,552,-0.10
53,0,30926,Chris Kirk,12.56,148,1178,+0.03
53,0,24490,George McNeill,12.56,123,979,+0.15
55,0,29420,Billy Horschel,12.59,84,667,-0.04
56,0,22913,John Rollins,12.60,124,984,+0.09
57,0,01766,Billy Mayfair,12.65,136,1075,+0.10
58,0,27933,John Merrick,12.66,126,995,+0.09
59,0,27649,Brandt Snedeker,12.67,114,900,+0.04
60,0,20572,Rod Pampling,12.73,122,958,+0.17
61,0,24502,Adam Scott,12.77,72,564,+0.07
62,0,12716,Charley Hoffman,12.83,135,1052,+0.06
63,0,20593,Greg Chalmers,12.89,133,1032,+0.08
64,0,28307,Matt Every,12.91,114,883,+0.04
64,0,19846,Brian Gay,12.91,139,1077,+0.12
66,0,01320,Bob Estes,12.93,116,897,+0.22
67,0,23541,Ben Crane,13.01,112,861,-0.05
67,0,27936,Martin Laird,13.01,98,753,+0.09
67,0,20691,Greg Owen,13.01,138,1061,+0.08
70,0,21961,Charles Howell III,13.04,138,1058,+0.03
71,0,29478,Kevin Kisner,13.06,96,735,+0.08
72,0,25240,D.A. Points,13.08,146,1116,+0.04
73,0,12652,Cameron Beckman,13.10,125,954,+0.20
74,0,32102,Rickie Fowler,13.13,120,914,+0.18
74,0,22961,David Mathis,13.13,126,960,+0.13
76,0,27963,Chris Stroud,13.16,137,1041,+0.16
77,0,32200,Roberto Castro,13.31,139,1044,+0.06
78,0,32366,Kevin Chappell,13.33,133,998,+0.20
79,0,21528,Henrik Stenson,13.38,78,583,+0.12
80,0,24357,K.J. Choi,13.39,105,784,+0.25
81,0,27214,Kevin Streelman,13.41,143,1066,+0.07
82,0,29926,Danny Lee,13.43,108,804,-0.05
83,0,24140,Sean O'Hair,13.45,142,1056,+0.15
84,0,20848,Ángel Cabrera,13.50,69,511,+0.03
