RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,23541,Ben Crane,66.00,66,100,+20.00
2,0,26329,Louis Oosthuizen,64.29,72,112,+25.00
3,0,29221,Webb Simpson,62.91,95,151,+31.00
4,0,28089,Jason Day,62.50,85,136,+32.00
5,0,37454,Whee Kim,61.82,102,165,+37.00
6,0,40058,Zac Blair,61.63,53,86,+24.00
7,0,25396,Kevin Na,61.49,91,148,+30.00
8,0,22405,Justin Rose,61.16,74,121,+22.00
9,0,28252,Seamus Power,60.94,78,128,+29.00
10,0,23108,Matt Kuchar,60.81,90,148,+40.00
11,0,23621,Rory Sabbatini,60.67,108,178,+28.00
12,0,32102,Rickie Fowler,60.50,72,119,+21.00
13,0,27942,Rob Oppenheim,60.00,66,110,+29.00
14,0,20472,Alex Cejka,59.35,73,123,+34.00
15,0,01810,Phil Mickelson,58.60,92,157,+39.00
16,0,33413,Ben Martin,57.69,75,130,+34.00
17,0,25240,D.A. Points,57.66,64,111,+45.00
18,0,24925,Jonathan Byrd,57.65,49,85,+21.00
19,0,24924,Bill Haas,57.26,71,124,+27.00
20,0,22371,Aaron Baddeley,57.04,77,135,+35.00
21,0,26499,Rafa Cabrera Bello,56.90,66,116,+35.00
22,0,34466,Peter Malnati,56.69,89,157,+57.00
23,0,34360,Patrick Reed,56.68,106,187,+38.00
24,0,27649,Brandt Snedeker,56.67,85,150,+48.00
25,0,35891,Cameron Smith,56.52,91,161,+41.00
26,0,21961,Charles Howell III,55.76,92,165,+45.00
27,0,30692,Scott Stallings,55.63,89,160,+40.00
28,0,29926,Danny Lee,55.62,99,178,+41.00
29,0,21528,Henrik Stenson,55.56,40,72,+21.00
29,0,25493,Nick Taylor,55.56,75,135,+38.00
31,0,31646,Emiliano Grillo,54.84,85,155,+40.00
32,0,22056,Cameron Percy,54.79,40,73,+24.00
33,0,34363,Tyrrell Hatton,54.65,47,86,+33.00
34,0,27141,J.B. Holmes,54.55,84,154,+30.00
35,0,25364,Paul Casey,54.46,55,101,+34.00
36,0,34021,Bud Cauley,54.37,56,103,+29.00
37,0,33448,Justin Thomas,54.29,76,140,+27.00
38,0,29484,Peter Uihlein,54.24,64,118,+36.00
39,0,35461,Beau Hossler,54.19,97,179,+40.00
40,0,45526,Abraham Ancer,54.12,92,170,+33.00
41,0,34358,Jonathan Randolph,54.03,67,124,+44.00
42,0,30926,Chris Kirk,54.01,101,187,+38.00
43,0,35450,Patrick Cantlay,53.91,62,115,+23.00
44,0,36689,Brooks Koepka,53.76,50,93,+23.00
45,0,46435,Austin Cook,53.45,93,174,+54.00
46,0,35421,Brandon Harkins,53.42,86,161,+53.00
46,0,27963,Chris Stroud,53.42,78,146,+47.00
48,0,29461,Jamie Lovemark,53.33,96,180,+43.00
48,0,25632,Jimmy Walker,53.33,80,150,+49.00
50,0,31202,William McGirt,53.28,73,137,+42.00
51,0,19846,Brian Gay,53.10,77,145,+55.00
52,0,24024,Zach Johnson,52.98,80,151,+38.00
53,0,33419,Cameron Tringale,52.81,47,89,+32.00
54,0,26951,Johnson Wagner,52.75,48,91,+16.00
55,0,35545,Blayne Barber,52.73,58,110,+38.00
56,0,19803,Ryan Armour,52.54,93,177,+59.00
57,0,25834,Daniel Summerhays,52.44,43,82,+38.00
58,0,28237,Rory McIlroy,52.43,54,103,+26.00
59,0,27129,Luke List,52.22,94,180,+35.00
60,0,33122,Russell Knox,52.21,71,136,+38.00
61,0,30925,Dustin Johnson,52.17,48,92,+24.00
62,0,27895,Jonas Blixt,52.13,49,94,+26.00
63,0,32839,Hideki Matsuyama,52.04,51,98,+40.00
64,0,37189,Harold Varner III,51.95,80,154,+33.00
65,0,34076,Joel Dahmen,51.85,70,135,+31.00
65,0,27349,Alex Noren,51.85,56,108,+28.00
67,0,29223,Sam Saunders,51.75,74,143,+46.00
68,0,29420,Billy Horschel,51.72,60,116,+37.00
68,0,36699,Patrick Rodgers,51.72,75,145,+40.00
70,0,30911,Tommy Fleetwood,51.67,62,120,+46.00
70,0,37455,Si Woo Kim,51.67,108,209,+65.00
72,0,24846,Ricky Barnes,51.65,47,91,+30.00
73,0,25900,Lucas Glover,51.61,64,124,+36.00
74,0,46402,Talor Gooch,51.52,68,132,+37.00
74,0,34264,Hudson Swafford,51.52,51,99,+27.00
76,0,46501,Ollie Schniederjans,51.48,87,169,+64.00
77,0,31420,Anirban Lahiri,51.46,88,171,+55.00
78,0,26300,Matt Jones,51.38,56,109,+38.00
79,0,34046,Jordan Spieth,51.33,58,113,+29.00
80,0,22582,Kyle Thompson,51.28,40,78,+24.00
81,0,27556,Ted Potter Jr.,51.27,81,158,+60.00
82,0,24140,Sean O'Hair,51.09,70,137,+47.00
83,0,25686,Jason Dufner,50.94,54,106,+31.00
84,0,33204,Shane Lowry,50.54,47,93,+26.00
85,0,27936,Martin Laird,50.48,53,105,+31.00
86,0,20593,Greg Chalmers,50.44,57,113,+50.00
87,0,35310,Lanto Griffin,50.43,59,117,+46.00
88,0,24138,Ian Poulter,50.42,60,119,+49.00
89,0,24502,Adam Scott,50.38,67,133,+50.00
90,0,27974,Sung Kang,50.34,75,149,+64.00
91,0,12510,Chad Campbell,50.00,71,142,+57.00
91,0,35376,Roberto Díaz,50.00,68,136,+49.00
91,0,49771,J.T. Poston,50.00,56,112,+40.00
94,0,50526,Tom Lovelady,49.65,71,143,+48.00
95,0,48084,Wesley Bryan,49.58,59,119,+48.00
96,0,32333,Kevin Tway,49.44,89,180,+46.00
97,0,35532,Tom Hoge,49.36,77,156,+51.00
98,0,20229,Stewart Cink,49.29,69,140,+49.00
99,0,26331,Charl Schwartzel,49.26,67,136,+42.00
100,0,32254,Xinjun Zhang,49.23,64,130,+44.00
101,0,28132,Tyrone Van Aswegen,49.01,74,151,+47.00
102,0,29222,Billy Hurley III,48.96,47,96,+35.00
103,0,33948,Byeong Hun An,48.85,64,131,+44.00
104,0,28307,Matt Every,48.84,63,129,+53.00
104,0,39975,Michael Kim,48.84,63,129,+45.00
106,0,26851,Marc Leishman,48.81,82,168,+55.00
107,0,34256,Andrew Putnam,48.80,61,125,+39.00
108,0,39954,Cody Gribble,48.72,57,117,+47.00
109,0,47959,Bryson DeChambeau,48.67,73,150,+47.00
110,0,39546,Keith Mitchell,48.61,70,144,+42.00
110,0,32150,Michael Thompson,48.61,35,72,+22.00
112,0,28775,Nate Lashley,48.57,34,70,+21.00
113,0,46970,Jon Rahm,48.54,50,103,+25.00
114,0,32448,James Hahn,48.48,64,132,+41.00
115,0,32640,Troy Merritt,48.47,79,163,+49.00
116,0,34409,David Lingmerth,48.41,61,126,+51.00
117,0,48081,Xander Schauffele,48.40,91,188,+49.00
118,0,29485,Brett Stegmaier,48.28,28,58,+20.00
119,0,39328,Conrad Shindler,48.15,39,81,+32.00
119,0,08793,Tiger Woods,48.15,52,108,+33.00
121,0,31560,Brian Stuard,48.03,73,152,+67.00
122,0,29518,Brendan Steele,48.00,48,100,+34.00
123,0,46601,Trey Mullinax,47.97,59,123,+41.00
124,0,49964,Aaron Wise,47.92,69,144,+47.00
125,0,25198,Francesco Molinari,47.90,57,119,+37.00
126,0,25892,Steve Wheatcroft,47.73,42,88,+35.00
127,0,23325,Vaughn Taylor,47.65,71,149,+65.00
128,0,26758,David Hearn,47.62,40,84,+30.00
128,0,32876,Martin Piller,47.62,70,147,+63.00
130,0,33418,Shawn Stefani,47.50,57,120,+42.00
