RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
131,0,29974,Branden Grace,47.46,56,118,+38.00
132,0,25572,Graeme McDowell,47.37,54,114,+36.00
133,0,33399,Adam Hadwin,47.34,80,169,+47.00
134,0,40026,Daniel Berger,47.33,62,131,+50.00
135,0,27214,Kevin Streelman,47.24,77,163,+52.00
136,0,27644,Brian Harman,47.22,68,144,+42.00
137,0,24361,Pat Perez,47.20,59,125,+48.00
138,0,26596,Ryan Moore,47.14,66,140,+43.00
139,0,34174,John Huh,47.06,72,153,+62.00
140,0,36799,Stephan Jaeger,46.97,62,132,+56.00
141,0,30978,Kiradech Aphibarnrat,46.88,45,96,+39.00
142,0,32757,Patton Kizzire,46.83,59,126,+43.00
143,0,37338,Zecheng Dou,46.51,40,86,+30.00
144,0,10809,Jim Furyk,46.25,37,80,+37.00
145,0,30110,Kyle Stanley,46.20,73,158,+49.00
146,0,47993,Denny McCarthy,46.15,42,91,+31.00
146,0,23320,Ryan Palmer,46.15,60,130,+42.00
148,0,34563,Chesson Hadley,46.10,71,154,+59.00
149,0,29268,Bronson Burgoon,45.95,51,111,+32.00
150,0,47125,Matt Atkins,45.65,42,92,+35.00
151,0,33141,Keegan Bradley,45.20,80,177,+64.00
152,0,12716,Charley Hoffman,45.14,65,144,+60.00
153,0,34431,Robert Streb,45.00,63,140,+70.00
154,0,25818,Scott Piercy,44.96,58,129,+49.00
155,0,35879,Kelly Kraft,44.94,71,158,+70.00
156,0,40009,Dominic Bozzelli,44.80,56,125,+54.00
157,0,34099,Harris English,44.67,67,150,+44.00
157,0,39327,Ben Silverman,44.67,67,150,+61.00
159,0,29725,Tony Finau,44.38,75,169,+50.00
160,0,39997,Corey Conners,44.27,58,131,+46.00
161,0,25804,Bubba Watson,44.20,61,138,+46.00
162,0,32366,Kevin Chappell,44.07,52,118,+49.00
163,0,29478,Kevin Kisner,44.00,55,125,+47.00
164,0,37278,Nicholas Lindheim,43.96,40,91,+36.00
165,0,34213,Grayson Murray,43.93,76,173,+67.00
166,0,39324,J.J. Spaun,43.90,54,123,+52.00
167,0,27095,Nick Watney,43.79,74,169,+51.00
168,0,31416,Derek Fathauer,43.62,65,149,+68.00
169,0,37275,Sam Ryder,43.48,50,115,+36.00
170,0,47128,Richy Werenski,43.33,65,150,+69.00
171,0,24358,Robert Garrigus,43.20,54,125,+41.00
171,0,28679,Fabián Gómez,43.20,54,125,+53.00
171,0,20572,Rod Pampling,43.20,54,125,+53.00
174,0,26476,Chez Reavie,43.06,62,144,+62.00
175,0,29479,Scott Brown,42.86,69,161,+68.00
176,0,33410,Andrew Landry,42.64,55,129,+47.00
177,0,34098,Russell Henley,42.54,57,134,+58.00
178,0,47347,Adam Schenk,42.36,61,144,+51.00
179,0,23353,J.J. Henry,42.22,38,90,+37.00
180,0,29908,C.T. Pan,42.07,61,145,+52.00
181,0,20157,Retief Goosen,41.89,31,74,+31.00
182,0,35506,Mackenzie Hughes,41.74,48,115,+50.00
183,0,27958,Ryan Blaum,41.54,54,130,+48.00
184,0,31323,Gary Woodland,41.49,78,188,+70.00
185,0,29535,Brice Garnett,41.43,58,140,+52.00
186,0,24781,Hunter Mahan,40.95,43,105,+43.00
187,0,30944,Jason Kokrak,40.88,65,159,+60.00
188,0,28500,Martin Flores,40.65,63,155,+73.00
189,0,27064,Jhonattan Vegas,39.64,67,169,+83.00
190,0,32816,Satoshi Kodaira,39.53,34,86,+45.00
191,0,47287,Ethan Tracy,34.86,38,109,+51.00
192,0,35544,Andrew Yun,34.33,23,67,+37.00
193,0,45609,Tyler Duncan,32.43,48,148,+67.00
