RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,26499,Rafa Cabrera Bello,100.00,3,3
2,0,40058,Zac Blair,75.00,6,8
3,0,25493,Nick Taylor,63.64,7,11
4,0,37338,Zecheng Dou,62.50,5,8
5,0,29221,Webb Simpson,61.54,8,13
6,0,46435,Austin Cook,60.00,9,15
7,0,19803,Ryan Armour,57.14,8,14
8,0,32839,Hideki Matsuyama,55.56,5,9
9,0,34021,Bud Cauley,54.55,6,11
10,0,35532,Tom Hoge,53.85,7,13
11,0,40026,Daniel Berger,53.33,8,15
11,0,23320,Ryan Palmer,53.33,8,15
13,0,31202,William McGirt,52.94,9,17
14,0,31646,Emiliano Grillo,52.63,10,19
15,0,27895,Jonas Blixt,50.00,4,8
15,0,28089,Jason Day,50.00,4,8
15,0,25686,Jason Dufner,50.00,5,10
15,0,34466,Peter Malnati,50.00,9,18
15,0,25572,Graeme McDowell,50.00,4,8
15,0,37189,Harold Varner III,50.00,7,14
15,0,26951,Johnson Wagner,50.00,5,10
22,0,28132,Tyrone Van Aswegen,46.67,7,15
23,0,20593,Greg Chalmers,46.15,6,13
23,0,36799,Stephan Jaeger,46.15,6,13
25,0,24846,Ricky Barnes,45.45,5,11
25,0,28307,Matt Every,45.45,5,11
25,0,39546,Keith Mitchell,45.45,5,11
28,0,47125,Matt Atkins,44.44,4,9
28,0,24925,Jonathan Byrd,44.44,4,9
28,0,30926,Chris Kirk,44.44,8,18
28,0,33410,Andrew Landry,44.44,4,9
28,0,25632,Jimmy Walker,44.44,8,18
33,0,29478,Kevin Kisner,43.75,7,16
34,0,30978,Kiradech Aphibarnrat,42.86,3,7
34,0,29479,Scott Brown,42.86,6,14
34,0,35376,Roberto Díaz,42.86,6,14
34,0,35421,Brandon Harkins,42.86,9,21
34,0,22056,Cameron Percy,42.86,3,7
34,0,36699,Patrick Rodgers,42.86,6,14
40,0,21961,Charles Howell III,42.11,8,19
40,0,33413,Ben Martin,42.11,8,19
40,0,34256,Andrew Putnam,42.11,8,19
43,0,32366,Kevin Chappell,41.67,5,12
43,0,32102,Rickie Fowler,41.67,5,12
45,0,29268,Bronson Burgoon,41.18,7,17
45,0,19846,Brian Gay,41.18,7,17
45,0,34409,David Lingmerth,41.18,7,17
45,0,29908,C.T. Pan,41.18,7,17
49,0,34099,Harris English,40.91,9,22
50,0,33948,Byeong Hun An,40.00,4,10
50,0,48084,Wesley Bryan,40.00,2,5
50,0,35450,Patrick Cantlay,40.00,2,5
50,0,47959,Bryson DeChambeau,40.00,4,10
50,0,26329,Louis Oosthuizen,40.00,2,5
50,0,39328,Conrad Shindler,40.00,4,10
50,0,35891,Cameron Smith,40.00,4,10
50,0,29484,Peter Uihlein,40.00,4,10
58,0,28500,Martin Flores,38.89,7,18
58,0,27649,Brandt Snedeker,38.89,7,18
60,0,27141,J.B. Holmes,38.46,5,13
60,0,34358,Jonathan Randolph,38.46,5,13
60,0,32150,Michael Thompson,38.46,5,13
60,0,49964,Aaron Wise,38.46,5,13
64,0,37454,Whee Kim,38.10,8,21
65,0,10809,Jim Furyk,37.50,3,8
65,0,24358,Robert Garrigus,37.50,3,8
65,0,35310,Lanto Griffin,37.50,3,8
65,0,01810,Phil Mickelson,37.50,6,16
65,0,24361,Pat Perez,37.50,3,8
65,0,25818,Scott Piercy,37.50,6,16
65,0,22405,Justin Rose,37.50,3,8
72,0,29461,Jamie Lovemark,37.04,10,27
73,0,27644,Brian Harman,36.36,4,11
73,0,35506,Mackenzie Hughes,36.36,4,11
73,0,27936,Martin Laird,36.36,4,11
76,0,35461,Beau Hossler,36.00,9,25
77,0,22371,Aaron Baddeley,35.71,5,14
77,0,33141,Keegan Bradley,35.71,5,14
77,0,46501,Ollie Schniederjans,35.71,5,14
77,0,47287,Ethan Tracy,35.71,5,14
81,0,32757,Patton Kizzire,35.00,7,20
81,0,27095,Nick Watney,35.00,7,20
83,0,29725,Tony Finau,33.33,7,21
83,0,25900,Lucas Glover,33.33,5,15
83,0,33399,Adam Hadwin,33.33,6,18
83,0,34174,John Huh,33.33,4,12
83,0,37278,Nicholas Lindheim,33.33,3,9
83,0,50526,Tom Lovelady,33.33,3,9
83,0,33204,Shane Lowry,33.33,4,12
83,0,28237,Rory McIlroy,33.33,4,12
83,0,27349,Alex Noren,33.33,5,15
83,0,28252,Seamus Power,33.33,3,9
83,0,34360,Patrick Reed,33.33,5,15
83,0,37275,Sam Ryder,33.33,4,12
83,0,29223,Sam Saunders,33.33,2,6
83,0,30692,Scott Stallings,33.33,5,15
83,0,34264,Hudson Swafford,33.33,2,6
98,0,37455,Si Woo Kim,31.58,6,19
99,0,20472,Alex Cejka,31.25,5,16
99,0,30944,Jason Kokrak,31.25,5,16
101,0,27974,Sung Kang,30.77,4,13
101,0,39975,Michael Kim,30.77,4,13
101,0,34213,Grayson Murray,30.77,4,13
101,0,24140,Sean O'Hair,30.77,4,13
101,0,27942,Rob Oppenheim,30.77,4,13
101,0,34431,Robert Streb,30.77,4,13
101,0,33448,Justin Thomas,30.77,4,13
108,0,32333,Kevin Tway,30.43,7,23
109,0,27958,Ryan Blaum,30.00,6,20
109,0,20157,Retief Goosen,30.00,3,10
109,0,23108,Matt Kuchar,30.00,3,10
109,0,39327,Ben Silverman,30.00,6,20
109,0,33418,Shawn Stefani,30.00,3,10
109,0,25804,Bubba Watson,30.00,6,20
115,0,24781,Hunter Mahan,29.41,5,17
116,0,39997,Corey Conners,28.57,4,14
116,0,39954,Cody Gribble,28.57,2,7
116,0,26300,Matt Jones,28.57,2,7
116,0,26596,Ryan Moore,28.57,4,14
120,0,34563,Chesson Hadley,27.78,5,18
121,0,32816,Satoshi Kodaira,27.27,3,11
122,0,28679,Fabián Gómez,26.67,4,15
122,0,24924,Bill Haas,26.67,4,15
122,0,29926,Danny Lee,26.67,4,15
122,0,27129,Luke List,26.67,4,15
122,0,32876,Martin Piller,26.67,4,15
127,0,31560,Brian Stuard,26.32,5,19
127,0,32254,Xinjun Zhang,26.32,5,19
129,0,25364,Paul Casey,25.00,2,8
129,0,20229,Stewart Cink,25.00,3,12
129,0,30911,Tommy Fleetwood,25.00,2,8
129,0,32448,James Hahn,25.00,3,12
129,0,26758,David Hearn,25.00,1,4
129,0,12716,Charley Hoffman,25.00,2,8
129,0,35879,Kelly Kraft,25.00,3,12
129,0,49771,J.T. Poston,25.00,1,4
129,0,24502,Adam Scott,25.00,3,12
129,0,22582,Kyle Thompson,25.00,2,8
129,0,33419,Cameron Tringale,25.00,3,12
129,0,25892,Steve Wheatcroft,25.00,1,4
129,0,08793,Tiger Woods,25.00,3,12
129,0,35544,Andrew Yun,25.00,1,4
143,0,24024,Zach Johnson,23.81,5,21
143,0,32640,Troy Merritt,23.81,5,21
143,0,27556,Ted Potter Jr.,23.81,5,21
146,0,34098,Russell Henley,23.53,4,17
147,0,35545,Blayne Barber,23.08,3,13
147,0,31420,Anirban Lahiri,23.08,3,13
147,0,39324,J.J. Spaun,23.08,3,13
147,0,27214,Kevin Streelman,23.08,3,13
151,0,12510,Chad Campbell,22.22,2,9
151,0,31416,Derek Fathauer,22.22,4,18
