RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
115,0,01706,Davis Love III,46.53,67,77,-38,-2
116,0,24846,Ricky Barnes,46.26,105,122,-60,-1
117,0,31557,Jim Herman,46.24,129,150,-79,-4
118,0,36801,Mark Hubbard,46.23,98,114,-57,-14
119,0,27963,Chris Stroud,46.09,112,131,-47,-5
120,0,31193,Jim Renner,45.96,91,107,-38,+6
121,0,30926,Chris Kirk,45.91,101,119,-62,-10
122,0,25834,Daniel Summerhays,45.85,149,176,-76,-24
123,0,23048,Eric Axley,45.77,65,77,-31,+5
124,0,29425,Andrew Svoboda,45.56,113,135,-70,+10
125,0,29535,Brice Garnett,45.54,102,122,-51,-10
126,0,35545,Blayne Barber,45.49,106,127,-51,-12
127,0,34409,David Lingmerth,45.45,120,144,-67,-19
128,0,24490,George McNeill,45.31,145,175,-82,-24
129,0,20691,Greg Owen,44.83,65,80,-24,-8
130,0,33413,Ben Martin,44.76,128,158,-81,-5
131,0,29926,Danny Lee,44.26,162,204,-89,-3
132,0,27649,Brandt Snedeker,44.12,120,152,-63,-25
133,0,35539,Luke Guthrie,43.57,105,136,-58,+2
134,0,32448,James Hahn,43.45,126,164,-61,-27
135,0,33419,Cameron Tringale,43.10,128,169,-66,-30
136,0,26951,Johnson Wagner,42.86,84,112,-51,-5
137,0,24024,Zach Johnson,42.80,110,147,-65,-25
138,0,10885,Robert Allenby,42.77,74,99,-33,+10
139,0,24361,Pat Perez,42.15,137,188,-77,-24
140,0,20472,Alex Cejka,42.07,122,168,-73,-15
141,0,12510,Chad Campbell,41.64,132,185,-82,-29
142,0,25396,Kevin Na,41.60,109,153,-62,-24
143,0,37454,Whee Kim,41.40,77,109,-38,-9
144,0,28132,Tyrone Van Aswegen,41.26,59,84,-26,E
145,0,34130,Sung Joon Park,41.18,91,130,-53,-8
146,0,23623,Bo Van Pelt,41.06,101,145,-54,-14
147,0,24138,Ian Poulter,41.04,71,102,-36,-10
148,0,34256,Andrew Putnam,40.98,84,121,-46,+7
149,0,20229,Stewart Cink,40.85,96,139,-51,-32
150,0,28679,Fabián Gómez,40.74,99,144,-51,-10
151,0,23353,J.J. Henry,40.73,112,163,-63,-15
152,0,25240,D.A. Points,40.67,85,124,-46,-22
153,0,20104,Ken Duke,40.59,110,161,-51,-28
154,0,08075,Jerry Kelly,40.52,94,138,-47,-32
155,0,34261,Scott Langley,40.07,109,163,-68,-29
156,0,27895,Jonas Blixt,39.89,71,107,-38,-11
157,0,20771,Steven Alker,39.77,68,103,-42,-15
158,0,26596,Ryan Moore,39.76,101,153,-62,-37
159,0,25198,Francesco Molinari,38.65,63,100,-31,-28
160,0,33122,Russell Knox,38.15,124,201,-76,-10
161,0,20593,Greg Chalmers,37.98,49,80,-24,-8
162,0,23983,Luke Donald,37.89,72,118,-42,-15
163,0,25720,Chad Collins,37.67,84,139,-53,-17
164,0,32640,Troy Merritt,37.62,120,199,-47,-8
165,0,21753,Brian Davis,36.63,89,154,-40,-25
166,0,28780,Nicholas Thompson,36.33,89,156,-40,-20
167,0,22293,Heath Slocum,36.03,49,87,-26,-5
168,0,24507,Jason Bohn,35.80,116,208,-68,-35
169,0,30927,Brendon Todd,34.29,96,184,-57,-29
170,0,31202,William McGirt,34.18,121,233,-57,-38
171,0,30711,Colt Knost,33.46,88,175,-51,-31
172,0,40058,Zac Blair,33.33,102,204,-52,-42
172,0,25349,Tim Wilkinson,33.33,67,134,-43,-8
174,0,31560,Brian Stuard,32.98,93,189,-50,-21
175,0,21878,Mark Wilson,32.88,96,196,-52,-26
176,0,26758,David Hearn,32.61,105,217,-52,-35
177,0,10809,Jim Furyk,32.39,69,144,-40,-13
178,0,24357,K.J. Choi,30.36,68,156,-42,-19
179,0,29222,Billy Hurley III,29.55,65,155,-23,-13
180,0,23800,Bryce Molder,28.52,79,198,-38,-18
181,0,23541,Ben Crane,24.86,45,136,-24,-23
182,0,02206,David Toms,23.62,47,152,-21,-23
183,0,34262,Jon Curran,23.21,52,172,-35,-13
184,0,10860,Justin Leonard,18.99,34,145,-26,-17
