RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,10860,Justin Leonard,240.9,294872.000,34
2,0,32334,Charlie Beljan,243.0,1111036.000,127
3,0,23541,Ben Crane,243.4,394363.000,45
4,0,27770,Camilo Villegas,244.3,1169644.000,133
5,0,30946,Alex Prugh,244.5,1153054.000,131
6,0,24502,Adam Scott,244.6,607521.000,69
7,0,23353,J.J. Henry,246.4,993495.000,112
8,0,22293,Heath Slocum,246.7,435148.000,49
9,0,36699,Patrick Rodgers,246.8,932880.000,105
9,0,28023,Byron Smith,246.8,684212.000,77
11,0,10809,Jim Furyk,247.1,613815.000,69
12,0,31557,Jim Herman,247.2,1148205.000,129
13,0,29223,Sam Saunders,247.4,1255725.000,141
14,0,20472,Alex Cejka,247.5,1087218.000,122
15,0,22371,Aaron Baddeley,247.8,1132845.000,127
16,0,34264,Hudson Swafford,248.3,1474671.000,165
17,0,20229,Stewart Cink,248.4,858492.000,96
18,0,24357,K.J. Choi,248.7,608863.000,68
19,0,25900,Lucas Glover,248.8,1262723.000,141
19,0,33486,Roger Sloan,248.8,680843.000,76
21,0,34261,Scott Langley,249.1,977359.000,109
22,0,28780,Nicholas Thompson,249.6,799701.000,89
23,0,24846,Ricky Barnes,249.8,944413.000,105
23,0,23548,Bill Lunde,249.8,548481.000,61
25,0,29720,Andres Gonzales,250.0,1223897.000,136
26,0,36689,Brooks Koepka,250.2,1395897.000,155
27,0,26951,Johnson Wagner,250.3,765939.000,85
28,0,28500,Martin Flores,250.4,1487405.000,165
29,0,20771,Steven Alker,250.5,613285.000,68
30,0,06522,Ernie Els,250.7,803159.000,89
30,0,31560,Brian Stuard,250.7,839300.000,93
32,0,24494,Erik Compton,251.0,1147645.000,127
33,0,22892,Jason Gore,251.1,922046.000,102
34,0,23048,Eric Axley,251.2,587726.000,65
35,0,01706,Davis Love III,251.3,606188.000,67
36,0,35545,Blayne Barber,251.6,960095.000,106
36,0,27436,Graham DeLaet,251.6,978401.000,108
38,0,32200,Roberto Castro,251.7,525580.000,58
38,0,32448,James Hahn,251.7,1150911.000,127
38,0,30925,Dustin Johnson,251.7,1232561.000,136
38,0,25349,Tim Wilkinson,251.7,607219.000,67
42,0,27466,Spencer Levin,251.9,1233160.000,136
43,0,30852,Ryo Ishikawa,252.0,1242812.000,137
43,0,27933,John Merrick,252.0,907287.000,100
45,0,23320,Ryan Palmer,252.1,953095.000,105
45,0,34265,Will Wilcox,252.1,689713.000,76
47,0,28089,Jason Day,252.4,1454082.000,160
47,0,25240,D.A. Points,252.4,772275.000,85
49,0,28132,Tyrone Van Aswegen,252.5,545410.000,60
50,0,34256,Andrew Putnam,252.6,763999.000,84
51,0,21961,Charles Howell III,252.7,2101614.000,231
51,0,25818,Scott Piercy,252.7,1491926.000,164
51,0,06567,Vijay Singh,252.7,1246114.000,137
51,0,27963,Chris Stroud,252.7,1018890.000,112
51,0,29425,Andrew Svoboda,252.7,1046288.000,115
56,0,12510,Chad Campbell,252.8,1201088.000,132
57,0,26289,Boo Weekley,252.9,1247317.000,137
58,0,35532,Tom Hoge,253.2,1075398.000,118
58,0,27064,Jhonattan Vegas,253.2,1540535.000,169
60,0,27644,Brian Harman,253.3,1395027.000,153
61,0,24358,Robert Garrigus,253.5,1095074.000,120
61,0,22056,Cameron Percy,253.5,976660.000,107
61,0,33448,Justin Thomas,253.5,2144765.000,235
64,0,25720,Chad Collins,253.6,766851.000,84
64,0,34099,Harris English,253.6,1752793.000,192
66,0,31416,Derek Fathauer,253.8,1068795.000,117
66,0,29535,Brice Garnett,253.8,931783.000,102
68,0,27895,Jonas Blixt,254.0,649212.000,71
68,0,20157,Retief Goosen,254.0,1179771.000,129
70,0,23983,Luke Donald,254.2,658867.000,72
70,0,34563,Chesson Hadley,254.2,1646910.000,180
72,0,29289,S.Y. Noh,254.3,933822.000,102
72,0,30927,Brendon Todd,254.3,878964.000,96
74,0,33399,Adam Hadwin,254.5,1356047.000,148
74,0,33667,Carlos Ortiz,254.5,1887235.000,206
74,0,28475,Jeff Overton,254.5,1190947.000,130
77,0,27095,Nick Watney,254.6,1393306.000,152
78,0,30711,Colt Knost,254.9,807514.000,88
78,0,34358,Jonathan Randolph,254.9,963508.000,105
80,0,32839,Hideki Matsuyama,255.1,1459920.000,159
80,0,26331,Charl Schwartzel,255.1,918349.000,100
82,0,10885,Robert Allenby,255.2,679962.000,74
82,0,33122,Russell Knox,255.2,1139089.000,124
84,0,20848,Ángel Cabrera,255.4,1020530.000,111
84,0,30736,Oscar Fraustro,255.4,689627.000,75
86,0,20104,Ken Duke,255.7,1012636.000,110
86,0,30944,Jason Kokrak,255.7,1831497.000,199
88,0,25274,Steven Bowditch,255.8,1832438.000,199
88,0,26476,Chez Reavie,255.8,782666.000,85
90,0,40058,Zac Blair,255.9,939706.000,102
91,0,25562,Andres Romero,256.1,1124594.000,122
91,0,25493,Nick Taylor,256.1,1594899.000,173
91,0,32150,Michael Thompson,256.1,1170668.000,127
94,0,34262,Jon Curran,256.2,479656.000,52
94,0,23621,Rory Sabbatini,256.2,1171539.000,127
96,0,29222,Billy Hurley III,256.4,599861.000,65
97,0,32366,Kevin Chappell,256.6,1274758.000,138
97,0,31202,William McGirt,256.6,1117671.000,121
99,0,25364,Paul Casey,256.7,1007104.000,109
100,0,37273,Derek Ernst,256.8,1220206.000,132
101,0,32640,Troy Merritt,257.0,1110405.000,120
101,0,21878,Mark Wilson,257.0,888348.000,96
103,0,21753,Brian Davis,257.1,823891.000,89
