RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,08793,Tiger Woods,50.54,6616584,13090805
2,0,09011,David Duval,29.08,3641905,12522805
3,0,19904,Paul Lawrie,20.86,662733,3176805
4,0,01706,Davis Love III,17.99,2475328,13756805
5,0,02146,Payne Stewart,17.91,2077950,11604805
6,0,21209,Sergio Garcia,15.87,919916,5795805
7,0,06522,Ernie Els,14.82,1710756,11542805
8,0,01724,Jeff Maggert,14.73,2016468,13693805
9,0,02170,Hal Sutton,14.35,2127577,14827805
10,0,12823,Carlos Franco,13.94,1864583,13378805
11,0,06567,Vijay Singh,13.64,2283232,16744805
12,0,01968,Nick Price,13.49,1572402,11659805
13,0,01943,Chris Perry,13.21,2145707,16241000
14,0,06373,José María Olazábal,13.02,1136166,8725805
15,0,10860,Justin Leonard,12.49,2020990,16186805
16,0,01810,Phil Mickelson,12.41,1722681,13882805
17,0,10809,Jim Furyk,12.33,1827592,14818805
18,0,06431,Jean Van de Velde,12.03,382275,3176805
19,0,02206,David Toms,11.67,1959671,16790000
20,0,01926,Steve Pate,10.93,1755959,16060805
21,0,01553,John Huston,10.92,1519387,13918805
22,0,01677,Tom Lehman,10.56,1435564,13594805
23,0,12645,Brent Geiberger,10.01,1541409,15400000
24,0,12782,Tim Herron,9.75,1511201,15491805
25,0,10423,Mike Weir,9.67,1491139,15419805
26,0,02104,Jeff Sluman,9.64,1621491,16815805
27,0,20848,Ángel Cabrera,9.61,209230,2176805
28,0,02246,Duffy Waldorf,9.57,1302783,13615805
29,0,02218,Ted Tryba,9.21,1533635,16652805
30,0,01927,Dennis Paulson,9.13,1313813,14389805
31,0,12660,Jesper Parnevik,9.08,1055467,11622805
32,0,01381,Fred Funk,9.05,1638881,18111805
33,0,01313,Steve Elkington,8.94,1086375,12154805
34,0,02010,Loren Roberts,8.85,1258745,14222000
35,0,06575,Dudley Hart,8.75,1267993,14493805
36,0,01320,Bob Estes,8.74,1357617,15528805
37,0,20029,Notah Begay III,8.71,1255313,14405000
38,0,20229,Stewart Cink,8.53,1255100,14709805
39,0,19958,Miguel Angel Jiménez,8.48,660521,7789805
40,0,01920,Craig Parry,8.25,962375,11659805
41,0,20098,Stuart Appleby,8.21,1359724,16564805
42,0,02020,Eduardo Romero,8.15,215000,2638000
43,0,20396,Lee Westwood,7.94,619763,7807805
44,0,01226,Fred Couples,7.89,769192,9744000
45,0,01887,Mark O'Meara,7.86,868795,11046805
46,0,01527,Scott Hoch,7.72,1172692,15181000
47,0,20944,Tsuyoshi Yoneyama,7.43,40619,546805
48,0,01876,Greg Norman,7.33,570878,7788805
49,0,01797,Rocco Mediate,7.26,963074,13259805
50,0,08931,Glen Day,7.11,1109513,15600805
51,0,06350,Bob May,7.09,102800,1450000
52,0,20766,Padraig Harrington,6.99,198241,2834805
53,0,01418,Bill Glasson,6.74,838788,12443000
54,0,02214,Kirk Triplett,6.73,863399,12820000
55,0,12680,Shigeki Maruyama,6.61,408136,6173805
56,0,06044,Scott Gump,6.57,954732,14527805
57,0,01619,Skip Kendall,6.55,962642,14697000
58,0,01139,Olin Browne,6.50,834331,12838000
58,0,01723,Andrew Magee,6.50,911564,14024805
60,0,21007,Gabriel Hjertstedt,6.06,933032,15400805
61,0,06004,Stephen Ames,6.03,460760,7641000
62,0,01577,Lee Janzen,6.01,849993,14142805
63,0,06012,Greg Kraft,5.98,810776,13567000
64,0,11032,Frank Lickliter II,5.88,872421,14832000
64,0,08635,Colin Montgomerie,5.88,484450,8239805
66,0,12702,Costantino Rocca,5.86,32027,546805
67,0,20028,Eric Rustand,5.84,77229,1323000
68,0,06527,Steve Stricker,5.82,662461,11378805
69,0,01457,Jay Haas,5.77,696861,12073000
69,0,20094,Jonathan Kaye,5.77,845050,14634000
69,0,02223,Bob Tway,5.77,899484,15591805
72,0,01035,Tommy Armour III,5.73,782185,13653000
73,0,02257,Brian Watts,5.71,767409,13431805
74,0,06617,Brian Henninger,5.68,774486,13635000
75,0,23614,Rich Beem,5.42,610555,11256805
76,0,01329,Brad Faxon,5.28,582691,11035000
77,0,07269,Greg Turner,5.26,114600,2176805
78,0,20154,Guy Hill,5.12,74616,1458000
79,0,06643,Paul Goydos,4.91,695051,14152000
79,0,01766,Billy Mayfair,4.91,741733,15113805
81,0,01755,Dick Mast,4.83,60000,1242000
82,0,02133,Craig Stadler,4.74,454091,9577000
83,0,06595,Kevin Sutherland,4.70,663891,14139000
84,0,01161,Mark Calcavecchia,4.65,733971,15798805
85,0,06036,Scott Dunlap,4.54,533027,11734805
86,0,06251,Chris DiMarco,4.53,672502,14832000
87,0,06573,Brandt Jobe,4.47,322100,7207805
87,0,01996,Mike Reid,4.47,482867,10800000
89,0,01042,Paul Azinger,4.44,562052,12659000
90,0,01928,Corey Pavin,4.43,569045,12844805
