RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL MONEY,OFFICIAL MONEY,WGC MONEY ONLY
1,0,06373,José María Olazábal,$1136167,86516667,27100000
2,0,19904,Paul Lawrie,$662734,56223357,10050000
3,0,19958,Miguel Angel Jiménez,$660521,19418770,46633334
4,0,21209,Sergio Garcia,$630917,63091666
5,0,20396,Lee Westwood,$619764,38409715,23566667
6,0,08635,Colin Montgomerie,$484451,36965096,11480000
7,0,12680,Shigeki Maruyama,$408137,7913666,32900000
8,0,06573,Brandt Jobe,$322100,27210027,5000000
9,0,06431,Jean Van de Velde,$313026,31302550
10,0,01666,Bernhard Langer,$265757,16225715,10350000
11,0,19825,Darren Clarke,$227868,13911801,8875000
12,0,02020,Eduardo Romero,$215000,6500000,15000000
13,0,20848,Ángel Cabrera,$209230,16748000,4175000
14,0,20766,Padraig Harrington,$198241,5149105,14675000
15,0,20820,Patrik Sjöland,$188623,11362315,7500000
16,0,19970,Robert Karlsson,$129990,10286500,2712500
17,0,02300,Ian Woosnam,$129478,10447819,2500000
18,0,07269,Greg Turner,$114600,4860000,6600000
19,0,20566,Kaname Yokoo,$111395,11139525
20,0,10944,Thomas Bjørn,$105691,3006551,7562500
21,0,06350,Bob May,$102800,5000000,5280000
22,0,20387,Jarmo Sandelin,$99564,976437,8980000
23,0,20157,Retief Goosen,$96118,5436804,4175000
24,0,22064,Craig Spence,$91270,6527000,2600000
25,0,20028,Eric Rustand,$77229,7722916
26,0,01572,Mark James,$75342,3359201,4175000
27,0,20154,Guy Hill,$74616,7461600
28,0,19905,Andrew Coltart,$72827,3882715,3400000
29,0,08633,Per-Ulrik Johansson,$70073,7007301
30,0,20572,Rod Pampling,$51976,1747600,3450000
31,0,07003,David Berganio Jr.,$48015,4801500
32,0,20650,Jarrod Moseley,$47284,553383,4175000
33,0,20944,Tsuyoshi Yoneyama,$40620,4061980
34,0,20472,Alex Cejka,$33300,680000,2650000
35,0,20471,Sven Struver,$32135,3213476
36,0,12702,Costantino Rocca,$32027,3202715
37,0,24357,K.J. Choi,$31457,3145655
38,0,20992,Kazuhiko Hosokawa,$27125,0,2712500
39,0,21633,Steve Allan,$26343,2634262
40,0,20674,Richard Kaplan,$25250,0,2525000
41,0,20382,Stephen Leaney,$25000,0,2500000
41,0,11106,Frankie Minoza,$25000,0,2500000
43,0,01750,Miguel Angel Martin,$23903,2390319
43,0,01886,Peter O'Malley,$23903,2390319
45,0,22892,Jason Gore,$20385,2038500
46,0,23552,Hank Kuehne,$19869,1986875
47,0,20474,Phillip Price,$19815,1981487
48,0,20763,Pierre Fulke,$18056,1805551
49,0,20043,Edward Fryatt,$17375,1737500
50,0,20607,Paul Affleck,$14842,1484185
50,0,12546,Peter Baker,$14842,1484185
50,0,01796,Mark McNulty,$14842,1484185
53,0,21878,Mark Wilson,$12765,1276500
54,0,20608,David Howell,$12675,1267494
55,0,06731,Jeff Roth,$12411,1241143
56,0,20072,David Lebeck,$12060,1206040
57,0,23068,Michael Walton,$11921,1192050
58,0,12662,Thomas Levet,$11275,1127512
58,0,20634,Peter Lonard,$11275,1127512
58,0,23986,Neil Price,$11275,1127512
58,0,20385,Dean Robertson,$11275,1127512
58,0,11155,Katsuyoshi Tomori,$11275,1127512
63,0,12510,Chad Campbell,$11038,1103750
64,0,12753,David Morland IV,$10750,1075000
65,0,22624,Joel Kribel,$10519,1051866
66,0,20939,Keiichiro Fukabori,$10400,1040000
67,0,12714,Chris Tidland,$10305,1030500
68,0,19985,Santiago Luna,$10253,1025337
68,0,20857,Jeremy Robinson,$10253,1025337
70,0,21787,Johan Ryström,$9921,992060
71,0,23277,Lee Thompson,$9608,960814
72,0,23622,Jason Tyska,$9562,956150
73,0,21753,Brian Davis,$9491,949098
74,0,11651,Derrick Cooper,$9374,937400
74,0,20218,Shingo Katayama,$9374,937400
74,0,20391,Martyn Thompson,$9374,937400
77,0,22019,Victor Schwamkrug,$8580,858000
78,0,02313,Bruce Zabriski,$6675,667500
79,0,01560,David Ishii,$6614,661440
80,0,06795,Jeff Freeman,$6270,627000
81,0,20378,Mathias Grönberg,$5961,596110
82,0,10831,Greg Meyer,$5850,585000
83,0,23532,Kevin PomArleau,$5817,581667
84,0,21002,Óscar Serna,$5730,573000
85,0,21879,Craig Matthew,$5475,547500
86,0,10904,Mike Malizia,$5434,543400
87,0,02166,Chip Sullivan,$5225,522500
88,0,01149,Michael Burke Jr.,$5198,519750
89,0,02148,Ray Stewart,$5125,512500
90,0,20548,Hidemichi Tanaka,$5075,507450
91,0,20613,Brian Hull,$5033,503250
92,0,12393,Rodney Butcher,$5000,500000
93,0,06488,Chris Patton,$4950,495000
94,0,23516,Wes Martin,$4900,490000
95,0,12705,Cliff Kresge,$4876,487600
96,0,10565,Ian Leggatt,$4725,472500
97,0,22036,Mamo Osanai,$4440,444000
98,0,21623,Jeff Street,$4160,416000
99,0,10195,Tim Conley,$3676,367600
100,0,06551,Tim Straub,$3488,348800
