RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 15'-20',TOTAL 3 PUTTS
1,0,23788,D.J. Trahan,9,57
2,0,25686,Jason Dufner,8,50
3,0,20472,Alex Cejka,7,42
4,0,26420,Richard Johnson,6,34
4,0,23621,Rory Sabbatini,6,49
4,0,31560,Brian Stuard,6,38
4,0,23349,Charles Warren,6,50
8,0,28089,Jason Day,5,46
8,0,25900,Lucas Glover,5,35
8,0,01948,Tim Petrovic,5,45
8,0,30946,Alex Prugh,5,38
8,0,07749,Brett Quigley,5,52
8,0,23307,Roger Tambellini,5,48
8,0,28780,Nicholas Thompson,5,66
8,0,26289,Boo Weekley,5,46
16,0,07867,Woody Austin,4,51
16,0,20498,Briny Baird,4,43
16,0,24925,Jonathan Byrd,4,55
16,0,01161,Mark Calcavecchia,4,35
16,0,23135,Tim Clark,4,26
16,0,21753,Brian Davis,4,55
16,0,06251,Chris DiMarco,4,37
16,0,28500,Martin Flores,4,44
16,0,08725,Tom Gillis,4,60
16,0,06643,Paul Goydos,4,40
16,0,23718,Nathan Green,4,40
16,0,24924,Bill Haas,4,38
16,0,12782,Tim Herron,4,41
16,0,12716,Charley Hoffman,4,36
16,0,08075,Jerry Kelly,4,49
16,0,27936,Martin Laird,4,51
16,0,27060,John Mallinger,4,42
16,0,27120,Troy Matteson,4,45
16,0,01766,Billy Mayfair,4,58
16,0,01810,Phil Mickelson,4,24
16,0,25240,D.A. Points,4,49
16,0,27214,Kevin Streelman,4,41
16,0,23325,Vaughn Taylor,4,38
16,0,26287,Roland Thatcher,4,50
16,0,25632,Jimmy Walker,4,31
16,0,20160,Charlie Wi,4,43
42,0,24846,Ricky Barnes,3,43
42,0,12652,Cameron Beckman,3,40
42,0,20070,Matt Bettencourt,3,32
42,0,28087,Kris Blanks,3,59
42,0,27436,Graham DeLaet,3,70
42,0,29285,Brent Delahoussaye,3,20
42,0,20574,Mathew Goggin,3,45
42,0,08537,J.P. Hayes,3,30
42,0,27797,Derek Lamely,3,32
42,0,23548,Bill Lunde,3,44
42,0,24912,Will MacKenzie,3,46
42,0,24781,Hunter Mahan,3,35
42,0,28158,Steve Marino,3,30
42,0,26596,Ryan Moore,3,26
42,0,26301,James Nitties,3,49
42,0,21949,Joe Ogilvie,3,52
42,0,20663,Brenden Pappas,3,30
42,0,01941,Tom Pernice Jr.,3,31
42,0,01945,Kenny Perry,3,35
42,0,29221,Webb Simpson,3,38
42,0,06567,Vijay Singh,3,41
42,0,26679,Kevin Stadler,3,46
42,0,33419,Cameron Tringale,3,38
42,0,32617,Jerod Turner,3,22
42,0,08385,Omar Uresti,3,35
42,0,23623,Bo Van Pelt,3,47
42,0,27095,Nick Watney,3,35
42,0,10425,Jay Williamson,3,37
70,0,29910,Blake Adams,2,42
70,0,06004,Stephen Ames,2,30
70,0,20098,Stuart Appleby,2,43
70,0,22371,Aaron Baddeley,2,30
70,0,22946,Henrik Bjornstad,2,38
70,0,20850,Daniel Chopra,2,32
70,0,25720,Chad Collins,2,22
70,0,23673,Michael Connell,2,43
70,0,23638,Brendon de Jonge,2,33
70,0,09011,David Duval,2,26
70,0,01320,Bob Estes,2,38
70,0,07457,Steve Flesch,2,33
70,0,32102,Rickie Fowler,2,37
70,0,24358,Robert Garrigus,2,46
70,0,20105,Jeff Gove,2,39
70,0,27141,J.B. Holmes,2,49
70,0,21961,Charles Howell III,2,24
70,0,22378,Trevor Immelman,2,19
70,0,06012,Greg Kraft,2,27
70,0,23108,Matt Kuchar,2,27
70,0,01724,Jeff Maggert,2,48
70,0,28237,Rory McIlroy,2,22
70,0,23800,Bryce Molder,2,35
70,0,25396,Kevin Na,2,30
70,0,24140,Sean O'Hair,2,45
70,0,28475,Jeff Overton,2,32
70,0,20691,Greg Owen,2,44
70,0,23320,Ryan Palmer,2,30
70,0,22056,Cameron Percy,2,44
70,0,24361,Pat Perez,2,44
70,0,25818,Scott Piercy,2,43
70,0,21959,Ted Purdy,2,46
70,0,25190,Jeff Quinney,2,38
70,0,22913,John Rollins,2,55
70,0,24502,Adam Scott,2,39
70,0,20645,John Senden,2,52
70,0,20686,Jeev Milkha Singh,2,26
70,0,27649,Brandt Snedeker,2,29
70,0,27330,Josh Teater,2,57
70,0,12714,Chris Tidland,2,43
70,0,02206,David Toms,2,29
70,0,27770,Camilo Villegas,2,33
70,0,23322,Brett Wetterich,2,28
70,0,20436,Garrett Willis,2,43
114,0,10885,Robert Allenby,1,33
114,0,23613,Rich Barcelo,1,21
114,0,24507,Jason Bohn,1,25
114,0,24227,Justin Bolli,1,31
114,0,07363,Craig Bowden,1,31
114,0,20848,Ángel Cabrera,1,29
114,0,25364,Paul Casey,1,12
114,0,20593,Greg Chalmers,1,31
114,0,20229,Stewart Cink,1,38
114,0,01249,John Daly,1,38
114,0,23983,Luke Donald,1,12
114,0,23409,James Driscoll,1,34
114,0,06621,Joe Durant,1,32
114,0,01329,Brad Faxon,1,23
114,0,21209,Sergio Garcia,1,14
114,0,20378,Mathias Grönberg,1,46
114,0,01577,Lee Janzen,1,43
114,0,30925,Dustin Johnson,1,36
114,0,01619,Skip Kendall,1,23
114,0,12705,Cliff Kresge,1,24
114,0,26851,Marc Leishman,1,39
114,0,26695,Michael Letzig,1,52
114,0,01706,Davis Love III,1,47
114,0,01707,Steve Lowery,1,36
114,0,27613,David Lutterus,1,36
114,0,26881,Jarrod Lyle,1,25
114,0,24490,George McNeill,1,50
114,0,32640,Troy Merritt,1,42
114,0,06515,Shaun Micheel,1,28
114,0,27302,Garth Mulroy,1,36
114,0,20127,Chris Riley,1,30
114,0,25562,Andres Romero,1,45
114,0,06527,Steve Stricker,1,15
114,0,02239,Scott Verplank,1,23
114,0,26951,Johnson Wagner,1,49
114,0,25804,Bubba Watson,1,35
114,0,10423,Mike Weir,1,17
114,0,25892,Steve Wheatcroft,1,36
114,0,26392,Chris Wilson,1,45
114,0,12602,Dean Wilson,1,16
114,0,21878,Mark Wilson,1,44
