RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 20'-25',TOTAL 3 PUTTS
1,0,21959,Ted Purdy,9,46
2,0,28087,Kris Blanks,7,59
2,0,01577,Lee Janzen,7,43
2,0,26287,Roland Thatcher,7,50
5,0,20472,Alex Cejka,6,42
5,0,23541,Ben Crane,6,41
5,0,01249,John Daly,6,38
5,0,21753,Brian Davis,6,55
5,0,26300,Matt Jones,6,33
5,0,26695,Michael Letzig,6,52
5,0,24490,George McNeill,6,50
5,0,27302,Garth Mulroy,6,36
5,0,24140,Sean O'Hair,6,45
5,0,23621,Rory Sabbatini,6,49
15,0,20098,Stuart Appleby,5,43
15,0,12652,Cameron Beckman,5,40
15,0,20070,Matt Bettencourt,5,32
15,0,27436,Graham DeLaet,5,70
15,0,28500,Martin Flores,5,44
15,0,23718,Nathan Green,5,40
15,0,21731,Freddie Jacobson,5,37
15,0,30925,Dustin Johnson,5,36
15,0,27933,John Merrick,5,55
15,0,20691,Greg Owen,5,44
15,0,25190,Jeff Quinney,5,38
15,0,27214,Kevin Streelman,5,41
15,0,28780,Nicholas Thompson,5,66
15,0,23788,D.J. Trahan,5,57
15,0,26289,Boo Weekley,5,46
15,0,25892,Steve Wheatcroft,5,36
15,0,26392,Chris Wilson,5,45
32,0,24227,Justin Bolli,4,31
32,0,28089,Jason Day,4,46
32,0,23638,Brendon de Jonge,4,33
32,0,08725,Tom Gillis,4,60
32,0,20574,Mathew Goggin,4,45
32,0,20378,Mathias Grönberg,4,46
32,0,06514,Kevin Johnson,4,27
32,0,27613,David Lutterus,4,36
32,0,01724,Jeff Maggert,4,48
32,0,28158,Steve Marino,4,30
32,0,01766,Billy Mayfair,4,58
32,0,26596,Ryan Moore,4,26
32,0,23320,Ryan Palmer,4,30
32,0,22056,Cameron Percy,4,44
32,0,24361,Pat Perez,4,44
32,0,25240,D.A. Points,4,49
32,0,07749,Brett Quigley,4,52
32,0,20127,Chris Riley,4,30
32,0,22405,Justin Rose,4,25
32,0,26679,Kevin Stadler,4,46
32,0,12755,Vance Veazey,4,34
32,0,26951,Johnson Wagner,4,49
54,0,07867,Woody Austin,3,51
54,0,24846,Ricky Barnes,3,43
54,0,24925,Jonathan Byrd,3,55
54,0,01161,Mark Calcavecchia,3,35
54,0,20593,Greg Chalmers,3,31
54,0,20229,Stewart Cink,3,38
54,0,01320,Bob Estes,3,38
54,0,24358,Robert Garrigus,3,46
54,0,06643,Paul Goydos,3,40
54,0,26420,Richard Johnson,3,34
54,0,27936,Martin Laird,3,51
54,0,27466,Spencer Levin,3,43
54,0,01707,Steve Lowery,3,36
54,0,23548,Bill Lunde,3,44
54,0,27060,John Mallinger,3,42
54,0,27120,Troy Matteson,3,45
54,0,28237,Rory McIlroy,3,22
54,0,01797,Rocco Mediate,3,51
54,0,32640,Troy Merritt,3,42
54,0,06515,Shaun Micheel,3,28
54,0,23800,Bryce Molder,3,35
54,0,25396,Kevin Na,3,30
54,0,01941,Tom Pernice Jr.,3,31
54,0,01945,Kenny Perry,3,35
54,0,25818,Scott Piercy,3,43
54,0,28620,Aron Price,3,38
54,0,24502,Adam Scott,3,39
54,0,22293,Heath Slocum,3,42
54,0,08385,Omar Uresti,3,35
54,0,23623,Bo Van Pelt,3,47
54,0,25632,Jimmy Walker,3,31
54,0,25804,Bubba Watson,3,35
54,0,20160,Charlie Wi,3,43
54,0,21878,Mark Wilson,3,44
88,0,29910,Blake Adams,2,42
88,0,06004,Stephen Ames,2,30
88,0,20498,Briny Baird,2,43
88,0,20848,Ángel Cabrera,2,29
88,0,12510,Chad Campbell,2,32
88,0,23673,Michael Connell,2,43
88,0,25686,Jason Dufner,2,50
88,0,06621,Joe Durant,2,32
88,0,09011,David Duval,2,26
88,0,06522,Ernie Els,2,22
88,0,01329,Brad Faxon,2,23
88,0,07457,Steve Flesch,2,33
88,0,21209,Sergio Garcia,2,14
88,0,25900,Lucas Glover,2,35
88,0,20105,Jeff Gove,2,39
88,0,24924,Bill Haas,2,38
88,0,08537,J.P. Hayes,2,30
88,0,23353,J.J. Henry,2,29
88,0,27141,J.B. Holmes,2,49
88,0,24024,Zach Johnson,2,25
88,0,06012,Greg Kraft,2,27
88,0,10860,Justin Leonard,2,34
88,0,24781,Hunter Mahan,2,35
88,0,10585,Scott McCarron,2,40
88,0,01810,Phil Mickelson,2,24
88,0,28475,Jeff Overton,2,32
88,0,20663,Brenden Pappas,2,30
88,0,01948,Tim Petrovic,2,45
88,0,25345,Carl Pettersson,2,25
88,0,24138,Ian Poulter,2,11
88,0,22913,John Rollins,2,55
88,0,20645,John Senden,2,52
88,0,29221,Webb Simpson,2,38
88,0,27649,Brandt Snedeker,2,29
88,0,31560,Brian Stuard,2,38
88,0,33419,Cameron Tringale,2,38
88,0,02239,Scott Verplank,2,23
88,0,23349,Charles Warren,2,50
88,0,27095,Nick Watney,2,35
88,0,10423,Mike Weir,2,17
88,0,23322,Brett Wetterich,2,28
88,0,10425,Jay Williamson,2,37
88,0,24663,Y.E. Yang,2,24
