RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,33448,Justin Thomas,28' 10",840,24190.000,-137.00
2,0,25364,Paul Casey,29' 2",777,22686.917,-112.00
2,0,31646,Emiliano Grillo,29' 2",942,27498.333,-116.00
4,0,30110,Kyle Stanley,29' 3",1016,29710.667,-76.00
5,0,33120,Mark Anderson,29' 4",449,13162.417,-63.00
6,0,52375,Doug Ghim,29' 5",1033,30397.583,-131.00
6,0,50525,Collin Morikawa,29' 5",925,27175.083,-147.00
8,0,25686,Jason Dufner,29' 6",1012,29871.083,-79.00
9,0,39975,Michael Kim,29' 8",609,18088.833,-32.00
10,0,48045,Michael Gellerman,29' 9",425,12657.667,-34.00
11,0,22056,Cameron Percy,29' 11",798,23857.750,-84.00
11,0,56278,Matthew Wolff,29' 11",614,18379.000,-39.00
13,0,34363,Tyrrell Hatton,30' 0",615,18458.167,-94.00
14,0,24357,K.J. Choi,30' 1",605,18218.750,-23.00
14,0,34098,Russell Henley,30' 1",1076,32406.250,-123.00
14,0,29518,Brendan Steele,30' 1",894,26894.000,-88.00
17,0,12716,Charley Hoffman,30' 2",974,29389.500,-142.00
17,0,30926,Chris Kirk,30' 2",994,29948.833,-121.00
19,0,46717,Viktor Hovland,30' 3",924,27932.417,-123.00
20,0,34255,Joseph Bramlett,30' 4",672,20385.083,-51.00
20,0,23320,Ryan Palmer,30' 4",855,25913.333,-114.00
22,0,47959,Bryson DeChambeau,30' 5",780,23712.000,-151.00
22,0,40006,Erik van Rooyen,30' 5",887,27005.750,-101.00
24,0,35532,Tom Hoge,30' 6",1169,35676.167,-116.00
24,0,26476,Chez Reavie,30' 6",1049,31977.750,-92.00
24,0,23325,Vaughn Taylor,30' 6",876,26693.417,-85.00
27,0,29725,Tony Finau,30' 7",890,27243.083,-139.00
27,0,33122,Russell Knox,30' 7",1122,34311.333,-118.00
29,0,27556,Ted Potter Jr.,30' 8",704,21577.833,-50.00
29,0,24502,Adam Scott,30' 8",741,22709.750,-104.00
31,0,47504,Sam Burns,30' 9",939,28889.083,-146.00
31,0,36689,Brooks Koepka,30' 9",629,19359.500,-103.00
31,0,46970,Jon Rahm,30' 9",855,26303.667,-171.00
31,0,27095,Nick Watney,30' 9",525,16133.000,+2.00
35,0,40026,Daniel Berger,30' 10",994,30683.000,-140.00
35,0,26851,Marc Leishman,30' 10",816,25145.917,-88.00
35,0,37189,Harold Varner III,30' 10",1020,31482.500,-128.00
35,0,27770,Camilo Villegas,30' 10",802,24714.917,-88.00
39,0,33141,Keegan Bradley,30' 11",1048,32381.833,-129.00
39,0,35891,Cameron Smith,30' 11",882,27295.250,-139.00
41,0,19803,Ryan Armour,31' 0",968,29996.667,-106.00
41,0,39997,Corey Conners,31' 0",1176,36448.417,-148.00
41,0,32757,Patton Kizzire,31' 0",1143,35409.250,-156.00
41,0,49766,Hank Lebioda,31' 0",709,22006.083,-84.00
41,0,28237,Rory McIlroy,31' 0",791,24553.583,-107.00
41,0,34213,Grayson Murray,31' 0",418,12963.833,-10.00
41,0,33667,Carlos Ortiz,31' 0",1068,33135.917,-149.00
41,0,37275,Sam Ryder,31' 0",880,27299.167,-67.00
41,0,31560,Brian Stuard,31' 0",1280,39657.417,-122.00
50,0,39977,Max Homa,31' 1",858,26685.917,-111.00
50,0,27330,Josh Teater,31' 1",444,13813.667,-53.00
52,0,33410,Andrew Landry,31' 2",833,25987.667,-65.00
52,0,34466,Peter Malnati,31' 2",798,24845.500,-53.00
52,0,27942,Rob Oppenheim,31' 2",769,23950.833,-69.00
52,0,29908,C.T. Pan,31' 2",835,26005.917,-68.00
52,0,27214,Kevin Streelman,31' 2",1155,36025.750,-137.00
52,0,47483,Will Zalatoris,31' 2",861,26842.167,-97.00
58,0,33597,Harry Higgs,31' 3",919,28702.417,-114.00
58,0,53165,Doc Redman,31' 3",948,29637.583,-67.00
58,0,49960,Sepp Straka,31' 3",939,29355.417,-131.00
58,0,33419,Cameron Tringale,31' 3",1063,33227.917,-153.00
62,0,35310,Lanto Griffin,31' 4",1015,31792.250,-117.00
62,0,32448,James Hahn,31' 4",834,26157.917,-102.00
62,0,32839,Hideki Matsuyama,31' 4",1093,34260.417,-148.00
62,0,22405,Justin Rose,31' 4",536,16775.583,-60.00
66,0,45526,Abraham Ancer,31' 5",1152,36230.333,-170.00
66,0,20229,Stewart Cink,31' 5",978,30707.000,-123.00
66,0,25900,Lucas Glover,31' 5",1084,34047.250,-93.00
66,0,46442,Maverick McNealy,31' 5",864,27121.250,-104.00
70,0,34314,Sebastian Cappelen,31' 6",441,13895.417,-13.00
70,0,23983,Luke Donald,31' 6",579,18236.583,-49.00
