RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
94,0,27963,Chris Stroud,71.00,1065,15
101,0,12782,Tim Herron,71.05,1350,19
102,0,27120,Troy Matteson,71.06,1208,17
103,0,23409,James Driscoll,71.07,995,14
103,0,21878,Mark Wilson,71.07,1066,15
105,0,01724,Jeff Maggert,71.08,853,12
105,0,24140,Sean O'Hair,71.08,924,13
107,0,32102,Rickie Fowler,71.09,782,11
107,0,26596,Ryan Moore,71.09,782,11
109,0,27302,Garth Mulroy,71.11,640,9
109,0,25190,Jeff Quinney,71.11,1280,18
111,0,01941,Tom Pernice Jr.,71.13,1138,16
112,0,25345,Carl Pettersson,71.14,1494,21
113,0,28620,Aron Price,71.15,925,13
114,0,20663,Brenden Pappas,71.17,1281,18
114,0,02206,David Toms,71.17,854,12
114,0,33419,Cameron Tringale,71.17,854,12
117,0,26300,Matt Jones,71.22,1282,18
118,0,20436,Garrett Willis,71.23,926,13
119,0,27936,Martin Laird,71.24,1211,17
120,0,10425,Jay Williamson,71.27,784,11
121,0,22371,Aaron Baddeley,71.28,1283,18
121,0,26695,Michael Letzig,71.28,1283,18
123,0,25804,Bubba Watson,71.30,713,10
124,0,09011,David Duval,71.33,642,9
124,0,23621,Rory Sabbatini,71.33,856,12
126,0,23353,J.J. Henry,71.38,1499,21
127,0,07867,Woody Austin,71.40,1071,15
127,0,21753,Brian Davis,71.40,1071,15
127,0,21731,Freddie Jacobson,71.40,1071,15
130,0,25632,Jimmy Walker,71.41,1214,17
131,0,20105,Jeff Gove,71.42,857,12
132,0,26301,James Nitties,71.44,1286,18
132,0,20686,Jeev Milkha Singh,71.44,643,9
134,0,06004,Stephen Ames,71.46,929,13
135,0,21949,Joe Ogilvie,71.50,1287,18
136,0,32640,Troy Merritt,71.57,1002,14
137,0,26289,Boo Weekley,71.59,1217,17
138,0,06595,Kevin Sutherland,71.62,931,13
139,0,24227,Justin Bolli,71.67,1290,18
139,0,26881,Jarrod Lyle,71.67,430,6
139,0,12714,Chris Tidland,71.67,860,12
142,0,10585,Scott McCarron,71.68,1362,19
143,0,02239,Scott Verplank,71.69,932,13
144,0,08385,Omar Uresti,71.74,1363,19
145,0,20498,Briny Baird,71.75,1148,16
145,0,27797,Derek Lamely,71.75,1148,16
145,0,26392,Chris Wilson,71.75,1435,20
148,0,27330,Josh Teater,71.77,1579,22
149,0,20691,Greg Owen,71.81,1149,16
150,0,01577,Lee Janzen,71.82,1221,17
150,0,23349,Charles Warren,71.82,790,11
152,0,27770,Camilo Villegas,71.83,431,6
153,0,06643,Paul Goydos,71.86,1006,14
154,0,26882,Michael Sim,71.87,1078,15
155,0,27060,John Mallinger,71.88,1150,16
155,0,28237,Rory McIlroy,71.88,575,8
157,0,01706,Davis Love III,71.89,647,9
158,0,20070,Matt Bettencourt,71.94,1295,18
159,0,23613,Rich Barcelo,72.00,1368,19
159,0,23548,Bill Lunde,72.00,1080,15
159,0,27613,David Lutterus,72.00,1152,16
159,0,20572,Rod Pampling,72.00,936,13
159,0,12755,Vance Veazey,72.00,576,8
164,0,22056,Cameron Percy,72.07,1081,15
165,0,22946,Henrik Bjornstad,72.09,793,11
165,0,01619,Skip Kendall,72.09,793,11
167,0,20848,Ángel Cabrera,72.14,505,7
167,0,32617,Jerod Turner,72.14,1010,14
169,0,27436,Graham DeLaet,72.21,1011,14
170,0,20574,Mathew Goggin,72.24,1228,17
170,0,26287,Roland Thatcher,72.24,1517,21
172,0,23307,Roger Tambellini,72.29,1518,21
173,0,20850,Daniel Chopra,72.33,1085,15
174,0,12652,Cameron Beckman,72.41,1231,17
175,0,20378,Mathias Grönberg,72.45,797,11
176,0,12705,Cliff Kresge,72.54,943,13
177,0,29285,Brent Delahoussaye,72.58,871,12
178,0,25900,Lucas Glover,72.67,654,9
179,0,28500,Martin Flores,72.71,1236,17
180,0,28158,Steve Marino,72.73,800,11
181,0,01161,Mark Calcavecchia,72.77,946,13
182,0,22378,Trevor Immelman,72.78,655,9
183,0,31560,Brian Stuard,72.93,1094,15
184,0,06514,Kevin Johnson,73.00,1241,17
184,0,25892,Steve Wheatcroft,73.00,876,12
186,0,21959,Ted Purdy,73.19,1171,16
187,0,01707,Steve Lowery,73.27,806,11
188,0,06012,Greg Kraft,73.38,954,13
189,0,07363,Craig Bowden,73.40,734,10
190,0,10423,Mike Weir,73.57,515,7
191,0,01329,Brad Faxon,74.25,891,12
192,0,10809,Jim Furyk,76.00,76,1
