RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,22913,John Rollins,69.33,624,9
2,0,01945,Kenny Perry,69.38,902,13
3,0,22405,Justin Rose,69.50,695,10
3,0,27770,Camilo Villegas,69.50,417,6
5,0,01810,Phil Mickelson,69.67,209,3
6,0,22371,Aaron Baddeley,69.82,768,11
6,0,12652,Cameron Beckman,69.82,768,11
6,0,06527,Steve Stricker,69.82,768,11
9,0,25396,Kevin Na,69.84,1327,19
10,0,24140,Sean O'Hair,69.94,1189,17
11,0,20472,Alex Cejka,70.00,1050,15
11,0,24357,K.J. Choi,70.00,770,11
11,0,21528,Henrik Stenson,70.00,280,4
11,0,02206,David Toms,70.00,700,10
11,0,23623,Bo Van Pelt,70.00,1190,17
11,0,27095,Nick Watney,70.00,1120,16
17,0,01706,Davis Love III,70.10,701,10
18,0,22892,Jason Gore,70.15,912,13
19,0,25900,Lucas Glover,70.17,842,12
20,0,23497,Tag Ridings,70.22,632,9
20,0,23349,Charles Warren,70.22,1264,18
22,0,20766,Padraig Harrington,70.33,211,3
22,0,24024,Zach Johnson,70.33,211,3
22,0,22046,Geoff Ogilvy,70.33,422,6
25,0,06621,Joe Durant,70.36,774,11
25,0,12660,Jesper Parnevik,70.36,985,14
27,0,10213,Dicky Pride,70.38,563,8
28,0,25686,Jason Dufner,70.44,1268,18
29,0,26882,Michael Sim,70.45,775,11
30,0,26596,Ryan Moore,70.57,988,14
31,0,12195,Tom Johnson,70.58,1341,19
32,0,06197,Michael Allen,70.60,1059,15
32,0,26881,Jarrod Lyle,70.60,706,10
34,0,01677,Tom Lehman,70.63,565,8
35,0,08075,Jerry Kelly,70.67,848,12
35,0,10425,Jay Williamson,70.67,848,12
37,0,08123,Jeff Brehaut,70.71,1202,17
37,0,28486,Michael Putnam,70.71,1202,17
39,0,28475,Jeff Overton,70.73,1061,15
40,0,07457,Steve Flesch,70.74,1344,19
41,0,01142,Bart Bryant,70.75,1132,16
41,0,23718,Nathan Green,70.75,1132,16
43,0,06004,Stephen Ames,70.78,637,9
44,0,06034,Marco Dawson,70.79,991,14
45,0,20382,Stephen Leaney,70.80,708,10
46,0,23108,Matt Kuchar,70.84,1346,19
47,0,12705,Cliff Kresge,70.86,992,14
47,0,23621,Rory Sabbatini,70.86,496,7
49,0,24924,Bill Haas,70.87,1063,15
50,0,01707,Steve Lowery,70.88,1205,17
51,0,19846,Brian Gay,70.89,1276,18
52,0,20572,Rod Pampling,70.92,922,13
53,0,21806,Paul Gow,70.93,993,14
54,0,01035,Tommy Armour III,71.00,1349,19
54,0,24507,Jason Bohn,71.00,355,5
54,0,01161,Mark Calcavecchia,71.00,1207,17
54,0,10809,Jim Furyk,71.00,142,2
54,0,21209,Sergio Garcia,71.00,355,5
54,0,01724,Jeff Maggert,71.00,852,12
54,0,20628,Arron Oberholser,71.00,568,8
54,0,06567,Vijay Singh,71.00,355,5
54,0,23325,Vaughn Taylor,71.00,1065,15
63,0,22293,Heath Slocum,71.05,1350,19
64,0,25273,Andrew Buckle,71.06,1279,18
64,0,01313,Steve Elkington,71.06,1137,16
64,0,21949,Joe Ogilvie,71.06,1208,17
64,0,24361,Pat Perez,71.06,1279,18
68,0,23933,Michael Boyd,71.07,995,14
69,0,10885,Robert Allenby,71.08,853,12
69,0,01948,Tim Petrovic,71.08,1777,25
69,0,22295,Darron Stiles,71.08,853,12
72,0,06595,Kevin Sutherland,71.09,782,11
73,0,10860,Justin Leonard,71.10,1422,20
74,0,08931,Glen Day,71.13,1636,23
75,0,07363,Craig Bowden,71.14,996,14
75,0,01928,Corey Pavin,71.14,996,14
77,0,12716,Charley Hoffman,71.17,1281,18
78,0,20104,Ken Duke,71.18,1566,22
78,0,21878,Mark Wilson,71.18,1566,22
80,0,27649,Brandt Snedeker,71.19,1139,16
81,0,20634,Peter Lonard,71.20,1068,15
82,0,01766,Billy Mayfair,71.21,1353,19
82,0,07749,Brett Quigley,71.21,997,14
82,0,25190,Jeff Quinney,71.21,997,14
85,0,20433,Mark Hensby,71.24,1211,17
86,0,21470,Daisuke Maruyama,71.25,1140,16
86,0,02239,Scott Verplank,71.25,855,12
88,0,07547,Craig Kanada,71.29,1497,21
88,0,12680,Shigeki Maruyama,71.29,1497,21
90,0,20645,John Senden,71.30,713,10
91,0,27141,J.B. Holmes,71.33,1070,15
91,0,20160,Charlie Wi,71.33,1070,15
93,0,27933,John Merrick,71.37,1356,19
93,0,20691,Greg Owen,71.37,1356,19
95,0,20498,Briny Baird,71.38,1499,21
96,0,21753,Brian Davis,71.42,1357,19
97,0,25345,Carl Pettersson,71.43,1000,14
97,0,02101,Joey Sindelar,71.43,1000,14
99,0,20157,Retief Goosen,71.44,643,9
99,0,21350,Ryuji Imada,71.44,1286,18
101,0,20850,Daniel Chopra,71.45,1429,20
101,0,23638,Brendon de Jonge,71.45,1429,20
103,0,23614,Rich Beem,71.47,1072,15
103,0,20623,Gavin Coles,71.47,1215,17
103,0,27060,John Mallinger,71.47,1358,19
106,0,21959,Ted Purdy,71.48,1501,21
107,0,19824,Craig Barlow,71.50,1144,16
107,0,01797,Rocco Mediate,71.50,715,10
107,0,23788,D.J. Trahan,71.50,858,12
110,0,29718,Anthony Kim,71.53,1073,15
111,0,26289,Boo Weekley,71.56,1288,18
112,0,23322,Brett Wetterich,71.57,1002,14
113,0,20574,Mathew Goggin,71.62,1504,21
114,0,01132,Mark Brooks,71.63,573,8
114,0,22378,Trevor Immelman,71.63,573,8
116,0,26420,Richard Johnson,71.65,1433,20
117,0,22348,Nick O'Hern,71.67,430,6
118,0,23353,J.J. Henry,71.69,932,13
119,0,21633,Steve Allan,71.70,717,10
120,0,19803,Ryan Armour,71.71,1721,24
121,0,23800,Bryce Molder,71.73,789,11
