RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,01706,Davis Love III,37.06,53,143,-52,-3.00
2,0,19825,Darren Clarke,35.35,35,99,-40,-1.00
3,0,20157,Retief Goosen,33.87,42,124,-46,-4.00
4,0,22892,Jason Gore,32.21,48,149,-47,+18.00
5,0,08793,Tiger Woods,32.17,46,143,-53,-5.00
6,0,01226,Fred Couples,32.10,26,81,-25,-9.00
7,0,20094,Jonathan Kaye,31.69,45,142,-49,+2.00
8,0,06567,Vijay Singh,31.55,65,206,-67,-19.00
9,0,01577,Lee Janzen,31.19,34,109,-41,-20.00
10,0,24357,K.J. Choi,31.07,55,177,-62,-20.00
11,0,08375,Paul Stankowski,31.01,40,129,-44,+7.00
12,0,01388,Robert Gamez,30.92,64,207,-68,+3.00
13,0,06004,Stephen Ames,30.46,46,151,-48,-17.00
14,0,07223,Brian Bateman,30.40,38,125,-40,+4.00
15,0,21209,Sergio Garcia,30.00,27,90,-28,+2.00
16,0,07457,Steve Flesch,29.89,55,184,-54,-24.00
17,0,23552,Hank Kuehne,29.76,61,205,-63,+4.00
18,0,01968,Nick Price,29.73,22,74,-22,E
19,0,23177,Kenneth Staton,29.57,34,115,-30,+5.00
20,0,24502,Adam Scott,29.51,18,61,-21,+2.00
21,0,24925,Jonathan Byrd,29.47,56,190,-55,+9.00
22,0,20498,Briny Baird,29.44,53,180,-54,-28.00
23,0,02246,Duffy Waldorf,29.41,45,153,-44,-6.00
24,0,10885,Robert Allenby,29.33,44,150,-46,-3.00
25,0,08337,Mike Heinen,29.19,61,209,-55,-15.00
26,0,26950,John Morgan,29.17,49,168,-51,-1.00
27,0,23353,J.J. Henry,29.08,57,196,-63,+3.00
28,0,10565,Ian Leggatt,28.79,38,132,-33,+1.00
29,0,20229,Stewart Cink,28.67,41,143,-40,-27.00
30,0,12645,Brent Geiberger,28.57,24,84,-24,-13.00
31,0,02206,David Toms,28.46,37,130,-37,-21.00
32,0,06522,Ernie Els,28.42,27,95,-33,-7.00
33,0,12680,Shigeki Maruyama,28.18,31,110,-37,-15.00
34,0,01677,Tom Lehman,28.15,38,135,-41,-2.00
35,0,10733,Kent Jones,28.13,36,128,-35,-13.00
36,0,01810,Phil Mickelson,28.00,35,125,-37,+15.00
37,0,19824,Craig Barlow,27.87,51,183,-54,E
38,0,01945,Kenny Perry,27.81,42,151,-40,-21.00
39,0,12510,Chad Campbell,27.75,48,173,-57,-9.00
40,0,21633,Steve Allan,27.72,28,101,-23,+16.00
41,0,21805,Harrison Frazar,27.68,49,177,-50,-3.00
42,0,08123,Jeff Brehaut,27.65,60,217,-58,-6.00
43,0,22548,Patrick Sheehan,27.49,47,171,-54,-11.00
44,0,06581,David Sutherland,27.46,39,142,-40,-10.00
45,0,02101,Joey Sindelar,27.27,45,165,-44,-12.00
46,0,06515,Shaun Micheel,27.22,43,158,-46,-8.00
47,0,20645,John Senden,27.19,59,217,-58,-6.00
48,0,12705,Cliff Kresge,27.12,48,177,-53,-6.00
49,0,01320,Bob Estes,27.10,29,107,-30,-26.00
49,0,02223,Bob Tway,27.10,42,155,-45,-13.00
51,0,10809,Jim Furyk,27.01,37,137,-44,-37.00
52,0,01035,Tommy Armour III,27.00,27,100,-30,-11.00
53,0,12823,Carlos Franco,26.97,65,241,-67,-3.00
54,0,20634,Peter Lonard,26.90,39,145,-40,-4.00
55,0,20663,Brenden Pappas,26.79,56,209,-60,+5.00
56,0,07941,Mike Grob,26.76,38,142,-37,-17.00
57,0,12661,Todd Barranger,26.75,42,157,-48,+21.00
58,0,22046,Geoff Ogilvy,26.62,41,154,-41,-14.00
59,0,02214,Kirk Triplett,26.32,35,133,-36,-20.00
60,0,23034,Brent Schwarzrock,26.28,36,137,-29,+2.00
61,0,10107,Deane Pappas,26.22,43,164,-39,+10.00
62,0,06527,Steve Stricker,26.14,23,88,-22,+6.00
63,0,12755,Vance Veazey,26.09,30,115,-30,-1.00
64,0,02106,Chris Smith,25.97,47,181,-47,+3.00
65,0,23135,Tim Clark,25.93,21,81,-22,-31.00
65,0,02170,Hal Sutton,25.93,28,108,-30,-13.00
67,0,08633,Per-Ulrik Johansson,25.86,45,174,-45,-5.00
68,0,22371,Aaron Baddeley,25.83,31,120,-31,+1.00
69,0,12782,Tim Herron,25.82,47,182,-44,E
70,0,01707,Steve Lowery,25.53,36,141,-40,-13.00
71,0,07721,Pat Bates,25.49,39,153,-39,-19.00
72,0,23614,Rich Beem,25.38,33,130,-30,+6.00
73,0,01685,J.L. Lewis,25.31,41,162,-43,+18.00
74,0,12660,Jesper Parnevik,25.15,43,171,-44,-8.00
75,0,10201,Matt Gogel,25.00,25,100,-24,-7.00
75,0,23338,David Gossett,25.00,42,168,-43,-19.00
75,0,22295,Darron Stiles,25.00,42,168,-47,-9.00
75,0,26489,Cameron Yancey,25.00,26,104,-28,+5.00
79,0,07867,Woody Austin,24.89,55,221,-55,-9.00
80,0,02239,Scott Verplank,24.65,35,142,-35,-39.00
81,0,25345,Carl Pettersson,24.59,30,122,-31,+1.00
82,0,21961,Charles Howell III,24.51,50,204,-53,-17.00
83,0,02104,Jeff Sluman,24.50,37,151,-33,-29.00
84,0,01161,Mark Calcavecchia,24.44,33,135,-30,-12.00
85,0,23621,Rory Sabbatini,24.36,38,156,-34,+4.00
86,0,01249,John Daly,24.06,32,133,-36,+1.00
87,0,10213,Dicky Pride,24.04,25,104,-23,-20.00
88,0,11011,Mike Sposa,24.00,30,125,-33,E
89,0,01378,David Frost,23.76,24,101,-26,-33.00
90,0,25031,Andy Miller,23.72,37,156,-41,+7.00
91,0,20593,Greg Chalmers,23.67,40,169,-45,-8.00
92,0,06332,Neal Lancaster,23.65,48,203,-54,-12.00
92,0,20572,Rod Pampling,23.65,35,148,-35,-13.00
94,0,22913,John Rollins,23.58,29,123,-28,-17.00
95,0,20628,Arron Oberholser,23.57,33,140,-35,-13.00
96,0,20574,Mathew Goggin,23.38,47,201,-46,+5.00
97,0,10912,Craig Perks,23.20,29,125,-32,-10.00
98,0,06034,Marco Dawson,23.19,32,138,-26,-9.00
99,0,06809,Bob Burns,23.15,25,108,-25,-6.00
100,0,01887,Mark O'Meara,23.08,12,52,-14,-6.00
101,0,01553,John Huston,22.95,28,122,-31,-32.00
102,0,08339,Spike McRoy,22.93,36,157,-34,+6.00
