RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
90,0,21959,Ted Purdy,21.02,37,176,-41,-12.00
91,0,23108,Matt Kuchar,20.88,19,91,-20,-20.00
92,0,23638,Brendon de Jonge,20.74,28,135,-30,-4.00
93,0,25686,Jason Dufner,20.71,35,169,-32,-10.00
94,0,08123,Jeff Brehaut,20.59,21,102,-22,+4.00
95,0,20098,Stuart Appleby,20.56,22,107,-22,-5.00
95,0,12716,Charley Hoffman,20.56,37,180,-38,-8.00
97,0,01766,Billy Mayfair,20.53,31,151,-34,-23.00
98,0,23325,Vaughn Taylor,20.47,26,127,-27,+1.00
99,0,06522,Ernie Els,20.37,22,108,-27,-3.00
99,0,12705,Cliff Kresge,20.37,33,162,-32,-9.00
101,0,23933,Michael Boyd,20.31,13,64,-12,-13.00
102,0,20634,Peter Lonard,20.29,28,138,-26,-8.00
103,0,10733,Kent Jones,20.25,33,163,-35,-26.00
104,0,28486,Michael Putnam,20.23,35,173,-39,+5.00
105,0,06567,Vijay Singh,20.22,37,183,-43,-8.00
106,0,23614,Rich Beem,20.00,31,155,-35,-12.00
106,0,27933,John Merrick,20.00,32,160,-33,-5.00
108,0,20691,Greg Owen,19.87,30,151,-34,+1.00
109,0,01945,Kenny Perry,19.86,29,146,-30,-14.00
110,0,01473,Todd Hamilton,19.74,15,76,-17,+4.00
111,0,20157,Retief Goosen,19.70,13,66,-12,-1.00
112,0,23048,Eric Axley,19.64,33,168,-36,+3.00
113,0,21660,Jason Schultz,19.61,20,102,-24,-3.00
114,0,10809,Jim Furyk,19.59,19,97,-19,-30.00
115,0,20850,Daniel Chopra,19.58,37,189,-35,-4.00
116,0,02214,Kirk Triplett,19.57,18,92,-20,-18.00
117,0,28475,Jeff Overton,19.55,26,133,-28,+3.00
118,0,29718,Anthony Kim,19.39,38,196,-35,+1.00
119,0,07867,Woody Austin,19.26,26,135,-20,-17.00
120,0,27702,Matt Hendrix,19.23,25,130,-26,+1.00
121,0,12782,Tim Herron,19.08,29,152,-26,E
122,0,20766,Padraig Harrington,19.00,19,100,-17,+15.00
123,0,24925,Jonathan Byrd,18.98,26,137,-27,-20.00
124,0,27060,John Mallinger,18.90,24,127,-24,-16.00
125,0,19803,Ryan Armour,18.83,29,154,-28,-25.00
126,0,24449,Parker McLachlin,18.80,25,133,-25,-8.00
127,0,21731,Freddie Jacobson,18.69,20,107,-21,-25.00
128,0,01142,Bart Bryant,18.64,22,118,-21,-27.00
128,0,27649,Brandt Snedeker,18.64,22,118,-23,-26.00
130,0,01161,Mark Calcavecchia,18.54,28,151,-30,-20.00
130,0,20104,Ken Duke,18.54,33,178,-34,-11.00
132,0,25396,Kevin Na,18.52,30,162,-32,-2.00
133,0,24290,D.J. Brigman,18.48,17,92,-19,+1.00
134,0,07363,Craig Bowden,18.31,13,71,-12,-48.00
135,0,24024,Zach Johnson,18.28,17,93,-20,-6.00
136,0,22212,Craig Lile,18.27,19,104,-18,-15.00
137,0,23613,Rich Barcelo,18.18,22,121,-20,-18.00
137,0,01132,Mark Brooks,18.18,8,44,-6,-7.00
139,0,08075,Jerry Kelly,17.95,21,117,-21,-15.00
140,0,26360,Bubba Dickerson,17.89,17,95,-13,+5.00
141,0,22913,John Rollins,17.75,30,169,-31,-4.00
142,0,23788,D.J. Trahan,17.70,37,209,-34,+1.00
143,0,07223,Brian Bateman,17.50,14,80,-14,+8.00
144,0,10860,Justin Leonard,17.17,17,99,-15,-9.00
145,0,01928,Corey Pavin,17.14,12,70,-12,-36.00
146,0,26951,Johnson Wagner,17.11,32,187,-32,-11.00
147,0,01724,Jeff Maggert,17.07,21,123,-21,-10.00
147,0,26882,Michael Sim,17.07,14,82,-13,-10.00
149,0,12652,Cameron Beckman,16.96,29,171,-29,-15.00
150,0,23983,Luke Donald,16.90,12,71,-11,-5.00
151,0,23800,Bryce Molder,16.67,13,78,-13,-6.00
151,0,10213,Dicky Pride,16.67,13,78,-15,+1.00
153,0,11032,Frank Lickliter II,16.46,26,158,-23,-25.00
154,0,25190,Jeff Quinney,16.43,23,140,-26,+4.00
155,0,25892,Steve Wheatcroft,16.30,22,135,-20,-6.00
156,0,06515,Shaun Micheel,16.19,17,105,-15,-7.00
157,0,23718,Nathan Green,15.98,27,169,-31,-19.00
158,0,26596,Ryan Moore,15.92,25,157,-25,-5.00
159,0,06034,Marco Dawson,15.83,19,120,-16,+4.00
160,0,01948,Tim Petrovic,15.76,29,184,-28,-13.00
161,0,26420,Richard Johnson,15.63,15,96,-13,-19.00
162,0,21528,Henrik Stenson,15.38,12,78,-13,+12.00
163,0,01797,Rocco Mediate,15.29,13,85,-13,-28.00
164,0,12195,Tom Johnson,15.25,18,118,-12,+2.00
164,0,22806,Doug LaBelle II,15.25,18,118,-21,-18.00
166,0,20472,Alex Cejka,15.17,22,145,-18,-29.00
167,0,20127,Chris Riley,15.15,10,66,-11,-23.00
168,0,24457,Jaco Van Zyl,14.94,13,87,-14,+1.00
169,0,08931,Glen Day,14.89,14,94,-16,-35.00
170,0,22348,Nick O'Hern,14.77,13,88,-15,-15.00
171,0,01320,Bob Estes,14.71,15,102,-15,-41.00
172,0,20160,Charlie Wi,14.29,21,147,-25,-18.00
173,0,21350,Ryuji Imada,14.18,20,141,-20,-32.00
174,0,22621,Ben Curtis,14.14,14,99,-16,-6.00
175,0,02223,Bob Tway,13.92,22,158,-23,-1.00
176,0,02246,Duffy Waldorf,13.91,16,115,-17,-3.00
177,0,06251,Chris DiMarco,13.86,14,101,-17,-5.00
178,0,27963,Chris Stroud,13.68,13,95,-11,-10.00
179,0,12602,Dean Wilson,13.51,15,111,-15,-9.00
180,0,10423,Mike Weir,13.43,18,134,-19,+5.00
181,0,19972,José Coceres,13.11,8,61,-8,+3.00
182,0,12680,Shigeki Maruyama,12.87,13,101,-14,-15.00
183,0,02206,David Toms,12.77,12,94,-14,-22.00
183,0,02239,Scott Verplank,12.77,12,94,-14,-19.00
185,0,20382,Stephen Leaney,12.75,13,102,-14,-16.00
186,0,21806,Paul Gow,12.63,12,95,-12,-9.00
187,0,23135,Tim Clark,12.07,7,58,-10,-31.00
188,0,20433,Mark Hensby,11.94,16,134,-13,+2.00
188,0,22405,Justin Rose,11.94,8,67,-8,-4.00
190,0,01313,Steve Elkington,11.81,15,127,-14,-22.00
191,0,19846,Brian Gay,10.98,9,82,-8,-54.00
192,0,24138,Ian Poulter,10.34,6,58,-6,-17.00
193,0,20628,Arron Oberholser,9.76,8,82,-7,-16.00
194,0,06373,José María Olazábal,8.33,5,60,-6,-12.00
195,0,07547,Craig Kanada,6.19,7,113,-6,-45.00
196,0,06643,Paul Goydos,4.08,2,49,-1,-4.00
