RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,02101,Joey Sindelar,35.48,33,93,-31,-17.00
2,0,01706,Davis Love III,32.11,35,109,-34,+8.00
3,0,10885,Robert Allenby,31.52,52,165,-54,E
4,0,22295,Darron Stiles,30.38,24,79,-29,-8.00
5,0,12714,Chris Tidland,30.30,30,99,-38,-4.00
6,0,19824,Craig Barlow,30.12,25,83,-23,-1.00
7,0,20229,Stewart Cink,29.92,38,127,-38,-11.00
8,0,24980,Scott Gutschewski,28.99,40,138,-40,+14.00
9,0,20645,John Senden,28.82,49,170,-49,-15.00
10,0,07749,Brett Quigley,28.81,34,118,-36,-11.00
11,0,20623,Gavin Coles,28.57,20,70,-18,-52.00
12,0,24507,Jason Bohn,28.16,29,103,-31,-11.00
13,0,25804,Bubba Watson,27.43,48,175,-49,-2.00
14,0,22378,Trevor Immelman,27.37,26,95,-26,-14.00
15,0,06621,Joe Durant,27.21,37,136,-36,-6.00
16,0,08793,Tiger Woods,27.00,27,100,-30,-12.00
17,0,21961,Charles Howell III,26.81,37,138,-43,-3.00
18,0,10117,Bob Heintz,26.67,28,105,-27,-7.00
19,0,21805,Harrison Frazar,26.54,43,162,-46,+1.00
20,0,25900,Lucas Glover,26.52,48,181,-45,-7.00
21,0,24502,Adam Scott,26.43,37,140,-32,E
22,0,24912,Will MacKenzie,26.37,48,182,-47,-1.00
23,0,06004,Stephen Ames,26.32,25,95,-23,-15.00
24,0,24358,Robert Garrigus,26.11,59,226,-63,+11.00
25,0,23322,Brett Wetterich,26.06,43,165,-46,+14.00
26,0,01035,Tommy Armour III,26.04,25,96,-27,-15.00
27,0,23497,Tag Ridings,25.93,28,108,-30,+8.00
28,0,24781,Hunter Mahan,25.90,36,139,-39,-5.00
29,0,23621,Rory Sabbatini,25.78,33,128,-37,-10.00
30,0,23349,Charles Warren,25.76,59,229,-56,E
31,0,20498,Briny Baird,25.65,49,191,-48,-27.00
32,0,27770,Camilo Villegas,25.49,39,153,-38,+9.00
33,0,21949,Joe Ogilvie,25.15,43,171,-44,-8.00
33,0,27095,Nick Watney,25.15,41,163,-42,+1.00
35,0,26679,Kevin Stadler,25.00,44,176,-48,+14.00
35,0,21878,Mark Wilson,25.00,25,100,-26,-13.00
37,0,24924,Bill Haas,24.76,52,210,-57,+4.00
38,0,20572,Rod Pampling,24.69,40,162,-44,-1.00
39,0,02036,Jim Rutledge,24.64,17,69,-17,+5.00
40,0,25345,Carl Pettersson,24.61,47,191,-52,-12.00
41,0,26289,Boo Weekley,24.52,38,155,-36,+9.00
42,0,01810,Phil Mickelson,24.44,33,135,-37,-5.00
43,0,25273,Andrew Buckle,24.22,31,128,-30,+5.00
44,0,28158,Steve Marino,24.14,49,203,-48,-18.00
45,0,08537,J.P. Hayes,23.94,34,142,-33,-17.00
46,0,01707,Steve Lowery,23.74,33,139,-30,-2.00
47,0,02104,Jeff Sluman,23.73,14,59,-11,-15.00
48,0,23623,Bo Van Pelt,23.68,45,190,-47,-16.00
49,0,01157,Tom Byrum,23.53,12,51,-12,-6.00
50,0,06527,Steve Stricker,23.46,19,81,-18,-36.00
51,0,08375,Paul Stankowski,23.40,22,94,-19,+5.00
52,0,01577,Lee Janzen,23.38,18,77,-21,-6.00
53,0,27120,Troy Matteson,23.35,39,167,-41,E
54,0,12510,Chad Campbell,23.33,28,120,-29,+5.00
55,0,24357,K.J. Choi,23.26,30,129,-28,-8.00
56,0,20859,Anders Hansen,23.21,13,56,-12,+3.00
57,0,01249,John Daly,23.13,31,134,-33,+11.00
58,0,06197,Michael Allen,23.01,26,113,-28,-11.00
59,0,10425,Jay Williamson,22.99,20,87,-18,-2.00
60,0,06595,Kevin Sutherland,22.60,33,146,-34,-9.00
61,0,27141,J.B. Holmes,22.56,44,195,-39,+9.00
62,0,21633,Steve Allan,22.48,29,129,-30,+6.00
63,0,12660,Jesper Parnevik,22.46,31,138,-32,-6.00
64,0,01388,Robert Gamez,22.31,27,121,-31,-24.00
65,0,01024,Billy Andrade,22.22,32,144,-31,-8.00
65,0,29476,Kyle Reifers,22.22,26,117,-24,-5.00
67,0,21646,David Branshaw,22.14,29,131,-30,+22.00
68,0,11123,Chris Couch,22.01,35,159,-34,+10.00
69,0,01381,Fred Funk,22.00,11,50,-12,-30.00
69,0,20574,Mathew Goggin,22.00,44,200,-45,-5.00
71,0,22892,Jason Gore,21.98,40,182,-38,+5.00
72,0,23353,J.J. Henry,21.83,31,142,-32,-13.00
73,0,24490,George McNeill,21.82,36,165,-35,-14.00
74,0,20105,Jeff Gove,21.81,41,188,-39,-16.00
75,0,24361,Pat Perez,21.71,28,129,-30,-1.00
76,0,22293,Heath Slocum,21.60,27,125,-29,-45.00
77,0,07457,Steve Flesch,21.52,34,158,-34,-18.00
77,0,01677,Tom Lehman,21.52,17,79,-15,-5.00
79,0,22371,Aaron Baddeley,21.48,32,149,-35,-19.00
80,0,22046,Geoff Ogilvy,21.43,27,126,-29,-11.00
81,0,21209,Sergio Garcia,21.31,26,122,-30,-8.00
81,0,08881,Tripp Isenhour,21.31,26,122,-27,-17.00
83,0,23320,Ryan Palmer,21.29,33,155,-33,+3.00
84,0,01941,Tom Pernice Jr.,21.28,30,141,-33,-20.00
85,0,20378,Mathias Grönberg,21.20,46,217,-47,+4.00
86,0,26881,Jarrod Lyle,21.19,25,118,-26,-7.00
86,0,21470,Daisuke Maruyama,21.19,32,151,-36,-6.00
88,0,24140,Sean O'Hair,21.13,41,194,-46,+2.00
89,0,21753,Brian Davis,21.05,32,152,-33,-12.00
