RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,02101,Joey Sindelar,20.1,67405.000,93
2,0,23322,Brett Wetterich,20.3,120592.000,165
3,0,10885,Robert Allenby,20.5,121941.000,165
4,0,08793,Tiger Woods,20.6,74017.000,100
5,0,22295,Darron Stiles,21.5,61054.000,79
6,0,06621,Joe Durant,21.6,105534.000,136
7,0,19824,Craig Barlow,21.9,65290.000,83
7,0,27141,J.B. Holmes,21.9,153865.000,195
9,0,27770,Camilo Villegas,22.0,121228.000,153
10,0,24924,Bill Haas,22.2,168184.000,210
10,0,01810,Phil Mickelson,22.2,108055.000,135
12,0,01706,Davis Love III,22.4,88038.000,109
12,0,07749,Brett Quigley,22.4,95236.000,118
14,0,12510,Chad Campbell,22.5,97003.000,120
14,0,21959,Ted Purdy,22.5,142698.000,176
16,0,01035,Tommy Armour III,22.6,77983.000,96
17,0,23108,Matt Kuchar,22.7,74266.000,91
17,0,25804,Bubba Watson,22.7,143110.000,175
19,0,21633,Steve Allan,22.8,105750.000,129
19,0,21961,Charles Howell III,22.8,113410.000,138
21,0,25900,Lucas Glover,22.9,149224.000,181
21,0,20157,Retief Goosen,22.9,54441.000,66
21,0,12716,Charley Hoffman,22.9,148701.000,180
24,0,21805,Harrison Frazar,23.1,134691.000,162
24,0,24912,Will MacKenzie,23.1,151030.000,182
26,0,24290,D.J. Brigman,23.2,76972.000,92
26,0,01161,Mark Calcavecchia,23.2,125851.000,151
26,0,20378,Mathias Grönberg,23.2,181404.000,217
26,0,28158,Steve Marino,23.2,169462.000,203
26,0,24140,Sean O'Hair,23.2,162156.000,194
26,0,21949,Joe Ogilvie,23.2,143062.000,171
26,0,23320,Ryan Palmer,23.2,129189.000,155
26,0,12714,Chris Tidland,23.2,82633.000,99
26,0,27095,Nick Watney,23.2,136168.000,163
35,0,06197,Michael Allen,23.3,94820.000,113
35,0,20098,Stuart Appleby,23.3,89689.000,107
35,0,24024,Zach Johnson,23.3,78082.000,93
35,0,27060,John Mallinger,23.3,105872.000,126
35,0,06527,Steve Stricker,23.3,68070.000,81
35,0,23623,Bo Van Pelt,23.3,159231.000,190
41,0,21660,Jason Schultz,23.4,85814.000,102
41,0,21528,Henrik Stenson,23.4,65652.000,78
41,0,23349,Charles Warren,23.4,193032.000,229
44,0,01249,John Daly,23.5,113468.000,134
44,0,20574,Mathew Goggin,23.5,169180.000,200
44,0,01677,Tom Lehman,23.5,66859.000,79
44,0,10213,Dicky Pride,23.5,66042.000,78
44,0,02104,Jeff Sluman,23.5,49871.000,59
49,0,01024,Billy Andrade,23.6,122389.000,144
49,0,23353,J.J. Henry,23.6,120777.000,142
49,0,20572,Rod Pampling,23.6,137697.000,162
49,0,23621,Rory Sabbatini,23.6,108853.000,128
53,0,23497,Tag Ridings,23.7,92129.000,108
54,0,19972,José Coceres,23.8,52216.000,61
54,0,10117,Bob Heintz,23.8,89964.000,105
54,0,22806,Doug LaBelle II,23.8,101014.000,118
57,0,10809,Jim Furyk,23.9,83293.000,97
57,0,12660,Jesper Parnevik,23.9,118560.000,138
57,0,20645,John Senden,23.9,146364.000,170
57,0,26289,Boo Weekley,23.9,133109.000,155
61,0,24507,Jason Bohn,24.0,89155.000,103
61,0,01142,Bart Bryant,24.0,101844.000,118
61,0,08375,Paul Stankowski,24.0,81143.000,94
64,0,21209,Sergio Garcia,24.1,105758.000,122
64,0,10733,Kent Jones,24.1,141672.000,163
64,0,26596,Ryan Moore,24.1,136172.000,157
64,0,29476,Kyle Reifers,24.1,101396.000,117
64,0,22293,Heath Slocum,24.1,108367.000,125
69,0,25345,Carl Pettersson,24.2,166394.000,191
69,0,06567,Vijay Singh,24.2,159111.000,183
69,0,23788,D.J. Trahan,24.2,181934.000,209
69,0,21878,Mark Wilson,24.2,87205.000,100
73,0,20498,Briny Baird,24.3,167252.000,191
73,0,21646,David Branshaw,24.3,114635.000,131
73,0,24358,Robert Garrigus,24.3,197573.000,226
73,0,01941,Tom Pernice Jr.,24.3,123412.000,141
73,0,22913,John Rollins,24.3,147952.000,169
73,0,22405,Justin Rose,24.3,58505.000,67
73,0,24502,Adam Scott,24.3,122273.000,140
80,0,06004,Stephen Ames,24.4,83277.000,95
80,0,06522,Ernie Els,24.4,95051.000,108
80,0,27933,John Merrick,24.4,140643.000,160
80,0,02036,Jim Rutledge,24.4,60587.000,69
84,0,20105,Jeff Gove,24.5,165910.000,188
