RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,02246,Duffy Waldorf,33.92,814,24
2,0,20157,Retief Goosen,34.21,479,14
3,0,06522,Ernie Els,34.38,550,16
4,0,08793,Tiger Woods,34.59,588,17
5,0,08881,Tripp Isenhour,34.60,692,20
6,0,02206,David Toms,34.65,901,26
7,0,01388,Robert Gamez,34.67,728,21
8,0,01381,Fred Funk,34.68,971,28
9,0,21961,Charles Howell III,34.70,1041,30
10,0,10860,Justin Leonard,34.71,833,24
10,0,20634,Peter Lonard,34.71,833,24
12,0,02223,Bob Tway,34.74,938,27
13,0,12510,Chad Campbell,34.78,1113,32
13,0,20127,Chris Riley,34.78,939,27
15,0,12652,Cameron Beckman,34.79,835,24
15,0,01219,John Cook,34.79,835,24
17,0,01527,Scott Hoch,34.80,696,20
18,0,01457,Jay Haas,34.82,766,22
19,0,01677,Tom Lehman,34.85,697,20
19,0,01797,Rocco Mediate,34.85,697,20
21,0,23135,Tim Clark,34.91,768,22
22,0,07457,Steve Flesch,34.93,1048,30
23,0,24925,Jonathan Byrd,34.94,1083,31
24,0,01920,Craig Parry,34.95,734,21
25,0,01307,Joel Edwards,34.96,979,28
25,0,06567,Vijay Singh,34.96,909,26
27,0,23983,Luke Donald,34.97,1014,29
28,0,01142,Bart Bryant,35.00,665,19
28,0,10809,Jim Furyk,35.00,840,24
28,0,01724,Jeff Maggert,35.00,910,26
28,0,06515,Shaun Micheel,35.00,980,28
28,0,20572,Rod Pampling,35.00,980,28
28,0,20548,Hidemichi Tanaka,35.00,1050,30
34,0,11011,Mike Sposa,35.03,1121,32
35,0,10565,Ian Leggatt,35.04,911,26
35,0,01810,Phil Mickelson,35.04,841,24
35,0,22046,Geoff Ogilvy,35.04,911,26
35,0,24361,Pat Perez,35.04,946,27
35,0,12663,Phil Tataurangi,35.04,806,23
40,0,02214,Kirk Triplett,35.05,771,22
41,0,20498,Briny Baird,35.06,1087,31
42,0,20645,John Senden,35.07,1017,29
43,0,23353,J.J. Henry,35.09,1158,33
43,0,12680,Shigeki Maruyama,35.09,807,23
45,0,08123,Jeff Brehaut,35.10,1018,29
45,0,12823,Carlos Franco,35.10,1018,29
47,0,10585,Scott McCarron,35.12,913,26
48,0,01948,Tim Petrovic,35.13,1054,30
49,0,02133,Craig Stadler,35.14,738,21
50,0,20095,Carl Paulson,35.15,949,27
51,0,23322,Brett Wetterich,35.16,1090,31
52,0,01938,David Peoples,35.17,1055,30
53,0,07721,Pat Bates,35.18,985,28
53,0,21805,Harrison Frazar,35.18,985,28
55,0,01203,Russ Cochran,35.19,739,21
55,0,01577,Lee Janzen,35.19,950,27
57,0,19824,Craig Barlow,35.20,704,20
57,0,01553,John Huston,35.20,880,25
57,0,01945,Kenny Perry,35.20,880,25
60,0,08633,Per-Ulrik Johansson,35.22,951,27
61,0,10885,Robert Allenby,35.23,916,26
61,0,20098,Stuart Appleby,35.23,916,26
61,0,02104,Jeff Sluman,35.23,1092,31
64,0,23621,Rory Sabbatini,35.24,740,21
65,0,06251,Chris DiMarco,35.26,952,27
66,0,19846,Brian Gay,35.27,1164,33
66,0,01887,Mark O'Meara,35.27,776,22
66,0,02245,Grant Waite,35.27,1058,30
69,0,08931,Glen Day,35.28,1023,29
69,0,10733,Kent Jones,35.28,1129,32
71,0,01361,Dan Forsman,35.29,847,24
72,0,01157,Tom Byrum,35.30,812,23
72,0,01161,Mark Calcavecchia,35.30,812,23
72,0,08545,Glen Hnatiuk,35.30,953,27
75,0,21633,Steve Allan,35.31,1024,29
75,0,12782,Tim Herron,35.31,1024,29
75,0,06498,Matt Peterson,35.31,918,26
78,0,01761,Len Mattiace,35.32,989,28
79,0,06621,Joe Durant,35.33,954,27
79,0,06595,Kevin Sutherland,35.33,954,27
81,0,06078,Esteban Toledo,35.34,1025,29
82,0,06004,Stephen Ames,35.35,919,26
82,0,24357,K.J. Choi,35.35,919,26
82,0,01329,Brad Faxon,35.35,813,23
85,0,01098,Jay Don Blake,35.36,1167,33
85,0,06350,Bob May,35.36,990,28
87,0,06332,Neal Lancaster,35.37,1061,30
88,0,01706,Davis Love III,35.38,849,24
89,0,01226,Fred Couples,35.41,602,17
89,0,09011,David Duval,35.41,779,22
89,0,01475,Donnie Hammond,35.41,602,17
89,0,10457,Frank Nobilo,35.41,1027,29
89,0,02110,Jerry Smith,35.41,1133,32
94,0,20502,Michael Long,35.42,921,26
95,0,23338,David Gossett,35.43,992,28
95,0,01685,J.L. Lewis,35.43,1063,30
97,0,01035,Tommy Armour III,35.44,957,27
97,0,24937,Jess Daley,35.44,957,27
99,0,02101,Joey Sindelar,35.45,1099,31
99,0,06613,Tommy Tolles,35.45,709,20
101,0,01139,Olin Browne,35.47,1135,32
101,0,20105,Jeff Gove,35.47,1064,30
103,0,12826,Paul Claxton,35.48,1029,29
103,0,23800,Bryce Molder,35.48,745,21
103,0,02010,Loren Roberts,35.48,887,25
103,0,10425,Jay Williamson,35.48,1029,29
107,0,19972,José Coceres,35.50,568,16
107,0,06617,Brian Henninger,35.50,710,20
107,0,08993,Franklin Langham,35.50,852,24
110,0,06573,Brandt Jobe,35.52,959,27
110,0,20436,Garrett Willis,35.52,817,23
112,0,08375,Paul Stankowski,35.53,1066,30
113,0,08075,Jerry Kelly,35.54,995,28
113,0,01766,Billy Mayfair,35.54,995,28
113,0,19817,Michael Muehr,35.54,853,24
113,0,12660,Jesper Parnevik,35.54,853,24
113,0,02239,Scott Verplank,35.54,853,24
118,0,12753,David Morland IV,35.55,711,20
118,0,01927,Dennis Paulson,35.55,1031,29
118,0,02106,Chris Smith,35.55,1031,29
121,0,20229,Stewart Cink,35.56,889,25
121,0,01771,Blaine McCallister,35.56,960,27
123,0,01619,Skip Kendall,35.57,1067,30
124,0,07749,Brett Quigley,35.58,1103,31
125,0,07003,David Berganio Jr.,35.60,890,25
125,0,19881,Robert Damron,35.60,890,25
127,0,01378,David Frost,35.61,997,28
128,0,08535,Gary Nicklaus,35.62,926,26
129,0,23614,Rich Beem,35.63,962,27
129,0,01723,Andrew Magee,35.63,962,27
129,0,01941,Tom Pernice Jr.,35.63,1069,30
132,0,01320,Bob Estes,35.67,856,24
132,0,10912,Craig Perks,35.67,963,27
132,0,10423,Mike Weir,35.67,856,24
135,0,21209,Sergio Garcia,35.68,678,19
135,0,20094,Jonathan Kaye,35.68,892,25
137,0,23177,Kenneth Staton,35.71,1250,35
138,0,12388,Michael Clark II,35.72,1143,32
138,0,19958,Miguel Angel Jiménez,35.72,643,18
138,0,10649,Tom Scherrer,35.72,1143,32
141,0,01313,Steve Elkington,35.73,786,22
141,0,01666,Bernhard Langer,35.73,536,15
141,0,01707,Steve Lowery,35.73,929,26
144,0,22913,John Rollins,35.76,1180,33
145,0,06197,Michael Allen,35.78,966,27
146,0,01549,Mike Hulbert,35.79,680,19
146,0,02322,Richard Zokol,35.79,680,19
148,0,07223,Brian Bateman,35.80,1074,30
149,0,23541,Ben Crane,35.81,967,27
150,0,07867,Woody Austin,35.82,1218,34
150,0,20043,Edward Fryatt,35.82,1182,33
152,0,06373,José María Olazábal,35.83,645,18
152,0,01928,Corey Pavin,35.83,824,23
154,0,02002,John Riegger,35.84,896,25
155,0,06643,Paul Goydos,35.85,717,20
156,0,01024,Billy Andrade,35.86,1040,29
156,0,06809,Bob Burns,35.86,1040,29
158,0,01968,Nick Price,35.88,610,17
159,0,01185,Brandel Chamblee,35.89,1005,28
160,0,01175,Jim Carter,35.90,1041,29
160,0,01926,Steve Pate,35.90,718,20
160,0,06527,Steve Stricker,35.90,718,20
163,0,08537,J.P. Hayes,35.91,826,23
164,0,10201,Matt Gogel,35.96,827,23
