RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,34046,Jordan Spieth,15,5,4,1
2,0,28089,Jason Day,11,5,1
2,0,30925,Dustin Johnson,11,1,2
4,0,24024,Zach Johnson,10,1,1
4,0,25804,Bubba Watson,10,2,3,2
6,0,32839,Hideki Matsuyama,9,1,2
6,0,34431,Robert Streb,9,1,1
8,0,25364,Paul Casey,8,2,2
8,0,36689,Brooks Koepka,8,1,1
8,0,29926,Danny Lee,8,1,1,2
8,0,22405,Justin Rose,8,1,3,1
8,0,27649,Brandt Snedeker,8,1,1
8,0,21528,Henrik Stenson,8,4
14,0,32102,Rickie Fowler,7,2,1,1
14,0,10809,Jim Furyk,7,1,1
14,0,12716,Charley Hoffman,7,1,2,1
14,0,27141,J.B. Holmes,7,1,2
14,0,23108,Matt Kuchar,7,1,1
14,0,28237,Rory McIlroy,7,2
14,0,25396,Kevin Na,7,1
14,0,33448,Justin Thomas,7
22,0,40026,Daniel Berger,6,2
22,0,24507,Jason Bohn,6,2
22,0,29478,Kevin Kisner,6,3
22,0,26329,Louis Oosthuizen,6,2
22,0,25632,Jimmy Walker,6,2,2
22,0,26289,Boo Weekley,6,1,1
28,0,28259,Sangmoon Bae,5,1
28,0,34262,Jon Curran,5,1
28,0,29725,Tony Finau,5
28,0,24924,Bill Haas,5,1
28,0,33413,Ben Martin,5,1
28,0,23320,Ryan Palmer,5,1
28,0,25818,Scott Piercy,5,1,1,1
28,0,29221,Webb Simpson,5,1
28,0,25834,Daniel Summerhays,5
37,0,35545,Blayne Barber,4
37,0,21209,Sergio Garcia,4,2
37,0,29974,Branden Grace,4,1
37,0,26758,David Hearn,4,1,1
37,0,34098,Russell Henley,4,1
37,0,26300,Matt Jones,4,2
37,0,08075,Jerry Kelly,4
37,0,30711,Colt Knost,4
37,0,26851,Marc Leishman,4,1
37,0,34409,David Lingmerth,4,1,1
37,0,24781,Hunter Mahan,4,1
37,0,26596,Ryan Moore,4,1
37,0,24138,Ian Poulter,4,1
37,0,34360,Patrick Reed,4,1,1
37,0,23621,Rory Sabbatini,4
37,0,29518,Brendan Steele,4,1
37,0,30927,Brendon Todd,4
37,0,34265,Will Wilcox,4,1
37,0,31323,Gary Woodland,4,2,1
56,0,33141,Keegan Bradley,3
56,0,29479,Scott Brown,3,1
56,0,23638,Brendon de Jonge,3,1
56,0,27436,Graham DeLaet,3
56,0,20104,Ken Duke,3
56,0,34099,Harris English,3,1,1
56,0,29720,Andres Gonzales,3,1
56,0,20157,Retief Goosen,3,1
56,0,34563,Chesson Hadley,3
56,0,33399,Adam Hadwin,3
56,0,27644,Brian Harman,3,1
56,0,21961,Charles Howell III,3
56,0,30926,Chris Kirk,3,1
56,0,33122,Russell Knox,3,2
56,0,27936,Martin Laird,3,1
56,0,33204,Shane Lowry,3,1
56,0,24912,Will MacKenzie,3,1
56,0,32640,Troy Merritt,3,1,1
56,0,01810,Phil Mickelson,3,1,1
56,0,24140,Sean O'Hair,3,1
56,0,25345,Carl Pettersson,3
56,0,35451,Scott Pinckney,3,1
56,0,26331,Charl Schwartzel,3,1
56,0,24502,Adam Scott,3
56,0,20645,John Senden,3
56,0,33418,Shawn Stefani,3,1
56,0,33419,Cameron Tringale,3,1
56,0,26951,Johnson Wagner,3,1
56,0,27095,Nick Watney,3,1
56,0,21878,Mark Wilson,3
86,0,40058,Zac Blair,2
86,0,25274,Steven Bowditch,2,1,1
86,0,12510,Chad Campbell,2
86,0,32366,Kevin Chappell,2
86,0,46435,Austin Cook,2
86,0,21753,Brian Davis,2
86,0,23983,Luke Donald,2
86,0,25369,Jamie Donaldson,2
86,0,25686,Jason Dufner,2
86,0,28679,Fabián Gómez,2,1
86,0,22892,Jason Gore,2,1
86,0,31646,Emiliano Grillo,2,1
86,0,32448,James Hahn,2,1
86,0,31557,Jim Herman,2
86,0,33461,Morgan Hoffmann,2
86,0,35532,Tom Hoge,2
86,0,29420,Billy Horschel,2,1
86,0,30852,Ryo Ishikawa,2
86,0,37454,Whee Kim,2,1
86,0,30944,Jason Kokrak,2
86,0,01706,Davis Love III,2,1
86,0,23800,Bryce Molder,2,1
86,0,25198,Francesco Molinari,2,1
86,0,20691,Greg Owen,2,1
86,0,24361,Pat Perez,2
86,0,30946,Alex Prugh,2
86,0,29476,Kyle Reifers,2,1
86,0,36699,Patrick Rodgers,2,1,1
86,0,25562,Andres Romero,2
86,0,35891,Cameron Smith,2
86,0,27214,Kevin Streelman,2,1
86,0,27963,Chris Stroud,2
86,0,23325,Vaughn Taylor,2
86,0,02206,David Toms,2
86,0,23623,Bo Van Pelt,2
86,0,25892,Steve Wheatcroft,2,1
86,0,32139,Danny Willett,2,1
