RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,29221,Webb Simpson,15,252,5
2,0,29725,Tony Finau,14,298,3
2,0,35421,Brandon Harkins,14,296,1
2,0,31323,Gary Woodland,14,266,2
5,0,30944,Jason Kokrak,13,306,2
6,0,33141,Keegan Bradley,12,287,1
6,0,20229,Stewart Cink,12,262,0
6,0,01810,Phil Mickelson,12,264,0
6,0,25804,Bubba Watson,12,234,1
10,0,47959,Bryson DeChambeau,11,280,0
10,0,28307,Matt Every,11,245,2
10,0,32839,Hideki Matsuyama,11,220,2
10,0,34360,Patrick Reed,11,270,2
10,0,33448,Justin Thomas,11,236,1
15,0,30925,Dustin Johnson,10,224,1
15,0,23621,Rory Sabbatini,10,281,2
15,0,39328,Conrad Shindler,10,172,1
15,0,32333,Kevin Tway,10,334,3
15,0,47128,Richy Werenski,10,288,2
20,0,34563,Chesson Hadley,9,311,2
20,0,32448,James Hahn,9,264,1
20,0,27141,J.B. Holmes,9,242,2
20,0,35461,Beau Hossler,9,328,1
20,0,34174,John Huh,9,278,3
20,0,37454,Whee Kim,9,292,1
20,0,30926,Chris Kirk,9,340,3
20,0,50526,Tom Lovelady,9,256,1
20,0,25396,Kevin Na,9,256,1
20,0,29484,Peter Uihlein,9,240,2
30,0,22371,Aaron Baddeley,8,244,4
30,0,26499,Rafa Cabrera Bello,8,208,1
30,0,45609,Tyler Duncan,8,279,1
30,0,34099,Harris English,8,244,1
30,0,30911,Tommy Fleetwood,8,190,0
30,0,35310,Lanto Griffin,8,228,2
30,0,29420,Billy Horschel,8,253,1
30,0,29478,Kevin Kisner,8,224,1
30,0,36689,Brooks Koepka,8,164,1
30,0,28237,Rory McIlroy,8,172,1
30,0,22056,Cameron Percy,8,156,1
30,0,25240,D.A. Points,8,198,1
30,0,27649,Brandt Snedeker,8,240,1
30,0,34264,Hudson Swafford,8,220,0
30,0,47287,Ethan Tracy,8,220,5
30,0,37189,Harold Varner III,8,278,3
46,0,33948,Byeong Hun An,7,248,2
46,0,40026,Daniel Berger,7,222,2
46,0,27958,Ryan Blaum,7,232,4
46,0,29268,Bronson Burgoon,7,210,0
46,0,12510,Chad Campbell,7,250,1
46,0,32102,Rickie Fowler,7,212,0
46,0,28679,Fabián Gómez,7,261,1
46,0,24924,Bill Haas,7,231,1
46,0,35532,Tom Hoge,7,291,2
46,0,24024,Zach Johnson,7,260,0
46,0,26300,Matt Jones,7,190,1
46,0,27974,Sung Kang,7,272,0
46,0,26851,Marc Leishman,7,268,1
46,0,39546,Keith Mitchell,7,298,1
46,0,26596,Ryan Moore,7,238,1
46,0,23320,Ryan Palmer,7,191,2
46,0,37275,Sam Ryder,7,254,1
46,0,35891,Cameron Smith,7,236,1
46,0,27064,Jhonattan Vegas,7,284,2
46,0,32254,Xinjun Zhang,7,234,1
