RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,30925,Dustin Johnson,2.16,363,168
2,0,22405,Justin Rose,1.95,302,155
3,0,33448,Justin Thomas,1.81,373,206
4,0,32102,Rickie Fowler,1.79,303,169
5,0,34046,Jordan Spieth,1.70,323,190
5,0,21528,Henrik Stenson,1.70,209,123
7,0,36689,Brooks Koepka,1.69,268,159
7,0,29221,Webb Simpson,1.69,348,206
9,0,29725,Tony Finau,1.64,421,256
10,0,26951,Johnson Wagner,1.63,259,159
11,0,08793,Tiger Woods,1.62,280,173
12,0,47959,Bryson DeChambeau,1.61,404,251
13,0,29420,Billy Horschel,1.60,329,205
13,0,46970,Jon Rahm,1.60,300,188
15,0,28089,Jason Day,1.59,289,182
15,0,32839,Hideki Matsuyama,1.59,298,187
17,0,28237,Rory McIlroy,1.58,253,160
18,0,24024,Zach Johnson,1.56,344,220
18,0,30926,Chris Kirk,1.56,410,263
20,0,30911,Tommy Fleetwood,1.55,294,190
20,0,27214,Kevin Streelman,1.55,332,214
22,0,31646,Emiliano Grillo,1.51,361,239
23,0,34076,Joel Dahmen,1.50,326,217
24,0,01810,Phil Mickelson,1.49,387,259
24,0,26596,Ryan Moore,1.49,280,188
24,0,25396,Kevin Na,1.49,346,232
24,0,37275,Sam Ryder,1.49,314,211
28,0,35461,Beau Hossler,1.47,404,275
28,0,26476,Chez Reavie,1.47,326,222
30,0,24781,Hunter Mahan,1.46,244,167
30,0,22056,Cameron Percy,1.46,196,134
32,0,29908,C.T. Pan,1.45,378,260
33,0,35450,Patrick Cantlay,1.44,315,218
33,0,46435,Austin Cook,1.44,423,294
33,0,19846,Brian Gay,1.44,393,272
33,0,21961,Charles Howell III,1.44,362,252
33,0,30944,Jason Kokrak,1.44,398,276
33,0,25198,Francesco Molinari,1.44,269,187
33,0,34256,Andrew Putnam,1.44,328,227
40,0,25364,Paul Casey,1.42,275,193
40,0,23108,Matt Kuchar,1.42,290,204
42,0,26499,Rafa Cabrera Bello,1.41,275,195
42,0,34563,Chesson Hadley,1.41,403,285
42,0,39546,Keith Mitchell,1.41,406,287
42,0,49964,Aaron Wise,1.41,368,261
46,0,34360,Patrick Reed,1.40,334,239
47,0,33948,Byeong Hun An,1.39,315,226
47,0,45526,Abraham Ancer,1.39,354,255
47,0,40058,Zac Blair,1.39,211,152
47,0,26851,Marc Leishman,1.39,364,261
47,0,23621,Rory Sabbatini,1.39,344,247
52,0,39324,J.J. Spaun,1.38,313,227
53,0,27129,Luke List,1.37,375,273
53,0,49771,J.T. Poston,1.37,272,198
53,0,30110,Kyle Stanley,1.37,341,249
53,0,29485,Brett Stegmaier,1.37,237,173
57,0,35545,Blayne Barber,1.36,257,189
57,0,28252,Seamus Power,1.36,288,211
57,0,32150,Michael Thompson,1.36,217,160
57,0,25804,Bubba Watson,1.36,308,226
61,0,33141,Keegan Bradley,1.35,354,262
61,0,29268,Bronson Burgoon,1.35,272,201
61,0,32757,Patton Kizzire,1.35,343,255
61,0,29926,Danny Lee,1.35,336,248
65,0,19803,Ryan Armour,1.34,398,297
65,0,27936,Martin Laird,1.34,260,194
65,0,29461,Jamie Lovemark,1.34,339,253
65,0,47993,Denny McCarthy,1.34,224,167
65,0,27649,Brandt Snedeker,1.34,307,229
65,0,23325,Vaughn Taylor,1.34,312,233
65,0,31323,Gary Woodland,1.34,360,269
72,0,32448,James Hahn,1.33,304,229
72,0,31202,William McGirt,1.33,264,199
74,0,28775,Nate Lashley,1.32,165,125
74,0,34466,Peter Malnati,1.32,314,237
74,0,35891,Cameron Smith,1.32,295,224
74,0,32333,Kevin Tway,1.32,403,305
74,0,27095,Nick Watney,1.32,337,255
79,0,20472,Alex Cejka,1.31,245,187
79,0,27349,Alex Noren,1.31,213,163
81,0,24846,Ricky Barnes,1.30,245,188
81,0,39997,Corey Conners,1.30,350,269
81,0,33399,Adam Hadwin,1.30,326,250
81,0,34174,John Huh,1.30,345,265
81,0,33122,Russell Knox,1.30,322,247
81,0,24361,Pat Perez,1.30,291,223
87,0,20229,Stewart Cink,1.29,329,255
87,0,23541,Ben Crane,1.29,207,160
87,0,35421,Brandon Harkins,1.29,388,301
87,0,26300,Matt Jones,1.29,233,181
87,0,29478,Kevin Kisner,1.29,277,214
87,0,24138,Ian Poulter,1.29,241,187
87,0,29223,Sam Saunders,1.29,301,233
94,0,29974,Branden Grace,1.28,242,189
94,0,34363,Tyrrell Hatton,1.28,185,144
94,0,48081,Xander Schauffele,1.28,361,281
94,0,24502,Adam Scott,1.28,299,234
94,0,30692,Scott Stallings,1.28,322,252
94,0,33418,Shawn Stefani,1.28,276,215
94,0,25892,Steve Wheatcroft,1.28,204,159
101,0,24925,Jonathan Byrd,1.27,223,176
101,0,34098,Russell Henley,1.27,278,219
101,0,25493,Nick Taylor,1.27,315,248
104,0,40026,Daniel Berger,1.26,276,219
104,0,28679,Fabián Gómez,1.26,293,232
104,0,25818,Scott Piercy,1.26,298,237
104,0,31560,Brian Stuard,1.26,335,265
104,0,29484,Peter Uihlein,1.26,294,233
109,0,27644,Brian Harman,1.25,342,273
109,0,26758,David Hearn,1.25,223,179
109,0,35532,Tom Hoge,1.25,361,288
109,0,32640,Troy Merritt,1.25,325,260
109,0,23320,Ryan Palmer,1.25,256,204
109,0,36699,Patrick Rodgers,1.25,350,281
109,0,39328,Conrad Shindler,1.25,202,161
116,0,35310,Lanto Griffin,1.24,287,232
116,0,34409,David Lingmerth,1.24,300,241
116,0,39327,Ben Silverman,1.24,315,255
119,0,46501,Ollie Schniederjans,1.23,346,281
120,0,29535,Brice Garnett,1.22,338,277
120,0,50526,Tom Lovelady,1.22,326,268
120,0,46601,Trey Mullinax,1.22,269,221
120,0,26329,Louis Oosthuizen,1.22,187,153
124,0,27958,Ryan Blaum,1.21,304,252
124,0,32366,Kevin Chappell,1.21,287,238
124,0,25900,Lucas Glover,1.21,217,180
124,0,12716,Charley Hoffman,1.21,293,242
124,0,27141,J.B. Holmes,1.21,280,231
124,0,33410,Andrew Landry,1.21,288,238
124,0,37278,Nicholas Lindheim,1.21,255,211
124,0,33413,Ben Martin,1.21,233,193
132,0,34021,Bud Cauley,1.20,195,163
132,0,37454,Whee Kim,1.20,332,276
132,0,37189,Harold Varner III,1.20,317,264
135,0,31420,Anirban Lahiri,1.19,297,250
135,0,25632,Jimmy Walker,1.19,285,239
137,0,22371,Aaron Baddeley,1.18,269,228
137,0,34099,Harris English,1.18,290,245
137,0,24358,Robert Garrigus,1.18,291,247
137,0,36799,Stephan Jaeger,1.18,263,223
137,0,34264,Hudson Swafford,1.18,253,215
137,0,47128,Richy Werenski,1.18,325,275
143,0,29479,Scott Brown,1.17,357,304
143,0,35506,Mackenzie Hughes,1.17,282,242
143,0,32254,Xinjun Zhang,1.17,274,235
146,0,33204,Shane Lowry,1.16,198,171
146,0,27942,Rob Oppenheim,1.16,242,209
146,0,28132,Tyrone Van Aswegen,1.16,323,278
149,0,37455,Si Woo Kim,1.15,378,330
149,0,27963,Chris Stroud,1.15,261,226
151,0,45609,Tyler Duncan,1.14,336,296
151,0,46402,Talor Gooch,1.14,252,221
153,0,28500,Martin Flores,1.13,314,278
153,0,23353,J.J. Henry,1.13,245,216
153,0,25572,Graeme McDowell,1.13,201,178
153,0,24140,Sean O'Hair,1.13,221,195
157,0,40009,Dominic Bozzelli,1.12,237,211
157,0,48084,Wesley Bryan,1.12,232,208
157,0,29518,Brendan Steele,1.12,240,214
157,0,27064,Jhonattan Vegas,1.12,312,279
161,0,34213,Grayson Murray,1.11,293,264
161,0,47347,Adam Schenk,1.11,270,243
163,0,24924,Bill Haas,1.10,233,211
163,0,27556,Ted Potter Jr.,1.10,318,289
165,0,10809,Jim Furyk,1.09,152,139
165,0,35879,Kelly Kraft,1.09,312,285
167,0,47125,Matt Atkins,1.07,187,175
167,0,25686,Jason Dufner,1.07,219,204
169,0,47287,Ethan Tracy,1.04,237,228
170,0,32876,Martin Piller,1.03,273,265
171,0,30978,Kiradech Aphibarnrat,1.02,166,163
171,0,35376,Roberto Díaz,1.02,220,216
171,0,39954,Cody Gribble,1.02,234,229
171,0,39975,Michael Kim,1.02,247,243
175,0,28307,Matt Every,1.01,272,270
175,0,31416,Derek Fathauer,1.01,284,282
175,0,27974,Sung Kang,1.01,299,295
178,0,12510,Chad Campbell,1.00,250,251
178,0,33419,Cameron Tringale,1.00,209,210
180,0,34431,Robert Streb,.99,248,251
181,0,26331,Charl Schwartzel,.98,193,197
182,0,29222,Billy Hurley III,.97,215,221
182,0,34358,Jonathan Randolph,.97,210,217
184,0,20157,Retief Goosen,.96,170,177
185,0,27895,Jonas Blixt,.95,198,208
186,0,20572,Rod Pampling,.94,186,197
187,0,22582,Kyle Thompson,.88,150,171
188,0,25834,Daniel Summerhays,.87,147,169
189,0,25240,D.A. Points,.84,196,233
190,0,20593,Greg Chalmers,.83,165,200
190,0,37338,Zecheng Dou,.83,157,190
192,0,32816,Satoshi Kodaira,.72,149,206
192,0,35544,Andrew Yun,.72,142,197
