RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,48081,Xander Schauffele,56
2,0,46046,Scottie Scheffler,44
3,0,39997,Corey Conners,30
4,0,50525,Collin Morikawa,17
5,0,46414,Aaron Rai,14
6,0,27644,Brian Harman,13
6,0,51696,Rico Hoey,13
8,0,34098,Russell Henley,12
9,0,51977,Max Greyserman,11
9,0,40250,Taylor Pendrith,11
9,0,34360,Patrick Reed,11
9,0,58168,Davis Thompson,11
13,0,35506,Mackenzie Hughes,10
14,0,47504,Sam Burns,9
14,0,35310,Lanto Griffin,9
14,0,39971,Sungjae Im,9
14,0,24502,Adam Scott,9
18,0,33974,Dean Burmester,8
18,0,36689,Brooks Koepka,8
18,0,57366,Cameron Young,8
21,0,25203,SSP Chawrasia,7
21,0,40098,Matt Fitzpatrick,7
21,0,34656,Mikumu Horikawa,7
21,0,47420,Jake Knapp,7
21,0,55893,Sam Stevens,7
21,0,33448,Justin Thomas,7
27,0,40026,Daniel Berger,6
27,0,34255,Joseph Bramlett,6
27,0,35450,Patrick Cantlay,6
27,0,25364,Paul Casey,6
27,0,57362,Austin Eckroat,6
27,0,25900,Lucas Glover,6
27,0,60067,Joe Highsmith,6
27,0,49481,Tae Hee Lee,6
27,0,02190,Doug Tewell,6
27,0,51634,Sahith Theegala,6
27,0,51894,Vince Whaley,6
38,0,28697,Gaganjeet Bhullar,5
38,0,33141,Keegan Bradley,5
38,0,28089,Jason Day,5
38,0,31646,Emiliano Grillo,5
38,0,29420,Billy Horschel,5
38,0,35461,Beau Hossler,5
38,0,30957,Max Kieffer,5
38,0,01682,Wayne Levi,5
38,0,32839,Hideki Matsuyama,5
38,0,46442,Maverick McNealy,5
38,0,26341,Wade Ormsby,5
38,0,24361,Pat Perez,5
38,0,23497,Tag Ridings,5
38,0,36699,Patrick Rodgers,5
52,0,52955,Ludvig Ãberg,4
52,0,33948,Byeong Hun An,4
52,0,45522,Christiaan Bezuidenhout,4
52,0,51349,Nico Echavarria,4
52,0,34099,Harris English,4
52,0,29725,Tony Finau,4
52,0,54576,Patrick Fishburn,4
52,0,28500,Martin Flores,4
52,0,32102,Rickie Fowler,4
52,0,29936,Ryan Fox,4
52,0,54591,Ben Griffin,4
