RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
34,0,30852,Ryo Ishikawa,63' 8",the Memorial,2,9 - Par 4 -
35,0,37278,Nicholas Lindheim,63' 1",Byron Nelson,3,18 - Par 4
36,0,25396,Kevin Na,62' 7",Dell Tech Champ,4,14 - Par 4
37,0,47959,Bryson DeChambeau,62' 6",Shriners Hosp.,3,17 - Par 3
38,0,25274,Steven Bowditch,62' 5",Arnold Palmer,1,14 - Par 3
39,0,35376,Roberto Díaz,62' 2",U.S. Open,1,10 - Par 4
40,0,34466,Peter Malnati,62' 1",Sony Open,2,16 - Par 4
41,0,20472,Alex Cejka,62' 0",Wells Fargo,1,10 - Par 3
42,0,20104,Ken Duke,61' 9",Texas Open,3,6 - Par 4 -
43,0,27466,Spencer Levin,61' 5",Shell Houston,1,11 - Par 4
44,0,27974,Sung Kang,61' 1",Farmers Ins.,2,14 - Par 4
45,0,24924,Bill Haas,60' 10",Safeway Open,1,7 - Par 3 -
46,0,31560,Brian Stuard,60' 9",the Memorial,3,17 - Par 4
47,0,27933,John Merrick,60' 8",John Deere,1,7 - Par 3 -
48,0,30692,Scott Stallings,60' 6",DEAN & DELUCA,3,9 - Par 4 -
49,0,36699,Patrick Rodgers,60' 5",Genesis Open,3,12 - Par 4
50,0,28089,Jason Day,60' 1",Byron Nelson,3,17 - Par 3
51,0,20229,Stewart Cink,60' 1",U.S. Open,2,3 - Par 4 -
52,0,33448,Justin Thomas,60' 0",NORTHERN TRUST,2,7 - Par 4 -
53,0,10505,Shane Bertsch,59' 9",The Greenbrier,1,13 - Par 4
54,0,27349,Alex Noren,59' 8",Arnold Palmer,3,17 - Par 3
55,0,47986,Rich Berberian Jr.,59' 8",Shell Houston,1,4 - Par 5 -
56,0,29725,Tony Finau,59' 6",Sony Open,1,8 - Par 4 -
57,0,33461,Morgan Hoffmann,59' 6",DEAN & DELUCA,2,16 - Par 3
58,0,48081,Xander Schauffele,59' 6",The Greenbrier,3,12 - Par 5
59,0,20645,John Senden,59' 4",Farmers Ins.,2,3 - Par 3 -
60,0,32839,Hideki Matsuyama,58' 11",Farmers Ins.,3,13 - Par 5
61,0,26300,Matt Jones,58' 11",Wyndham Champ,2,10 - Par 4
62,0,32698,Bobby Gates,58' 10",John Deere,1,15 - Par 4
63,0,33419,Cameron Tringale,58' 8",Barbasol Champ,1,9 - Par 4 -
64,0,28252,Seamus Power,58' 6",Sony Open,2,4 - Par 3 -
65,0,31646,Emiliano Grillo,58' 6",Wyndham Champ,1,15 - Par 5
66,0,26329,Louis Oosthuizen,58' 5",Honda Classic,2,5 - Par 3 -
67,0,39958,Jeunghun Wang,58' 5",Arnold Palmer,2,1 - Par 4 -
68,0,28500,Martin Flores,58' 2",John Deere,2,18 - Par 4
69,0,33204,Shane Lowry,58' 1",RBC Heritage,1,18 - Par 4
70,0,33120,Mark Anderson,58' 1",The Greenbrier,1,13 - Par 4
71,0,24140,Sean O'Hair,58' 1",NORTHERN TRUST,1,7 - Par 4 -
72,0,34358,Jonathan Randolph,58' 0",U.S. Open,1,10 - Par 4
73,0,06567,Vijay Singh,57' 10",PGA Championshi,3,6 - Par 3 -
74,0,01320,Bob Estes,57' 4",Texas Open,2,13 - Par 3
75,0,25364,Paul Casey,57' 3",U.S. Open,1,8 - Par 4 -
76,0,25892,Steve Wheatcroft,57' 1",AT&T Pebble,1,5 - Par 3 -
77,0,35506,Mackenzie Hughes,56' 9",Shell Houston,3,2 - Par 4 -
78,0,33418,Shawn Stefani,56' 9",Travelers Champ,1,10 - Par 4
79,0,20593,Greg Chalmers,56' 8",Honda Classic,2,17 - Par 3
80,0,27141,J.B. Holmes,56' 8",Shell Houston,2,10 - Par 4
81,0,23541,Ben Crane,56' 8",John Deere,2,11 - Par 4
82,0,06522,Ernie Els,56' 6",Byron Nelson,4,7 - Par 5 -
83,0,40026,Daniel Berger,56' 6",John Deere,4,18 - Par 4
84,0,46550,Brandon Hagy,56' 5",Quicken Loans,3,17 - Par 3
85,0,28132,Tyrone Van Aswegen,56' 5",Wyndham Champ,3,15 - Par 5
86,0,23800,Bryce Molder,56' 3",Sony Open,2,6 - Par 4 -
87,0,34363,Tyrrell Hatton,56' 3",WGC-Mexico,1,9 - Par 4 -
88,0,23320,Ryan Palmer,56' 1",Texas Open,3,6 - Par 4 -
89,0,33399,Adam Hadwin,56' 0",RBC Heritage,2,15 - Par 5
90,0,01666,Bernhard Langer,56' 0",THE PLAYERS,1,15 - Par 4
91,0,27120,Troy Matteson,56' 0",John Deere,1,12 - Par 3
92,0,28679,Fabián Gómez,55' 9",Arnold Palmer,3,12 - Par 5
93,0,10885,Robert Allenby,55' 9",Barbasol Champ,2,16 - Par 5
94,0,21961,Charles Howell III,55' 8",Farmers Ins.,3,14 - Par 4
95,0,28307,Matt Every,55' 7",Byron Nelson,1,3 - Par 4 -
96,0,34098,Russell Henley,55' 6",TOUR Champ,2,7 - Par 4 -
97,0,31557,Jim Herman,55' 5",the Memorial,4,10 - Par 4
98,0,27895,Jonas Blixt,55' 4",DEAN & DELUCA,1,9 - Par 4 -
99,0,30110,Kyle Stanley,55' 3",Shell Houston,1,16 - Par 3
100,0,35461,Beau Hossler,54' 11",DEAN & DELUCA,1,14 - Par 4
101,0,35296,Haotong Li,54' 5",U.S. Open,2,13 - Par 3
102,0,47741,Wesley McClain,54' 3",Texas Open,1,3 - Par 3 -
103,0,26758,David Hearn,54' 3",The Greenbrier,2,14 - Par 4
104,0,39975,Michael Kim,54' 2",THE PLAYERS,4,8 - Par 3 -
105,0,51766,Wyndham Clark,53' 11",Canadian Open,1,4 - Par 3 -
106,0,25493,Nick Taylor,53' 10",The RSM Classic,3,10 - Par 4
107,0,35545,Blayne Barber,53' 10",THE PLAYERS,4,11 - Par 5
108,0,20572,Rod Pampling,53' 7",NORTHERN TRUST,2,15 - Par 3
109,0,22371,Aaron Baddeley,53' 6",Valspar Champ,1,14 - Par 5
110,0,46501,Ollie Schniederjans,53' 6",Shell Houston,1,5 - Par 4 -
111,0,07457,Steve Flesch,53' 5",Sanderson Farms,2,16 - Par 4
112,0,32150,Michael Thompson,53' 5",DEAN & DELUCA,1,9 - Par 4 -
113,0,31416,Derek Fathauer,53' 4",AT&T Pebble,2,3 - Par 4 -
114,0,32070,Rafael Campos,53' 4",Shell Houston,4,9 - Par 3 -
115,0,29518,Brendan Steele,53' 4",Dell Tech Champ,1,5 - Par 4 -
116,0,33141,Keegan Bradley,53' 3",The Greenbrier,2,5 - Par 4 -
117,0,36801,Mark Hubbard,52' 10",Wells Fargo,1,7 - Par 4 -
118,0,23497,Tag Ridings,52' 10",John Deere,3,1 - Par 4 -
119,0,20098,Stuart Appleby,52' 10",Wyndham Champ,1,7 - Par 3 -
120,0,24361,Pat Perez,52' 9",Farmers Ins.,3,5 - Par 4 -
121,0,27561,Nick Flanagan,52' 8",U.S. Open,1,10 - Par 4
122,0,27963,Chris Stroud,52' 8",Barbasol Champ,4,18 - Par 4
123,0,46402,Talor Gooch,52' 6",U.S. Open,1,6 - Par 3 -
124,0,37189,Harold Varner III,52' 6",NORTHERN TRUST,2,18 - Par 4
125,0,35437,Carter Jenkins,52' 3",Wells Fargo,2,10 - Par 3
126,0,48084,Wesley Bryan,52' 3",DEAN & DELUCA,1,6 - Par 4 -
127,0,20848,Ángel Cabrera,52' 2",U.S. Open,1,4 - Par 4 -
128,0,33948,Byeong Hun An,52' 0",Byron Nelson,3,1 - Par 4 -
129,0,34046,Jordan Spieth,51' 11",WGC-Bridgestone,1,6 - Par 4 -
130,0,25632,Jimmy Walker,51' 9",AT&T Pebble,4,9 - Par 4 -
131,0,49771,J.T. Poston,51' 8",Farmers Ins.,1,16 - Par 3
132,0,21498,Hideto Tanihara,51' 8",WGC-Mexico,4,1 - Par 4 -
133,0,20157,Retief Goosen,51' 6",Sanderson Farms,1,12 - Par 4
134,0,29908,C.T. Pan,51' 3",The RSM Classic,4,12 - Par 3
135,0,32757,Patton Kizzire,51' 3",the Memorial,2,10 - Par 4
136,0,34021,Bud Cauley,51' 1",U.S. Open,1,4 - Par 4 -
137,0,23108,Matt Kuchar,50' 10",Safeway Open,2,2 - Par 3 -
138,0,25834,Daniel Summerhays,50' 10",Canadian Open,4,6 - Par 4 -
139,0,29720,Andres Gonzales,50' 5",Shell Houston,2,11 - Par 4
140,0,36326,David Lipsky,50' 4",WGC-Mexico,1,6 - Par 5 -
141,0,23048,Eric Axley,50' 0",The RSM Classic,1,16 - Par 4
142,0,19846,Brian Gay,49' 11",Phoenix Open,4,14 - Par 4
143,0,30925,Dustin Johnson,49' 11",THE PLAYERS,4,2 - Par 5 -
144,0,28237,Rory McIlroy,49' 10",Dell Tech Champ,1,6 - Par 4 -
145,0,25686,Jason Dufner,49' 9",BMW Champ,2,4 - Par 4 -
146,0,25240,D.A. Points,49' 8",Texas Open,1,7 - Par 3 -
147,0,25572,Graeme McDowell,49' 7",DEAN & DELUCA,3,13 - Par 3
148,0,30944,Jason Kokrak,49' 6",NORTHERN TRUST,1,12 - Par 4
149,0,23778,Brad Adamonis,49' 4",The RSM Classic,2,15 - Par 5
150,0,21528,Henrik Stenson,49' 4",WGC-Bridgestone,3,4 - Par 4 -
151,0,40009,Dominic Bozzelli,49' 1",Texas Open,1,15 - Par 4
152,0,46443,Brian Campbell,49' 1",The Greenbrier,4,11 - Par 4
153,0,33413,Ben Martin,49' 0",THE PLAYERS,2,12 - Par 4
154,0,33047,Gregor Main,48' 10",Safeway Open,1,7 - Par 3 -
155,0,28475,Jeff Overton,48' 8",Honda Classic,2,6 - Par 4 -
156,0,34264,Hudson Swafford,48' 8",Valspar Champ,1,2 - Par 4 -
157,0,46970,Jon Rahm,48' 8",WGC-Bridgestone,4,6 - Par 4 -
158,0,26596,Ryan Moore,48' 7",BMW Champ,4,9 - Par 4 -
159,0,31420,Anirban Lahiri,48' 6",BMW Champ,4,6 - Par 3 -
160,0,21959,Ted Purdy,48' 5",Texas Open,1,12 - Par 4
161,0,27958,Ryan Blaum,48' 4",The Greenbrier,4,14 - Par 4
162,0,27436,Graham DeLaet,48' 1",Phoenix Open,3,11 - Par 4
163,0,39546,Keith Mitchell,47' 11",Valspar Champ,4,18 - Par 4
164,0,29478,Kevin Kisner,47' 11",DEAN & DELUCA,1,7 - Par 4 -
165,0,25818,Scott Piercy,47' 10",Travelers Champ,1,3 - Par 4 -
166,0,24138,Ian Poulter,47' 9",Canadian Open,4,12 - Par 3
167,0,22405,Justin Rose,47' 8",Shell Houston,2,9 - Par 3 -
168,0,30911,Tommy Fleetwood,47' 8",WGC-Bridgestone,3,8 - Par 4 -
169,0,25349,Tim Wilkinson,47' 7",The RSM Classic,3,15 - Par 5
170,0,23353,J.J. Henry,47' 7",Wells Fargo,4,17 - Par 4
171,0,23638,Brendon de Jonge,47' 6",Wyndham Champ,2,17 - Par 4
172,0,32102,Rickie Fowler,47' 3",Shell Houston,3,7 - Par 3 -
173,0,31323,Gary Woodland,47' 2",AT&T Pebble,3,3 - Par 4 -
174,0,34563,Chesson Hadley,47' 0",The RSM Classic,3,10 - Par 4
175,0,20396,Lee Westwood,47' 0",U.S. Open,1,13 - Par 3
176,0,35110,Brett Drewitt,46' 11",Safeway Open,3,6 - Par 4 -
177,0,29461,Jamie Lovemark,46' 10",Phoenix Open,2,10 - Par 4
178,0,52035,Oliver Peacock,46' 9",St. Jude,2,7 - Par 4 -
179,0,25804,Bubba Watson,46' 9",WGC-Bridgestone,2,8 - Par 4 -
180,0,23983,Luke Donald,46' 8",THE PLAYERS,1,15 - Par 4
181,0,46601,Trey Mullinax,46' 7",The Greenbrier,2,17 - Par 5
182,0,35891,Cameron Smith,46' 5",Safeway Open,2,5 - Par 5 -
183,0,37454,Whee Kim,46' 4",NORTHERN TRUST,1,17 - Par 3
184,0,29479,Scott Brown,46' 3",Shell Houston,1,9 - Par 3 -
185,0,21407,Arjun Atwal,46' 2",Sanderson Farms,2,11 - Par 5
186,0,27408,Martin Kaymer,46' 1",U.S. Open,4,6 - Par 3 -
187,0,12510,Chad Campbell,45' 11",Shriners Hosp.,4,5 - Par 3 -
188,0,27747,Hiroshi Iwata,45' 11",AT&T Pebble,2,10 - Par 4
189,0,01706,Davis Love III,45' 11",Wells Fargo,1,13 - Par 4
190,0,47644,Scott Harvey,45' 10",U.S. Open,1,12 - Par 4
191,0,09011,David Duval,45' 8",Sanderson Farms,1,18 - Par 4
192,0,34262,Jon Curran,45' 8",The RSM Classic,4,3 - Par 3 -
193,0,39977,Max Homa,45' 8",St. Jude,1,5 - Par 4 -
194,0,27064,Jhonattan Vegas,45' 7",Honda Classic,2,8 - Par 4 -
195,0,46440,Smylie Kaufman,45' 7",THE PLAYERS,2,17 - Par 3
196,0,29740,Brad Fritsch,45' 7",Byron Nelson,2,3 - Par 4 -
197,0,24781,Hunter Mahan,45' 7",DEAN & DELUCA,2,15 - Par 4
198,0,34261,Scott Langley,45' 6",The RSM Classic,1,6 - Par 3 -
199,0,28486,Michael Putnam,45' 6",St. Jude,3,13 - Par 4
200,0,26499,Rafa Cabrera Bello,45' 5",U.S. Open,2,10 - Par 4
201,0,22621,Ben Curtis,45' 4",Sanderson Farms,2,16 - Par 4
202,0,37455,Si Woo Kim,45' 4",Genesis Open,1,15 - Par 4
203,0,35300,Andrew Loupe,45' 3",Byron Nelson,2,18 - Par 4
204,0,52144,Braden Thornberry,45' 3",St. Jude,4,3 - Par 5 -
205,0,35532,Tom Hoge,45' 3",Canadian Open,4,4 - Par 3 -
206,0,27649,Brandt Snedeker,45' 2",Arnold Palmer,2,3 - Par 4 -
207,0,24846,Ricky Barnes,45' 2",RBC Heritage,1,15 - Par 5
208,0,52371,Matthew Campbell,44' 11",U.S. Open,1,15 - Par 4
209,0,26908,Yuta Ikeda,44' 9",RBC Heritage,1,16 - Par 4
210,0,33408,Tyson Alexander,44' 8",U.S. Open,1,9 - Par 3 -
211,0,24490,George McNeill,44' 7",John Deere,2,16 - Par 3
212,0,19803,Ryan Armour,44' 6",The RSM Classic,1,13 - Par 4
213,0,48822,Sebastián Muñoz,44' 5",Sanderson Farms,4,4 - Par 3 -
214,0,39954,Cody Gribble,44' 5",Honda Classic,3,5 - Par 3 -
215,0,46507,Bobby Wyatt,44' 5",John Deere,2,16 - Par 3
216,0,22000,Chris Wood,44' 4",WGC-Bridgestone,3,5 - Par 3 -
217,0,11032,Frank Lickliter II,44' 3",Barbasol Champ,1,1 - Par 4 -
218,0,02049,Gene Sauers,44' 1",U.S. Open,1,7 - Par 5 -
219,0,25562,Andres Romero,44' 1",WGC-Bridgestone,1,12 - Par 3
220,0,29926,Danny Lee,44' 0",Safeway Open,4,12 - Par 4
221,0,35450,Patrick Cantlay,43' 11",AT&T Pebble,3,9 - Par 4 -
222,0,33592,Andy Pope,43' 8",U.S. Open,2,5 - Par 4 -
223,0,10423,Mike Weir,43' 7",Canadian Open,1,5 - Par 4 -
224,0,23621,Rory Sabbatini,43' 5",The RSM Classic,4,3 - Par 3 -
225,0,24912,Will MacKenzie,43' 5",The RSM Classic,3,12 - Par 3
226,0,33122,Russell Knox,43' 5",Wyndham Champ,1,7 - Par 3 -
227,0,29745,Tyler Aldridge,43' 4",The RSM Classic,2,16 - Par 4
228,0,22046,Geoff Ogilvy,43' 4",Wyndham Champ,2,14 - Par 4
229,0,24083,Marcus Fraser,43' 3",WGC-Mexico,2,14 - Par 4
230,0,32640,Troy Merritt,43' 2",Wyndham Champ,3,7 - Par 3 -
231,0,49633,Charlie Danielson,43' 1",Valspar Champ,3,13 - Par 3
232,0,32448,James Hahn,43' 0",Shriners Hosp.,4,2 - Par 4 -
233,0,35541,John Peterson,42' 10",Honda Classic,1,16 - Par 4
234,0,29930,Mike Hendry,42' 10",WGC-Mexico,4,2 - Par 4 -
235,0,26331,Charl Schwartzel,42' 8",PGA Championshi,2,14 - Par 4
236,0,23821,Yusaku Miyazato,42' 7",U.S. Open,1,11 - Par 4
237,0,47128,Richy Werenski,42' 7",Wyndham Champ,1,6 - Par 4 -
238,0,25198,Francesco Molinari,42' 7",Dell Tech Champ,2,9 - Par 4 -
239,0,27330,Josh Teater,42' 6",The RSM Classic,4,18 - Par 4
240,0,23063,Scott Hend,42' 6",WGC-Bridgestone,3,10 - Par 4
241,0,27214,Kevin Streelman,42' 5",Shell Houston,1,15 - Par 5
242,0,10213,Dicky Pride,42' 4",Barbasol Champ,2,8 - Par 3 -
243,0,24507,Jason Bohn,42' 3",Quicken Loans,1,12 - Par 3
244,0,26341,Wade Ormsby,42' 0",U.S. Open,2,13 - Par 3
245,0,34305,Daniel Miernicki,41' 11",U.S. Open,2,7 - Par 5 -
246,0,28308,Troy Kelly,41' 10",Wyndham Champ,1,17 - Par 4
247,0,24357,K.J. Choi,41' 9",Wyndham Champ,2,11 - Par 4
248,0,19824,Craig Barlow,41' 7",Sanderson Farms,2,16 - Par 4
249,0,30926,Chris Kirk,41' 7",The RSM Classic,2,9 - Par 4 -
250,0,20433,Mark Hensby,41' 4",Barbasol Champ,2,17 - Par 3
251,0,12716,Charley Hoffman,41' 3",U.S. Open,2,5 - Par 4 -
252,0,29531,Richie Ramsay,41' 3",U.S. Open,2,15 - Par 4
253,0,34076,Joel Dahmen,41' 2",CareerBuilder,1,16 - Par 5
254,0,30191,Julián Etulain,41' 2",Travelers Champ,2,8 - Par 3 -
255,0,23788,D.J. Trahan,41' 2",Barbasol Champ,2,3 - Par 4 -
256,0,28158,Steve Marino,41' 1",Phoenix Open,2,5 - Par 4 -
257,0,33039,Jason Schmuhl,40' 11",Safeway Open,2,11 - Par 3
258,0,51476,Matt Lee,40' 10",John Deere,1,8 - Par 4 -
259,0,20691,Greg Owen,40' 9",Sanderson Farms,1,14 - Par 5
260,0,26951,Johnson Wagner,40' 6",Quicken Loans,2,7 - Par 4 -
261,0,51634,Sahith Theegala,40' 4",Genesis Open,3,3 - Par 4 -
262,0,22986,Søren Kjeldsen,40' 2",WGC-Mexico,2,18 - Par 4
263,0,29223,Sam Saunders,40' 2",DEAN & DELUCA,3,9 - Par 4 -
264,0,26476,Chez Reavie,40' 2",Dell Tech Champ,2,13 - Par 4
265,0,34213,Grayson Murray,40' 1",CareerBuilder,2,8 - Par 5 -
266,0,39251,Ryan Ruffels,40' 1",Canadian Open,1,9 - Par 4 -
267,0,24024,Zach Johnson,40' 0",Arnold Palmer,1,8 - Par 4 -
268,0,52567,S.M. Lee,39' 11",Barbasol Champ,1,3 - Par 4 -
269,0,01810,Phil Mickelson,39' 10",THE PLAYERS,4,6 - Par 4 -
270,0,27896,Ross Fisher,39' 10",U.S. Open,2,13 - Par 3
271,0,47742,Michael Schoolcraft,39' 9",Phoenix Open,1,8 - Par 4 -
272,0,24925,Jonathan Byrd,39' 8",The Greenbrier,2,2 - Par 4 -
273,0,01948,Tim Petrovic,39' 2",Sanderson Farms,4,3 - Par 5 -
274,0,25108,Chip Deason,39' 1",St. Jude,2,11 - Par 3
275,0,28258,K.T. Kim,38' 11",PGA Championshi,3,2 - Par 4 -
276,0,08385,Omar Uresti,38' 10",PGA Championshi,1,3 - Par 4 -
277,0,22892,Jason Gore,38' 8",Sanderson Farms,2,7 - Par 3 -
278,0,30163,Henrik Norlander,38' 8",Sony Open,1,11 - Par 3
279,0,34242,Andrew Johnston,38' 7",U.S. Open,4,13 - Par 3
280,0,33968,Thorbjørn Olesen,38' 4",WGC-Bridgestone,1,1 - Par 4 -
281,0,32816,Satoshi Kodaira,38' 4",PGA Championshi,3,11 - Par 4
282,0,21209,Sergio Garcia,38' 4",TOUR Champ,1,1 - Par 4 -
283,0,34265,Will Wilcox,38' 3",Phoenix Open,1,2 - Par 4 -
284,0,10809,Jim Furyk,38' 1",WGC-Mexico,3,14 - Par 4
285,0,06527,Steve Stricker,38' 1",PGA Championshi,2,11 - Par 4
286,0,24449,Parker McLachlin,37' 11",Sony Open,2,17 - Par 3
287,0,28420,Ryan Brehm,37' 11",Texas Open,1,16 - Par 3
288,0,12757,Mike Genovese,37' 11",Barbasol Champ,1,3 - Par 4 -
289,0,49964,Aaron Wise,37' 10",CareerBuilder,3,7 - Par 4 -
290,0,26668,Marc Turnesa,37' 9",Barbasol Champ,2,13 - Par 5
291,0,27644,Brian Harman,37' 4",The RSM Classic,1,1 - Par 4 -
292,0,26289,Boo Weekley,37' 4",THE PLAYERS,4,8 - Par 3 -
293,0,46567,Paul Dunne,37' 4",U.S. Open,2,18 - Par 5
294,0,36521,Young-han Song,36' 11",PGA Championshi,1,9 - Par 4 -
295,0,25191,Gonzalo Fernandez-Castaño,36' 10",Safeway Open,2,5 - Par 5 -
296,0,25345,Carl Pettersson,36' 10",Sony Open,2,18 - Par 5
297,0,47996,Jack Maguire,36' 10",U.S. Open,4,12 - Par 4
298,0,28093,Miguel Angel Carballo,36' 9",Wells Fargo,4,16 - Par 4
299,0,32200,Roberto Castro,36' 7",Farmers Ins.,2,16 - Par 3
300,0,33449,Zack Sucher,36' 6",Sanderson Farms,3,16 - Par 4
301,0,46442,Maverick McNealy,36' 6",U.S. Open,2,5 - Par 4 -
302,0,30927,Brendon Todd,36' 5",Byron Nelson,1,16 - Par 5
303,0,31559,Garrett Osborn,36' 4",U.S. Open,2,17 - Par 4
304,0,37380,Curtis Luck,36' 4",Quicken Loans,2,12 - Par 3
305,0,31670,Matthew Griffin,35' 9",the Memorial,4,18 - Par 4
306,0,46488,Adam Rainaud,35' 9",PGA Championshi,1,11 - Par 4
307,0,24663,Y.E. Yang,35' 7",Sony Open,2,12 - Par 4
308,0,34654,David Hronek,35' 4",Arnold Palmer,1,15 - Par 4
309,0,46048,Jordan Niebrugge,35' 3",U.S. Open,4,17 - Par 4
310,0,29454,Bernd Wiesberger,35' 0",Shell Houston,3,1 - Par 4 -
311,0,21878,Mark Wilson,34' 8",CareerBuilder,3,13 - Par 3
312,0,20766,Padraig Harrington,34' 7",the Memorial,3,15 - Par 5
313,0,29974,Branden Grace,34' 3",PGA Championshi,2,9 - Par 4 -
314,0,45988,Brett Coletta,34' 1",the Memorial,2,1 - Par 4 -
315,0,22732,Brian Rowell,34' 0",Sanderson Farms,2,2 - Par 4 -
316,0,52372,Cameron Champ,33' 11",U.S. Open,1,16 - Par 3
317,0,06515,Shaun Micheel,33' 11",Barbasol Champ,1,12 - Par 3
318,0,30711,Colt Knost,33' 10",Safeway Open,2,9 - Par 5 -
319,0,33293,Thomas Pieters,33' 10",Genesis Open,4,9 - Par 4 -
320,0,24502,Adam Scott,33' 9",PGA Championshi,1,4 - Par 3 -
321,0,34259,Mark Silvers,33' 7",The RSM Classic,2,15 - Par 5
322,0,20567,Kevin Hayashi,33' 7",Sony Open,1,12 - Par 4
323,0,47504,Sam Burns,33' 7",Barbasol Champ,2,2 - Par 4 -
324,0,40098,Matt Fitzpatrick,33' 5",WGC-Mexico,2,8 - Par 4 -
325,0,26525,Grégory Bourdy,33' 4",U.S. Open,2,4 - Par 4 -
326,0,30750,Tommy Gainey,33' 3",The Greenbrier,3,18 - Par 3
327,0,39004,Dru Love,33' 2",U.S. Open,2,5 - Par 4 -
328,0,12782,Tim Herron,33' 1",John Deere,1,4 - Par 4 -
329,0,20771,Steven Alker,33' 1",Canadian Open,2,1 - Par 4 -
330,0,50757,Hugo Bernard,33' 0",Canadian Open,2,17 - Par 4
331,0,50525,Collin Morikawa,32' 9",Safeway Open,1,14 - Par 4
332,0,19904,Paul Lawrie,32' 9",WGC-Bridgestone,2,10 - Par 4
333,0,22983,Bradley Dredge,32' 6",U.S. Open,2,5 - Par 4 -
334,0,20160,Charlie Wi,32' 4",Sanderson Farms,4,1 - Par 4 -
335,0,46732,Rick Lamb,32' 4",Wyndham Champ,4,8 - Par 4 -
336,0,02206,David Toms,32' 2",Sanderson Farms,4,18 - Par 4
337,0,24459,Richard Sterne,32' 1",WGC-Mexico,4,2 - Par 4 -
338,0,28780,Nicholas Thompson,31' 11",The RSM Classic,1,11 - Par 4
339,0,34610,Matthias Schwab,31' 10",Arnold Palmer,1,4 - Par 5 -
340,0,45582,Jared Sawada,31' 8",Sony Open,3,5 - Par 4 -
341,0,32775,Shugo Imahira,31' 8",U.S. Open,2,1 - Par 5 -
342,0,32139,Danny Willett,31' 5",PGA Championshi,1,16 - Par 4
343,0,34296,Wes Homan,31' 3",Barbasol Champ,1,16 - Par 5
344,0,36852,Jim Knous,31' 2",Phoenix Open,1,11 - Par 4
345,0,27329,Kevin Hall,31' 2",Genesis Open,2,3 - Par 4 -
346,0,36963,Derek Barron,31' 2",U.S. Open,1,16 - Par 3
347,0,40162,Justin Lower,31' 1",Wells Fargo,1,18 - Par 5
348,0,45486,Joaquin Niemann,31' 1",U.S. Open,2,16 - Par 3
349,0,34255,Joseph Bramlett,30' 10",Safeway Open,3,11 - Par 3
350,0,27942,Rob Oppenheim,30' 8",Genesis Open,2,8 - Par 4 -
351,0,50570,Alan Cooke,30' 8",The Greenbrier,1,13 - Par 4
352,0,47988,Nick Hardy,30' 5",John Deere,2,18 - Par 4
