RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,29222,Billy Hurley III,29.49,46,156
2,0,34046,Jordan Spieth,27.75,48,173
3,0,25396,Kevin Na,27.40,57,208
4,0,24502,Adam Scott,25.40,48,189
5,0,20104,Ken Duke,25.18,35,139
6,0,31646,Emiliano Grillo,25.00,57,228
7,0,29420,Billy Horschel,24.86,43,173
8,0,29223,Sam Saunders,24.84,39,157
9,0,40026,Daniel Berger,24.80,61,246
10,0,25686,Jason Dufner,24.60,62,252
11,0,33419,Cameron Tringale,24.50,49,200
12,0,31420,Anirban Lahiri,24.43,32,131
13,0,29221,Webb Simpson,24.26,41,169
13,0,25349,Tim Wilkinson,24.26,41,169
15,0,28237,Rory McIlroy,24.20,38,157
16,0,06527,Steve Stricker,24.14,28,116
17,0,26331,Charl Schwartzel,24.02,43,179
18,0,26951,Johnson Wagner,23.79,64,269
19,0,26596,Ryan Moore,23.68,45,190
20,0,29478,Kevin Kisner,23.40,55,235
21,0,34098,Russell Henley,23.39,51,218
22,0,31560,Brian Stuard,23.30,41,176
23,0,27649,Brandt Snedeker,23.28,61,262
24,0,21961,Charles Howell III,22.94,64,279
25,0,24024,Zach Johnson,22.91,52,227
26,0,25240,D.A. Points,22.76,28,123
27,0,35891,Cameron Smith,22.63,31,137
28,0,33122,Russell Knox,22.56,44,195
29,0,30925,Dustin Johnson,22.48,49,218
30,0,35732,Wes Roach,22.44,35,156
31,0,34466,Peter Malnati,21.76,47,216
32,0,24140,Sean O'Hair,21.68,62,286
33,0,33461,Morgan Hoffmann,21.62,40,185
34,0,27942,Rob Oppenheim,21.58,30,139
35,0,32366,Kevin Chappell,21.49,52,242
36,0,31202,William McGirt,21.48,61,284
37,0,35539,Luke Guthrie,21.47,35,163
38,0,32200,Roberto Castro,21.37,53,248
38,0,23320,Ryan Palmer,21.37,56,262
40,0,34563,Chesson Hadley,21.36,47,220
41,0,26758,David Hearn,21.26,54,254
42,0,34262,Jon Curran,21.15,48,227
43,0,20645,John Senden,21.05,52,247
44,0,36699,Patrick Rodgers,20.99,51,243
45,0,39975,Michael Kim,20.86,58,278
45,0,34264,Hudson Swafford,20.86,63,302
47,0,33141,Keegan Bradley,20.81,46,221
47,0,23108,Matt Kuchar,20.81,46,221
49,0,28092,D.H. Lee,20.71,35,169
50,0,24358,Robert Garrigus,20.62,40,194
51,0,20098,Stuart Appleby,20.60,41,199
52,0,10213,Dicky Pride,20.49,25,122
53,0,28132,Tyrone Van Aswegen,20.28,58,286
54,0,31416,Derek Fathauer,20.25,49,242
55,0,29289,S.Y. Noh,20.09,43,214
55,0,25632,Jimmy Walker,20.09,47,234
57,0,35545,Blayne Barber,20.08,52,259
58,0,24846,Ricky Barnes,20.00,50,250
58,0,30944,Jason Kokrak,20.00,52,260
60,0,25364,Paul Casey,19.90,38,191
60,0,27436,Graham DeLaet,19.90,38,191
62,0,28475,Jeff Overton,19.88,33,166
63,0,25572,Graeme McDowell,19.84,25,126
64,0,37189,Harold Varner III,19.83,47,237
65,0,27963,Chris Stroud,19.74,45,228
66,0,35532,Tom Hoge,19.72,42,213
67,0,27064,Jhonattan Vegas,19.71,55,279
68,0,27141,J.B. Holmes,19.59,38,194
69,0,33399,Adam Hadwin,19.57,55,281
70,0,22371,Aaron Baddeley,19.53,42,215
71,0,23800,Bryce Molder,19.49,38,195
72,0,32839,Hideki Matsuyama,19.47,37,190
73,0,33418,Shawn Stefani,19.41,46,237
74,0,27214,Kevin Streelman,19.40,39,201
75,0,12510,Chad Campbell,19.23,45,234
76,0,26851,Marc Leishman,19.17,37,193
77,0,29476,Kyle Reifers,19.03,55,289
78,0,12716,Charley Hoffman,18.78,43,229
79,0,02206,David Toms,18.75,27,144
80,0,36689,Brooks Koepka,18.72,38,203
81,0,27895,Jonas Blixt,18.69,37,198
81,0,30926,Chris Kirk,18.69,40,214
83,0,27466,Spencer Levin,18.68,51,273
84,0,28089,Jason Day,18.60,32,172
84,0,32757,Patton Kizzire,18.60,40,215
86,0,25818,Scott Piercy,18.59,37,199
87,0,23983,Luke Donald,18.54,28,151
87,0,32102,Rickie Fowler,18.54,38,205
89,0,26476,Chez Reavie,18.53,43,232
90,0,22892,Jason Gore,18.50,37,200
91,0,23325,Vaughn Taylor,18.40,39,212
92,0,29720,Andres Gonzales,18.34,42,229
93,0,33410,Andrew Landry,18.33,22,120
94,0,24357,K.J. Choi,18.18,34,187
95,0,40058,Zac Blair,18.15,45,248
96,0,34265,Will Wilcox,18.13,33,182
97,0,20472,Alex Cejka,18.08,32,177
98,0,35879,Kelly Kraft,18.01,29,161
99,0,29461,Jamie Lovemark,17.97,46,256
100,0,21731,Freddie Jacobson,17.94,40,223
