RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,47483,Will Zalatoris,1.770,.602,1.063,.106,57
2,0,28237,Rory McIlroy,1.619,.771,.626,.222,52
3,0,33448,Justin Thomas,1.589,.538,.696,.355,61
4,0,46046,Scottie Scheffler,1.475,.356,.819,.300,66
5,0,29725,Tony Finau,1.408,.543,.659,.206,71
6,0,27129,Luke List,1.371,.677,.594,.099,64
7,0,40098,Matt Fitzpatrick,1.368,.636,.280,.452,48
8,0,34098,Russell Henley,1.354,.060,.969,.325,63
9,0,39971,Sungjae Im,1.342,.651,.308,.383,75
10,0,45486,Joaquin Niemann,1.335,.545,.527,.263,58
11,0,48081,Xander Schauffele,1.309,.372,.701,.235,57
12,0,46970,Jon Rahm,1.290,1.025,.363,-.098,55
13,0,39997,Corey Conners,1.242,.700,.601,-.060,71
14,0,35450,Patrick Cantlay,1.156,.526,.363,.266,52
15,0,57366,Cameron Young,1.124,.914,.098,.112,70
16,0,47529,Mito Pereira,1.099,.386,.679,.047,75
17,0,50525,Collin Morikawa,1.066,.361,.854,-.149,48
18,0,34046,Jordan Spieth,1.046,.335,.416,.295,61
19,0,32839,Hideki Matsuyama,1.044,.127,.711,.206,57
20,0,30926,Chris Kirk,1.031,.367,.256,.408,63
21,0,46402,Talor Gooch,1.017,-.138,.653,.502,55
22,0,33204,Shane Lowry,1.013,.160,.679,.173,48
23,0,33141,Keegan Bradley,.986,.433,.437,.115,66
24,0,39977,Max Homa,.975,.425,.384,.165,70
25,0,49964,Aaron Wise,.952,.387,.489,.076,77
26,0,29518,Brendan Steele,.884,.694,.325,-.135,62
27,0,21961,Charles Howell III,.876,.398,.064,.413,47
28,0,35891,Cameron Smith,.869,-.125,.771,.223,49
29,0,39546,Keith Mitchell,.865,.761,.024,.079,72
30,0,27936,Martin Laird,.860,.175,.444,.240,61
31,0,26300,Matt Jones,.841,.253,.107,.480,51
32,0,47504,Sam Burns,.838,.067,.554,.217,69
33,0,35532,Tom Hoge,.777,.058,.664,.056,74
34,0,31323,Gary Woodland,.765,.303,.318,.144,56
35,0,37189,Harold Varner III,.748,-.058,.458,.348,57
36,0,40250,Taylor Pendrith,.711,.591,.115,.005,59
37,0,30911,Tommy Fleetwood,.675,.027,.181,.467,40
38,0,37455,Si Woo Kim,.631,.287,.072,.272,81
39,0,27064,Jhonattan Vegas,.607,.393,.396,-.182,59
40,0,29420,Billy Horschel,.583,.237,-.067,.413,55
41,0,36871,Matthew NeSmith,.562,.168,.417,-.024,78
42,0,33122,Russell Knox,.559,.139,.450,-.030,74
43,0,33399,Adam Hadwin,.550,-.084,.274,.361,76
44,0,48822,Sebastián Muñoz,.536,.232,.331,-.027,69
45,0,45609,Tyler Duncan,.499,.330,.133,.036,65
46,0,27644,Brian Harman,.490,.127,.177,.186,76
