RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,22986,Søren Kjeldsen,3230.7,83997,26
2,0,36801,Mark Hubbard,3201.1,166457,52
3,0,32200,Roberto Castro,3198.0,137514,43
4,0,29974,Branden Grace,3117.6,77941,25
5,0,23983,Luke Donald,3062.4,67373,22
6,0,27064,Jhonattan Vegas,2988.5,131493,44
7,0,46443,Brian Campbell,2974.8,95193,32
8,0,19803,Ryan Armour,2928.6,123001,42
9,0,29725,Tony Finau,2924.0,187136,64
10,0,26300,Matt Jones,2919.0,119680,41
11,0,25804,Bubba Watson,2918.3,99221,34
12,0,24361,Pat Perez,2910.4,119327,41
13,0,21209,Sergio Garcia,2905.5,95881,33
14,0,12716,Charley Hoffman,2905.2,185933,64
15,0,25396,Kevin Na,2902.5,139319,48
16,0,26851,Marc Leishman,2885.4,141387,49
17,0,22371,Aaron Baddeley,2875.1,89128,31
18,0,29740,Brad Fritsch,2869.2,97552,34
19,0,35506,Mackenzie Hughes,2847.7,216424,76
20,0,31202,William McGirt,2830.4,155672,55
21,0,24502,Adam Scott,2823.4,59291,21
22,0,27095,Nick Watney,2817.9,143715,51
23,0,33120,Mark Anderson,2811.3,109642,39
24,0,27649,Brandt Snedeker,2808.6,73023,26
25,0,46550,Brandon Hagy,2808.2,123560,44
26,0,27129,Luke List,2801.5,151283,54
27,0,24924,Bill Haas,2789.4,142257,51
28,0,29478,Kevin Kisner,2782.3,164158,59
29,0,23800,Bryce Molder,2777.7,136105,49
30,0,34360,Patrick Reed,2776.5,163812,59
31,0,22046,Geoff Ogilvy,2773.9,152565,55
32,0,35300,Andrew Loupe,2771.7,105326,38
33,0,31557,Jim Herman,2761.3,127020,46
34,0,26758,David Hearn,2752.3,140365,51
35,0,32640,Troy Merritt,2751.0,148554,54
36,0,12510,Chad Campbell,2750.8,181552,66
37,0,27141,J.B. Holmes,2749.9,90746,33
38,0,26289,Boo Weekley,2748.4,129173,47
39,0,10809,Jim Furyk,2748.2,101684,37
