RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,46970,Jon Rahm,2.571,299.8,116.615,50,0219902832
2,0,31416,Derek Fathauer,2.540,281.1,110.683,47,0231502733
2,0,28237,Rory McIlroy,2.540,305.1,120.119,26,0224902811
4,0,33204,Shane Lowry,2.537,290.7,114.597,21,0238102773
5,0,33448,Justin Thomas,2.536,296.8,117.026,47,0221702874
6,0,29485,Brett Stegmaier,2.535,280.7,110.719,50,0237602703
7,0,24358,Robert Garrigus,2.529,296.7,117.323,51,0221602774
8,0,23497,Tag Ridings,2.523,293.8,116.471,40,0226002721
9,0,47128,Richy Werenski,2.521,279.2,110.718,52,0231202718
10,0,25493,Nick Taylor,2.517,277.2,110.162,65,0213302756
11,0,20472,Alex Cejka,2.516,270.6,107.564,51,0223502668
12,0,25818,Scott Piercy,2.515,283.1,112.566,42,0217102786
13,0,33141,Keegan Bradley,2.513,290.8,115.714,69,0217602769
14,0,22056,Cameron Percy,2.512,278.2,110.770,45,0216002776
15,0,27958,Ryan Blaum,2.510,274.0,109.168,65,0219802702
15,0,01810,Phil Mickelson,2.510,286.7,114.218,53,0231602827
17,0,27974,Sung Kang,2.509,289.3,115.317,60,0183302771
17,0,46440,Smylie Kaufman,2.509,294.4,117.346,56,0219002838
17,0,31420,Anirban Lahiri,2.509,284.4,113.344,38,0217202824
20,0,23320,Ryan Palmer,2.507,292.4,116.643,37,0216002720
20,0,25632,Jimmy Walker,2.507,287.2,114.565,33,0199302862
22,0,29926,Danny Lee,2.506,282.6,112.765,57,0215802685
22,0,30692,Scott Stallings,2.506,288.2,115.027,50,0220802748
24,0,46601,Trey Mullinax,2.505,301.2,120.236,60,0231002718
25,0,23621,Rory Sabbatini,2.503,278.0,111.043,42,0217802770
26,0,20157,Retief Goosen,2.501,281.7,112.670,34,0203802714
27,0,48081,Xander Schauffele,2.500,296.0,118.366,44,0209002713
27,0,23325,Vaughn Taylor,2.500,267.5,106.971,66,0226402742
