RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,47591,Eric Cole,28
2,0,56630,Akshay Bhatia,27
2,0,54591,Ben Griffin,27
4,0,33948,Byeong Hun An,25
5,0,45157,Cam Davis,24
5,0,40115,Adam Svensson,24
5,0,51634,Sahith Theegala,24
8,0,23108,Matt Kuchar,23
9,0,32102,Rickie Fowler,22
9,0,35532,Tom Hoge,22
9,0,47347,Adam Schenk,22
12,0,22371,Aaron Baddeley,21
12,0,55789,Taylor Montgomery,21
12,0,34431,Robert Streb,21
12,0,30927,Brendon Todd,21
16,0,35461,Beau Hossler,20
16,0,50188,S.H. Kim,20
16,0,46441,Robby Shelton,20
16,0,55893,Sam Stevens,20
16,0,58168,Davis Thompson,20
16,0,52374,Brandon Wu,20
22,0,33597,Harry Higgs,19
22,0,46717,Viktor Hovland,19
22,0,36799,Stephan Jaeger,19
22,0,39975,Michael Kim,19
22,0,37275,Sam Ryder,19
22,0,25493,Nick Taylor,19
28,0,39067,MJ Daffue,18
28,0,33653,Thomas Detry,18
28,0,47988,Nick Hardy,18
28,0,36801,Mark Hubbard,18
28,0,28775,Nate Lashley,18
28,0,34466,Peter Malnati,18
28,0,32640,Troy Merritt,18
28,0,51997,Andrew Novak,18
28,0,34610,Matthias Schwab,18
28,0,50493,Justin Suh,18
28,0,48119,Ben Taylor,18
28,0,25632,Jimmy Walker,18
40,0,33408,Tyson Alexander,17
40,0,55708,Hayden Buckley,17
40,0,47079,Harrison Endycott,17
40,0,35506,Mackenzie Hughes,17
40,0,39971,Sungjae Im,17
40,0,33410,Andrew Landry,17
40,0,34409,David Lingmerth,17
40,0,36326,David Lipsky,17
40,0,35449,Adam Long,17
40,0,40162,Justin Lower,17
40,0,51070,Vincent Norrman,17
40,0,40250,Taylor Pendrith,17
40,0,22405,Justin Rose,17
40,0,39335,Kevin Roy,17
54,0,46435,Austin Cook,16
54,0,57362,Austin Eckroat,16
54,0,59018,Ryan Gerard,16
54,0,54628,Lee Hodges,16
54,0,33413,Ben Martin,16
54,0,25818,Scott Piercy,16
54,0,26476,Chez Reavie,16
54,0,47995,Davis Riley,16
54,0,24502,Adam Scott,16
54,0,51890,Greyson Sigg,16
54,0,48699,Callum Tarren,16
65,0,34076,Joel Dahmen,15
65,0,45609,Tyler Duncan,15
65,0,34099,Harris English,15
65,0,56762,Will Gordon,15
65,0,39954,Cody Gribble,15
65,0,31646,Emiliano Grillo,15
65,0,37455,Si Woo Kim,15
65,0,30926,Chris Kirk,15
65,0,28237,Rory McIlroy,15
65,0,49947,Taylor Moore,15
65,0,46046,Scottie Scheffler,15
65,0,58967,Trevor Werbylo,15
77,0,40058,Zac Blair,14
77,0,51766,Wyndham Clark,14
77,0,40098,Matt Fitzpatrick,14
77,0,29970,Dylan Frittelli,14
77,0,31577,Tano Goya,14
77,0,32448,James Hahn,14
77,0,34098,Russell Henley,14
77,0,39977,Max Homa,14
77,0,51950,Max McGreevy,14
77,0,46601,Trey Mullinax,14
77,0,30163,Henrik Norlander,14
77,0,23320,Ryan Palmer,14
77,0,34256,Andrew Putnam,14
77,0,46414,Aaron Rai,14
77,0,49960,Sepp Straka,14
77,0,27214,Kevin Streelman,14
77,0,31560,Brian Stuard,14
77,0,48887,Matt Wallace,14
77,0,47128,Richy Werenski,14
77,0,52513,Carson Young,14
97,0,45522,Christiaan Bezuidenhout,13
97,0,28420,Ryan Brehm,13
