RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
97,0,24925,Jonathan Byrd,13
97,0,49453,Trevor Cone,13
97,0,51414,Brent Grant,13
97,0,31557,Jim Herman,13
97,0,54421,Garrick Higgo,13
97,0,32839,Hideki Matsuyama,13
97,0,39546,Keith Mitchell,13
97,0,36699,Patrick Rodgers,13
97,0,50095,Austin Smotherman,13
97,0,39324,J.J. Spaun,13
97,0,33448,Justin Thomas,13
97,0,40006,Erik van Rooyen,13
97,0,27095,Nick Watney,13
97,0,54783,Dylan Wu,13
97,0,55454,Carl Yuan,13
114,0,52955,Ludvig Åberg,12
114,0,19803,Ryan Armour,12
114,0,33141,Keegan Bradley,12
114,0,34255,Joseph Bramlett,12
114,0,20229,Stewart Cink,12
114,0,25686,Jason Dufner,12
114,0,52375,Doug Ghim,12
114,0,57975,Harry Hall,12
114,0,32816,Satoshi Kodaira,12
114,0,50525,Collin Morikawa,12
114,0,36724,Augusto Núñez,12
114,0,24140,Sean O'Hair,12
114,0,28252,Seamus Power,12
114,0,53165,Doc Redman,12
114,0,32333,Kevin Tway,12
129,0,35450,Patrick Cantlay,11
129,0,52372,Cameron Champ,11
129,0,29725,Tony Finau,11
129,0,35310,Lanto Griffin,11
129,0,34563,Chesson Hadley,11
129,0,33399,Adam Hadwin,11
129,0,35901,Paul Haley II,11
129,0,33122,Russell Knox,11
129,0,32791,K.H. Lee,11
129,0,27129,Luke List,11
129,0,46970,Jon Rahm,11
129,0,47983,Chad Ramey,11
129,0,46340,Alex Smalley,11
129,0,34046,Jordan Spieth,11
129,0,45242,Kevin Yu,11
144,0,48084,Wesley Bryan,10
144,0,37338,Zecheng Dou,10
144,0,29535,Brice Garnett,10
144,0,27644,Brian Harman,10
144,0,27554,Scott Harrington,10
144,0,12716,Charley Hoffman,10
144,0,24024,Zach Johnson,10
144,0,58696,Peter Kuest,10
144,0,27936,Martin Laird,10
144,0,29289,S.Y. Noh,10
144,0,27963,Chris Stroud,10
155,0,52453,Nicolai Hojgaard,9
155,0,48117,Kurt Kitayama,9
155,0,33204,Shane Lowry,9
155,0,26596,Ryan Moore,9
155,0,27349,Alex Noren,9
155,0,30692,Scott Stallings,9
155,0,52411,Kyle Westmoreland,9
155,0,57366,Cameron Young,9
163,0,47504,Sam Burns,8
163,0,32662,Michael Gligic,8
163,0,25900,Lucas Glover,8
163,0,49298,Kramer Hickok,8
163,0,32757,Patton Kizzire,8
163,0,35879,Kelly Kraft,8
163,0,36871,Matt NeSmith,8
163,0,48081,Xander Schauffele,8
163,0,29221,Webb Simpson,8
163,0,35617,Martin Trainer,8
173,0,30911,Tommy Fleetwood,7
173,0,39058,Lucas Herbert,7
173,0,29420,Billy Horschel,7
173,0,27974,Sung Kang,7
173,0,55182,Tom Kim,7
173,0,51491,Brandon Matthews,7
173,0,47993,Denny McCarthy,7
173,0,31202,William McGirt,7
173,0,29908,C.T. Pan,7
173,0,22056,Cameron Percy,7
173,0,49771,J.T. Poston,7
173,0,48867,Matti Schmid,7
173,0,31323,Gary Woodland,7
186,0,32366,Kevin Chappell,6
186,0,39997,Corey Conners,6
186,0,28089,Jason Day,6
186,0,51349,Nico Echavarria,6
186,0,34363,Tyrrell Hatton,6
191,0,46442,Maverick McNealy,5
192,0,49766,Hank Lebioda,4
192,0,32139,Danny Willett,4
