RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,34099,Harris English,34,605,5.6
2,0,49771,J.T. Poston,33,591,5.6
3,0,39971,Sungjae Im,32,812,3.9
4,0,23621,Rory Sabbatini,30,482,6.2
5,0,19803,Ryan Armour,27,470,5.7
5,0,35506,Mackenzie Hughes,27,547,4.9
7,0,39997,Corey Conners,26,596,4.4
7,0,29478,Kevin Kisner,26,511,5.1
7,0,33667,Carlos Ortiz,26,591,4.4
10,0,24024,Zach Johnson,25,533,4.7
10,0,32640,Troy Merritt,25,583,4.3
12,0,40026,Daniel Berger,24,525,4.6
12,0,36801,Mark Hubbard,24,642,3.7
12,0,26300,Matt Jones,24,603,4.0
12,0,45486,Joaquin Niemann,24,645,3.7
12,0,47347,Adam Schenk,24,544,4.4
12,0,49960,Sepp Straka,24,553,4.3
18,0,45526,Abraham Ancer,23,624,3.7
18,0,46046,Scottie Scheffler,23,619,3.7
18,0,31560,Brian Stuard,23,618,3.7
18,0,25493,Nick Taylor,23,613,3.8
22,0,25900,Lucas Glover,22,596,3.7
22,0,56762,Will Gordon,22,444,5.0
22,0,34098,Russell Henley,22,547,4.0
22,0,39977,Max Homa,22,497,4.4
22,0,30925,Dustin Johnson,22,475,4.6
22,0,46442,Maverick McNealy,22,478,4.6
22,0,26331,Charl Schwartzel,22,515,4.3
22,0,34046,Jordan Spieth,22,586,3.8
22,0,40006,Erik van Rooyen,22,498,4.4
31,0,29479,Scott Brown,21,477,4.4
31,0,20229,Stewart Cink,21,525,4.0
31,0,29535,Brice Garnett,21,488,4.3
31,0,32757,Patton Kizzire,21,698,3.0
31,0,27649,Brandt Snedeker,21,547,3.8
31,0,30110,Kyle Stanley,21,463,4.5
37,0,33141,Keegan Bradley,20,506,4.0
37,0,46435,Austin Cook,20,463,4.3
37,0,46402,Talor Gooch,20,610,3.3
37,0,34563,Chesson Hadley,20,416,4.8
37,0,32448,James Hahn,20,427,4.7
37,0,12716,Charley Hoffman,20,600,3.3
37,0,35461,Beau Hossler,20,486,4.1
37,0,48822,Sebastián Muñoz,20,666,3.0
37,0,24361,Pat Perez,20,559,3.6
37,0,32150,Michael Thompson,20,476,4.2
47,0,47504,Sam Burns,19,551,3.4
47,0,47959,Bryson DeChambeau,19,509,3.7
47,0,33490,Bo Hoag,19,489,3.9
47,0,27129,Luke List,19,509,3.7
47,0,46970,Jon Rahm,19,458,4.1
47,0,26476,Chez Reavie,19,459,4.1
47,0,34360,Patrick Reed,19,540,3.5
47,0,29221,Webb Simpson,19,460,4.1
47,0,29518,Brendan Steele,19,471,4.0
47,0,27214,Kevin Streelman,19,580,3.3
47,0,27064,Jhonattan Vegas,19,448,4.2
47,0,47483,Will Zalatoris,19,442,4.3
59,0,35450,Patrick Cantlay,18,512,3.5
59,0,29974,Branden Grace,18,454,4.0
59,0,35310,Lanto Griffin,18,596,3.0
59,0,29420,Billy Horschel,18,496,3.6
59,0,49766,Hank Lebioda,18,390,4.6
59,0,47993,Denny McCarthy,18,579,3.1
59,0,27942,Rob Oppenheim,18,407,4.4
59,0,35891,Cameron Smith,18,560,3.2
59,0,30927,Brendon Todd,18,537,3.4
59,0,33419,Cameron Tringale,18,620,2.9
59,0,37189,Harold Varner III,18,547,3.3
59,0,27770,Camilo Villegas,18,474,3.8
71,0,33597,Harry Higgs,17,580,2.9
71,0,37455,Si Woo Kim,17,611,2.8
71,0,31420,Anirban Lahiri,17,394,4.3
71,0,24781,Hunter Mahan,17,311,5.5
71,0,28237,Rory McIlroy,17,489,3.5
71,0,27349,Alex Noren,17,569,3.0
71,0,30163,Henrik Norlander,17,486,3.5
71,0,24138,Ian Poulter,17,452,3.8
71,0,36699,Patrick Rodgers,17,528,3.2
71,0,34431,Robert Streb,17,499,3.4
71,0,49964,Aaron Wise,17,480,3.5
82,0,40098,Matt Fitzpatrick,16,389,4.1
82,0,35532,Tom Hoge,16,693,2.3
82,0,28775,Nate Lashley,16,400,4.0
82,0,32791,K.H. Lee,16,668,2.4
82,0,26851,Marc Leishman,16,458,3.5
82,0,25396,Kevin Na,16,609,2.6
82,0,36871,Matthew NeSmith,16,509,3.1
82,0,29908,C.T. Pan,16,448,3.6
82,0,46441,Robby Shelton,16,527,3.0
82,0,30692,Scott Stallings,16,475,3.4
82,0,34264,Hudson Swafford,16,442,3.6
82,0,35658,Kris Ventura,16,366,4.4
82,0,47128,Richy Werenski,16,589,2.7
95,0,26499,Rafa Cabrera Bello,15,425,3.5
95,0,51766,Wyndham Clark,15,518,2.9
95,0,34076,Joel Dahmen,15,475,3.2
95,0,28089,Jason Day,15,396,3.8
95,0,32662,Michael Gligic,15,421,3.6
95,0,33399,Adam Hadwin,15,586,2.6
95,0,27644,Brian Harman,15,656,2.3
95,0,33122,Russell Knox,15,538,2.8
95,0,32816,Satoshi Kodaira,15,440,3.4
95,0,36689,Brooks Koepka,15,394,3.8
95,0,30944,Jason Kokrak,15,543,2.8
95,0,27936,Martin Laird,15,458,3.3
95,0,34466,Peter Malnati,15,512,2.9
95,0,32839,Hideki Matsuyama,15,604,2.5
95,0,26329,Louis Oosthuizen,15,447,3.4
95,0,22056,Cameron Percy,15,386,3.9
95,0,48081,Xander Schauffele,15,469,3.2
95,0,24502,Adam Scott,15,426,3.5
95,0,25804,Bubba Watson,15,392,3.8
114,0,45157,Cam Davis,14,674,2.1
114,0,25686,Jason Dufner,14,526,2.7
114,0,45609,Tyler Duncan,14,530,2.6
114,0,29725,Tony Finau,14,526,2.7
114,0,31557,Jim Herman,14,375,3.7
114,0,49298,Kramer Hickok,14,380,3.7
114,0,27141,J.B. Holmes,14,336,4.2
114,0,25818,Scott Piercy,14,507,2.8
114,0,34256,Andrew Putnam,14,519,2.7
114,0,22405,Justin Rose,14,304,4.6
114,0,39953,Chase Seiffert,14,386,3.6
114,0,23325,Vaughn Taylor,14,470,3.0
114,0,25632,Jimmy Walker,14,465,3.0
127,0,29268,Bronson Burgoon,13,348,3.7
127,0,32102,Rickie Fowler,13,466,2.8
127,0,21209,Sergio Garcia,13,478,2.7
127,0,52375,Doug Ghim,13,523,2.5
127,0,46550,Brandon Hagy,13,414,3.1
127,0,27554,Scott Harrington,13,443,2.9
127,0,40042,Tyler McCumber,13,372,3.5
127,0,01810,Phil Mickelson,13,451,2.9
127,0,37275,Sam Ryder,13,447,2.9
127,0,39324,J.J. Spaun,13,345,3.8
127,0,33448,Justin Thomas,13,531,2.4
127,0,23623,Bo Van Pelt,13,357,3.6
127,0,56278,Matthew Wolff,13,352,3.7
127,0,31323,Gary Woodland,13,416,3.1
141,0,33948,Byeong Hun An,12,494,2.4
141,0,30911,Tommy Fleetwood,12,332,3.6
141,0,34363,Tyrrell Hatton,12,358,3.4
141,0,21961,Charles Howell III,12,371,3.2
141,0,23108,Matt Kuchar,12,420,2.9
141,0,33410,Andrew Landry,12,443,2.7
141,0,35449,Adam Long,12,501,2.4
141,0,33204,Shane Lowry,12,443,2.7
141,0,32333,Kevin Tway,12,356,3.4
141,0,51894,Vince Whaley,12,404,3.0
151,0,34314,Sebastian Cappelen,11,281,3.9
151,0,52372,Cameron Champ,11,423,2.6
151,0,23983,Luke Donald,11,303,3.6
151,0,19846,Brian Gay,11,457,2.4
151,0,32618,Rhein Gibson,11,284,3.9
151,0,31646,Emiliano Grillo,11,459,2.4
151,0,30926,Chris Kirk,11,546,2.0
151,0,35104,Tom Lewis,11,462,2.4
151,0,39546,Keith Mitchell,11,491,2.2
151,0,53165,Doc Redman,11,481,2.3
151,0,27095,Nick Watney,11,261,4.2
151,0,20396,Lee Westwood,11,360,3.1
163,0,46717,Viktor Hovland,10,510,2.0
163,0,27974,Sung Kang,10,517,1.9
163,0,29926,Danny Lee,10,388,2.6
