RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,01226,Fred Couples,69.594,5751,- 44.256,82
2,0,01928,Corey Pavin,69.634,6912,- 18.278,99
3,0,01690,Bruce Lietzke,69.798,4973,- 17.330,71
4,0,01049,Ian Baker-Finch,69.922,5284,- 39.883,75
5,0,02256,Tom Watson,69.964,3603,- 34.854,51
6,0,01926,Steve Pate,70.045,6746,- 21.691,96
7,0,02133,Craig Stadler,70.057,4926,- 21.987,70
8,0,01355,Raymond Floyd,70.092,4235,- 29.507,60
9,0,01072,Chip Beck,70.120,6525,- 3.867,93
10,0,02099,Scott Simpson,70.141,4570,- 10.820,65
11,0,01219,John Cook,70.163,6460,- 5.008,92
12,0,01042,Paul Azinger,70.173,5365,- 31.853,76
13,0,01968,Nick Price,70.178,5843,- 18.193,83
14,0,01527,Scott Hoch,70.190,8071,.882,115
15,0,01098,Jay Don Blake,70.218,7012,9.846,100
16,1,01771,Blaine McCallister,70.287,6910,- 21.905,98
17,1,02010,Loren Roberts,70.306,7538,- 15.238,107
18,1,01797,Rocco Mediate,70.309,5933,- 27.020,84
19,1,02146,Payne Stewart,70.324,5011,- 17.968,71
20,1,02049,Gene Sauers,70.331,5828,9.489,83
20,1,02242,Lanny Wadkins,70.331,6089,- 40.516,86
22,2,01553,John Huston,70.345,6826,- 2.579,97
23,2,01876,Greg Norman,70.349,4455,- 22.995,63
24,2,01975,Tom Purtzer,70.356,6230,- 38.649,88
25,2,02104,Jeff Sluman,70.362,7659,10.465,109
26,2,01887,Mark O'Meara,70.374,5709,- 8.668,81
27,2,01706,Davis Love III,70.381,6993,- 25.260,99
28,2,02321,Fuzzy Zoeller,70.394,3942,.052,56
29,3,02170,Hal Sutton,70.402,7102,8.601,101
30,3,02267,D.A. Weibring,70.428,6008,- 21.578,85
31,3,01203,Russ Cochran,70.443,6966,7.906,99
32,3,01559,Hale Irwin,70.444,4263,- 36.362,60
33,3,01958,Dan Pohl,70.447,4770,20.413,68
34,5,01633,Tom Kite,70.463,6294,- 22.801,89
35,5,01306,David Edwards,70.479,6812,24.502,97
36,5,01161,Mark Calcavecchia,70.505,5532,- 32.580,78
37,5,01549,Mike Hulbert,70.521,7772,- 14.695,110
38,5,01201,Lennie Clements,70.548,3661,7.513,52
39,5,01723,Andrew Magee,70.549,6520,- 29.449,92
40,5,01024,Billy Andrade,70.568,7015,- 28.797,99
41,5,01468,Gary Hallberg,70.569,6081,- 12.036,86
42,5,01639,Kenny Knox,70.571,8187,- .791,116
43,5,01577,Lee Janzen,70.575,7674,18.720,109
