RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,22371,Aaron Baddeley,96.55,29,28
2,0,06575,Dudley Hart,96.30,27,26
3,0,01249,John Daly,95.74,47,45
3,0,21805,Harrison Frazar,95.74,47,45
5,0,20593,Greg Chalmers,94.74,38,36
5,0,10201,Matt Gogel,94.74,38,36
7,0,25396,Kevin Na,94.12,51,48
8,0,01945,Kenny Perry,93.94,33,31
9,0,12782,Tim Herron,93.75,32,30
9,0,01968,Nick Price,93.75,16,15
11,0,06527,Steve Stricker,93.55,31,29
12,0,07363,Craig Bowden,93.33,30,28
12,0,02002,John Riegger,93.33,30,28
14,0,20433,Mark Hensby,92.11,38,35
15,0,23541,Ben Crane,92.00,50,46
16,0,12660,Jesper Parnevik,91.89,37,34
16,0,20548,Hidemichi Tanaka,91.89,37,34
18,0,12680,Shigeki Maruyama,91.67,48,44
19,0,02010,Loren Roberts,91.30,46,42
20,0,01724,Jeff Maggert,91.18,34,31
21,0,10585,Scott McCarron,91.11,45,41
21,0,12602,Dean Wilson,91.11,45,41
23,0,01388,Robert Gamez,91.07,56,51
24,0,19825,Darren Clarke,90.91,22,20
24,0,22548,Patrick Sheehan,90.91,44,40
26,0,24357,K.J. Choi,90.48,21,19
26,0,20157,Retief Goosen,90.48,21,19
28,0,01685,J.L. Lewis,90.38,52,47
29,0,02106,Chris Smith,90.32,62,56
30,0,23063,Scott Hend,90.24,41,37
31,0,06809,Bob Burns,90.00,40,36
31,0,01219,John Cook,90.00,20,18
31,0,22621,Ben Curtis,90.00,20,18
31,0,01920,Craig Parry,90.00,20,18
35,0,24290,D.J. Brigman,89.47,38,34
35,0,01666,Bernhard Langer,89.47,19,17
35,0,01887,Mark O'Meara,89.47,19,17
38,0,21961,Charles Howell III,89.36,47,42
39,0,10912,Craig Perks,89.29,28,25
40,0,01329,Brad Faxon,89.19,37,33
41,0,12652,Cameron Beckman,89.13,46,41
41,0,24925,Jonathan Byrd,89.13,46,41
43,0,01042,Paul Azinger,88.89,36,32
43,0,11123,Chris Couch,88.89,18,16
43,0,10213,Dicky Pride,88.89,27,24
43,0,22293,Heath Slocum,88.89,36,32
47,0,06522,Ernie Els,88.57,35,31
47,0,12645,Brent Geiberger,88.57,35,31
49,0,24781,Hunter Mahan,88.37,43,38
50,0,01810,Phil Mickelson,88.24,34,30
50,0,12753,David Morland IV,88.24,34,30
52,0,21633,Steve Allan,88.14,59,52
53,0,23614,Rich Beem,87.88,33,29
53,0,01677,Tom Lehman,87.88,33,29
55,0,19824,Craig Barlow,87.50,40,35
55,0,20029,Notah Begay III,87.50,48,42
55,0,20634,Peter Lonard,87.50,32,28
55,0,22913,John Rollins,87.50,48,42
55,0,02099,Scott Simpson,87.50,16,14
60,0,08123,Jeff Brehaut,87.27,55,48
60,0,26420,Richard Johnson,87.27,55,48
62,0,19972,José Coceres,87.10,31,27
62,0,08537,J.P. Hayes,87.10,31,27
62,0,01553,John Huston,87.10,31,27
62,0,23108,Matt Kuchar,87.10,31,27
66,0,23353,J.J. Henry,87.04,54,47
67,0,23497,Tag Ridings,86.96,23,20
67,0,24502,Adam Scott,86.96,23,20
67,0,23623,Bo Van Pelt,86.96,46,40
70,0,10423,Mike Weir,86.67,30,26
71,0,01320,Bob Estes,86.36,22,19
72,0,08075,Jerry Kelly,86.27,51,44
73,0,20850,Daniel Chopra,86.21,58,50
73,0,23983,Luke Donald,86.21,29,25
75,0,12394,Tom Carter,86.11,36,31
75,0,01577,Lee Janzen,86.11,36,31
77,0,24024,Zach Johnson,86.00,50,43
77,0,01707,Steve Lowery,86.00,50,43
79,0,06621,Joe Durant,85.71,42,36
79,0,21949,Joe Ogilvie,85.71,42,36
79,0,06373,José María Olazábal,85.71,21,18
79,0,06078,Esteban Toledo,85.71,42,36
83,0,20498,Briny Baird,85.42,48,41
83,0,23325,Vaughn Taylor,85.42,48,41
85,0,20378,Mathias Grönberg,85.37,41,35
86,0,01938,David Peoples,85.29,34,29
86,0,02245,Grant Waite,85.29,34,29
88,0,01527,Scott Hoch,85.19,27,23
89,0,10885,Robert Allenby,85.11,47,40
89,0,23320,Ryan Palmer,85.11,47,40
91,0,01761,Len Mattiace,85.00,20,17
91,0,02206,David Toms,85.00,40,34
93,0,01457,Jay Haas,84.85,33,28
93,0,01473,Todd Hamilton,84.85,33,28
93,0,12705,Cliff Kresge,84.85,33,28
96,0,01132,Mark Brooks,84.62,26,22
96,0,21731,Freddie Jacobson,84.62,39,33
96,0,20382,Stephen Leaney,84.62,26,22
96,0,20628,Arron Oberholser,84.62,39,33
100,0,21646,David Branshaw,84.44,45,38
100,0,25900,Lucas Glover,84.44,45,38
102,0,01706,Davis Love III,84.38,32,27
103,0,07867,Woody Austin,84.31,51,43
104,0,06567,Vijay Singh,84.06,69,58
105,0,01139,Olin Browne,83.93,56,47
106,0,01361,Dan Forsman,83.87,31,26
107,0,02049,Gene Sauers,83.67,49,41
108,0,06214,Guy Boros,83.33,30,25
108,0,01926,Steve Pate,83.33,30,25
108,0,02239,Scott Verplank,83.33,48,40
111,0,23552,Hank Kuehne,83.02,53,44
