RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,34046,Jordan Spieth,18,2021190
2,0,26329,Louis Oosthuizen,16,2021180
3,0,45522,Christiaan Bezuidenhout,13,2020490
3,0,33204,Shane Lowry,13,2021250
5,0,40026,Daniel Berger,11,2021310
5,0,34099,Harris English,11,2021340
5,0,28252,Seamus Power,11,2021220
8,0,39971,Sungjae Im,9,2021385
8,0,28237,Rory McIlroy,9,2021340
10,0,25364,Paul Casey,8,2021330
10,0,46442,Maverick McNealy,8,2021370
10,0,45486,Joaquin Niemann,8,2021400
10,0,24138,Ian Poulter,8,2021360
10,0,46970,Jon Rahm,8,2021350
10,0,46046,Scottie Scheffler,8,2021380
10,0,33448,Justin Thomas,8,2021370
17,0,35506,Mackenzie Hughes,7,2021400
17,0,36689,Brooks Koepka,7,2021400
17,0,25396,Kevin Na,7,2021410
17,0,32797,Sanghyun Park,7,2019020
17,0,22056,Cameron Percy,7,2021410
17,0,48081,Xander Schauffele,7,2021380
23,0,45526,Abraham Ancer,6,2021410
23,0,47504,Sam Burns,6,2021410
23,0,45157,Cam Davis,6,2021420
23,0,29725,Tony Finau,6,2021450
23,0,27324,Seungsu Han,6,2010300
23,0,49481,Tae Hee Lee,6,2019030
23,0,35891,Cameron Smith,6,2021410
23,0,02190,Doug Tewell,6,1999230
23,0,40006,Erik van Rooyen,6,2021460
23,0,27770,Camilo Villegas,6,2021420
23,0,33870,Ashun Wu,6,2015060
34,0,52372,Cameron Champ,5,2021430
34,0,39997,Corey Conners,5,2021450
34,0,47959,Bryson DeChambeau,5,2021450
34,0,30911,Tommy Fleetwood,5,2021385
34,0,31273,Gavin Kyle Green,5,2018020
34,0,39977,Max Homa,5,2021420
34,0,34656,Mikumu Horikawa,5,2019430
34,0,29420,Billy Horschel,5,2021450
34,0,46717,Viktor Hovland,5,2021450
34,0,36801,Mark Hubbard,5,2021430
34,0,32791,K.H. Lee,5,2021460
34,0,01682,Wayne Levi,5,2001300
34,0,26341,Wade Ormsby,5,2018200
34,0,25818,Scott Piercy,5,2021430
34,0,51890,Greyson Sigg,5,2021270
34,0,29221,Webb Simpson,5,2021450
34,0,33419,Cameron Tringale,5,2021420
34,0,35181,Daniel van Tonder,5,2015190
34,0,20396,Lee Westwood,5,2021400
53,0,45836,Richard Bland,4,2017040
53,0,35450,Patrick Cantlay,4,2021490
53,0,20229,Stewart Cink,4,2021490
53,0,25686,Jason Dufner,4,2021430
53,0,28500,Martin Flores,4,2018430
53,0,32662,Michael Gligic,4,2021440
53,0,54628,Lee Hodges,4,2021220
53,0,32775,Shugo Imahira,4,2020220
53,0,24077,Matthew Millar,4,2011310
53,0,39546,Keith Mitchell,4,2021460
53,0,56272,Wilco Nienaber,4,2021385
53,0,22405,Justin Rose,4,2021410
53,0,34541,Poom Saksansin,4,2018020
53,0,46340,Alex Smalley,4,2021030
53,0,27214,Kevin Streelman,4,2021450
53,0,37189,Harold Varner III,4,2021480
53,0,32139,Danny Willett,4,2021360
70,0,20098,Stuart Appleby,3,2019040
70,0,33404,Chris Baker,3,2021460
70,0,33141,Keegan Bradley,3,2021460
70,0,48084,Wesley Bryan,3,2021310
70,0,24925,Jonathan Byrd,3,2021440
70,0,46154,Yi Keun Chang,3,2017410
70,0,39067,MJ Daffue,3,2021440
70,0,26758,David Hearn,3,2021430
70,0,34098,Russell Henley,3,2021500
70,0,33597,Harry Higgs,3,2021500
70,0,34500,Ryosuke Kinoshita,3,2021160
70,0,30926,Chris Kirk,3,2021500
70,0,31420,Anirban Lahiri,3,2021440
70,0,35834,Hyungjoon Lee,3,2018030
70,0,34168,Soomin Lee,3,2017020
70,0,26851,Marc Leishman,3,2021490
70,0,32839,Hideki Matsuyama,3,2021510
70,0,47993,Denny McCarthy,3,2021460
70,0,48822,Sebastián Muñoz,3,2021500
70,0,33667,Carlos Ortiz,3,2021490
70,0,24361,Pat Perez,3,2021460
70,0,34360,Patrick Reed,3,2021460
70,0,02084,Bob Shearer,3,1984320
70,0,23481,Marcel Siem,3,2015430
70,0,20580,Andre Stolz,3,2011300
70,0,34264,Hudson Swafford,3,2021500
70,0,34126,Scott Vincent,3,2015250
70,0,49964,Aaron Wise,3,2021500
98,0,33120,Mark Anderson,2,2021480
98,0,30978,Kiradech Aphibarnrat,2,2021460
98,0,56676,John Augenstein,2,2021370
98,0,39831,Bobby Bai,2,2020090
98,0,37212,Paul Barjon,2,2021440
98,0,33974,Dean Burmester,2,2021360
98,0,34362,Laurie Canter,2,2017410
98,0,32366,Kevin Chappell,2,2021385
98,0,45609,Tyler Duncan,2,2021480
98,0,21209,Sergio Garcia,2,2021520
98,0,24358,Robert Garrigus,2,2021385
98,0,46402,Talor Gooch,2,2021510
98,0,32448,James Hahn,2,2021500
98,0,46724,Jeongwoo Ham,2,2020060
98,0,47988,Nick Hardy,2,2021160
98,0,27644,Brian Harman,2,2021510
98,0,54421,Garrick Higgo,2,2021490
98,0,01527,Scott Hoch,2,2008100
98,0,12716,Charley Hoffman,2,2021510
98,0,35532,Tom Hoge,2,2021510
