RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,34046,Jordan Spieth,18
2,0,26329,Louis Oosthuizen,16
3,0,33204,Shane Lowry,13
4,0,45522,Christiaan Bezuidenhout,12
5,0,40026,Daniel Berger,11
5,0,34099,Harris English,11
5,0,28252,Seamus Power,11
8,0,39971,Sungjae Im,9
8,0,28237,Rory McIlroy,9
10,0,25364,Paul Casey,8
10,0,46442,Maverick McNealy,8
10,0,45486,Joaquin Niemann,8
10,0,24138,Ian Poulter,8
10,0,46970,Jon Rahm,8
10,0,46046,Scottie Scheffler,8
10,0,33448,Justin Thomas,8
17,0,35506,Mackenzie Hughes,7
17,0,36689,Brooks Koepka,7
17,0,25396,Kevin Na,7
17,0,22056,Cameron Percy,7
17,0,48081,Xander Schauffele,7
22,0,45526,Abraham Ancer,6
22,0,47504,Sam Burns,6
22,0,45157,Cam Davis,6
22,0,29725,Tony Finau,6
22,0,35891,Cameron Smith,6
22,0,40006,Erik van Rooyen,6
22,0,27770,Camilo Villegas,6
29,0,52372,Cameron Champ,5
29,0,39997,Corey Conners,5
29,0,47959,Bryson DeChambeau,5
29,0,30911,Tommy Fleetwood,5
29,0,39977,Max Homa,5
29,0,29420,Billy Horschel,5
29,0,46717,Viktor Hovland,5
29,0,36801,Mark Hubbard,5
29,0,32791,K.H. Lee,5
29,0,25818,Scott Piercy,5
29,0,51890,Greyson Sigg,5
29,0,29221,Webb Simpson,5
29,0,33419,Cameron Tringale,5
29,0,20396,Lee Westwood,5
43,0,35450,Patrick Cantlay,4
43,0,20229,Stewart Cink,4
43,0,25686,Jason Dufner,4
43,0,32662,Michael Gligic,4
43,0,54628,Lee Hodges,4
43,0,39546,Keith Mitchell,4
43,0,56272,Wilco Nienaber,4
43,0,22405,Justin Rose,4
43,0,46340,Alex Smalley,4
43,0,27214,Kevin Streelman,4
43,0,37189,Harold Varner III,4
43,0,32139,Danny Willett,4
55,0,33404,Chris Baker,3
55,0,33141,Keegan Bradley,3
55,0,48084,Wesley Bryan,3
55,0,24925,Jonathan Byrd,3
55,0,39067,MJ Daffue,3
55,0,26758,David Hearn,3
55,0,34098,Russell Henley,3
55,0,33597,Harry Higgs,3
55,0,32775,Shugo Imahira,3
55,0,34500,Ryosuke Kinoshita,3
55,0,30926,Chris Kirk,3
55,0,31420,Anirban Lahiri,3
55,0,26851,Marc Leishman,3
55,0,32839,Hideki Matsuyama,3
55,0,47993,Denny McCarthy,3
55,0,48822,Sebastián Muñoz,3
55,0,26341,Wade Ormsby,3
55,0,33667,Carlos Ortiz,3
55,0,24361,Pat Perez,3
55,0,34360,Patrick Reed,3
55,0,34264,Hudson Swafford,3
55,0,35181,Daniel van Tonder,3
55,0,49964,Aaron Wise,3
78,0,33120,Mark Anderson,2
78,0,30978,Kiradech Aphibarnrat,2
78,0,56676,John Augenstein,2
78,0,37212,Paul Barjon,2
78,0,45836,Richard Bland,2
78,0,33974,Dean Burmester,2
78,0,32366,Kevin Chappell,2
78,0,45609,Tyler Duncan,2
78,0,21209,Sergio Garcia,2
78,0,24358,Robert Garrigus,2
78,0,46402,Talor Gooch,2
78,0,32448,James Hahn,2
78,0,47988,Nick Hardy,2
78,0,27644,Brian Harman,2
78,0,54421,Garrick Higgo,2
78,0,12716,Charley Hoffman,2
78,0,35532,Tom Hoge,2
78,0,47989,Sam Horsfield,2
78,0,21961,Charles Howell III,2
78,0,30925,Dustin Johnson,2
78,0,32757,Patton Kizzire,2
78,0,30944,Jason Kokrak,2
78,0,33410,Andrew Landry,2
78,0,35230,Nelson Ledesma,2
78,0,52215,Robert MacIntyre,2
78,0,50006,Willie Mack III,2
78,0,50525,Collin Morikawa,2
78,0,27349,Alex Noren,2
78,0,40250,Taylor Pendrith,2
78,0,46414,Aaron Rai,2
78,0,45847,JC Ritchie,2
78,0,46646,Antoine Rozner,2
78,0,56781,Isaiah Salinda,2
78,0,34431,Robert Streb,2
78,0,48119,Ben Taylor,2
78,0,51634,Sahith Theegala,2
78,0,32333,Kevin Tway,2
78,0,08793,Tiger Woods,2
78,0,47483,Will Zalatoris,2
