RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
1,0,47959,Bryson DeChambeau,95' 5",PGA Champ,3,18 - Par 4
2,0,27942,Rob Oppenheim,83' 6",The RSM Classic,1,15 - Par 5
3,0,33597,Harry Higgs,82' 8",Phoenix Open,3,17 - Par 4
4,0,39546,Keith Mitchell,81' 10",NORTHERN TRUST,1,1 - Par 4 -
5,0,36801,Mark Hubbard,80' 11",Houston Open,4,4 - Par 5 -
6,0,33410,Andrew Landry,78' 4",Phoenix Open,4,2 - Par 4 -
7,0,26476,Chez Reavie,76' 1",PGA Champ,4,12 - Par 4
8,0,33490,Bo Hoag,75' 4",NORTHERN TRUST,2,14 - Par 4
9,0,34563,Chesson Hadley,71' 10",Workday,1,15 - Par 5
10,0,30926,Chris Kirk,71' 3",3M Open,1,18 - Par 5
11,0,49964,Aaron Wise,70' 4",Genesis,1,17 - Par 5
12,0,27649,Brandt Snedeker,70' 2",Sony Open,4,13 - Par 4
13,0,32102,Rickie Fowler,70' 0",Arnold Palmer,4,12 - Par 5
14,0,56630,Akshay Bhatia,69' 5",Wyndham,1,7 - Par 3 -
15,0,32448,James Hahn,69' 0",Phoenix Open,2,5 - Par 4 -
16,0,27554,Scott Harrington,69' 0",Arnold Palmer,2,14 - Par 3
17,0,26300,Matt Jones,68' 8",Farmers,1,6 - Par 5 -
18,0,30110,Kyle Stanley,67' 9",Houston Open,4,11 - Par 4
19,0,35732,Wes Roach,67' 8",Farmers,2,15 - Par 4
20,0,35506,Mackenzie Hughes,67' 4",the Memorial,4,12 - Par 3
21,0,32839,Hideki Matsuyama,66' 10",BMW Champ,1,9 - Par 4 -
22,0,30163,Henrik Norlander,66' 9",Workday,2,1 - Par 4 -
23,0,25572,Graeme McDowell,66' 4",NORTHERN TRUST,1,10 - Par 4
24,0,46046,Scottie Scheffler,64' 11",the Memorial,1,18 - Par 4
25,0,51766,Wyndham Clark,64' 1",Phoenix Open,4,11 - Par 4
26,0,34255,Joseph Bramlett,63' 8",Travelers,2,17 - Par 4
27,0,49766,Hank Lebioda,63' 3",Sanderson Farms,1,11 - Par 5
28,0,46402,Talor Gooch,63' 2",Houston Open,1,9 - Par 3 -
29,0,27556,Ted Potter Jr.,63' 2",The Amex,4,6 - Par 3 -
30,0,39997,Corey Conners,63' 1",Phoenix Open,1,12 - Par 3
31,0,29268,Bronson Burgoon,62' 11",RBC Heritage,1,17 - Par 3
32,0,27974,Sung Kang,62' 9",Arnold Palmer,2,12 - Par 5
33,0,20645,John Senden,62' 4",Farmers,1,7 - Par 4 -
34,0,47993,Denny McCarthy,61' 9",The Greenbrier,4,18 - Par 3
35,0,40058,Zac Blair,61' 7",Safeway Open,4,2 - Par 3 -
36,0,28775,Nate Lashley,60' 9",Sony Open,3,12 - Par 4
37,0,26851,Marc Leishman,60' 8",WGC-FedEx,3,6 - Par 4 -
38,0,46550,Brandon Hagy,60' 7",Phoenix Open,2,6 - Par 4 -
39,0,49960,Sepp Straka,60' 7",Workday,2,18 - Par 4
40,0,37455,Si Woo Kim,60' 6",Sanderson Farms,3,10 - Par 3
41,0,25364,Paul Casey,60' 5",Travelers,3,12 - Par 4
42,0,51894,Vince Whaley,60' 1",Sanderson Farms,3,7 - Par 3 -
43,0,40006,Erik van Rooyen,59' 11",Rocket Mortgage,2,4 - Par 5 -
44,0,30911,Tommy Fleetwood,59' 10",Wyndham,2,13 - Par 4
45,0,24357,K.J. Choi,59' 8",Phoenix Open,1,14 - Par 4
46,0,48084,Wesley Bryan,59' 4",Wyndham,4,10 - Par 4
47,0,46441,Robby Shelton,59' 1",Farmers,2,15 - Par 4
48,0,39067,MJ Daffue,59' 1",Workday,1,1 - Par 4 -
49,0,31557,Jim Herman,59' 1",Wyndham,4,5 - Par 5 -
50,0,27963,Chris Stroud,59' 0",Shriners,2,14 - Par 3
51,0,48081,Xander Schauffele,59' 0",WGC-Mexico,3,8 - Par 4 -
52,0,23638,Brendon de Jonge,58' 8",3M Open,1,9 - Par 4 -
53,0,48045,Michael Gellerman,58' 6",Houston Open,3,13 - Par 5
54,0,46442,Maverick McNealy,58' 4",Safeway Open,3,11 - Par 3
55,0,23614,Rich Beem,57' 11",Houston Open,2,6 - Par 4 -
56,0,25396,Kevin Na,57' 10",Shriners,2,1 - Par 4 -
57,0,31323,Gary Woodland,57' 7",WGC-Mexico,2,6 - Par 5 -
58,0,35461,Beau Hossler,57' 3",Houston Open,3,6 - Par 4 -
59,0,47986,Rich Berberian Jr.,57' 2",PGA Champ,1,3 - Par 3 -
60,0,34466,Peter Malnati,56' 10",Wyndham,1,11 - Par 4
61,0,30927,Brendon Todd,56' 9",Genesis,2,1 - Par 5 -
62,0,21961,Charles Howell III,56' 9",Arnold Palmer,2,1 - Par 4 -
63,0,10809,Jim Furyk,56' 8",Shriners,2,1 - Par 4 -
64,0,25818,Scott Piercy,56' 8",Phoenix Open,2,13 - Par 5
65,0,33486,Roger Sloan,56' 8",Honda Classic,2,3 - Par 5 -
66,0,52372,Cameron Champ,56' 6",PGA Champ,4,6 - Par 4 -
67,0,12716,Charley Hoffman,56' 5",Wyndham,2,7 - Par 3 -
68,0,29970,Dylan Frittelli,56' 1",The RSM Classic,2,12 - Par 3
69,0,33404,Chris Baker,56' 0",Sanderson Farms,1,4 - Par 3 -
70,0,56278,Matthew Wolff,55' 11",Shriners,3,16 - Par 5
71,0,45157,Cam Davis,55' 10",Safeway Open,2,11 - Par 3
72,0,29454,Bernd Wiesberger,55' 9",PGA Champ,3,18 - Par 4
73,0,29479,Scott Brown,55' 9",NORTHERN TRUST,1,3 - Par 3 -
74,0,47128,Richy Werenski,55' 7",The Greenbrier,3,8 - Par 3 -
75,0,39971,Sungjae Im,55' 6",Arnold Palmer,3,18 - Par 4
76,0,27330,Josh Teater,55' 5",Farmers,2,16 - Par 3
77,0,32757,Patton Kizzire,55' 2",The RSM Classic,3,15 - Par 5
78,0,32366,Kevin Chappell,55' 1",Travelers,2,15 - Par 4
79,0,47504,Sam Burns,55' 1",Rocket Mortgage,3,10 - Par 4
80,0,40009,Dominic Bozzelli,55' 0",Sanderson Farms,3,8 - Par 4 -
81,0,35617,Martin Trainer,54' 9",The Greenbrier,2,15 - Par 3
82,0,45526,Abraham Ancer,54' 8",PGA Champ,4,8 - Par 3 -
83,0,34076,Joel Dahmen,54' 6",Sony Open,2,11 - Par 3
84,0,24140,Sean O'Hair,54' 6",Honda Classic,1,7 - Par 3 -
85,0,32618,Rhein Gibson,54' 6",Rocket Mortgage,2,2 - Par 4 -
86,0,34360,Patrick Reed,54' 5",Arnold Palmer,1,7 - Par 3 -
87,0,24449,Parker McLachlin,54' 3",3M Open,1,17 - Par 3
88,0,24138,Ian Poulter,54' 1",Arnold Palmer,3,10 - Par 4
89,0,30925,Dustin Johnson,54' 1",WGC-FedEx,2,18 - Par 4
90,0,27936,Martin Laird,53' 11",Farmers,3,2 - Par 4 -
91,0,27129,Luke List,53' 8",Sanderson Farms,2,17 - Par 4
92,0,49771,J.T. Poston,53' 7",Phoenix Open,4,7 - Par 3 -
93,0,24502,Adam Scott,53' 6",Safeway Open,1,5 - Par 5 -
94,0,45522,Christiaan Bezuidenhout,53' 4",Arnold Palmer,2,11 - Par 4
95,0,23325,Vaughn Taylor,52' 10",Charles Schwab,1,1 - Par 5 -
96,0,33803,Lucas Bjerregaard,52' 7",Houston Open,2,13 - Par 5
97,0,45609,Tyler Duncan,52' 7",Houston Open,2,17 - Par 4
98,0,40026,Daniel Berger,52' 5",Phoenix Open,3,4 - Par 3 -
99,0,31646,Emiliano Grillo,52' 4",Arnold Palmer,1,12 - Par 5
100,0,24361,Pat Perez,52' 4",RBC Heritage,2,2 - Par 5 -
101,0,32982,Vince Covello,52' 3",The Greenbrier,2,15 - Par 3
102,0,24024,Zach Johnson,52' 1",The RSM Classic,4,12 - Par 3
103,0,08075,Jerry Kelly,51' 10",Sony Open,3,13 - Par 4
104,0,19846,Brian Gay,51' 9",Houston Open,2,2 - Par 4 -
