RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
89,0,33399,Adam Hadwin,45' 1",151020,279,12585.000,+23.00
89,0,54628,Lee Hodges,45' 1",172599,319,14383.250,+28.00
91,0,32791,K.H. Lee,45' 2",171193,316,14266.083,+10.00
92,0,28089,Jason Day,45' 3",111875,206,9322.917,+14.00
92,0,24024,Zach Johnson,45' 3",96603,178,8050.250,+25.00
92,0,32757,Patton Kizzire,45' 3",179726,331,14977.167,+37.00
92,0,26596,Ryan Moore,45' 3",110220,203,9185.000,+24.00
92,0,30692,Scott Stallings,45' 3",136359,251,11363.250,+10.00
97,0,57975,Harry Hall,45' 4",182779,336,15231.583,+12.00
98,0,35461,Beau Hossler,45' 5",201004,369,16750.333,+8.00
98,0,25493,Nick Taylor,45' 5",156914,288,13076.167,+30.00
100,0,47988,Nick Hardy,45' 6",199415,365,16617.917,+31.00
100,0,27554,Scott Harrington,45' 6",147922,271,12326.833,+29.00
100,0,34431,Robert Streb,45' 6",140994,258,11749.500,+19.00
103,0,47079,Harrison Endycott,45' 7",137841,252,11486.750,+27.00
104,0,56762,Will Gordon,45' 8",184129,336,15344.083,+36.00
105,0,47983,Chad Ramey,45' 9",179469,327,14955.750,+33.00
106,0,51349,Nico Echavarria,45' 10",115472,210,9622.667,+43.00
106,0,46441,Robby Shelton,45' 10",185758,338,15479.833,+29.00
106,0,54783,Dylan Wu,45' 10",162277,295,13523.083,+29.00
109,0,46601,Trey Mullinax,45' 11",157077,285,13089.750,+24.00
109,0,29221,Webb Simpson,45' 11",94153,171,7846.083,+19.00
111,0,33948,Byeong Hun An,46' 0",220662,400,18388.500,+28.00
111,0,50525,Collin Morikawa,46' 0",96102,174,8008.500,+28.00
111,0,48119,Ben Taylor,46' 0",222890,404,18574.167,+35.00
114,0,32102,Rickie Fowler,46' 1",156378,283,13031.500,+21.00
114,0,49298,Kramer Hickok,46' 1",164921,298,13743.417,+38.00
114,0,36801,Mark Hubbard,46' 1",180713,327,15059.417,+29.00
114,0,27936,Martin Laird,46' 1",126120,228,10510.000,+21.00
114,0,49947,Taylor Moore,46' 1",175393,317,14616.083,+29.00
119,0,34255,Joseph Bramlett,46' 2",168948,305,14079.000,+25.00
119,0,35506,Mackenzie Hughes,46' 2",174945,316,14578.750,+19.00
121,0,20229,Stewart Cink,46' 3",153710,277,12809.167,+24.00
121,0,51766,Wyndham Clark,46' 3",193803,349,16150.250,+11.00
121,0,58696,Peter Kuest,46' 3",75524,136,6293.667,-2.00
121,0,49960,Sepp Straka,46' 3",130988,236,10915.667,+21.00
121,0,32139,Danny Willett,46' 3",112705,203,9392.083,+33.00
126,0,32816,Satoshi Kodaira,46' 4",60091,108,5007.583,+10.00
126,0,33413,Ben Martin,46' 4",163995,295,13666.250,+18.00
126,0,36724,Augusto Núñez,46' 4",140055,252,11671.250,-5.00
126,0,40250,Taylor Pendrith,46' 4",198646,357,16553.833,+14.00
130,0,45157,Cam Davis,46' 6",175684,315,14640.333,+8.00
130,0,40115,Adam Svensson,46' 6",208000,373,17333.333,+39.00
132,0,36699,Patrick Rodgers,46' 7",214017,383,17834.750,+48.00
133,0,34409,David Lingmerth,46' 9",111144,198,9262.000,+44.00
133,0,51950,Max McGreevy,46' 9",151564,270,12630.333,+61.00
135,0,51070,Vincent Norrman,46' 10",144889,258,12074.083,+16.00
135,0,47347,Adam Schenk,46' 10",231697,412,19308.083,+16.00
135,0,58967,Trevor Werbylo,46' 10",150557,268,12546.417,+19.00
138,0,34466,Peter Malnati,46' 11",204513,363,17042.750,+34.00
138,0,48887,Matt Wallace,46' 11",153199,272,12766.583,+25.00
138,0,47128,Richy Werenski,46' 11",162598,289,13549.833,+42.00
141,0,52453,Nicolai Hojgaard,47' 0",88480,157,7373.333,+12.00
141,0,40006,Erik van Rooyen,47' 0",136595,242,11382.917,+30.00
143,0,56630,Akshay Bhatia,47' 1",114607,203,9550.583,+21.00
143,0,31577,Tano Goya,47' 1",144628,256,12052.333,+21.00
143,0,36326,David Lipsky,47' 1",163818,290,13651.500,+31.00
146,0,55182,Tom Kim,47' 2",131770,233,10980.833,+23.00
146,0,50095,Austin Smotherman,47' 2",173260,306,14438.333,+48.00
146,0,25632,Jimmy Walker,47' 2",189132,334,15761.000,+21.00
146,0,57366,Cameron Young,47' 2",136473,241,11372.750,+37.00
150,0,28252,Seamus Power,47' 3",125265,221,10438.750,+14.00
151,0,47993,Denny McCarthy,47' 4",174444,307,14537.000,+29.00
151,0,29289,S.Y. Noh,47' 4",103874,183,8656.167,+27.00
153,0,37455,Si Woo Kim,47' 5",142811,251,11900.917,+34.00
154,0,35532,Tom Hoge,47' 6",175699,308,14641.583,+19.00
154,0,55789,Taylor Montgomery,47' 6",200496,352,16708.000,+23.00
156,0,22371,Aaron Baddeley,47' 8",141935,248,11827.917,+8.00
156,0,33653,Thomas Detry,47' 8",144152,252,12012.667,+17.00
156,0,58168,Davis Thompson,47' 8",200365,350,16697.083,+52.00
159,0,28420,Ryan Brehm,47' 9",190366,332,15863.833,+24.00
159,0,50188,S.H. Kim,47' 9",218380,381,18198.333,+7.00
161,0,54421,Garrick Higgo,47' 10",197916,345,16493.000,+22.00
161,0,29420,Billy Horschel,47' 10",98180,171,8181.667,+26.00
163,0,33408,Tyson Alexander,47' 11",175857,306,14654.750,+44.00
163,0,31557,Jim Herman,47' 11",111042,193,9253.500,+36.00
163,0,36799,Stephan Jaeger,47' 11",252310,439,21025.833,+11.00
163,0,34046,Jordan Spieth,47' 11",140251,244,11687.583,+18.00
167,0,24502,Adam Scott,48' 0",123295,214,10274.583,+6.00
168,0,27349,Alex Noren,48' 1",174914,303,14576.167,+32.00
169,0,52372,Cameron Champ,48' 2",133552,231,11129.333,+18.00
169,0,50493,Justin Suh,48' 2",184249,319,15354.083,+35.00
171,0,55708,Hayden Buckley,48' 3",118085,204,9840.417,+26.00
171,0,29908,C.T. Pan,48' 3",79938,138,6661.500,+18.00
173,0,46435,Austin Cook,48' 4",107829,186,8985.750,+18.00
174,0,57362,Austin Eckroat,48' 6",146108,251,12175.667,+32.00
175,0,34099,Harris English,48' 7",161942,278,13495.167,+27.00
176,0,35310,Lanto Griffin,48' 9",91211,156,7600.917,+22.00
176,0,46414,Aaron Rai,48' 9",153889,263,12824.083,+32.00
178,0,47504,Sam Burns,48' 11",172659,294,14388.250,+49.00
179,0,51634,Sahith Theegala,49' 0",231186,393,19265.500,+28.00
180,0,34256,Andrew Putnam,49' 6",178141,300,14845.083,+24.00
181,0,29535,Brice Garnett,49' 8",135794,228,11316.167,+25.00
181,0,32662,Michael Gligic,49' 8",149624,251,12468.667,+38.00
183,0,48117,Kurt Kitayama,49' 10",138098,231,11508.167,+38.00
184,0,45609,Tyler Duncan,49' 11",157592,263,13132.667,+43.00
185,0,35449,Adam Long,50' 1",155595,259,12966.250,+21.00
186,0,39977,Max Homa,50' 2",168420,280,14035.000,+16.00
187,0,49771,J.T. Poston,50' 4",180516,299,15043.000,+20.00
187,0,48081,Xander Schauffele,50' 4",138829,230,11569.083,+26.00
189,0,45522,Christiaan Bezuidenhout,50' 8",155061,255,12921.750,+15.00
190,0,39058,Lucas Herbert,51' 3",127913,208,10659.417,+26.00
191,0,46442,Maverick McNealy,53' 0",131010,206,10917.500,+41.00
192,0,30911,Tommy Fleetwood,53' 4",137537,215,11461.417,+26.00
193,0,31202,William McGirt,53' 11",75026,116,6252.167,+22.00
