RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,22056,Cameron Percy,36' 4",74,2689.750,-3.00
2,0,39067,MJ Daffue,36' 6",152,5553.917,+10.00
3,0,24140,Sean O'Hair,36' 9",52,1910.917,-2.00
4,0,39335,Kevin Roy,37' 4",110,4106.333,+8.00
5,0,32366,Kevin Chappell,37' 8",75,2824.833,+3.00
6,0,27974,Sung Kang,38' 1",78,2971.500,+3.00
7,0,32839,Hideki Matsuyama,38' 8",114,4406.833,+3.00
8,0,52955,Ludvig Åberg,39' 1",79,3087.583,E
9,0,45242,Kevin Yu,39' 2",82,3214.333,+8.00
10,0,33448,Justin Thomas,39' 3",123,4828.083,-8.00
11,0,19803,Ryan Armour,39' 4",90,3537.083,+10.00
11,0,39975,Michael Kim,39' 4",144,5665.833,+18.00
13,0,23320,Ryan Palmer,39' 5",103,4063.750,+10.00
14,0,47995,Davis Riley,39' 6",127,5013.167,+19.00
15,0,51414,Brent Grant,39' 11",94,3751.000,+20.00
15,0,28237,Rory McIlroy,39' 11",125,4987.417,-3.00
17,0,51890,Greyson Sigg,40' 1",129,5166.750,+16.00
18,0,34363,Tyrrell Hatton,40' 2",99,3975.000,-10.00
19,0,25900,Lucas Glover,40' 3",127,5110.750,+6.00
19,0,12716,Charley Hoffman,40' 3",82,3299.083,+9.00
21,0,33141,Keegan Bradley,40' 6",111,4494.667,+7.00
21,0,51349,Nico Echavarria,40' 6",98,3971.917,+24.00
21,0,27214,Kevin Streelman,40' 6",155,6280.000,+15.00
21,0,35617,Martin Trainer,40' 6",85,3444.583,+3.00
25,0,34098,Russell Henley,40' 8",97,3947.167,+10.00
26,0,35450,Patrick Cantlay,40' 9",94,3832.083,E
27,0,46046,Scottie Scheffler,40' 10",164,6700.750,+4.00
28,0,30926,Chris Kirk,40' 11",143,5856.083,+12.00
28,0,48867,Matti Schmid,40' 11",112,4587.167,-6.00
30,0,32448,James Hahn,41' 0",101,4144.333,-1.00
31,0,54591,Ben Griffin,41' 1",170,6989.583,E
32,0,26476,Chez Reavie,41' 2",140,5761.833,+15.00
32,0,39324,J.J. Spaun,41' 2",130,5348.833,+11.00
