RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,48084,Wesley Bryan,38' 1",60,2285.167,E
2,0,23108,Matt Kuchar,39' 5",136,5362.167,-4.00
3,0,46717,Viktor Hovland,39' 7",130,5142.833,-5.00
4,0,32366,Kevin Chappell,40' 1",90,3608.667,-2.00
4,0,27974,Sung Kang,40' 1",77,3088.250,+8.00
6,0,39971,Sungjae Im,40' 5",164,6634.000,+13.00
7,0,53165,Doc Redman,40' 6",135,5469.417,+10.00
8,0,27129,Luke List,40' 8",167,6793.750,-9.00
9,0,30926,Chris Kirk,40' 11",118,4827.000,+10.00
10,0,39067,MJ Daffue,41' 0",159,6523.750,-9.00
11,0,48867,Matti Schmid,41' 1",101,4152.833,E
12,0,35879,Kelly Kraft,41' 2",124,5101.167,+10.00
13,0,49766,Hank Lebioda,41' 3",79,3255.583,+9.00
14,0,51491,Brandon Matthews,41' 7",141,5859.750,+16.00
14,0,37275,Sam Ryder,41' 7",193,8033.500,+7.00
16,0,25686,Jason Dufner,41' 8",128,5329.083,+5.00
16,0,33122,Russell Knox,41' 8",163,6796.667,+27.00
16,0,39335,Kevin Roy,41' 8",115,4792.583,+11.00
19,0,49453,Trevor Cone,41' 11",145,6083.667,-2.00
20,0,34076,Joel Dahmen,42' 2",124,5229.583,+24.00
21,0,52955,Ludvig Åberg,42' 3",76,3208.583,+6.00
22,0,40058,Zac Blair,42' 4",122,5162.333,+18.00
22,0,34610,Matthias Schwab,42' 4",174,7364.583,+9.00
22,0,46340,Alex Smalley,42' 4",186,7876.917,+14.00
25,0,39997,Corey Conners,42' 5",141,5981.250,+9.00
25,0,27644,Brian Harman,42' 5",116,4918.917,E
25,0,30163,Henrik Norlander,42' 5",109,4625.167,+8.00
28,0,25900,Lucas Glover,42' 7",121,5152.667,+11.00
29,0,29970,Dylan Frittelli,42' 8",160,6828.500,+25.00
30,0,40162,Justin Lower,42' 9",155,6632.083,+13.00
30,0,55893,Sam Stevens,42' 9",159,6793.500,-1.00
32,0,47591,Eric Cole,42' 10",210,8990.500,+4.00
33,0,27936,Martin Laird,42' 11",129,5540.667,+6.00
34,0,46046,Scottie Scheffler,43' 1",108,4652.667,-10.00
35,0,27963,Chris Stroud,43' 3",96,4154.833,+9.00
35,0,52513,Carson Young,43' 3",136,5883.667,+15.00
37,0,29725,Tony Finau,43' 4",119,5153.917,-2.00
37,0,28237,Rory McIlroy,43' 4",145,6277.500,+5.00
39,0,19803,Ryan Armour,43' 5",88,3818.000,+18.00
39,0,27214,Kevin Streelman,43' 5",183,7938.250,+10.00
41,0,32640,Troy Merritt,43' 6",119,5179.667,+11.00
42,0,55454,Carl Yuan,43' 7",145,6316.500,+2.00
43,0,22405,Justin Rose,43' 8",89,3886.083,+11.00
44,0,34563,Chesson Hadley,43' 9",151,6609.417,+14.00
44,0,28775,Nate Lashley,43' 9",137,5992.083,+7.00
44,0,24140,Sean O'Hair,43' 9",60,2623.000,+8.00
47,0,47079,Harrison Endycott,43' 10",109,4779.583,+9.00
48,0,52375,Doug Ghim,43' 11",120,5268.250,+13.00
48,0,25818,Scott Piercy,43' 11",172,7548.083,+12.00
48,0,27095,Nick Watney,43' 11",142,6238.583,+22.00
51,0,32333,Kevin Tway,44' 0",200,8798.583,E
51,0,52374,Brandon Wu,44' 0",198,8715.667,+26.00
53,0,34409,David Lingmerth,44' 1",93,4101.833,+22.00
54,0,31646,Emiliano Grillo,44' 3",144,6374.250,+9.00
54,0,32757,Patton Kizzire,44' 3",190,8412.167,+24.00
54,0,49947,Taylor Moore,44' 3",185,8184.833,+19.00
54,0,47347,Adam Schenk,44' 3",229,10123.833,+11.00
58,0,57366,Cameron Young,44' 4",123,5452.500,+10.00
59,0,40006,Erik van Rooyen,44' 5",122,5423.500,+10.00
60,0,33141,Keegan Bradley,44' 6",113,5031.917,+13.00
60,0,32791,K.H. Lee,44' 6",144,6405.000,+7.00
60,0,39546,Keith Mitchell,44' 6",124,5514.583,+14.00
63,0,24024,Zach Johnson,44' 7",89,3964.583,+7.00
64,0,54591,Ben Griffin,44' 8",210,9377.083,+11.00
64,0,48699,Callum Tarren,44' 8",212,9460.917,+5.00
64,0,31323,Gary Woodland,44' 8",154,6883.083,+8.00
67,0,33204,Shane Lowry,44' 9",92,4119.000,E
67,0,51997,Andrew Novak,44' 9",155,6936.583,+17.00
69,0,46970,Jon Rahm,44' 10",121,5425.667,+8.00
69,0,40115,Adam Svensson,44' 10",214,9598.417,+13.00
71,0,33410,Andrew Landry,44' 11",135,6060.750,+22.00
72,0,47993,Denny McCarthy,45' 0",162,7293.083,+12.00
73,0,33399,Adam Hadwin,45' 2",148,6686.667,+7.00
73,0,34363,Tyrrell Hatton,45' 2",135,6101.083,+10.00
73,0,36871,Matt NeSmith,45' 2",155,7000.500,+11.00
73,0,40250,Taylor Pendrith,45' 2",166,7495.000,+5.00
77,0,37338,Zecheng Dou,45' 3",196,8876.750,+32.00
78,0,46435,Austin Cook,45' 4",89,4035.500,+9.00
78,0,47988,Nick Hardy,45' 4",231,10475.000,+15.00
78,0,26476,Chez Reavie,45' 4",154,6976.583,+21.00
78,0,31560,Brian Stuard,45' 4",104,4715.417,+24.00
82,0,33653,Thomas Detry,45' 5",124,5636.667,+8.00
82,0,30927,Brendon Todd,45' 5",124,5634.833,+6.00
84,0,36801,Mark Hubbard,45' 6",198,9002.583,+14.00
84,0,51890,Greyson Sigg,45' 6",176,8006.417,+14.00
84,0,52411,Kyle Westmoreland,45' 6",185,8412.833,+30.00
87,0,35450,Patrick Cantlay,45' 7",113,5147.750,+2.00
87,0,54628,Lee Hodges,45' 7",161,7333.833,+17.00
89,0,33597,Harry Higgs,45' 8",134,6121.083,+6.00
90,0,28089,Jason Day,45' 9",107,4894.833,+1.00
90,0,51414,Brent Grant,45' 9",118,5395.000,+17.00
90,0,29420,Billy Horschel,45' 9",83,3798.000,+21.00
93,0,27554,Scott Harrington,45' 10",143,6549.333,+21.00
94,0,33948,Byeong Hun An,45' 11",221,10147.833,+17.00
94,0,45157,Cam Davis,45' 11",168,7717.750,+16.00
94,0,48119,Ben Taylor,45' 11",229,10521.833,+27.00
97,0,47995,Davis Riley,46' 0",129,5934.083,+4.00
98,0,32102,Rickie Fowler,46' 1",140,6454.750,+11.00
98,0,46441,Robby Shelton,46' 1",172,7930.250,+5.00
98,0,45242,Kevin Yu,46' 1",102,4702.000,+11.00
101,0,46414,Aaron Rai,46' 2",146,6741.333,+19.00
102,0,31577,Tano Goya,46' 3",165,7627.583,+10.00
102,0,22056,Cameron Percy,46' 3",96,4438.250,+2.00
104,0,39975,Michael Kim,46' 4",136,6304.333,+11.00
104,0,36724,Augusto Núñez,46' 4",143,6629.500,-8.00
104,0,29221,Webb Simpson,46' 4",68,3149.833,+10.00
107,0,32139,Danny Willett,46' 5",118,5477.833,+20.00
108,0,56762,Will Gordon,46' 6",184,8560.333,+21.00
109,0,35901,Paul Haley II,46' 8",127,5924.917,+30.00
109,0,39977,Max Homa,46' 8",158,7379.417,-1.00
109,0,35461,Beau Hossler,46' 8",174,8116.417,+2.00
109,0,35617,Martin Trainer,46' 8",91,4249.333,+4.00
113,0,51766,Wyndham Clark,46' 9",203,9491.583,+8.00
113,0,39954,Cody Gribble,46' 9",97,4536.250,+6.00
113,0,34098,Russell Henley,46' 9",93,4350.833,+15.00
116,0,57975,Harry Hall,46' 10",150,7029.917,+6.00
116,0,51634,Sahith Theegala,46' 10",206,9649.583,+13.00
118,0,32448,James Hahn,46' 11",133,6242.833,+20.00
119,0,20229,Stewart Cink,47' 0",146,6859.583,+11.00
119,0,12716,Charley Hoffman,47' 0",146,6864.667,+26.00
119,0,50188,S.H. Kim,47' 0",202,9501.833,+9.00
119,0,30692,Scott Stallings,47' 0",153,7192.667,+10.00
123,0,40098,Matt Fitzpatrick,47' 1",98,4616.167,+7.00
124,0,36326,David Lipsky,47' 2",146,6890.250,+13.00
125,0,46601,Trey Mullinax,47' 3",140,6616.333,+10.00
125,0,39324,J.J. Spaun,47' 3",148,6992.750,+20.00
127,0,50525,Collin Morikawa,47' 4",93,4398.667,+15.00
128,0,24502,Adam Scott,47' 5",125,5929.750,-2.00
129,0,59018,Ryan Gerard,47' 6",102,4844.833,+9.00
129,0,31557,Jim Herman,47' 6",100,4753.000,+22.00
129,0,52453,Nicolai Hojgaard,47' 6",93,4417.000,+2.00
129,0,33413,Ben Martin,47' 6",165,7832.667,+18.00
129,0,51070,Vincent Norrman,47' 6",149,7083.250,+7.00
129,0,54783,Dylan Wu,47' 6",142,6744.167,+13.00
135,0,56630,Akshay Bhatia,47' 7",97,4616.083,+6.00
135,0,24925,Jonathan Byrd,47' 7",73,3471.667,E
135,0,35506,Mackenzie Hughes,47' 7",168,7995.167,+10.00
135,0,34466,Peter Malnati,47' 7",177,8421.833,+22.00
135,0,47983,Chad Ramey,47' 7",174,8284.917,+20.00
135,0,25493,Nick Taylor,47' 7",148,7038.250,+22.00
141,0,47128,Richy Werenski,47' 10",131,6263.167,+14.00
142,0,54421,Garrick Higgo,47' 11",182,8716.750,+22.00
142,0,26596,Ryan Moore,47' 11",110,5274.250,+9.00
