RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,27974,Sung Kang,15' 6",372.417,24,-1
2,0,32839,Hideki Matsuyama,16' 8",617.750,37,-3
3,0,30163,Henrik Norlander,17' 3",413.667,24,-3
4,0,29289,S.Y. Noh,17' 5",382.333,22,-3
5,0,52375,Doug Ghim,17' 8",687.667,39,-2
6,0,39335,Kevin Roy,18' 10",620.417,33,-6
7,0,34099,Harris English,19' 8",492.500,25,-1
7,0,27644,Brian Harman,19' 8",766.250,39,-1
7,0,35532,Tom Hoge,19' 8",393.250,20,-4
7,0,34409,David Lingmerth,19' 8",433.250,22,+5
11,0,34610,Matthias Schwab,19' 9",790.167,40,+6
12,0,39971,Sungjae Im,20' 9",953.833,46,-3
13,0,35879,Kelly Kraft,21' 2",697.750,33,+3
14,0,32366,Kevin Chappell,21' 4",597.583,28,-4
14,0,55182,Tom Kim,21' 4",640.250,30,+3
16,0,22056,Cameron Percy,21' 5",492.333,23,-4
16,0,46340,Alex Smalley,21' 5",1026.583,48,+1
16,0,39324,J.J. Spaun,21' 5",706.500,33,+5
19,0,31202,William McGirt,21' 6",214.667,10,E
20,0,39997,Corey Conners,21' 10",850.500,39,-1
20,0,25900,Lucas Glover,21' 10",523.250,24,-2
22,0,22371,Aaron Baddeley,21' 11",481.917,22,+3
22,0,51491,Brandon Matthews,21' 11",876.833,40,E
22,0,25632,Jimmy Walker,21' 11",1140.667,52,E
25,0,32816,Satoshi Kodaira,22' 0",505.333,23,+1
25,0,58696,Peter Kuest,22' 0",746.667,34,-7
27,0,34563,Chesson Hadley,22' 1",596.167,27,-1
27,0,39975,Michael Kim,22' 1",1082.833,49,+3
27,0,55893,Sam Stevens,22' 1",1457.000,66,-2
30,0,49766,Hank Lebioda,22' 4",536.583,24,+4
31,0,34098,Russell Henley,22' 5",583.333,26,+1
32,0,24925,Jonathan Byrd,22' 6",427.167,19,E
32,0,26476,Chez Reavie,22' 6",719.917,32,+4
34,0,33122,Russell Knox,22' 7",564.667,25,E
35,0,24502,Adam Scott,22' 8",521.750,23,-3
36,0,25818,Scott Piercy,22' 10",1280.083,56,-1
37,0,39067,MJ Daffue,23' 0",1171.000,51,-3
37,0,36326,David Lipsky,23' 0",736.750,32,-7
39,0,29725,Tony Finau,23' 1",807.667,35,+1
40,0,34076,Joel Dahmen,23' 2",881.250,38,+3
40,0,37338,Zecheng Dou,23' 2",1343.333,58,+10
42,0,32448,James Hahn,23' 5",794.917,34,-1
42,0,40250,Taylor Pendrith,23' 5",1265.583,54,+10
44,0,22405,Justin Rose,23' 6",376.083,16,+10
