RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,12602,Dean Wilson,70.83,34,48
2,0,26881,Jarrod Lyle,68.97,60,87
3,0,10809,Jim Furyk,67.35,66,98
4,0,26289,Boo Weekley,67.27,74,110
5,0,08385,Omar Uresti,66.36,71,107
6,0,24925,Jonathan Byrd,66.21,96,145
7,0,07457,Steve Flesch,66.14,84,127
8,0,02239,Scott Verplank,66.09,76,115
9,0,01619,Skip Kendall,66.06,72,109
10,0,21961,Charles Howell III,66.04,105,159
11,0,06527,Steve Stricker,65.63,42,64
12,0,24663,Y.E. Yang,65.38,51,78
13,0,01313,Steve Elkington,65.22,60,92
13,0,26420,Richard Johnson,65.22,75,115
15,0,26882,Michael Sim,65.14,71,109
16,0,06251,Chris DiMarco,65.00,104,160
17,0,07363,Craig Bowden,64.71,55,85
18,0,20160,Charlie Wi,64.63,106,164
19,0,06621,Joe Durant,64.36,65,101
19,0,22056,Cameron Percy,64.36,65,101
21,0,27141,J.B. Holmes,64.15,102,159
22,0,22293,Heath Slocum,64.06,82,128
23,0,27436,Graham DeLaet,63.96,71,111
24,0,23108,Matt Kuchar,63.89,69,108
25,0,27466,Spencer Levin,63.27,124,196
26,0,25364,Paul Casey,63.24,43,68
27,0,01320,Bob Estes,63.16,84,133
28,0,24140,Sean O'Hair,63.10,53,84
29,0,20593,Greg Chalmers,62.94,90,143
30,0,20848,Ángel Cabrera,62.90,39,62
30,0,06595,Kevin Sutherland,62.90,78,124
32,0,21350,Ryuji Imada,62.64,114,182
33,0,20070,Matt Bettencourt,62.31,81,130
33,0,22913,John Rollins,62.31,81,130
35,0,25562,Andres Romero,62.16,69,111
36,0,21731,Freddie Jacobson,61.76,84,136
37,0,20127,Chris Riley,61.72,79,128
38,0,01797,Rocco Mediate,61.62,61,99
39,0,23673,Michael Connell,61.44,94,153
40,0,26300,Matt Jones,61.43,86,140
41,0,12782,Tim Herron,61.42,78,127
42,0,28620,Aron Price,61.26,68,111
43,0,20850,Daniel Chopra,61.16,74,121
44,0,24357,K.J. Choi,61.11,55,90
44,0,06522,Ernie Els,61.11,44,72
46,0,28158,Steve Marino,60.98,75,123
