RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,23983,Luke Donald,85.71,6,7
2,0,24925,Jonathan Byrd,66.67,6,9
3,0,26300,Matt Jones,63.64,14,22
4,0,01249,John Daly,60.00,3,5
5,0,12510,Chad Campbell,58.33,7,12
6,0,20070,Matt Bettencourt,57.14,8,14
6,0,09011,David Duval,57.14,4,7
8,0,27936,Martin Laird,55.56,5,9
9,0,20098,Stuart Appleby,55.00,11,20
10,0,26881,Jarrod Lyle,54.55,6,11
11,0,30946,Alex Prugh,53.85,7,13
11,0,22293,Heath Slocum,53.85,7,13
11,0,06527,Steve Stricker,53.85,7,13
11,0,21878,Mark Wilson,53.85,7,13
15,0,23613,Rich Barcelo,50.00,4,8
15,0,22946,Henrik Bjornstad,50.00,4,8
15,0,07363,Craig Bowden,50.00,3,6
15,0,28500,Martin Flores,50.00,6,12
15,0,06012,Greg Kraft,50.00,3,6
15,0,22046,Geoff Ogilvy,50.00,4,8
15,0,01941,Tom Pernice Jr.,50.00,4,8
15,0,01945,Kenny Perry,50.00,4,8
15,0,07749,Brett Quigley,50.00,5,10
15,0,27649,Brandt Snedeker,50.00,5,10
15,0,23307,Roger Tambellini,50.00,3,6
15,0,23788,D.J. Trahan,50.00,6,12
27,0,22371,Aaron Baddeley,47.62,10,21
27,0,08075,Jerry Kelly,47.62,10,21
29,0,23621,Rory Sabbatini,47.06,8,17
30,0,10860,Justin Leonard,46.67,7,15
31,0,10885,Robert Allenby,46.15,6,13
32,0,01619,Skip Kendall,45.45,5,11
32,0,28620,Aron Price,45.45,5,11
32,0,02206,David Toms,45.45,5,11
35,0,20160,Charlie Wi,45.00,9,20
36,0,06567,Vijay Singh,44.44,4,9
37,0,06004,Stephen Ames,42.86,6,14
37,0,24357,K.J. Choi,42.86,3,7
37,0,20105,Jeff Gove,42.86,3,7
37,0,10425,Jay Williamson,42.86,3,7
41,0,23409,James Driscoll,41.67,5,12
41,0,25818,Scott Piercy,41.67,10,24
43,0,23673,Michael Connell,41.18,7,17
43,0,01577,Lee Janzen,41.18,7,17
45,0,12652,Cameron Beckman,40.00,4,10
45,0,10809,Jim Furyk,40.00,2,5
45,0,08537,J.P. Hayes,40.00,4,10
45,0,27770,Camilo Villegas,40.00,4,10
45,0,23349,Charles Warren,40.00,6,15
50,0,24024,Zach Johnson,38.89,7,18
50,0,26679,Kevin Stadler,38.89,7,18
52,0,01724,Jeff Maggert,38.46,5,13
52,0,24490,George McNeill,38.46,5,13
52,0,26596,Ryan Moore,38.46,5,13
52,0,26287,Roland Thatcher,38.46,5,13
56,0,29221,Webb Simpson,38.10,8,21
57,0,24227,Justin Bolli,37.50,3,8
57,0,20686,Jeev Milkha Singh,37.50,3,8
59,0,23325,Vaughn Taylor,36.84,7,19
60,0,23638,Brendon de Jonge,36.36,4,11
60,0,06515,Shaun Micheel,36.36,4,11
60,0,26301,James Nitties,36.36,4,11
60,0,27330,Josh Teater,36.36,8,22
60,0,25892,Steve Wheatcroft,36.36,4,11
65,0,26882,Michael Sim,35.71,5,14
65,0,32617,Jerod Turner,35.71,5,14
65,0,27095,Nick Watney,35.71,5,14
65,0,25804,Bubba Watson,35.71,5,14
69,0,27141,J.B. Holmes,35.29,6,17
70,0,28475,Jeff Overton,35.00,7,20
71,0,25190,Jeff Quinney,34.78,8,23
72,0,24846,Ricky Barnes,33.33,6,18
72,0,25364,Paul Casey,33.33,2,6
72,0,23135,Tim Clark,33.33,2,6
72,0,25686,Jason Dufner,33.33,4,12
72,0,28307,Matt Every,33.33,5,15
72,0,25900,Lucas Glover,33.33,3,9
72,0,12782,Tim Herron,33.33,4,12
72,0,30925,Dustin Johnson,33.33,4,12
72,0,26420,Richard Johnson,33.33,5,15
72,0,12705,Cliff Kresge,33.33,2,6
72,0,27120,Troy Matteson,33.33,3,9
72,0,22122,Andrew McLardy,33.33,3,9
72,0,23800,Bryce Molder,33.33,6,18
72,0,21949,Joe Ogilvie,33.33,5,15
72,0,20691,Greg Owen,33.33,3,9
72,0,33419,Cameron Tringale,33.33,2,6
72,0,23322,Brett Wetterich,33.33,3,9
89,0,08725,Tom Gillis,31.58,6,19
90,0,08375,Paul Stankowski,31.25,5,16
91,0,23541,Ben Crane,30.77,4,13
91,0,06251,Chris DiMarco,30.77,4,13
91,0,23108,Matt Kuchar,30.77,4,13
94,0,25720,Chad Collins,30.00,6,20
94,0,26695,Michael Letzig,30.00,3,10
94,0,32640,Troy Merritt,30.00,6,20
94,0,25396,Kevin Na,30.00,6,20
94,0,31560,Brian Stuard,30.00,3,10
94,0,28780,Nicholas Thompson,30.00,6,20
100,0,19846,Brian Gay,29.41,5,17
100,0,21731,Freddie Jacobson,29.41,5,17
100,0,10585,Scott McCarron,29.41,5,17
100,0,12714,Chris Tidland,29.41,5,17
104,0,21753,Brian Davis,28.57,4,14
104,0,20157,Retief Goosen,28.57,2,7
104,0,23718,Nathan Green,28.57,6,21
104,0,12716,Charley Hoffman,28.57,4,14
104,0,01766,Billy Mayfair,28.57,2,7
104,0,27963,Chris Stroud,28.57,4,14
110,0,24781,Hunter Mahan,27.78,5,18
110,0,21959,Ted Purdy,27.78,5,18
112,0,20472,Alex Cejka,27.27,3,11
112,0,22621,Ben Curtis,27.27,3,11
112,0,06522,Ernie Els,27.27,3,11
112,0,07457,Steve Flesch,27.27,3,11
112,0,21961,Charles Howell III,27.27,3,11
112,0,01707,Steve Lowery,27.27,3,11
112,0,23548,Bill Lunde,27.27,3,11
112,0,24140,Sean O'Hair,27.27,3,11
112,0,20127,Chris Riley,27.27,3,11
112,0,24663,Y.E. Yang,27.27,3,11
122,0,01320,Bob Estes,26.67,4,15
123,0,25345,Carl Pettersson,26.32,5,19
123,0,20436,Garrett Willis,26.32,5,19
125,0,29910,Blake Adams,25.00,3,12
125,0,27436,Graham DeLaet,25.00,3,12
125,0,32102,Rickie Fowler,25.00,4,16
125,0,24924,Bill Haas,25.00,3,12
125,0,24912,Will MacKenzie,25.00,4,16
125,0,24361,Pat Perez,25.00,3,12
131,0,20574,Mathew Goggin,23.53,4,17
131,0,27797,Derek Lamely,23.53,4,17
131,0,01948,Tim Petrovic,23.53,4,17
134,0,20645,John Senden,23.08,3,13
135,0,20229,Stewart Cink,22.22,2,9
135,0,22378,Trevor Immelman,22.22,2,9
135,0,28158,Steve Marino,22.22,4,18
135,0,28237,Rory McIlroy,22.22,2,9
135,0,20663,Brenden Pappas,22.22,2,9
135,0,26951,Johnson Wagner,22.22,2,9
141,0,20593,Greg Chalmers,21.43,3,14
142,0,24507,Jason Bohn,20.00,2,10
142,0,11123,Chris Couch,20.00,2,10
142,0,20378,Mathias Grönberg,20.00,2,10
142,0,01810,Phil Mickelson,20.00,2,10
142,0,24138,Ian Poulter,20.00,2,10
142,0,22405,Justin Rose,20.00,2,10
148,0,20498,Briny Baird,18.18,2,11
148,0,20848,Ángel Cabrera,18.18,2,11
148,0,01313,Steve Elkington,18.18,2,11
148,0,01329,Brad Faxon,18.18,2,11
148,0,27613,David Lutterus,18.18,2,11
148,0,06595,Kevin Sutherland,18.18,2,11
148,0,26392,Chris Wilson,18.18,2,11
155,0,06643,Paul Goydos,17.65,3,17
156,0,28087,Kris Blanks,16.67,2,12
156,0,01161,Mark Calcavecchia,16.67,1,6
156,0,28089,Jason Day,16.67,2,12
156,0,20766,Padraig Harrington,16.67,1,6
156,0,06514,Kevin Johnson,16.67,2,12
156,0,27466,Spencer Levin,16.67,2,12
156,0,01706,Davis Love III,16.67,1,6
156,0,20572,Rod Pampling,16.67,2,12
156,0,08385,Omar Uresti,16.67,2,12
