RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,20378,Mathias Grönberg,.85,52,61
2,0,01161,Mark Calcavecchia,.82,41,50
2,0,27436,Graham DeLaet,.82,72,88
4,0,23349,Charles Warren,.80,51,64
5,0,01945,Kenny Perry,.78,53,68
6,0,01706,Davis Love III,.77,61,79
6,0,01797,Rocco Mediate,.77,55,71
6,0,06567,Vijay Singh,.77,57,74
9,0,28087,Kris Blanks,.76,69,91
9,0,23621,Rory Sabbatini,.76,59,78
9,0,24502,Adam Scott,.76,52,68
9,0,28780,Nicholas Thompson,.76,67,88
9,0,33419,Cameron Tringale,.76,42,55
14,0,20105,Jeff Gove,.74,42,57
14,0,01766,Billy Mayfair,.74,58,78
14,0,27302,Garth Mulroy,.74,39,53
14,0,26392,Chris Wilson,.74,48,65
18,0,21209,Sergio Garcia,.73,38,52
19,0,22913,John Rollins,.72,58,81
19,0,26287,Roland Thatcher,.72,52,72
21,0,25686,Jason Dufner,.71,62,87
22,0,27936,Martin Laird,.69,63,91
23,0,01249,John Daly,.68,43,63
23,0,26851,Marc Leishman,.68,59,87
25,0,24227,Justin Bolli,.67,37,55
25,0,24912,Will MacKenzie,.67,48,72
25,0,24490,George McNeill,.67,53,79
25,0,24140,Sean O'Hair,.67,55,82
25,0,22056,Cameron Percy,.67,49,73
25,0,23788,D.J. Trahan,.67,62,92
25,0,27770,Camilo Villegas,.67,48,72
32,0,24358,Robert Garrigus,.66,47,71
33,0,24925,Jonathan Byrd,.65,55,85
33,0,25900,Lucas Glover,.65,48,74
33,0,20574,Mathew Goggin,.65,55,85
33,0,06012,Greg Kraft,.65,34,52
33,0,24781,Hunter Mahan,.65,55,84
38,0,06643,Paul Goydos,.64,50,78
38,0,01577,Lee Janzen,.64,49,77
38,0,26695,Michael Letzig,.64,54,84
38,0,25240,D.A. Points,.64,58,90
38,0,23307,Roger Tambellini,.64,49,77
43,0,07867,Woody Austin,.63,59,93
43,0,23541,Ben Crane,.63,52,82
43,0,28089,Jason Day,.63,52,82
43,0,28158,Steve Marino,.63,51,81
47,0,10885,Robert Allenby,.62,46,74
47,0,12652,Cameron Beckman,.62,42,68
47,0,20848,Ángel Cabrera,.62,39,63
47,0,08725,Tom Gillis,.62,60,97
47,0,22378,Trevor Immelman,.62,34,55
47,0,30925,Dustin Johnson,.62,51,82
47,0,23548,Bill Lunde,.62,49,79
47,0,20691,Greg Owen,.62,43,69
47,0,25562,Andres Romero,.62,45,73
47,0,27963,Chris Stroud,.62,56,90
57,0,01707,Steve Lowery,.61,41,67
57,0,01724,Jeff Maggert,.61,46,76
57,0,22293,Heath Slocum,.61,59,97
60,0,28500,Martin Flores,.60,45,75
60,0,27060,John Mallinger,.60,47,78
60,0,12755,Vance Veazey,.60,35,58
63,0,07363,Craig Bowden,.59,33,56
63,0,27613,David Lutterus,.59,41,69
63,0,28620,Aron Price,.59,41,70
63,0,26951,Johnson Wagner,.59,50,85
67,0,22946,Henrik Bjornstad,.58,42,72
67,0,21753,Brian Davis,.58,59,101
67,0,27141,J.B. Holmes,.58,58,100
67,0,08075,Jerry Kelly,.58,57,99
67,0,28237,Rory McIlroy,.58,30,52
67,0,32640,Troy Merritt,.58,50,86
67,0,22046,Geoff Ogilvy,.58,35,60
67,0,23623,Bo Van Pelt,.58,60,104
75,0,01116,Michael Bradley,.57,44,77
75,0,20472,Alex Cejka,.57,46,81
75,0,24357,K.J. Choi,.57,47,82
75,0,28307,Matt Every,.57,34,60
75,0,27120,Troy Matteson,.57,48,84
75,0,24361,Pat Perez,.57,51,90
75,0,07749,Brett Quigley,.57,55,96
75,0,20645,John Senden,.57,59,103
75,0,27330,Josh Teater,.57,58,101
75,0,12714,Chris Tidland,.57,44,77
75,0,26289,Boo Weekley,.57,50,88
75,0,20436,Garrett Willis,.57,47,82
87,0,24846,Ricky Barnes,.56,58,103
87,0,25818,Scott Piercy,.56,49,88
89,0,20229,Stewart Cink,.55,44,80
89,0,23673,Michael Connell,.55,49,89
89,0,32102,Rickie Fowler,.55,54,98
89,0,27933,John Merrick,.55,60,109
89,0,21959,Ted Purdy,.55,47,86
89,0,26679,Kevin Stadler,.55,47,86
89,0,10425,Jay Williamson,.55,42,76
96,0,29910,Blake Adams,.54,45,84
96,0,07457,Steve Flesch,.54,42,78
96,0,27797,Derek Lamely,.54,44,81
96,0,26301,James Nitties,.54,50,92
96,0,28475,Jeff Overton,.54,48,89
96,0,31560,Brian Stuard,.54,44,81
96,0,25892,Steve Wheatcroft,.54,40,74
96,0,21878,Mark Wilson,.54,47,87
104,0,08385,Omar Uresti,.53,39,74
104,0,02239,Scott Verplank,.53,39,73
104,0,27095,Nick Watney,.53,47,88
107,0,01320,Bob Estes,.52,41,79
107,0,10860,Justin Leonard,.52,46,88
107,0,20663,Brenden Pappas,.52,34,66
107,0,06595,Kevin Sutherland,.52,45,86
107,0,25804,Bubba Watson,.52,40,77
107,0,23322,Brett Wetterich,.52,28,54
113,0,06621,Joe Durant,.51,34,67
114,0,23718,Nathan Green,.50,43,86
114,0,01810,Phil Mickelson,.50,38,76
114,0,01941,Tom Pernice Jr.,.50,37,74
