RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,27649,Brandt Snedeker,27.97,2489,89,21
2,0,19846,Brian Gay,28.02,2746,98,21
3,0,10423,Mike Weir,28.16,1605,57,22
4,0,25345,Carl Pettersson,28.24,2570,91,23
5,0,25720,Chad Collins,28.28,2234,79,21
6,0,20766,Padraig Harrington,28.30,1585,56,24
7,0,21350,Ryuji Imada,28.40,2556,90,23
8,0,20070,Matt Bettencourt,28.46,2362,83,23
8,0,23983,Luke Donald,28.46,1935,68,23
10,0,20593,Greg Chalmers,28.53,2653,93,23
11,0,22371,Aaron Baddeley,28.57,2686,94,22
11,0,25396,Kevin Na,28.57,2657,93,24
13,0,20160,Charlie Wi,28.58,2715,95,22
14,0,22405,Justin Rose,28.64,2234,78,21
15,0,20157,Retief Goosen,28.65,2034,71,23
15,0,26300,Matt Jones,28.65,2550,89,20
17,0,25190,Jeff Quinney,28.66,2493,87,24
18,0,23800,Bryce Molder,28.69,2295,80,22
18,0,06527,Steve Stricker,28.69,2066,72,22
20,0,12716,Charley Hoffman,28.73,2385,83,22
20,0,24024,Zach Johnson,28.73,2614,91,23
20,0,29221,Webb Simpson,28.73,2816,98,23
23,0,10809,Jim Furyk,28.74,2127,74,23
23,0,23108,Matt Kuchar,28.74,2730,95,24
25,0,08725,Tom Gillis,28.75,2789,97,21
25,0,26882,Michael Sim,28.75,1811,63,23
25,0,02239,Scott Verplank,28.75,2099,73,24
28,0,11123,Chris Couch,28.77,1899,66,25
28,0,06515,Shaun Micheel,28.77,1784,62,22
28,0,23320,Ryan Palmer,28.77,2417,84,21
31,0,01810,Phil Mickelson,28.79,2188,76,23
31,0,12602,Dean Wilson,28.79,1382,48,22
33,0,27141,J.B. Holmes,28.86,2886,100,23
34,0,23135,Tim Clark,28.87,2454,85,23
34,0,21753,Brian Davis,28.87,2916,101,22
36,0,20850,Daniel Chopra,28.88,2137,74,24
37,0,20098,Stuart Appleby,28.89,2860,99,22
37,0,02206,David Toms,28.89,2456,85,23
39,0,24138,Ian Poulter,28.90,1416,49,22
40,0,24361,Pat Perez,28.91,2602,90,22
41,0,28307,Matt Every,28.93,1678,58,24
41,0,21731,Freddie Jacobson,28.93,2401,83,23
41,0,25562,Andres Romero,28.93,2112,73,23
44,0,23718,Nathan Green,28.94,2489,86,24
45,0,08537,J.P. Hayes,28.95,2171,75,24
46,0,21961,Charles Howell III,28.96,2867,99,24
46,0,32640,Troy Merritt,28.96,2433,84,22
48,0,23613,Rich Barcelo,28.97,1854,64,23
49,0,10585,Scott McCarron,28.98,2608,90,23
50,0,06522,Ernie Els,28.99,2029,70,23
51,0,20127,Chris Riley,29.00,1943,67,25
51,0,32617,Jerod Turner,29.00,1334,46,23
53,0,01329,Brad Faxon,29.02,1567,54,25
53,0,01619,Skip Kendall,29.02,1451,50,24
53,0,10860,Justin Leonard,29.02,2554,88,25
56,0,28475,Jeff Overton,29.04,2468,85,23
57,0,26596,Ryan Moore,29.05,2295,79,24
58,0,25364,Paul Casey,29.07,1686,58,23
58,0,23541,Ben Crane,29.07,2384,82,21
58,0,27214,Kevin Streelman,29.07,2500,86,22
58,0,24663,Y.E. Yang,29.07,2035,70,23
62,0,06643,Paul Goydos,29.08,2268,78,22
62,0,20686,Jeev Milkha Singh,29.08,1512,52,24
64,0,01313,Steve Elkington,29.09,1978,68,23
65,0,25818,Scott Piercy,29.11,2562,88,22
66,0,23673,Michael Connell,29.12,2359,81,23
67,0,25632,Jimmy Walker,29.14,2273,78,24
68,0,06004,Stephen Ames,29.15,2157,74,22
68,0,28089,Jason Day,29.15,2390,82,22
68,0,06251,Chris DiMarco,29.15,2449,84,24
71,0,27797,Derek Lamely,29.17,2188,75,24
72,0,07457,Steve Flesch,29.19,2160,74,24
73,0,29910,Blake Adams,29.20,2394,82,18
74,0,22046,Geoff Ogilvy,29.22,1753,60,24
74,0,12714,Chris Tidland,29.22,2133,73,23
76,0,24357,K.J. Choi,29.23,2280,78,23
76,0,21949,Joe Ogilvie,29.23,2718,93,24
76,0,01948,Tim Petrovic,29.23,3069,105,21
79,0,26881,Jarrod Lyle,29.24,1345,46,23
80,0,24507,Jason Bohn,29.25,2457,84,24
81,0,28237,Rory McIlroy,29.27,1522,52,24
81,0,26301,James Nitties,29.27,2517,86,25
83,0,32102,Rickie Fowler,29.30,2871,98,24
84,0,10885,Robert Allenby,29.31,2169,74,23
84,0,23409,James Driscoll,29.31,2286,78,24
84,0,23623,Bo Van Pelt,29.31,3048,104,24
87,0,24846,Ricky Barnes,29.32,3020,103,23
87,0,24490,George McNeill,29.32,2316,79,23
87,0,27095,Nick Watney,29.32,2580,88,21
90,0,27466,Spencer Levin,29.33,2992,102,23
90,0,27060,John Mallinger,29.33,2229,76,24
92,0,08375,Paul Stankowski,29.35,1585,54,25
93,0,12782,Tim Herron,29.36,2143,73,25
93,0,23621,Rory Sabbatini,29.36,2231,76,23
95,0,30925,Dustin Johnson,29.37,2408,82,24
96,0,01577,Lee Janzen,29.38,2262,77,24
97,0,23325,Vaughn Taylor,29.39,2557,87,23
97,0,25892,Steve Wheatcroft,29.39,1940,66,22
99,0,25804,Bubba Watson,29.40,2264,77,22
100,0,28500,Martin Flores,29.41,2088,71,23
101,0,26695,Michael Letzig,29.42,2471,84,23
102,0,31560,Brian Stuard,29.43,2207,75,25
102,0,27770,Camilo Villegas,29.43,2119,72,23
104,0,26851,Marc Leishman,29.44,2561,87,23
105,0,06514,Kevin Johnson,29.46,1650,56,25
106,0,30946,Alex Prugh,29.47,2534,86,24
107,0,20848,Ángel Cabrera,29.48,1857,63,25
107,0,20229,Stewart Cink,29.48,2358,80,24
107,0,09011,David Duval,29.48,2034,69,25
107,0,24924,Bill Haas,29.48,2565,87,23
107,0,01941,Tom Pernice Jr.,29.48,1946,66,24
112,0,20572,Rod Pampling,29.49,2271,77,24
113,0,20663,Brenden Pappas,29.50,1829,62,24
114,0,23638,Brendon de Jonge,29.51,3128,106,24
115,0,26951,Johnson Wagner,29.52,2391,81,22
116,0,07363,Craig Bowden,29.53,1506,51,25
116,0,28158,Steve Marino,29.53,2392,81,23
116,0,26679,Kevin Stadler,29.53,2303,78,24
119,0,24925,Jonathan Byrd,29.54,2511,85,24
119,0,12510,Chad Campbell,29.54,2747,93,23
121,0,07867,Woody Austin,29.55,2630,89,25
122,0,26392,Chris Wilson,29.56,1744,59,21
123,0,12755,Vance Veazey,29.58,1538,52,26
124,0,01320,Bob Estes,29.59,2338,79,24
124,0,22913,John Rollins,29.59,2397,81,22
126,0,22621,Ben Curtis,29.60,2309,78,24
126,0,26420,Richard Johnson,29.60,2427,82,22
126,0,24781,Hunter Mahan,29.60,2486,84,23
129,0,12652,Cameron Beckman,29.61,1895,64,24
129,0,21959,Ted Purdy,29.61,2428,82,24
131,0,01116,Michael Bradley,29.62,2162,73,23
131,0,01724,Jeff Maggert,29.62,2014,68,22
131,0,22293,Heath Slocum,29.62,2755,93,24
134,0,08075,Jerry Kelly,29.63,2815,95,24
135,0,20498,Briny Baird,29.65,2461,83,24
135,0,25900,Lucas Glover,29.65,2194,74,23
135,0,20436,Garrett Willis,29.65,2313,78,23
138,0,27936,Martin Laird,29.68,2701,91,23
139,0,29285,Brent Delahoussaye,29.69,1514,51,24
139,0,22122,Andrew McLardy,29.69,1425,48,24
139,0,28620,Aron Price,29.69,1900,64,23
139,0,26287,Roland Thatcher,29.69,2138,72,23
143,0,20472,Alex Cejka,29.70,2346,79,23
143,0,23353,J.J. Henry,29.70,2495,84,24
145,0,21878,Mark Wilson,29.71,2466,83,24
146,0,10425,Jay Williamson,29.72,2021,68,24
147,0,25240,D.A. Points,29.74,2677,90,23
147,0,27330,Josh Teater,29.74,2944,99,25
149,0,12705,Cliff Kresge,29.76,1369,46,24
150,0,23548,Bill Lunde,29.77,2233,75,24
150,0,27963,Chris Stroud,29.77,2441,82,22
152,0,01249,John Daly,29.78,1638,55,23
152,0,06012,Greg Kraft,29.78,1370,46,24
152,0,24912,Will MacKenzie,29.78,2144,72,24
152,0,08385,Omar Uresti,29.78,2025,68,25
156,0,24140,Sean O'Hair,29.80,2444,82,24
156,0,23322,Brett Wetterich,29.80,1609,54,26
158,0,25686,Jason Dufner,29.82,2594,87,23
159,0,06567,Vijay Singh,29.84,2208,74,24
160,0,27613,David Lutterus,29.86,1881,63,24
161,0,20378,Mathias Grönberg,29.87,1643,55,26
162,0,21209,Sergio Garcia,29.88,1554,52,25
163,0,06621,Joe Durant,29.89,1823,61,22
163,0,24358,Robert Garrigus,29.89,1943,65,23
163,0,22378,Trevor Immelman,29.89,1644,55,23
166,0,06595,Kevin Sutherland,29.90,2571,86,23
167,0,27933,John Merrick,29.94,3024,101,24
167,0,07749,Brett Quigley,29.94,2844,95,22
169,0,26289,Boo Weekley,29.95,2396,80,26
170,0,01945,Kenny Perry,29.97,2038,68,24
171,0,01161,Mark Calcavecchia,30.02,1261,42,24
171,0,23788,D.J. Trahan,30.02,2762,92,25
173,0,01707,Steve Lowery,30.03,1892,63,24
174,0,27436,Graham DeLaet,30.07,2466,82,25
174,0,24502,Adam Scott,30.07,2045,68,25
176,0,20645,John Senden,30.08,3098,103,25
177,0,20691,Greg Owen,30.10,2077,69,24
178,0,22056,Cameron Percy,30.13,2049,68,25
179,0,27302,Garth Mulroy,30.18,1479,49,25
180,0,24227,Justin Bolli,30.20,1480,49,24
180,0,28780,Nicholas Thompson,30.20,2537,84,23
182,0,22946,Henrik Bjornstad,30.21,1994,66,24
183,0,01706,Davis Love III,30.24,2389,79,24
184,0,01797,Rocco Mediate,30.28,2089,69,23
184,0,23349,Charles Warren,30.28,1756,58,25
186,0,20574,Mathew Goggin,30.33,2578,85,25
187,0,27120,Troy Matteson,30.44,2557,84,25
188,0,33419,Cameron Tringale,30.45,1492,49,25
189,0,01766,Billy Mayfair,30.50,2135,70,26
190,0,28087,Kris Blanks,30.60,2540,83,23
191,0,23307,Roger Tambellini,30.71,2119,69,26
192,0,20105,Jeff Gove,31.00,1581,51,26
