RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,25720,Chad Collins,27.54,661,24
2,0,06515,Shaun Micheel,27.95,531,19
3,0,20070,Matt Bettencourt,27.97,811,29
4,0,01810,Phil Mickelson,28.05,561,20
5,0,20766,Padraig Harrington,28.06,477,17
6,0,19846,Brian Gay,28.07,814,29
7,0,12602,Dean Wilson,28.19,451,16
8,0,10423,Mike Weir,28.22,508,18
9,0,27649,Brandt Snedeker,28.23,734,26
10,0,27214,Kevin Streelman,28.27,735,26
11,0,20593,Greg Chalmers,28.30,764,27
12,0,22371,Aaron Baddeley,28.38,738,26
13,0,06527,Steve Stricker,28.39,511,18
14,0,26882,Michael Sim,28.42,540,19
15,0,25396,Kevin Na,28.44,711,25
16,0,22405,Justin Rose,28.45,626,22
17,0,21350,Ryuji Imada,28.46,797,28
18,0,28475,Jeff Overton,28.50,684,24
19,0,20160,Charlie Wi,28.52,770,27
20,0,26300,Matt Jones,28.56,771,27
20,0,01619,Skip Kendall,28.56,457,16
22,0,08375,Paul Stankowski,28.69,459,16
23,0,02239,Scott Verplank,28.70,574,20
24,0,25562,Andres Romero,28.71,603,21
25,0,23673,Michael Connell,28.74,661,23
25,0,29221,Webb Simpson,28.74,891,31
27,0,23108,Matt Kuchar,28.76,719,25
28,0,23541,Ben Crane,28.77,633,22
29,0,25345,Carl Pettersson,28.78,777,27
30,0,20472,Alex Cejka,28.80,720,25
31,0,07749,Brett Quigley,28.82,807,28
31,0,25190,Jeff Quinney,28.82,807,28
33,0,02206,David Toms,28.83,692,24
34,0,29910,Blake Adams,28.84,721,25
34,0,01313,Steve Elkington,28.84,548,19
36,0,24024,Zach Johnson,28.88,693,24
37,0,23983,Luke Donald,28.89,549,19
37,0,23718,Nathan Green,28.89,780,27
39,0,20098,Stuart Appleby,28.93,868,30
40,0,10809,Jim Furyk,28.95,579,20
41,0,21731,Freddie Jacobson,28.96,695,24
41,0,06595,Kevin Sutherland,28.96,724,25
43,0,28089,Jason Day,29.00,667,23
43,0,06522,Ernie Els,29.00,551,19
43,0,01329,Brad Faxon,29.00,609,21
43,0,26420,Richard Johnson,29.00,725,25
43,0,30946,Alex Prugh,29.00,783,27
43,0,20127,Chris Riley,29.00,638,22
43,0,32617,Jerod Turner,29.00,435,15
50,0,23613,Rich Barcelo,29.04,668,23
50,0,23548,Bill Lunde,29.04,755,26
50,0,25632,Jimmy Walker,29.04,755,26
53,0,06004,Stephen Ames,29.05,581,20
53,0,11123,Chris Couch,29.05,610,21
55,0,08725,Tom Gillis,29.07,785,27
55,0,08075,Jerry Kelly,29.07,785,27
57,0,23800,Bryce Molder,29.08,727,25
58,0,01116,Michael Bradley,29.09,669,23
59,0,21961,Charles Howell III,29.11,786,27
59,0,25818,Scott Piercy,29.11,786,27
61,0,27141,J.B. Holmes,29.12,757,26
61,0,31560,Brian Stuard,29.12,757,26
63,0,23135,Tim Clark,29.13,670,23
63,0,08537,J.P. Hayes,29.13,699,24
63,0,26881,Jarrod Lyle,29.13,466,16
66,0,30925,Dustin Johnson,29.14,641,22
66,0,26301,James Nitties,29.14,816,28
68,0,20498,Briny Baird,29.15,758,26
69,0,21753,Brian Davis,29.16,904,31
70,0,06251,Chris DiMarco,29.18,642,22
71,0,20850,Daniel Chopra,29.19,788,27
72,0,20157,Retief Goosen,29.22,526,18
73,0,27933,John Merrick,29.24,848,29
73,0,20686,Jeev Milkha Singh,29.24,497,17
75,0,10885,Robert Allenby,29.25,585,20
76,0,10860,Justin Leonard,29.27,761,26
76,0,22913,John Rollins,29.27,761,26
76,0,12714,Chris Tidland,29.27,644,22
79,0,01948,Tim Petrovic,29.28,937,32
80,0,28307,Matt Every,29.29,498,17
81,0,25364,Paul Casey,29.31,469,16
81,0,26851,Marc Leishman,29.31,762,26
83,0,12705,Cliff Kresge,29.33,440,15
84,0,27095,Nick Watney,29.35,675,23
85,0,32640,Troy Merritt,29.36,822,28
85,0,27963,Chris Stroud,29.36,734,25
85,0,25892,Steve Wheatcroft,29.36,734,25
88,0,23409,James Driscoll,29.38,764,26
88,0,01577,Lee Janzen,29.38,764,26
90,0,20848,Ángel Cabrera,29.39,529,18
91,0,23353,J.J. Henry,29.40,735,25
91,0,24663,Y.E. Yang,29.40,588,20
93,0,25900,Lucas Glover,29.41,647,22
93,0,27466,Spencer Levin,29.41,853,29
93,0,25240,D.A. Points,29.41,853,29
96,0,22621,Ben Curtis,29.42,706,24
97,0,32102,Rickie Fowler,29.43,824,28
97,0,24138,Ian Poulter,29.43,412,14
99,0,07363,Craig Bowden,29.44,530,18
99,0,27060,John Mallinger,29.44,795,27
99,0,21878,Mark Wilson,29.44,795,27
102,0,12782,Tim Herron,29.45,648,22
103,0,07867,Woody Austin,29.46,825,28
103,0,24925,Jonathan Byrd,29.46,766,26
105,0,23638,Brendon de Jonge,29.47,884,30
106,0,09011,David Duval,29.48,678,23
106,0,27613,David Lutterus,29.48,678,23
106,0,10585,Scott McCarron,29.48,855,29
106,0,23320,Ryan Palmer,29.48,796,27
110,0,20229,Stewart Cink,29.50,649,22
110,0,20663,Brenden Pappas,29.50,649,22
110,0,01941,Tom Pernice Jr.,29.50,590,20
110,0,22293,Heath Slocum,29.50,708,24
114,0,26392,Chris Wilson,29.52,679,23
115,0,21949,Joe Ogilvie,29.53,886,30
116,0,06643,Paul Goydos,29.54,709,24
116,0,24781,Hunter Mahan,29.54,709,24
116,0,20572,Rod Pampling,29.54,768,26
119,0,10425,Jay Williamson,29.55,650,22
120,0,26289,Boo Weekley,29.56,739,25
121,0,23623,Bo Van Pelt,29.57,828,28
122,0,01249,John Daly,29.59,503,17
122,0,25804,Bubba Watson,29.59,651,22
124,0,26596,Ryan Moore,29.61,681,23
125,0,22378,Trevor Immelman,29.63,563,19
126,0,08385,Omar Uresti,29.64,741,25
127,0,12652,Cameron Beckman,29.67,712,24
127,0,07457,Steve Flesch,29.67,712,24
129,0,24846,Ricky Barnes,29.68,831,28
129,0,25686,Jason Dufner,29.68,742,25
129,0,26287,Roland Thatcher,29.68,742,25
129,0,27770,Camilo Villegas,29.68,564,19
133,0,26695,Michael Letzig,29.69,772,26
134,0,12716,Charley Hoffman,29.70,683,23
134,0,01724,Jeff Maggert,29.70,683,23
136,0,24507,Jason Bohn,29.76,744,25
137,0,12510,Chad Campbell,29.77,774,26
138,0,29285,Brent Delahoussaye,29.79,566,19
138,0,24140,Sean O'Hair,29.79,715,24
140,0,12755,Vance Veazey,29.80,596,20
