RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,24024,Zach Johnson,1' 11",759,1465.667
2,0,24846,Ricky Barnes,2' 0",457,899.667
2,0,33141,Keegan Bradley,2' 0",898,1830.333
2,0,23353,J.J. Henry,2' 0",758,1540.083
2,0,31202,William McGirt,2' 0",825,1676.667
2,0,22056,Cameron Percy,2' 0",456,903.333
2,0,35891,Cameron Smith,2' 0",621,1250.167
8,0,19803,Ryan Armour,2' 1",1048,2217.083
8,0,29479,Scott Brown,2' 1",890,1827.833
8,0,23541,Ben Crane,2' 1",485,1017.750
8,0,29974,Branden Grace,2' 1",461,967.083
8,0,21961,Charles Howell III,2' 1",870,1823.583
8,0,26300,Matt Jones,2' 1",513,1075.500
8,0,33410,Andrew Landry,2' 1",792,1675.833
8,0,25198,Francesco Molinari,2' 1",641,1313.167
8,0,26596,Ryan Moore,2' 1",723,1532.667
8,0,20572,Rod Pampling,2' 1",490,1038.500
8,0,49771,J.T. Poston,2' 1",616,1278.667
8,0,34431,Robert Streb,2' 1",668,1410.583
8,0,32333,Kevin Tway,2' 1",981,2048.333
8,0,25804,Bubba Watson,2' 1",739,1510.750
22,0,47125,Matt Atkins,2' 2",426,940.333
22,0,24925,Jonathan Byrd,2' 2",539,1173.500
22,0,25364,Paul Casey,2' 2",518,1143.750
22,0,34021,Bud Cauley,2' 2",417,912.917
22,0,20229,Stewart Cink,2' 2",746,1592.250
22,0,34099,Harris English,2' 2",724,1586.417
22,0,29725,Tony Finau,2' 2",879,1876.833
22,0,28500,Martin Flores,2' 2",809,1782.250
22,0,19846,Brian Gay,2' 2",934,2054.000
22,0,20157,Retief Goosen,2' 2",438,955.333
22,0,39954,Cody Gribble,2' 2",560,1190.417
22,0,24924,Bill Haas,2' 2",733,1604.417
22,0,32448,James Hahn,2' 2",762,1651.583
22,0,27141,J.B. Holmes,2' 2",721,1583.583
22,0,39975,Michael Kim,2' 2",574,1226.250
22,0,30926,Chris Kirk,2' 2",1026,2236.167
22,0,33122,Russell Knox,2' 2",850,1829.833
22,0,29461,Jamie Lovemark,2' 2",800,1710.833
22,0,24781,Hunter Mahan,2' 2",567,1208.000
22,0,25396,Kevin Na,2' 2",679,1451.833
22,0,24138,Ian Poulter,2' 2",533,1176.000
22,0,29223,Sam Saunders,2' 2",713,1573.000
22,0,46501,Ollie Schniederjans,2' 2",788,1714.583
22,0,39324,J.J. Spaun,2' 2",805,1739.917
22,0,29485,Brett Stegmaier,2' 2",534,1154.083
22,0,31560,Brian Stuard,2' 2",963,2094.583
22,0,27095,Nick Watney,2' 2",883,1920.750
22,0,25892,Steve Wheatcroft,2' 2",521,1127.500
50,0,45526,Abraham Ancer,2' 3",883,1960.917
50,0,22371,Aaron Baddeley,2' 3",751,1671.333
50,0,27895,Jonas Blixt,2' 3",502,1122.500
50,0,40009,Dominic Bozzelli,2' 3",614,1379.083
50,0,12510,Chad Campbell,2' 3",733,1626.583
50,0,35450,Patrick Cantlay,2' 3",752,1673.417
50,0,39997,Corey Conners,2' 3",899,2052.833
50,0,34076,Joel Dahmen,2' 3",779,1760.417
50,0,28089,Jason Day,2' 3",492,1089.167
50,0,47959,Bryson DeChambeau,2' 3",837,1908.667
50,0,45609,Tyler Duncan,2' 3",947,2111.250
50,0,31416,Derek Fathauer,2' 3",697,1591.417
50,0,32102,Rickie Fowler,2' 3",670,1507.583
50,0,29535,Brice Garnett,2' 3",905,2016.833
50,0,24358,Robert Garrigus,2' 3",740,1689.500
50,0,25900,Lucas Glover,2' 3",504,1152.500
50,0,28679,Fabián Gómez,2' 3",803,1787.917
50,0,46402,Talor Gooch,2' 3",661,1486.000
50,0,34563,Chesson Hadley,2' 3",966,2204.250
50,0,35421,Brandon Harkins,2' 3",896,1996.833
50,0,34098,Russell Henley,2' 3",656,1493.917
50,0,12716,Charley Hoffman,2' 3",732,1633.333
50,0,29420,Billy Horschel,2' 3",849,1926.167
50,0,35506,Mackenzie Hughes,2' 3",755,1705.833
50,0,29222,Billy Hurley III,2' 3",617,1385.417
50,0,36799,Stephan Jaeger,2' 3",710,1594.750
50,0,30925,Dustin Johnson,2' 3",633,1406.500
50,0,37455,Si Woo Kim,2' 3",815,1838.333
50,0,32757,Patton Kizzire,2' 3",880,1974.917
50,0,30944,Jason Kokrak,2' 3",989,2262.917
50,0,23108,Matt Kuchar,2' 3",685,1517.250
50,0,33413,Ben Martin,2' 3",589,1308.667
50,0,27349,Alex Noren,2' 3",526,1162.250
50,0,23320,Ryan Palmer,2' 3",641,1449.083
50,0,29908,C.T. Pan,2' 3",931,2082.333
50,0,24361,Pat Perez,2' 3",564,1257.167
50,0,26476,Chez Reavie,2' 3",637,1446.333
50,0,34360,Patrick Reed,2' 3",647,1471.000
50,0,29221,Webb Simpson,2' 3",838,1917.083
50,0,34046,Jordan Spieth,2' 3",705,1605.583
50,0,27214,Kevin Streelman,2' 3",947,2095.083
50,0,33448,Justin Thomas,2' 3",671,1503.000
50,0,22582,Kyle Thompson,2' 3",405,908.667
50,0,28132,Tyrone Van Aswegen,2' 3",900,2005.833
50,0,37189,Harold Varner III,2' 3",815,1816.833
50,0,08793,Tiger Woods,2' 3",598,1346.333
96,0,33948,Byeong Hun An,2' 4",799,1880.750
96,0,40026,Daniel Berger,2' 4",679,1595.583
96,0,40058,Zac Blair,2' 4",487,1138.917
96,0,48084,Wesley Bryan,2' 4",506,1183.583
96,0,29268,Bronson Burgoon,2' 4",633,1499.583
96,0,20472,Alex Cejka,2' 4",619,1444.333
96,0,20593,Greg Chalmers,2' 4",423,995.333
96,0,28307,Matt Every,2' 4",662,1533.917
96,0,30911,Tommy Fleetwood,2' 4",579,1359.333
96,0,10809,Jim Furyk,2' 4",487,1146.917
96,0,31646,Emiliano Grillo,2' 4",764,1778.333
96,0,33399,Adam Hadwin,2' 4",717,1678.833
96,0,27644,Brian Harman,2' 4",767,1761.750
96,0,34363,Tyrrell Hatton,2' 4",455,1068.167
96,0,26758,David Hearn,2' 4",558,1293.083
96,0,35532,Tom Hoge,2' 4",843,1946.083
96,0,35461,Beau Hossler,2' 4",952,2230.083
96,0,37454,Whee Kim,2' 4",748,1749.250
96,0,28775,Nate Lashley,2' 4",394,904.583
96,0,34409,David Lingmerth,2' 4",715,1694.583
96,0,27129,Luke List,2' 4",862,2025.333
96,0,34466,Peter Malnati,2' 4",741,1727.167
96,0,47993,Denny McCarthy,2' 4",547,1293.500
