RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,06251,Chris DiMarco,8
2,0,01381,Fred Funk,6
2,0,10962,Bradley Hughes,6
2,0,01797,Rocco Mediate,6
5,0,01035,Tommy Armour III,5
5,0,01175,Jim Carter,5
5,0,19972,José Coceres,5
5,0,07457,Steve Flesch,5
5,0,01766,Billy Mayfair,5
5,0,01941,Tom Pernice Jr.,5
5,0,02106,Chris Smith,5
12,0,07867,Woody Austin,4
12,0,12652,Cameron Beckman,4
12,0,01098,Jay Don Blake,4
12,0,20593,Greg Chalmers,4
12,0,12760,Danny Ellis,4
12,0,21806,Paul Gow,4
12,0,06332,Neal Lancaster,4
12,0,11032,Frank Lickliter II,4
12,0,01706,Davis Love III,4
12,0,01707,Steve Lowery,4
12,0,01771,Blaine McCallister,4
12,0,02104,Jeff Sluman,4
12,0,06595,Kevin Sutherland,4
12,0,02239,Scott Verplank,4
26,0,06809,Bob Burns,3
26,0,01157,Tom Byrum,3
26,0,19881,Robert Damron,3
26,0,08931,Glen Day,3
26,0,07763,Doug Dunakey,3
26,0,01307,Joel Edwards,3
26,0,01378,David Frost,3
26,0,10201,Matt Gogel,3
26,0,20433,Mark Hensby,3
26,0,21961,Charles Howell III,3
26,0,01619,Skip Kendall,3
26,0,01666,Bernhard Langer,3
26,0,10860,Justin Leonard,3
26,0,12753,David Morland IV,3
26,0,20095,Carl Paulson,3
26,0,10912,Craig Perks,3
26,0,01945,Kenny Perry,3
26,0,10213,Dicky Pride,3
26,0,02002,John Riegger,3
26,0,02110,Jerry Smith,3
26,0,08375,Paul Stankowski,3
26,0,02218,Ted Tryba,3
26,0,02245,Grant Waite,3
49,0,10885,Robert Allenby,2
49,0,20098,Stuart Appleby,2
49,0,01132,Mark Brooks,2
49,0,01185,Brandel Chamblee,2
49,0,20229,Stewart Cink,2
49,0,23125,Brad Elder,2
49,0,01320,Bob Estes,2
49,0,21805,Harrison Frazar,2
49,0,10809,Jim Furyk,2
49,0,19846,Brian Gay,2
49,0,12645,Brent Geiberger,2
49,0,01487,Jeff Hart,2
49,0,23353,J.J. Henry,2
49,0,08881,Tripp Isenhour,2
49,0,06573,Brandt Jobe,2
49,0,08633,Per-Ulrik Johansson,2
49,0,06012,Greg Kraft,2
49,0,10565,Ian Leggatt,2
49,0,01685,J.L. Lewis,2
49,0,08339,Spike McRoy,2
49,0,06515,Shaun Micheel,2
49,0,19817,Michael Muehr,2
49,0,08535,Gary Nicklaus,2
49,0,22046,Geoff Ogilvy,2
49,0,01920,Craig Parry,2
49,0,01938,David Peoples,2
49,0,23621,Rory Sabbatini,2
49,0,11011,Mike Sposa,2
49,0,06613,Tommy Tolles,2
49,0,02206,David Toms,2
49,0,10425,Jay Williamson,2
49,0,08057,Brian Wilson,2
49,0,20566,Kaname Yokoo,2
82,0,01014,Fulton Allem,1
82,0,06004,Stephen Ames,1
82,0,25083,Jeremy Anderson,1
82,0,01024,Billy Andrade,1
82,0,20498,Briny Baird,1
82,0,20099,Doug Barron,1
82,0,07003,David Berganio Jr.,1
82,0,01139,Olin Browne,1
82,0,01161,Mark Calcavecchia,1
82,0,12388,Michael Clark II,1
82,0,01200,Keith Clearwater,1
82,0,01219,John Cook,1
82,0,21584,Richie Coughlan,1
82,0,01226,Fred Couples,1
82,0,06034,Marco Dawson,1
82,0,06036,Scott Dunlap,1
82,0,09011,David Duval,1
82,0,01313,Steve Elkington,1
82,0,01329,Brad Faxon,1
82,0,22051,Ben Ferguson,1
82,0,01374,Robin Freeman,1
82,0,01388,Robert Gamez,1
82,0,10963,Jimmy Green,1
82,0,06617,Brian Henninger,1
82,0,21007,Gabriel Hjertstedt,1
82,0,01527,Scott Hoch,1
82,0,01577,Lee Janzen,1
82,0,06514,Kevin Johnson,1
82,0,01599,Steve Jones,1
82,0,07547,Craig Kanada,1
82,0,12705,Cliff Kresge,1
82,0,01723,Andrew Magee,1
82,0,12680,Shigeki Maruyama,1
82,0,01761,Len Mattiace,1
82,0,06350,Bob May,1
82,0,10585,Scott McCarron,1
82,0,22122,Andrew McLardy,1
82,0,01823,Larry Mize,1
82,0,01887,Mark O'Meara,1
82,0,21949,Joe Ogilvie,1
82,0,12660,Jesper Parnevik,1
82,0,01927,Dennis Paulson,1
82,0,01943,Chris Perry,1
82,0,20127,Chris Riley,1
82,0,02010,Loren Roberts,1
82,0,10649,Tom Scherrer,1
82,0,02099,Scott Simpson,1
82,0,06567,Vijay Singh,1
82,0,12714,Chris Tidland,1
82,0,02214,Kirk Triplett,1
82,0,02246,Duffy Waldorf,1
82,0,20436,Garrett Willis,1
82,0,08793,Tiger Woods,1
