RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,01132,Mark Brooks,18.14,41,226
2,0,28087,Kris Blanks,17.89,44,246
3,0,31323,Gary Woodland,17.59,38,216
4,0,01810,Phil Mickelson,17.00,43,253
5,0,25900,Lucas Glover,16.76,63,376
6,0,12602,Dean Wilson,16.62,55,331
7,0,08845,Scott Sterling,16.59,35,211
8,0,01577,Lee Janzen,16.45,50,304
9,0,20850,Daniel Chopra,16.38,58,354
10,0,01928,Corey Pavin,16.33,49,300
11,0,24781,Hunter Mahan,16.26,60,369
12,0,08793,Tiger Woods,16.13,40,248
13,0,23623,Bo Van Pelt,16.06,66,411
14,0,25190,Jeff Quinney,16.04,51,318
15,0,22548,Patrick Sheehan,15.94,33,207
16,0,23108,Matt Kuchar,15.82,53,335
17,0,10885,Robert Allenby,15.71,44,280
18,0,21949,Joe Ogilvie,15.67,55,351
18,0,25240,D.A. Points,15.67,63,402
20,0,26596,Ryan Moore,15.47,56,362
21,0,27214,Kevin Streelman,15.44,61,395
22,0,28089,Jason Day,15.38,38,247
23,0,10117,Bob Heintz,15.35,37,241
24,0,20593,Greg Chalmers,15.23,53,348
25,0,22046,Geoff Ogilvy,15.14,43,284
26,0,12782,Tim Herron,15.08,54,358
27,0,06004,Stephen Ames,15.03,46,306
27,0,24024,Zach Johnson,15.03,55,366
29,0,06567,Vijay Singh,15.02,41,273
30,0,22405,Justin Rose,15.00,42,280
31,0,25919,Brian Vranesh,14.98,31,207
32,0,12652,Cameron Beckman,14.97,53,354
33,0,26951,Johnson Wagner,14.94,49,328
34,0,27141,J.B. Holmes,14.92,44,295
34,0,10860,Justin Leonard,14.92,54,362
36,0,06527,Steve Stricker,14.91,48,322
37,0,28158,Steve Marino,14.90,59,396
38,0,23135,Tim Clark,14.83,47,317
39,0,01945,Kenny Perry,14.79,54,365
40,0,07457,Steve Flesch,14.78,47,318
40,0,24361,Pat Perez,14.78,43,291
40,0,21878,Mark Wilson,14.78,60,406
43,0,20070,Matt Bettencourt,14.75,59,400
44,0,23497,Tag Ridings,14.63,30,205
45,0,27466,Spencer Levin,14.56,45,309
46,0,02206,David Toms,14.54,58,399
47,0,24140,Sean O'Hair,14.52,44,303
48,0,21805,Harrison Frazar,14.51,55,379
48,0,19846,Brian Gay,14.51,56,386
50,0,01941,Tom Pernice Jr.,14.45,49,339
50,0,02239,Scott Verplank,14.45,51,353
52,0,25396,Kevin Na,14.44,54,374
53,0,12716,Charley Hoffman,14.43,57,395
53,0,26497,Casey Wittenberg,14.43,42,291
55,0,06643,Paul Goydos,14.42,46,319
55,0,27683,Leif Olson,14.42,30,208
57,0,20472,Alex Cejka,14.41,48,333
57,0,26301,James Nitties,14.41,50,347
59,0,01161,Mark Calcavecchia,14.38,42,292
59,0,20127,Chris Riley,14.38,45,313
61,0,23548,Bill Lunde,14.37,49,341
61,0,24490,George McNeill,14.37,48,334
63,0,20498,Briny Baird,14.36,52,362
64,0,02214,Kirk Triplett,14.34,36,251
65,0,24358,Robert Garrigus,14.24,48,337
66,0,26695,Michael Letzig,14.18,56,395
67,0,23800,Bryce Molder,14.08,39,277
68,0,26498,Matt Weibring,14.07,37,263
69,0,27060,John Mallinger,14.02,52,371
70,0,20572,Rod Pampling,13.99,40,286
71,0,01766,Billy Mayfair,13.95,47,337
72,0,01142,Bart Bryant,13.92,33,237
73,0,22892,Jason Gore,13.91,42,302
74,0,01724,Jeff Maggert,13.89,45,324
74,0,27770,Camilo Villegas,13.89,40,288
76,0,23638,Brendon de Jonge,13.75,51,371
77,0,23325,Vaughn Taylor,13.73,49,357
78,0,31416,Derek Fathauer,13.62,35,257
79,0,09011,David Duval,13.60,31,228
79,0,01948,Tim Petrovic,13.60,54,397
81,0,10423,Mike Weir,13.57,46,339
82,0,26300,Matt Jones,13.54,31,229
83,0,20691,Greg Owen,13.52,53,392
84,0,30927,Brendon Todd,13.49,29,215
85,0,22371,Aaron Baddeley,13.46,35,260
85,0,12510,Chad Campbell,13.46,49,364
87,0,23320,Ryan Palmer,13.42,42,313
88,0,08075,Jerry Kelly,13.39,49,366
89,0,01677,Tom Lehman,13.33,30,225
89,0,01706,Davis Love III,13.33,46,345
91,0,06012,Greg Kraft,13.30,27,203
92,0,21959,Ted Purdy,13.27,54,407
93,0,01226,Fred Couples,13.24,29,219
93,0,20104,Ken Duke,13.24,47,355
93,0,24449,Parker McLachlin,13.24,38,287
96,0,23353,J.J. Henry,13.23,52,393
97,0,21731,Freddie Jacobson,13.21,44,333
98,0,20574,Mathew Goggin,13.20,40,303
99,0,20229,Stewart Cink,13.19,38,288
