RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,08793,Tiger Woods,42.42,42,99,-47,-7.00
2,0,25804,Bubba Watson,34.78,72,207,-70,+7.00
3,0,22046,Geoff Ogilvy,33.05,39,118,-42,-16.00
4,0,27141,J.B. Holmes,32.96,59,179,-67,+12.00
5,0,25842,Jon Mills,32.67,33,101,-28,+2.00
6,0,22293,Heath Slocum,31.08,46,148,-49,-29.00
6,0,12755,Vance Veazey,31.08,23,74,-29,-19.00
8,0,24912,Will MacKenzie,30.86,50,162,-54,-9.00
9,0,22892,Jason Gore,30.52,47,154,-53,E
10,0,23322,Brett Wetterich,30.00,54,180,-54,+3.00
11,0,02206,David Toms,29.81,31,104,-34,-15.00
12,0,02246,Duffy Waldorf,29.76,50,168,-48,-10.00
13,0,24924,Bill Haas,29.70,60,202,-60,+4.00
14,0,09011,David Duval,29.29,29,99,-23,-6.00
15,0,20645,John Senden,29.14,44,151,-41,-18.00
16,0,24357,K.J. Choi,28.37,40,141,-37,-13.00
17,0,24358,Robert Garrigus,28.22,57,202,-58,+18.00
18,0,25900,Lucas Glover,28.17,60,213,-60,-24.00
19,0,06197,Michael Allen,28.10,34,121,-37,-4.00
20,0,20229,Stewart Cink,27.97,33,118,-35,-23.00
21,0,21209,Sergio Garcia,27.72,28,101,-27,+2.00
22,0,22405,Justin Rose,27.61,45,163,-44,-14.00
23,0,24781,Hunter Mahan,27.32,56,205,-48,+1.00
24,0,11123,Chris Couch,27.22,49,180,-43,-6.00
24,0,21961,Charles Howell III,27.22,49,180,-48,-5.00
26,0,23983,Luke Donald,27.14,19,70,-18,-15.00
27,0,24140,Sean O'Hair,26.98,51,189,-50,+5.00
28,0,23353,J.J. Henry,26.95,38,141,-38,-14.00
29,0,20628,Arron Oberholser,26.92,28,104,-29,-19.00
29,0,21660,Jason Schultz,26.92,35,130,-34,+2.00
31,0,01810,Phil Mickelson,26.87,36,134,-39,-2.00
32,0,08375,Paul Stankowski,26.77,34,127,-29,+6.00
33,0,23621,Rory Sabbatini,26.67,32,120,-34,-9.00
34,0,12510,Chad Campbell,26.55,30,113,-33,+6.00
35,0,23135,Tim Clark,26.19,22,84,-19,-40.00
36,0,20850,Daniel Chopra,26.00,52,200,-59,-8.00
37,0,27095,Nick Watney,25.96,61,235,-59,-7.00
38,0,26596,Ryan Moore,25.83,31,120,-34,-13.00
39,0,23409,James Driscoll,25.81,40,155,-39,E
40,0,08385,Omar Uresti,25.71,18,70,-17,-16.00
41,0,23623,Bo Van Pelt,25.52,49,192,-48,-5.00
42,0,12716,Charley Hoffman,25.42,61,240,-66,+1.00
43,0,23349,Charles Warren,25.38,50,197,-53,-12.00
44,0,22371,Aaron Baddeley,25.36,35,138,-38,-9.00
45,0,21959,Ted Purdy,25.27,46,182,-48,-1.00
46,0,01706,Davis Love III,25.18,35,139,-38,-5.00
