RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,11123,Chris Couch,69.20,155,69
2,0,27141,J.B. Holmes,69.19,146,65
3,0,08793,Tiger Woods,69.05,87,39
4,0,27095,Nick Watney,69.00,207,93
5,0,20378,Mathias Grönberg,68.28,183,85
6,0,01810,Phil Mickelson,67.86,114,54
7,0,20574,Mathew Goggin,67.71,130,62
8,0,12716,Charley Hoffman,67.42,209,101
9,0,01226,Fred Couples,66.35,69,35
10,0,25804,Bubba Watson,65.73,163,85
11,0,24358,Robert Garrigus,65.08,164,88
12,0,24781,Hunter Mahan,64.69,185,101
13,0,06522,Ernie Els,64.29,99,55
13,0,12660,Jesper Parnevik,64.29,162,90
15,0,06567,Vijay Singh,64.03,178,100
16,0,20157,Retief Goosen,63.75,102,58
17,0,01249,John Daly,63.58,96,55
18,0,25900,Lucas Glover,63.36,185,107
19,0,27770,Camilo Villegas,62.96,170,100
20,0,21805,Harrison Frazar,62.80,157,93
21,0,20691,Greg Owen,62.72,143,85
22,0,01706,Davis Love III,62.37,121,73
23,0,24980,Scott Gutschewski,62.34,96,58
24,0,23788,D.J. Trahan,62.00,155,95
25,0,23322,Brett Wetterich,61.89,151,93
26,0,21209,Sergio Garcia,61.87,86,53
27,0,24140,Sean O'Hair,61.72,158,98
28,0,24924,Bill Haas,60.81,180,116
29,0,23320,Ryan Palmer,60.23,159,105
30,0,24925,Jonathan Byrd,60.00,114,76
30,0,26360,Bubba Dickerson,60.00,171,114
30,0,23349,Charles Warren,60.00,162,108
33,0,19824,Craig Barlow,59.71,123,83
34,0,06621,Joe Durant,59.39,196,134
35,0,28475,Jeff Overton,59.29,166,114
36,0,01707,Steve Lowery,59.22,167,115
37,0,23048,Eric Axley,59.09,156,108
38,0,23614,Rich Beem,59.01,131,91
39,0,27120,Troy Matteson,58.84,173,121
40,0,20608,David Howell,58.65,61,43
41,0,24502,Adam Scott,58.44,90,64
42,0,21961,Charles Howell III,58.36,157,112
43,0,22913,John Rollins,57.89,154,112
44,0,10885,Robert Allenby,57.79,115,84
45,0,23307,Roger Tambellini,57.78,104,76
46,0,22371,Aaron Baddeley,57.73,127,93
47,0,20766,Padraig Harrington,57.58,76,56
48,0,22046,Geoff Ogilvy,57.47,100,74
49,0,21959,Ted Purdy,57.45,162,120
50,0,06595,Kevin Sutherland,57.43,170,126
51,0,24912,Will MacKenzie,57.14,144,108
52,0,22378,Trevor Immelman,56.90,132,100
53,0,12823,Carlos Franco,56.82,150,114
54,0,20098,Stuart Appleby,56.48,122,94
55,0,01161,Mark Calcavecchia,56.44,149,115
56,0,27943,Matt Hansen,56.38,106,82
57,0,10565,Ian Leggatt,56.36,133,103
58,0,23497,Tag Ridings,56.29,170,132
59,0,22946,Henrik Bjornstad,56.12,165,129
60,0,26596,Ryan Moore,55.91,104,82
61,0,20094,Jonathan Kaye,55.79,159,126
62,0,22892,Jason Gore,55.65,138,110
63,0,08375,Paul Stankowski,55.39,113,91
64,0,09011,David Duval,55.29,94,76
65,0,06373,José María Olazábal,55.22,74,60
66,0,12782,Tim Herron,55.10,108,88
67,0,28780,Nicholas Thompson,55.04,142,116
68,0,20850,Daniel Chopra,54.78,172,142
69,0,21753,Brian Davis,54.74,150,124
70,0,24138,Ian Poulter,54.73,81,67
71,0,02106,Chris Smith,54.55,108,90
72,0,23718,Nathan Green,54.52,169,141
73,0,11032,Frank Lickliter II,54.29,152,128
73,0,07013,Wes Short Jr.,54.29,152,128
75,0,01724,Jeff Maggert,54.09,119,101
76,0,23623,Bo Van Pelt,53.90,166,142
77,0,25345,Carl Pettersson,53.78,128,110
78,0,21407,Arjun Atwal,53.70,145,125
79,0,24507,Jason Bohn,53.69,160,138
79,0,01666,Bernhard Langer,53.69,109,94
79,0,24361,Pat Perez,53.69,80,69
82,0,21660,Jason Schultz,53.67,117,101
83,0,23409,James Driscoll,53.60,134,116
84,0,02246,Duffy Waldorf,53.50,153,133
85,0,23621,Rory Sabbatini,53.06,104,92
86,0,07749,Brett Quigley,52.96,161,143
87,0,01941,Tom Pernice Jr.,52.90,146,130
88,0,08123,Jeff Brehaut,52.74,154,138
89,0,08835,Kris Cox,52.52,125,113
90,0,01766,Billy Mayfair,52.40,131,119
91,0,25842,Jon Mills,52.27,92,84
92,0,21949,Joe Ogilvie,51.97,132,122
93,0,22405,Justin Rose,51.79,145,135
94,0,06350,Bob May,51.65,94,88
95,0,24357,K.J. Choi,51.60,129,121
96,0,20472,Alex Cejka,51.54,134,126
97,0,01677,Tom Lehman,51.35,76,72
98,0,07223,Brian Bateman,51.32,97,92
99,0,12760,Danny Ellis,50.99,103,99
100,0,07457,Steve Flesch,50.89,172,166
101,0,06573,Brandt Jobe,50.64,118,115
102,0,23616,Ryan Hietala,50.60,84,82
103,0,01945,Kenny Perry,50.57,89,87
104,0,25632,Jimmy Walker,50.56,90,88
105,0,23325,Vaughn Taylor,50.40,126,124
106,0,21646,David Branshaw,50.33,152,150
107,0,20498,Briny Baird,50.00,117,117
107,0,20105,Jeff Gove,50.00,139,139
107,0,20645,John Senden,50.00,132,132
110,0,01320,Bob Estes,49.59,121,123
111,0,01553,John Huston,49.54,107,109
112,0,20572,Rod Pampling,49.51,102,104
113,0,06004,Stephen Ames,49.33,74,76
114,0,21470,Daisuke Maruyama,48.72,114,120
115,0,01948,Tim Petrovic,48.58,137,145
116,0,23983,Luke Donald,48.51,65,69
117,0,25936,Alex Aragon,48.33,87,93
117,0,21731,Freddie Jacobson,48.33,87,93
119,0,12602,Dean Wilson,48.32,144,154
120,0,25240,D.A. Points,48.29,113,121
121,0,20631,David McKenzie,48.23,109,117
122,0,20628,Arron Oberholser,48.13,90,97
123,0,12662,Thomas Levet,48.08,75,81
124,0,22293,Heath Slocum,47.87,135,147
125,0,07867,Woody Austin,47.73,147,161
126,0,10733,Kent Jones,47.65,142,156
127,0,02206,David Toms,47.45,93,103
