RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,12755,Vance Veazey,19.6,52292.000,74
2,0,08793,Tiger Woods,20.0,71325.000,99
3,0,23353,J.J. Henry,21.1,106872.000,141
4,0,09011,David Duval,21.3,75864.000,99
5,0,24502,Adam Scott,21.5,78231.000,101
6,0,24912,Will MacKenzie,21.8,127005.000,162
7,0,20229,Stewart Cink,21.9,92963.000,118
7,0,08835,Kris Cox,21.9,116454.000,148
7,0,23623,Bo Van Pelt,21.9,151662.000,192
10,0,24357,K.J. Choi,22.0,111435.000,141
10,0,20850,Daniel Chopra,22.0,158669.000,200
10,0,01388,Robert Gamez,22.0,85479.000,108
10,0,24138,Ian Poulter,22.0,70545.000,89
14,0,23322,Brett Wetterich,22.1,143265.000,180
15,0,06004,Stephen Ames,22.2,63051.000,79
16,0,22378,Trevor Immelman,22.3,122569.000,153
16,0,27095,Nick Watney,22.3,188771.000,235
18,0,19824,Craig Barlow,22.4,116251.000,144
19,0,12510,Chad Campbell,22.5,91673.000,113
19,0,06573,Brandt Jobe,22.5,112495.000,139
21,0,06515,Shaun Micheel,22.6,108985.000,134
21,0,27770,Camilo Villegas,22.6,162088.000,199
23,0,24925,Jonathan Byrd,22.7,108041.000,132
23,0,06522,Ernie Els,22.7,91653.000,112
25,0,23135,Tim Clark,22.8,68968.000,84
25,0,01226,Fred Couples,22.8,59986.000,73
27,0,24924,Bill Haas,22.9,166436.000,202
28,0,01677,Tom Lehman,23.0,67902.000,82
29,0,06197,Michael Allen,23.1,100585.000,121
29,0,25900,Lucas Glover,23.1,176884.000,213
29,0,01707,Steve Lowery,23.1,152054.000,183
32,0,20378,Mathias Grönberg,23.2,177047.000,212
32,0,21961,Charles Howell III,23.2,150482.000,180
32,0,20628,Arron Oberholser,23.2,86955.000,104
32,0,20691,Greg Owen,23.2,136015.000,163
36,0,23983,Luke Donald,23.3,58830.000,70
36,0,08075,Jerry Kelly,23.3,108403.000,129
36,0,01810,Phil Mickelson,23.3,112208.000,134
36,0,02246,Duffy Waldorf,23.3,140897.000,168
40,0,10885,Robert Allenby,23.4,114702.000,136
41,0,20098,Stuart Appleby,23.6,115586.000,136
41,0,12823,Carlos Franco,23.6,144225.000,170
41,0,21209,Sergio Garcia,23.6,85761.000,101
41,0,27141,J.B. Holmes,23.6,152288.000,179
41,0,26596,Ryan Moore,23.6,102090.000,120
41,0,21949,Joe Ogilvie,23.6,122278.000,144
41,0,28780,Nicholas Thompson,23.6,149605.000,176
48,0,07867,Woody Austin,23.7,140177.000,164
48,0,21646,David Branshaw,23.7,144463.000,169
48,0,01313,Steve Elkington,23.7,63865.000,75
51,0,10809,Jim Furyk,23.8,94106.000,110
51,0,12716,Charley Hoffman,23.8,205808.000,240
53,0,20634,Peter Lonard,23.9,81663.000,95
53,0,06595,Kevin Sutherland,23.9,157139.000,183
53,0,08385,Omar Uresti,23.9,60146.000,70
56,0,20498,Briny Baird,24.0,111512.000,129
56,0,23614,Rich Beem,24.0,134583.000,156
56,0,11123,Chris Couch,24.0,155312.000,180
56,0,06621,Joe Durant,24.0,183906.000,213
60,0,21805,Harrison Frazar,24.1,160812.000,185
60,0,12782,Tim Herron,24.1,103089.000,119
60,0,11032,Frank Lickliter II,24.1,150234.000,173
60,0,24781,Hunter Mahan,24.1,178197.000,205
60,0,25240,D.A. Points,24.1,111846.000,129
65,0,24358,Robert Garrigus,24.2,176005.000,202
65,0,01599,Steve Jones,24.2,86364.000,99
65,0,20645,John Senden,24.2,131484.000,151
68,0,01706,Davis Love III,24.3,121830.000,139
68,0,24140,Sean O'Hair,24.3,165383.000,189
68,0,06527,Steve Stricker,24.3,62110.000,71
71,0,24507,Jason Bohn,24.4,156184.000,178
