RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,35450,Patrick Cantlay,1.509,73.950,49,1.519,1.479
2,0,29268,Bronson Burgoon,1.508,134.252,89,1.533,1.481
2,0,33399,Adam Hadwin,1.508,113.066,75,1.520,1.466
4,0,33948,Byeong Hun An,1.507,108.500,72,1.520,1.441
4,0,39997,Corey Conners,1.507,144.667,96,1.519,1.486
4,0,35879,Kelly Kraft,1.507,162.776,108,1.519,1.474
4,0,31420,Anirban Lahiri,1.507,170.284,113,1.519,1.461
4,0,26329,Louis Oosthuizen,1.507,51.226,34,1.518,1.473
4,0,35891,Cameron Smith,1.507,76.863,51,1.516,1.491
10,0,27958,Ryan Blaum,1.506,194.211,129,1.518,1.471
10,0,34021,Bud Cauley,1.506,197.252,131,1.526,1.470
10,0,32102,Rickie Fowler,1.506,91.876,61,1.518,1.473
10,0,23353,J.J. Henry,1.506,134.039,89,1.519,1.459
10,0,47993,Denny McCarthy,1.506,158.132,105,1.519,1.465
10,0,47128,Richy Werenski,1.506,227.421,151,1.519,1.467
16,0,28679,Fabián Gómez,1.505,171.622,114,1.519,1.439
16,0,34563,Chesson Hadley,1.505,115.852,77,1.519,1.448
16,0,39975,Michael Kim,1.505,99.343,66,1.522,1.458
16,0,23108,Matt Kuchar,1.505,93.313,62,1.519,1.471
16,0,31560,Brian Stuard,1.505,123.413,82,1.519,1.484
16,0,25632,Jimmy Walker,1.505,155.061,103,1.522,1.461
22,0,33141,Keegan Bradley,1.504,91.774,61,1.519,1.470
22,0,25686,Jason Dufner,1.504,132.382,88,1.526,1.468
22,0,34099,Harris English,1.504,189.520,126,1.528,1.437
22,0,30911,Tommy Fleetwood,1.504,63.174,42,1.518,1.474
22,0,29535,Brice Garnett,1.504,197.048,131,1.519,1.404
22,0,12716,Charley Hoffman,1.504,115.818,77,1.518,1.468
