RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,33141,Keegan Bradley,2.555,290.1,113.556,61,0197602818
2,0,46523,Joey Garber,2.551,285.1,111.738,99,0222802829
3,0,26758,David Hearn,2.548,268.0,105.176,61,0232802776
4,0,49960,Sepp Straka,2.545,292.5,114.932,101,0211702780
5,0,39954,Cody Gribble,2.541,292.6,115.116,94,0215302812
6,0,19846,Brian Gay,2.540,271.0,106.704,85,0221502760
7,0,32102,Rickie Fowler,2.539,294.0,115.772,57,0187602729
7,0,35732,Wes Roach,2.539,281.9,111.047,99,0233302821
9,0,28089,Jason Day,2.534,298.4,117.750,37,0226202690
10,0,32139,Danny Willett,2.533,286.2,112.953,29,0226802766
11,0,01810,Phil Mickelson,2.531,303.0,119.724,21,0193802860
12,0,35449,Adam Long,2.529,279.1,110.376,100,0220402841
13,0,35461,Beau Hossler,2.525,287.2,113.761,133,0223802826
14,0,22405,Justin Rose,2.522,290.7,115.263,34,0233102731
15,0,33948,Byeong Hun An,2.520,293.7,116.558,69,0220402734
16,0,30925,Dustin Johnson,2.517,300.0,119.180,41,0222702753
17,0,29223,Sam Saunders,2.516,288.0,114.446,104,0224402742
18,0,25493,Nick Taylor,2.514,279.1,111.001,143,0214102788
19,0,29268,Bronson Burgoon,2.511,280.2,111.599,83,0216102808
20,0,34021,Bud Cauley,2.509,280.3,111.702,128,0225502762
20,0,27330,Josh Teater,2.509,282.2,112.481,114,0220602744
22,0,47128,Richy Werenski,2.508,278.9,111.219,147,0211002782
23,0,45157,Cam Davis,2.505,297.8,118.906,97,0221202867
24,0,32640,Troy Merritt,2.501,280.6,112.168,87,0217602806
24,0,37189,Harold Varner III,2.501,289.4,115.699,76,0217202810
26,0,27958,Ryan Blaum,2.500,273.1,109.249,127,0210602801
27,0,39324,J.J. Spaun,2.499,281.9,112.792,103,0222202793
28,0,32150,Michael Thompson,2.497,276.3,110.640,103,0213302797
29,0,29970,Dylan Frittelli,2.496,284.6,113.999,130,0221002905
29,0,34563,Chesson Hadley,2.496,286.6,114.811,75,0220202764
31,0,20472,Alex Cejka,2.495,266.8,106.924,59,0192002715
31,0,28237,Rory McIlroy,2.495,303.3,121.570,41,0228202769
33,0,24781,Hunter Mahan,2.494,283.9,113.810,73,0211002673
33,0,23325,Vaughn Taylor,2.494,269.9,108.247,102,0215402738
35,0,39975,Michael Kim,2.493,276.4,110.854,61,0212902811
36,0,40009,Dominic Bozzelli,2.492,285.9,114.758,81,0223202724
37,0,27644,Brian Harman,2.491,275.1,110.453,105,0206802753
37,0,46601,Trey Mullinax,2.491,304.2,122.144,121,0216202799
39,0,25572,Graeme McDowell,2.490,278.6,111.875,57,0220702775
39,0,30946,Alex Prugh,2.490,292.0,117.270,97,0220402729
41,0,37340,Chase Wright,2.488,285.3,114.668,107,0219402694
42,0,31560,Brian Stuard,2.487,264.6,106.395,81,0223002791
43,0,29518,Brendan Steele,2.486,286.1,115.060,131,0217502748
44,0,35617,Martin Trainer,2.485,293.2,117.984,96,0209402731
45,0,27214,Kevin Streelman,2.484,280.6,112.939,107,0204202733
46,0,28679,Fabián Gómez,2.483,271.0,109.176,110,0211002744
46,0,27974,Sung Kang,2.483,283.0,113.992,71,0220302816
48,0,46435,Austin Cook,2.482,273.6,110.224,92,0203402752
