RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
49,0,30191,Julián Etulain,2.480,279.1,112.537,66,0212602736
49,0,49766,Hank Lebioda,2.480,283.4,114.258,97,0212002713
49,0,29926,Danny Lee,2.480,287.7,116.023,116,0207202771
49,0,32839,Hideki Matsuyama,2.480,290.4,117.097,83,0225602769
49,0,33486,Roger Sloan,2.480,283.7,114.416,127,0215102807
54,0,25198,Francesco Molinari,2.479,276.8,111.688,48,0222802733
55,0,47993,Denny McCarthy,2.478,279.1,112.662,105,0218502758
55,0,30692,Scott Stallings,2.478,287.0,115.799,108,0210402708
57,0,28259,Sangmoon Bae,2.477,281.3,113.585,84,0221502822
58,0,47504,Sam Burns,2.476,297.4,120.109,124,0198102777
58,0,24925,Jonathan Byrd,2.476,275.1,111.133,57,0214302713
60,0,12716,Charley Hoffman,2.474,286.2,115.679,73,0220002745
60,0,36799,Stephan Jaeger,2.474,282.9,114.347,89,0199402720
62,0,35879,Kelly Kraft,2.473,270.9,109.528,106,0204002799
62,0,23108,Matt Kuchar,2.473,269.8,109.118,62,0224502707
64,0,27895,Jonas Blixt,2.472,276.9,111.990,124,0216102718
64,0,47959,Bryson DeChambeau,2.472,292.3,118.256,57,0217102755
64,0,33399,Adam Hadwin,2.472,278.0,112.468,73,0201102729
64,0,27936,Martin Laird,2.472,285.1,115.314,140,0212702749
64,0,30786,Brady Schnell,2.472,266.1,107.646,76,0214002731
69,0,06522,Ernie Els,2.471,273.1,110.522,37,0217402647
69,0,33410,Andrew Landry,2.471,269.0,108.846,110,0222902767
69,0,33667,Carlos Ortiz,2.471,289.6,117.203,116,0212802743
69,0,29221,Webb Simpson,2.471,272.3,110.209,58,0224002741
69,0,49964,Aaron Wise,2.471,288.0,116.552,61,0218902702
74,0,51766,Wyndham Clark,2.470,299.1,121.082,101,0213102771
74,0,34099,Harris English,2.470,291.4,117.965,121,0211702749
74,0,28775,Nate Lashley,2.470,275.5,111.550,101,0219402760
74,0,25632,Jimmy Walker,2.470,282.4,114.320,100,0216702803
78,0,39997,Corey Conners,2.469,282.5,114.429,90,0217202707
79,0,32757,Patton Kizzire,2.466,282.9,114.736,70,0205802707
79,0,36852,Jim Knous,2.466,286.1,116.001,64,0221302727
79,0,27129,Luke List,2.466,300.7,121.948,77,0219502716
79,0,23320,Ryan Palmer,2.466,286.4,116.158,84,0194502772
83,0,25686,Jason Dufner,2.465,276.3,112.079,84,0209002685
84,0,35376,Roberto Díaz,2.464,266.8,108.277,115,0212802782
84,0,39327,Ben Silverman,2.464,272.6,110.630,128,0217802707
86,0,34076,Joel Dahmen,2.463,275.5,111.863,93,0217102735
86,0,35506,Mackenzie Hughes,2.463,287.1,116.583,143,0190802720
86,0,27963,Chris Stroud,2.463,274.7,111.547,97,0207002733
89,0,29535,Brice Garnett,2.462,273.8,111.183,125,0206602702
90,0,35532,Tom Hoge,2.461,276.0,112.172,149,0214702734
90,0,37380,Curtis Luck,2.461,279.6,113.645,92,0191102756
92,0,30944,Jason Kokrak,2.459,294.7,119.853,86,0216002701
93,0,30911,Tommy Fleetwood,2.457,284.2,115.643,40,0215802749
93,0,24924,Bill Haas,2.457,282.6,115.004,104,0223802746
95,0,34466,Peter Malnati,2.456,279.8,113.932,159,0208202787
96,0,35450,Patrick Cantlay,2.454,285.2,116.217,48,0203902722
96,0,37454,Whee Kim,2.454,268.0,109.173,83,0212902674
96,0,26476,Chez Reavie,2.454,267.0,108.797,70,0215202732
99,0,35421,Brandon Harkins,2.453,285.5,116.384,122,0207002744
100,0,27141,J.B. Holmes,2.452,294.3,120.050,59,0220202719
101,0,26499,Rafa Cabrera Bello,2.451,274.8,112.125,39,0226602671
101,0,23353,J.J. Henry,2.451,274.2,111.883,85,0223702674
101,0,35891,Cameron Smith,2.451,274.6,112.001,50,0215102670
101,0,27649,Brandt Snedeker,2.451,269.5,109.961,103,0210202746
105,0,34306,John Chin,2.449,289.1,118.072,56,0222002692
105,0,29725,Tony Finau,2.449,298.2,121.756,84,0213302657
107,0,34363,Tyrrell Hatton,2.448,283.0,115.586,33,0214702679
108,0,26951,Johnson Wagner,2.447,261.9,107.032,70,0219302787
109,0,29420,Billy Horschel,2.446,277.8,113.572,76,0198602709
109,0,47990,Kyle Jones,2.446,266.2,108.812,124,0211602811
111,0,39546,Keith Mitchell,2.445,298.3,122.009,91,0207702702
112,0,49771,J.T. Poston,2.444,278.4,113.942,119,0192202738
113,0,49298,Kramer Hickok,2.443,278.8,114.132,113,0207902769
113,0,39971,Sungjae Im,2.443,280.1,114.634,191,0211502725
113,0,24024,Zach Johnson,2.443,268.7,110.011,72,0203002697
116,0,29908,C.T. Pan,2.442,269.9,110.525,54,0209102672
117,0,34046,Jordan Spieth,2.441,276.9,113.444,53,0214802724
118,0,25818,Scott Piercy,2.440,278.9,114.304,71,0210302676
119,0,46501,Ollie Schniederjans,2.439,298.2,122.254,79,0206702753
120,0,32058,José de Jesús Rodríguez,2.437,268.3,110.101,83,0211302751
120,0,34264,Hudson Swafford,2.437,286.0,117.353,74,0208402667
122,0,31420,Anirban Lahiri,2.436,270.8,111.155,107,0206102804
122,0,46970,Jon Rahm,2.436,288.8,118.558,28,0221902627
122,0,27095,Nick Watney,2.436,291.6,119.722,114,0210902731
125,0,37455,Si Woo Kim,2.434,276.9,113.754,73,0208102689
125,0,32816,Satoshi Kodaira,2.434,262.2,107.750,59,0207802675
127,0,32200,Roberto Castro,2.433,269.9,110.931,126,0210702705
128,0,26329,Louis Oosthuizen,2.432,275.1,113.129,33,0199802750
129,0,30978,Kiradech Aphibarnrat,2.431,275.1,113.188,42,0219102779
129,0,29479,Scott Brown,2.431,276.3,113.662,140,0210802728
131,0,52372,Cameron Champ,2.429,311.0,128.034,74,0209602747
131,0,45609,Tyler Duncan,2.429,272.8,112.295,132,0200902699
131,0,21961,Charles Howell III,2.429,285.9,117.711,88,0205302722
134,0,32791,K.H. Lee,2.428,273.5,112.652,135,0213302653
135,0,49303,Anders Albertson,2.426,274.5,113.141,107,0197702656
136,0,27556,Ted Potter Jr.,2.425,272.9,112.533,107,0207102658
137,0,36689,Brooks Koepka,2.423,295.7,122.055,81,0212102686
138,0,33448,Justin Thomas,2.422,283.8,117.187,57,0213802722
139,0,45486,Joaquin Niemann,2.420,283.8,117.272,149,0199402749
140,0,25804,Bubba Watson,2.418,293.8,121.500,35,0212202768
141,0,21209,Sergio Garcia,2.417,292.4,120.984,43,0211902671
141,0,25900,Lucas Glover,2.417,278.5,115.228,102,0212202702
143,0,39977,Max Homa,2.416,287.2,118.837,92,0189202737
144,0,40026,Daniel Berger,2.415,281.1,116.407,111,0205702681
144,0,23621,Rory Sabbatini,2.415,269.4,111.573,120,0207302762
144,0,31323,Gary Woodland,2.415,295.0,122.148,58,0207502742
147,0,48081,Xander Schauffele,2.414,290.6,120.377,29,0224402647
147,0,34431,Robert Streb,2.414,275.3,114.029,94,0193602736
149,0,26300,Matt Jones,2.412,280.5,116.307,91,0206502604
149,0,40115,Adam Svensson,2.412,272.9,113.119,99,0216502745
151,0,27349,Alex Noren,2.410,290.5,120.562,58,0214702627
152,0,45526,Abraham Ancer,2.409,269.9,112.030,87,0184002673
152,0,32333,Kevin Tway,2.409,292.6,121.460,78,0201302773
154,0,29478,Kevin Kisner,2.408,270.3,112.255,83,0216102626
155,0,31646,Emiliano Grillo,2.407,276.9,115.036,73,0210802681
156,0,25364,Paul Casey,2.406,279.9,116.341,46,0216502624
156,0,33419,Cameron Tringale,2.406,288.6,119.927,124,0205702692
158,0,24361,Pat Perez,2.405,277.6,115.425,53,0210502638
159,0,36699,Patrick Rodgers,2.403,288.9,120.229,38,0213202757
160,0,22371,Aaron Baddeley,2.402,273.8,113.957,58,0196702621
161,0,19803,Ryan Armour,2.400,257.2,107.181,110,0192102678
161,0,34098,Russell Henley,2.400,264.2,110.057,108,0210102715
163,0,31557,Jim Herman,2.398,271.4,113.182,65,0205902653
164,0,48822,Sebastián Muñoz,2.392,285.1,119.189,107,0213402631
165,0,10809,Jim Furyk,2.391,257.1,107.506,68,0197502629
166,0,33122,Russell Knox,2.389,269.0,112.603,83,0214202602
167,0,33418,Shawn Stefani,2.387,279.3,116.994,81,0202802676
168,0,26851,Marc Leishman,2.383,279.1,117.129,48,0210002682
169,0,30110,Kyle Stanley,2.382,263.9,110.792,96,0190902714
169,0,21528,Henrik Stenson,2.382,275.4,115.615,19,0209202625
171,0,46402,Talor Gooch,2.378,285.8,120.145,84,0202002667
171,0,20572,Rod Pampling,2.378,268.3,112.826,93,0202402610
173,0,28252,Seamus Power,2.377,284.2,119.567,110,0186902647
174,0,47856,Seth Reeves,2.376,291.8,122.820,81,0177102788
175,0,29484,Peter Uihlein,2.375,293.0,123.382,82,0204102645
176,0,29974,Branden Grace,2.374,273.5,115.216,43,0195202678
177,0,37275,Sam Ryder,2.372,275.3,116.043,113,0193902694
178,0,40098,Matt Fitzpatrick,2.369,267.5,112.952,44,0212902718
179,0,27064,Jhonattan Vegas,2.364,294.7,124.668,60,0201702553
180,0,26596,Ryan Moore,2.361,257.6,109.082,123,0184602646
181,0,47347,Adam Schenk,2.359,290.7,123.242,135,0197402689
182,0,34360,Patrick Reed,2.351,274.4,116.745,97,0189002640
183,0,24138,Ian Poulter,2.350,263.8,112.242,39,0209102593
184,0,24502,Adam Scott,2.349,282.1,120.099,21,0212302591
185,0,34261,Scott Langley,2.343,251.3,107.267,102,0187802671
186,0,21731,Freddie Jacobson,2.339,267.3,114.286,87,0207902573
187,0,25396,Kevin Na,2.324,265.4,114.191,40,0208502527
188,0,34256,Andrew Putnam,2.282,263.1,115.278,47,0196702580
