RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
144,0,47128,Richy Werenski,178.4,26944.3,151
145,0,49303,Anders Albertson,178.3,20145.5,113
145,0,31557,Jim Herman,178.3,12480.9,70
147,0,06522,Ernie Els,178.0,6942.9,39
148,0,28775,Nate Lashley,177.7,18304.4,103
149,0,45526,Abraham Ancer,177.5,15797.0,89
149,0,21731,Freddie Jacobson,177.5,16683.1,94
151,0,23353,J.J. Henry,177.4,15789.6,89
152,0,39975,Michael Kim,177.2,11695.8,66
152,0,20572,Rod Pampling,177.2,16656.0,94
154,0,29535,Brice Garnett,177.1,23202.1,131
155,0,27649,Brandt Snedeker,177.0,18230.2,103
156,0,39327,Ben Silverman,176.7,23330.4,132
157,0,27644,Brian Harman,176.5,18881.0,107
158,0,23108,Matt Kuchar,176.1,10916.5,62
159,0,31420,Anirban Lahiri,176.0,19887.0,113
160,0,23621,Rory Sabbatini,175.7,21438.6,122
161,0,27958,Ryan Blaum,175.4,22623.7,129
161,0,46435,Austin Cook,175.4,16664.2,95
163,0,33410,Andrew Landry,174.7,19393.0,111
163,0,29908,C.T. Pan,174.7,9959.6,57
163,0,29221,Webb Simpson,174.7,10484.0,60
166,0,35879,Kelly Kraft,174.4,18830.3,108
166,0,23325,Vaughn Taylor,174.4,18491.3,106
168,0,24138,Ian Poulter,174.2,7141.6,41
169,0,28679,Fabián Gómez,174.1,19842.1,114
170,0,30110,Kyle Stanley,173.3,16980.7,98
171,0,47990,Kyle Jones,173.1,21985.1,127
172,0,26476,Chez Reavie,173.0,12800.6,74
173,0,37454,Whee Kim,172.8,15725.1,91
174,0,32058,José de Jesús Rodríguez,172.5,14663.4,85
175,0,34098,Russell Henley,171.7,18881.5,110
176,0,24024,Zach Johnson,171.6,12526.8,73
177,0,19846,Brian Gay,171.4,14571.9,85
178,0,35376,Roberto Díaz,170.5,19776.4,116
178,0,31560,Brian Stuard,170.5,13980.2,82
180,0,32816,Satoshi Kodaira,169.9,10531.8,62
181,0,20472,Alex Cejka,169.8,10694.3,63
182,0,26758,David Hearn,169.7,10350.5,61
183,0,30786,Brady Schnell,168.7,12990.2,77
184,0,10809,Jim Furyk,168.2,11772.4,70
185,0,26596,Ryan Moore,166.7,21165.5,127
186,0,19803,Ryan Armour,166.5,19319.3,116
187,0,26951,Johnson Wagner,166.1,12293.5,74
188,0,34261,Scott Langley,162.7,17412.0,107
