RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,311.0,23012.2,74
2,0,46601,Trey Mullinax,304.2,36812.4,121
3,0,28237,Rory McIlroy,303.3,12433.6,41
4,0,01810,Phil Mickelson,303.0,6363.8,21
5,0,27129,Luke List,300.7,23156.3,77
6,0,30925,Dustin Johnson,300.0,12300.2,41
7,0,51766,Wyndham Clark,299.1,30205.0,101
8,0,28089,Jason Day,298.4,11042.0,37
9,0,39546,Keith Mitchell,298.3,27141.7,91
10,0,29725,Tony Finau,298.2,25044.8,84
10,0,46501,Ollie Schniederjans,298.2,23557.2,79
12,0,45157,Cam Davis,297.8,28886.9,97
13,0,47504,Sam Burns,297.4,36876.4,124
14,0,36689,Brooks Koepka,295.7,23954.9,81
15,0,31323,Gary Woodland,295.0,17108.0,58
16,0,30944,Jason Kokrak,294.7,25344.5,86
16,0,27064,Jhonattan Vegas,294.7,17683.0,60
18,0,27141,J.B. Holmes,294.3,17366.6,59
19,0,32102,Rickie Fowler,294.0,16756.6,57
20,0,25804,Bubba Watson,293.8,10283.7,35
21,0,33948,Byeong Hun An,293.7,20263.4,69
22,0,35617,Martin Trainer,293.2,28149.4,96
23,0,29484,Peter Uihlein,293.0,24029.6,82
24,0,39954,Cody Gribble,292.6,27500.9,94
24,0,32333,Kevin Tway,292.6,22826.6,78
26,0,49960,Sepp Straka,292.5,29537.7,101
27,0,21209,Sergio Garcia,292.4,12571.4,43
28,0,47959,Bryson DeChambeau,292.3,16662.5,57
29,0,30946,Alex Prugh,292.0,28328.0,97
30,0,47856,Seth Reeves,291.8,23634.5,81
31,0,27095,Nick Watney,291.6,33244.6,114
32,0,34099,Harris English,291.4,35255.1,121
33,0,22405,Justin Rose,290.7,9884.3,34
33,0,47347,Adam Schenk,290.7,39247.1,135
35,0,48081,Xander Schauffele,290.6,8427.7,29
36,0,27349,Alex Noren,290.5,16850.5,58
37,0,32839,Hideki Matsuyama,290.4,24107.0,83
38,0,33141,Keegan Bradley,290.1,17698.5,61
39,0,33667,Carlos Ortiz,289.6,33598.5,116
