RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
124,0,25493,Nick Taylor,96' 1",4030' 2",146
126,0,45609,Tyler Duncan,95' 8",3008' 7",136
127,0,27644,Brian Harman,95' 6",220' 9",107
128,0,32816,Satoshi Kodaira,95' 3",5903' 5",62
129,0,34306,John Chin,94' 7",5392',57
130,0,06522,Ernie Els,94' 5",3681' 2",39
131,0,23353,J.J. Henry,94' 0",8369' 4",89
131,0,32333,Kevin Tway,94' 0",7803' 7",83
133,0,39971,Sungjae Im,93' 11",8226' 5",194
134,0,29535,Brice Garnett,93' 10",2294' 2",131
134,0,33410,Andrew Landry,93' 10",415' 5",111
136,0,24024,Zach Johnson,93' 8",6836' 1",73
137,0,39977,Max Homa,93' 7",8980',96
138,0,27095,Nick Watney,93' 0",976' 6",118
139,0,39327,Ben Silverman,92' 9",2248' 0",132
140,0,45526,Abraham Ancer,92' 7",8243' 6",89
140,0,35891,Cameron Smith,92' 7",4720' 7",51
142,0,24502,Adam Scott,92' 6",2034' 7",22
143,0,26300,Matt Jones,92' 4",8677' 0",94
143,0,23108,Matt Kuchar,92' 4",5722' 3",62
145,0,25364,Paul Casey,92' 0",4323' 8",47
146,0,33418,Shawn Stefani,91' 11",7630' 2",83
147,0,26329,Louis Oosthuizen,91' 8",3117' 9",34
147,0,29484,Peter Uihlein,91' 8",7971' 5",87
149,0,40026,Daniel Berger,91' 7",811' 7",118
150,0,32200,Roberto Castro,91' 1",1746' 8",129
151,0,29974,Branden Grace,91' 0",4275' 2",47
151,0,47990,Kyle Jones,91' 0",1561' 6",127
153,0,30786,Brady Schnell,90' 11",6998' 9",77
154,0,34256,Andrew Putnam,90' 9",4627',51
155,0,33122,Russell Knox,90' 6",7873' 9",87
156,0,31420,Anirban Lahiri,90' 4",207' 9",113
156,0,37380,Curtis Luck,90' 4",8760' 9",97
158,0,28679,Fabián Gómez,90' 3",288' 9",114
159,0,23621,Rory Sabbatini,90' 2",996' 0",122
160,0,45486,Joaquin Niemann,89' 6",3695' 9",153
161,0,35879,Kelly Kraft,89' 2",9629' 3",108
162,0,32791,K.H. Lee,88' 11",2273',138
163,0,27556,Ted Potter Jr.,88' 9",9762' 3",110
164,0,22371,Aaron Baddeley,87' 10",5182' 3",59
165,0,35376,Roberto Díaz,87' 4",134' 6",116
166,0,25396,Kevin Na,86' 8",3466' 6",40
167,0,28252,Seamus Power,86' 7",217' 11",118
168,0,21961,Charles Howell III,86' 6",7788' 2",90
169,0,37275,Sam Ryder,86' 5",28' 3",116
170,0,25900,Lucas Glover,86' 4",9066' 1",105
170,0,40115,Adam Svensson,86' 4",8550',99
172,0,34360,Patrick Reed,85' 8",8738' 5",102
173,0,40098,Matt Fitzpatrick,84' 8",3808' 7",45
174,0,34431,Robert Streb,84' 1",8493',101
175,0,26951,Johnson Wagner,84' 0",6215' 7",74
176,0,47856,Seth Reeves,83' 5",7090' 6",85
177,0,31557,Jim Herman,83' 3",5825' 0",70
178,0,32058,José de Jesús Rodríguez,82' 10",7041' 8",85
179,0,49303,Anders Albertson,82' 8",9337' 9",113
180,0,10809,Jim Furyk,79' 10",5586' 9",70
181,0,34098,Russell Henley,79' 7",8752',110
182,0,24138,Ian Poulter,78' 4",3212' 4",41
183,0,21731,Freddie Jacobson,77' 11",7326',94
184,0,20572,Rod Pampling,77' 0",7241' 3",94
185,0,26596,Ryan Moore,76' 9",9751' 2",127
186,0,30110,Kyle Stanley,76' 0",7449',98
187,0,19803,Ryan Armour,75' 5",8748' 7",116
188,0,34261,Scott Langley,74' 7",7979' 4",107
