RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
1,0,01810,Phil Mickelson,140' 2",3083' 8",22
2,0,47959,Bryson DeChambeau,135' 10",8015' 4",59
3,0,45157,Cam Davis,128' 10",2752' 5",99
4,0,33141,Keegan Bradley,126' 6",7716',61
5,0,46601,Trey Mullinax,121' 8",5577' 1",128
6,0,29926,Danny Lee,119' 2",3947' 1",117
7,0,30925,Dustin Johnson,118' 11",4993' 6",42
8,0,33948,Byeong Hun An,118' 9",8551' 5",72
9,0,28237,Rory McIlroy,117' 8",5294' 3",45
10,0,36689,Brooks Koepka,117' 2",9723' 7",83
11,0,32102,Rickie Fowler,117' 1",7144' 3",61
12,0,33486,Roger Sloan,116' 11",5081' 3",129
13,0,46523,Joey Garber,116' 5",1993' 9",103
14,0,32640,Troy Merritt,116' 2",222' 2",88
15,0,32839,Hideki Matsuyama,115' 8",9947' 1",86
16,0,51766,Wyndham Clark,115' 4",1991' 9",104
17,0,30944,Jason Kokrak,115' 0",122' 11",88
18,0,30946,Alex Prugh,113' 7",1473' 1",101
19,0,19846,Brian Gay,113' 6",9650' 6",85
20,0,35449,Adam Long,113' 4",1443' 1",101
20,0,33419,Cameron Tringale,113' 4",4162' 9",125
22,0,47504,Sam Burns,113' 3",4491' 4",128
23,0,27349,Alex Noren,113' 2",6902' 4",61
24,0,25572,Graeme McDowell,112' 6",6638' 6",59
24,0,46970,Jon Rahm,112' 6",3150' 8",28
26,0,30191,Julián Etulain,112' 4",7416' 1",66
27,0,39324,J.J. Spaun,111' 11",2085' 2",108
28,0,36799,Stephan Jaeger,111' 9",165' 6",91
29,0,27141,J.B. Holmes,111' 7",7028' 2",63
29,0,29223,Sam Saunders,111' 7",2052' 6",108
31,0,23325,Vaughn Taylor,111' 1",1777' 5",106
32,0,28089,Jason Day,111' 0",4330' 2",39
33,0,27974,Sung Kang,110' 8",7857',71
34,0,24925,Jonathan Byrd,110' 2",6720' 5",61
35,0,32757,Patton Kizzire,110' 0",8250' 4",75
36,0,25198,Francesco Molinari,109' 11",5604' 6",51
37,0,48081,Xander Schauffele,109' 8",3179',29
38,0,27129,Luke List,109' 3",8851' 9",81
39,0,12716,Charley Hoffman,108' 6",8134',75
39,0,49960,Sepp Straka,108' 6",1611' 7",107
41,0,34264,Hudson Swafford,108' 3",8227' 4",76
42,0,40009,Dominic Bozzelli,108' 0",9073' 9",84
43,0,39546,Keith Mitchell,107' 11",9931' 1",92
44,0,24361,Pat Perez,107' 9",6035' 1",56
45,0,39954,Cody Gribble,107' 6",646' 4",99
46,0,22405,Justin Rose,107' 4",3862' 6",36
47,0,21209,Sergio Garcia,107' 3",4717' 6",44
47,0,29420,Billy Horschel,107' 3",8365' 9",78
47,0,32139,Danny Willett,107' 3",3432' 6",32
50,0,27330,Josh Teater,106' 10",2820',120
51,0,24924,Bill Haas,106' 6",1286',106
52,0,34363,Tyrrell Hatton,106' 4",3614' 9",34
53,0,29518,Brendan Steele,106' 3",4236' 2",134
54,0,34563,Chesson Hadley,106' 1",8166',77
54,0,37189,Harold Varner III,106' 1",8489' 0",80
54,0,37340,Chase Wright,106' 1",1878' 4",112
57,0,34099,Harris English,105' 11",3234',125
58,0,35732,Wes Roach,105' 8",885' 2",103
58,0,25804,Bubba Watson,105' 8",3697' 4",35
60,0,29725,Tony Finau,105' 3",9158',87
61,0,31323,Gary Woodland,105' 1",6516',62
62,0,29970,Dylan Frittelli,104' 11",3949' 4",133
63,0,39975,Michael Kim,104' 6",6899' 8",66
64,0,35461,Beau Hossler,104' 1",4156' 7",136
64,0,35617,Martin Trainer,104' 1",202' 11",98
66,0,24781,Hunter Mahan,104' 0",7696' 9",74
67,0,35506,Mackenzie Hughes,103' 10",5469' 3",149
68,0,47993,Denny McCarthy,103' 9",892' 6",105
69,0,49964,Aaron Wise,102' 9",6576' 0",64
70,0,31560,Brian Stuard,102' 8",8416' 5",82
71,0,34021,Bud Cauley,102' 6",3422' 8",131
72,0,46501,Ollie Schniederjans,102' 4",8906' 5",87
73,0,37454,Whee Kim,102' 3",9308' 0",91
74,0,26758,David Hearn,102' 1",6228',61
74,0,23320,Ryan Palmer,102' 1",8981',88
76,0,30978,Kiradech Aphibarnrat,101' 7",4369' 7",43
76,0,33667,Carlos Ortiz,101' 7",2185' 0",120
76,0,25818,Scott Piercy,101' 7",7312' 8",72
76,0,33448,Justin Thomas,101' 7",5893' 2",58
80,0,34466,Peter Malnati,101' 6",7052' 3",168
81,0,27214,Kevin Streelman,101' 5",1362' 3",112
82,0,46402,Talor Gooch,101' 4",8813',87
82,0,47128,Richy Werenski,101' 4",5297' 5",151
84,0,27958,Ryan Blaum,101' 3",3061' 3",129
85,0,29268,Bronson Burgoon,101' 0",8987' 0",89
86,0,32150,Michael Thompson,100' 11",493' 3",104
87,0,29478,Kevin Kisner,100' 10",8573' 7",85
88,0,39997,Corey Conners,100' 9",9570' 2",95
89,0,34076,Joel Dahmen,100' 7",9452' 7",94
90,0,35450,Patrick Cantlay,100' 5",4922' 3",49
90,0,47347,Adam Schenk,100' 5",4055' 3",140
92,0,49766,Hank Lebioda,100' 2",9918' 0",99
92,0,29221,Webb Simpson,100' 2",6009' 7",60
94,0,52372,Cameron Champ,100' 1",8008' 0",80
94,0,46435,Austin Cook,100' 1",9504' 4",95
94,0,30911,Tommy Fleetwood,100' 1",4203' 9",42
97,0,35532,Tom Hoge,99' 11",4988' 3",150
97,0,26851,Marc Leishman,99' 11",4896',49
99,0,20472,Alex Cejka,99' 5",6263' 3",63
99,0,27649,Brandt Snedeker,99' 5",238' 0",103
101,0,30692,Scott Stallings,99' 4",923' 4",110
102,0,29479,Scott Brown,98' 11",4348',145
102,0,27936,Martin Laird,98' 11",4340' 4",145
102,0,25632,Jimmy Walker,98' 11",188' 11",103
105,0,36852,Jim Knous,98' 10",6816' 9",69
106,0,37455,Si Woo Kim,98' 9",7502' 4",76
107,0,49298,Kramer Hickok,98' 8",1548' 0",117
108,0,34046,Jordan Spieth,98' 7",5816' 1",59
108,0,21528,Henrik Stenson,98' 7",1872',19
110,0,33399,Adam Hadwin,98' 6",7387' 1",75
111,0,27963,Chris Stroud,98' 3",17' 4",102
112,0,27895,Jonas Blixt,98' 2",2661' 7",129
112,0,27064,Jhonattan Vegas,98' 2",6280' 7",64
114,0,49771,J.T. Poston,97' 11",2146' 1",124
115,0,28259,Sangmoon Bae,97' 8",8787' 9",90
115,0,36699,Patrick Rodgers,97' 8",3711',38
117,0,26476,Chez Reavie,97' 0",7176' 9",74
118,0,25686,Jason Dufner,96' 11",8527' 3",88
119,0,26499,Rafa Cabrera Bello,96' 9",3870' 0",40
120,0,28775,Nate Lashley,96' 8",9954' 9",103
121,0,48822,Sebastián Muñoz,96' 6",612' 8",110
122,0,31646,Emiliano Grillo,96' 5",7035',73
122,0,35421,Brandon Harkins,96' 5",2247',127
124,0,29908,C.T. Pan,96' 1",5474' 8",57
