RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
90,0,36799,Stephan Jaeger,170.75,15538.57,91
91,0,28259,Sangmoon Bae,170.66,15359.84,90
92,0,26329,Louis Oosthuizen,170.61,5800.70,34
93,0,37380,Curtis Luck,170.60,16548.14,97
94,0,31646,Emiliano Grillo,170.58,12452.42,73
95,0,34046,Jordan Spieth,170.53,10061.17,59
96,0,49771,J.T. Poston,170.51,21142.73,124
97,0,24924,Bill Haas,170.28,18049.30,106
98,0,35461,Beau Hossler,170.27,23156.18,136
99,0,49298,Kramer Hickok,170.04,19895.22,117
100,0,39971,Sungjae Im,169.98,32976.11,194
101,0,33418,Shawn Stefani,169.94,14274.78,84
101,0,32139,Danny Willett,169.94,5437.98,32
103,0,34466,Peter Malnati,169.74,28516.99,168
104,0,47993,Denny McCarthy,169.72,17820.11,105
105,0,33399,Adam Hadwin,169.65,12723.52,75
106,0,49303,Anders Albertson,169.52,19155.88,113
107,0,27330,Josh Teater,169.40,20328.03,120
108,0,31557,Jim Herman,169.39,11857.48,70
109,0,30978,Kiradech Aphibarnrat,169.33,7280.98,43
110,0,29420,Billy Horschel,169.24,13201.08,78
111,0,24781,Hunter Mahan,169.06,12679.44,75
112,0,27214,Kevin Streelman,169.02,18930.71,112
113,0,35891,Cameron Smith,168.89,8613.35,51
114,0,37455,Si Woo Kim,168.79,12827.76,76
115,0,25686,Jason Dufner,168.68,14843.71,88
116,0,39324,J.J. Spaun,168.67,18215.99,108
117,0,26499,Rafa Cabrera Bello,168.54,6741.69,40
118,0,23353,J.J. Henry,168.53,14999.08,89
119,0,29268,Bronson Burgoon,168.35,14983.29,89
120,0,34021,Bud Cauley,168.27,22043.16,131
121,0,24138,Ian Poulter,168.21,6896.52,41
122,0,45526,Abraham Ancer,168.18,14968.07,89
123,0,32640,Troy Merritt,168.17,14798.66,88
124,0,25198,Francesco Molinari,168.06,8571.00,51
125,0,40098,Matt Fitzpatrick,167.98,7559.21,45
126,0,24361,Pat Perez,167.90,9402.44,56
127,0,25396,Kevin Na,167.89,6715.57,40
128,0,32791,K.H. Lee,167.88,23167.26,138
129,0,40115,Adam Svensson,167.85,16617.05,99
130,0,35532,Tom Hoge,167.70,25154.67,150
131,0,31420,Anirban Lahiri,167.64,18943.61,113
132,0,46523,Joey Garber,167.63,17265.72,103
133,0,47128,Richy Werenski,167.59,25305.80,151
134,0,34076,Joel Dahmen,167.58,15752.45,94
135,0,29479,Scott Brown,167.42,24276.24,145
136,0,21731,Freddie Jacobson,167.39,15734.31,94
137,0,27963,Chris Stroud,167.30,17064.64,102
138,0,29535,Brice Garnett,167.29,21914.48,131
139,0,33122,Russell Knox,167.17,14543.54,87
140,0,30191,Julián Etulain,167.09,11027.70,66
141,0,35732,Wes Roach,166.97,17198.38,103
142,0,25572,Graeme McDowell,166.89,9846.52,59
143,0,39975,Michael Kim,166.86,11012.86,66
144,0,27895,Jonas Blixt,166.79,21516.49,129
144,0,27556,Ted Potter Jr.,166.79,18346.90,110
146,0,29478,Kevin Kisner,166.61,14162.00,85
147,0,34256,Andrew Putnam,166.56,8494.81,51
148,0,28775,Nate Lashley,166.42,17141.50,103
149,0,24925,Jonathan Byrd,166.34,10146.56,61
150,0,25493,Nick Taylor,166.29,24278.14,146
151,0,29908,C.T. Pan,166.27,9643.70,58
151,0,32150,Michael Thompson,166.27,17291.81,104
153,0,39327,Ben Silverman,166.23,21942.64,132
154,0,45609,Tyler Duncan,166.16,22597.56,136
155,0,20572,Rod Pampling,166.14,15616.82,94
156,0,30110,Kyle Stanley,165.96,16429.65,99
157,0,06522,Ernie Els,165.80,6466.04,39
158,0,32058,José de Jesús Rodríguez,165.74,14088.06,85
159,0,32200,Roberto Castro,165.70,21374.90,129
160,0,35449,Adam Long,165.68,16733.21,101
161,0,23621,Rory Sabbatini,165.44,20183.67,122
162,0,35879,Kelly Kraft,165.17,17838.55,108
163,0,34098,Russell Henley,165.15,18166.40,110
164,0,46435,Austin Cook,165.12,15686.08,95
165,0,29221,Webb Simpson,165.10,9906.04,60
166,0,27644,Brian Harman,164.91,17645.25,107
167,0,24024,Zach Johnson,164.79,12029.54,73
168,0,27958,Ryan Blaum,164.54,21226.00,129
169,0,28679,Fabián Gómez,164.43,18745.30,114
170,0,23108,Matt Kuchar,164.27,10184.90,62
171,0,33410,Andrew Landry,163.74,18174.76,111
172,0,27649,Brandt Snedeker,163.19,16808.06,103
173,0,35376,Roberto Díaz,162.76,18880.65,116
174,0,26476,Chez Reavie,162.44,12020.76,74
175,0,23325,Vaughn Taylor,162.27,17200.45,106
176,0,47990,Kyle Jones,161.88,20559.26,127
177,0,30786,Brady Schnell,161.75,12454.82,77
178,0,26596,Ryan Moore,161.54,20676.83,128
179,0,37454,Whee Kim,161.52,14698.32,91
180,0,19803,Ryan Armour,161.17,18695.70,116
181,0,32816,Satoshi Kodaira,161.07,9986.34,62
182,0,10809,Jim Furyk,161.00,11270.12,70
183,0,26951,Johnson Wagner,160.85,11903.14,74
184,0,31560,Brian Stuard,160.20,13136.19,82
185,0,20472,Alex Cejka,159.91,10074.08,63
186,0,19846,Brian Gay,159.76,13579.59,85
187,0,34261,Scott Langley,158.27,16935.24,107
188,0,26758,David Hearn,158.16,9647.46,61
