RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,190.70,15256.13,80
2,0,47856,Seth Reeves,183.52,15599.46,85
3,0,29484,Peter Uihlein,183.01,15921.45,87
4,0,46601,Trey Mullinax,182.98,23421.89,128
5,0,46501,Ollie Schniederjans,182.80,16269.37,89
6,0,32333,Kevin Tway,182.18,15121.26,83
7,0,27064,Jhonattan Vegas,181.69,11628.16,64
8,0,51766,Wyndham Clark,181.55,18881.14,104
9,0,27129,Luke List,181.53,14704.26,81
10,0,39546,Keith Mitchell,181.40,16688.71,92
11,0,25804,Bubba Watson,181.19,6341.76,35
12,0,29725,Tony Finau,180.76,15725.71,87
13,0,31323,Gary Woodland,180.47,11369.53,63
14,0,47347,Adam Schenk,180.10,25214.27,140
15,0,27095,Nick Watney,179.61,21194.27,118
16,0,28237,Rory McIlroy,179.45,8075.28,45
17,0,24502,Adam Scott,179.36,3945.99,22
18,0,27141,J.B. Holmes,179.31,11296.31,63
19,0,27349,Alex Noren,179.26,10935.14,61
20,0,47504,Sam Burns,179.23,22941.10,128
21,0,30944,Jason Kokrak,179.08,15758.85,88
22,0,36689,Brooks Koepka,178.89,14847.75,83
23,0,30925,Dustin Johnson,178.82,7510.33,42
24,0,45157,Cam Davis,178.75,17696.37,99
25,0,48081,Xander Schauffele,178.67,5181.29,29
26,0,36699,Patrick Rodgers,178.55,6784.94,38
27,0,01810,Phil Mickelson,178.05,3917.03,22
28,0,21209,Sergio Garcia,177.79,7822.79,44
29,0,34099,Harris English,177.52,22367.40,126
30,0,39977,Max Homa,177.26,17194.65,97
31,0,28252,Seamus Power,177.09,20896.11,118
32,0,35617,Martin Trainer,176.80,17326.67,98
33,0,28089,Jason Day,176.60,6887.42,39
34,0,33448,Justin Thomas,176.17,10217.83,58
35,0,21961,Charles Howell III,176.10,16025.27,91
36,0,46402,Talor Gooch,175.81,15295.32,87
37,0,46970,Jon Rahm,175.78,4921.74,28
38,0,33948,Byeong Hun An,175.70,12650.20,72
39,0,45486,Joaquin Niemann,175.62,26869.73,153
39,0,33667,Carlos Ortiz,175.62,21074.76,120
41,0,35450,Patrick Cantlay,175.52,8600.31,49
42,0,47959,Bryson DeChambeau,175.40,10348.31,59
43,0,34306,John Chin,175.21,9986.87,57
44,0,33419,Cameron Tringale,175.07,22058.93,126
45,0,48822,Sebastián Muñoz,175.02,19252.18,110
46,0,35421,Brandon Harkins,175.00,22225.14,127
47,0,30946,Alex Prugh,174.62,17636.50,101
48,0,34264,Hudson Swafford,174.58,13267.95,76
49,0,25364,Paul Casey,174.48,8200.48,47
50,0,26851,Marc Leishman,174.47,8549.10,49
51,0,32839,Hideki Matsuyama,174.43,15001.24,86
52,0,32102,Rickie Fowler,174.35,10635.61,61
53,0,49964,Aaron Wise,174.29,11154.32,64
54,0,36852,Jim Knous,174.11,12013.60,69
55,0,12716,Charley Hoffman,174.07,13403.31,77
56,0,30911,Tommy Fleetwood,173.91,7304.36,42
57,0,40026,Daniel Berger,173.87,20516.68,118
58,0,30692,Scott Stallings,173.71,19107.96,110
59,0,26300,Matt Jones,173.54,16312.32,94
60,0,37189,Harold Varner III,173.51,13880.85,80
61,0,35506,Mackenzie Hughes,173.37,25832.76,149
62,0,23320,Ryan Palmer,173.36,15255.68,88
63,0,22405,Justin Rose,173.10,6231.66,36
64,0,49960,Sepp Straka,172.90,18500.78,107
65,0,29974,Branden Grace,172.89,8126.03,47
66,0,34563,Chesson Hadley,172.83,13308.08,77
67,0,27936,Martin Laird,172.60,25026.58,145
68,0,39997,Corey Conners,172.57,16566.70,96
69,0,34360,Patrick Reed,172.52,17596.70,102
70,0,37340,Chase Wright,172.51,19321.24,112
71,0,39954,Cody Gribble,172.47,17074.38,99
72,0,25632,Jimmy Walker,172.19,17735.16,103
73,0,29223,Sam Saunders,172.12,18761.42,109
74,0,40009,Dominic Bozzelli,172.06,14452.87,84
75,0,32757,Patton Kizzire,172.02,12901.55,75
76,0,34363,Tyrrell Hatton,172.01,5848.34,34
77,0,25900,Lucas Glover,171.93,18052.16,105
78,0,49766,Hank Lebioda,171.71,16999.76,99
79,0,21528,Henrik Stenson,171.69,3262.04,19
80,0,27974,Sung Kang,171.51,12177.39,71
81,0,29518,Brendan Steele,171.49,22979.54,134
82,0,34431,Robert Streb,171.47,17317.98,101
83,0,22371,Aaron Baddeley,171.31,10107.35,59
84,0,25818,Scott Piercy,171.30,12333.34,72
85,0,29926,Danny Lee,171.29,20041.02,117
86,0,29970,Dylan Frittelli,171.14,22761.89,133
87,0,33486,Roger Sloan,170.95,22052.63,129
88,0,33141,Keegan Bradley,170.89,10424.54,61
89,0,37275,Sam Ryder,170.83,19816.30,116
