RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,128.01,1024064,80
2,0,27064,Jhonattan Vegas,124.70,798083,64
3,0,29484,Peter Uihlein,123.39,1073461,87
4,0,47347,Adam Schenk,123.25,1725511,140
5,0,47856,Seth Reeves,122.73,1043198,85
6,0,46501,Ollie Schniederjans,122.24,1087978,89
7,0,31323,Gary Woodland,122.20,769833,63
8,0,36689,Brooks Koepka,122.09,1013306,83
9,0,46601,Trey Mullinax,122.04,1562079,128
10,0,39546,Keith Mitchell,122.03,1122699,92
11,0,27129,Luke List,121.90,987426,81
12,0,29725,Tony Finau,121.80,1059640,87
13,0,32333,Kevin Tway,121.51,1008572,83
14,0,28237,Rory McIlroy,121.50,546766,45
14,0,25804,Bubba Watson,121.50,425251,35
16,0,51766,Wyndham Clark,121.07,1259116,104
17,0,21209,Sergio Garcia,121.01,532459,44
18,0,27349,Alex Noren,120.58,735560,61
19,0,48081,Xander Schauffele,120.38,349094,29
20,0,24502,Adam Scott,120.29,264637,22
21,0,36699,Patrick Rodgers,120.23,456869,38
22,0,46402,Talor Gooch,120.16,1045412,87
23,0,47504,Sam Burns,120.12,1537575,128
24,0,01810,Phil Mickelson,120.11,264235,22
25,0,27141,J.B. Holmes,120.09,756553,63
26,0,33419,Cameron Tringale,119.94,1511237,126
27,0,30944,Jason Kokrak,119.87,1054848,88
28,0,28252,Seamus Power,119.70,1412485,118
29,0,27095,Nick Watney,119.67,1412135,118
30,0,30925,Dustin Johnson,119.18,500547,42
30,0,48822,Sebastián Muñoz,119.18,1310963,110
32,0,45157,Cam Davis,118.91,1177255,99
33,0,39977,Max Homa,118.78,1152184,97
34,0,46970,Jon Rahm,118.56,331961,28
35,0,47959,Bryson DeChambeau,118.24,697612,59
36,0,34306,John Chin,118.05,672864,57
37,0,35617,Martin Trainer,118.03,1156729,98
38,0,34099,Harris English,117.99,1486662,126
39,0,21961,Charles Howell III,117.68,1070921,91
40,0,28089,Jason Day,117.62,458704,39
41,0,30946,Alex Prugh,117.33,1184986,101
42,0,34264,Hudson Swafford,117.31,891583,76
43,0,45486,Joaquin Niemann,117.30,1794715,153
44,0,33667,Carlos Ortiz,117.21,1406494,120
45,0,33448,Justin Thomas,117.20,679770,58
46,0,32839,Hideki Matsuyama,117.11,1007105,86
47,0,26851,Marc Leishman,117.08,573711,49
48,0,33418,Shawn Stefani,117.04,983099,84
49,0,34360,Patrick Reed,116.79,1191273,102
50,0,35506,Mackenzie Hughes,116.59,1737193,149
51,0,33948,Byeong Hun An,116.56,839236,72
52,0,49964,Aaron Wise,116.54,745853,64
