RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
53,0,35421,Brandon Harkins,116.44,1478785,127
54,0,40026,Daniel Berger,116.40,1373566,118
55,0,25364,Paul Casey,116.35,546829,47
56,0,26300,Matt Jones,116.31,1093336,94
57,0,35450,Patrick Cantlay,116.27,569701,49
58,0,23320,Ryan Palmer,116.15,1022078,88
59,0,37275,Sam Ryder,116.12,1346938,116
60,0,29926,Danny Lee,116.01,1357362,117
61,0,36852,Jim Knous,115.99,800307,69
62,0,30692,Scott Stallings,115.83,1274082,110
63,0,32102,Rickie Fowler,115.72,705907,61
63,0,37189,Harold Varner III,115.72,925796,80
65,0,12716,Charley Hoffman,115.69,890840,77
66,0,21528,Henrik Stenson,115.61,219668,19
67,0,30911,Tommy Fleetwood,115.58,485444,42
68,0,34363,Tyrrell Hatton,115.53,392806,34
69,0,24361,Pat Perez,115.51,646864,56
70,0,27936,Martin Laird,115.34,1672480,145
71,0,22405,Justin Rose,115.24,414879,36
72,0,25900,Lucas Glover,115.22,1209802,105
72,0,29974,Branden Grace,115.22,541517,47
74,0,34256,Andrew Putnam,115.14,587210,51
75,0,24924,Bill Haas,115.10,1220025,106
75,0,29518,Brendan Steele,115.10,1542327,134
77,0,39954,Cody Gribble,115.07,1139231,99
78,0,31646,Emiliano Grillo,115.04,839760,73
79,0,49960,Sepp Straka,114.99,1230363,107
80,0,34563,Chesson Hadley,114.84,884295,77
81,0,32757,Patton Kizzire,114.79,860904,75
82,0,40009,Dominic Bozzelli,114.72,963646,84
83,0,37340,Chase Wright,114.70,1284621,112
84,0,39971,Sungjae Im,114.62,2223671,194
85,0,29223,Sam Saunders,114.55,1248591,109
86,0,39997,Corey Conners,114.48,1098988,96
87,0,33486,Roger Sloan,114.39,1475676,129
88,0,36799,Stephan Jaeger,114.37,1040774,91
89,0,25632,Jimmy Walker,114.34,1177672,103
90,0,25818,Scott Piercy,114.28,822847,72
91,0,21731,Freddie Jacobson,114.26,1074040,94
92,0,49766,Hank Lebioda,114.21,1130712,99
93,0,25396,Kevin Na,114.19,456764,40
94,0,49298,Kramer Hickok,114.18,1335914,117
95,0,34431,Robert Streb,114.05,1151887,101
96,0,29970,Dylan Frittelli,114.03,1516634,133
97,0,27974,Sung Kang,113.99,809345,71
98,0,34466,Peter Malnati,113.96,1914579,168
98,0,49771,J.T. Poston,113.96,1413063,124
100,0,22371,Aaron Baddeley,113.93,672192,59
101,0,24781,Hunter Mahan,113.81,853611,75
102,0,35461,Beau Hossler,113.80,1547622,136
103,0,37455,Si Woo Kim,113.76,864607,76
104,0,37380,Curtis Luck,113.66,1102488,97
105,0,29479,Scott Brown,113.64,1647779,145
106,0,29420,Billy Horschel,113.61,886192,78
107,0,33141,Keegan Bradley,113.56,692690,61
108,0,28259,Sangmoon Bae,113.55,1021908,90
109,0,34046,Jordan Spieth,113.50,669651,59
110,0,31557,Jim Herman,113.27,792912,70
111,0,30978,Kiradech Aphibarnrat,113.23,486869,43
112,0,26329,Louis Oosthuizen,113.20,384888,34
113,0,40115,Adam Svensson,113.12,1119881,99
114,0,49303,Anders Albertson,113.11,1278192,113
115,0,32139,Danny Willett,113.01,361620,32
116,0,40098,Matt Fitzpatrick,112.96,508310,45
117,0,27214,Kevin Streelman,112.95,1265062,112
118,0,20572,Rod Pampling,112.84,1060653,94
119,0,39324,J.J. Spaun,112.81,1218313,108
120,0,32791,K.H. Lee,112.69,1555138,138
121,0,47993,Denny McCarthy,112.66,1182955,105
122,0,33122,Russell Knox,112.60,979643,87
123,0,27330,Josh Teater,112.58,1350972,120
124,0,30191,Julián Etulain,112.54,742742,66
124,0,27556,Ted Potter Jr.,112.54,1237930,110
126,0,33399,Adam Hadwin,112.50,843755,75
127,0,45609,Tyler Duncan,112.31,1527356,136
128,0,24138,Ian Poulter,112.28,460363,41
129,0,29478,Kevin Kisner,112.20,953673,85
130,0,32640,Troy Merritt,112.16,986991,88
131,0,35532,Tom Hoge,112.15,1682276,150
132,0,26499,Rafa Cabrera Bello,112.13,448501,40
133,0,25686,Jason Dufner,112.10,986443,88
134,0,45526,Abraham Ancer,112.04,997113,89
135,0,35891,Cameron Smith,112.03,571334,51
136,0,27895,Jonas Blixt,111.98,1444489,129
137,0,25572,Graeme McDowell,111.88,660064,59
138,0,23353,J.J. Henry,111.87,995601,89
139,0,34076,Joel Dahmen,111.83,1051183,94
140,0,25198,Francesco Molinari,111.80,570178,51
141,0,46523,Joey Garber,111.78,1151312,103
142,0,34021,Bud Cauley,111.72,1463515,131
143,0,23621,Rory Sabbatini,111.58,1361301,122
143,0,27963,Chris Stroud,111.58,1138167,102
145,0,29268,Bronson Burgoon,111.57,992958,89
146,0,28775,Nate Lashley,111.55,1148977,103
147,0,47128,Richy Werenski,111.24,1679671,151
148,0,31420,Anirban Lahiri,111.21,1256661,113
149,0,29535,Brice Garnett,111.18,1456520,131
150,0,35732,Wes Roach,111.07,1144057,103
151,0,24925,Jonathan Byrd,111.05,677381,61
152,0,25493,Nick Taylor,110.97,1620133,146
153,0,32200,Roberto Castro,110.91,1430693,129
154,0,39975,Michael Kim,110.83,731473,66
155,0,30110,Kyle Stanley,110.78,1096674,99
156,0,29908,C.T. Pan,110.67,641864,58
157,0,32150,Michael Thompson,110.64,1150640,104
158,0,39327,Ben Silverman,110.63,1460265,132
159,0,27644,Brian Harman,110.47,1182005,107
160,0,35449,Adam Long,110.38,1114873,101
161,0,06522,Ernie Els,110.30,430184,39
162,0,29221,Webb Simpson,110.26,661558,60
163,0,46435,Austin Cook,110.21,1046996,95
164,0,32058,José de Jesús Rodríguez,110.14,936202,85
165,0,34098,Russell Henley,110.07,1210756,110
166,0,24024,Zach Johnson,109.96,802730,73
166,0,27649,Brandt Snedeker,109.96,1132603,103
168,0,35879,Kelly Kraft,109.55,1183161,108
169,0,27958,Ryan Blaum,109.26,1409466,129
170,0,28679,Fabián Gómez,109.19,1244774,114
170,0,37454,Whee Kim,109.19,993611,91
172,0,23108,Matt Kuchar,109.12,676530,62
173,0,26596,Ryan Moore,109.08,1396253,128
174,0,33410,Andrew Landry,108.84,1208165,111
175,0,26476,Chez Reavie,108.81,805170,74
176,0,47990,Kyle Jones,108.77,1381328,127
177,0,35376,Roberto Díaz,108.27,1255904,116
178,0,23325,Vaughn Taylor,108.23,1147202,106
179,0,32816,Satoshi Kodaira,107.85,668681,62
180,0,30786,Brady Schnell,107.61,828615,77
181,0,10809,Jim Furyk,107.53,752703,70
182,0,34261,Scott Langley,107.33,1148396,107
183,0,19803,Ryan Armour,107.24,1244000,116
184,0,26951,Johnson Wagner,107.07,792281,74
185,0,20472,Alex Cejka,106.99,674009,63
186,0,19846,Brian Gay,106.70,906983,85
187,0,31560,Brian Stuard,106.41,872560,82
188,0,26758,David Hearn,105.18,641571,61
