RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
125,0,32791,K.H. Lee,2541.3,340532,134
126,0,19803,Ryan Armour,2539.3,264083,104
127,0,34363,Tyrrell Hatton,2536.8,83714,33
128,0,34021,Bud Cauley,2528.9,308525,122
129,0,36852,Jim Knous,2518.9,156173,62
130,0,35421,Brandon Harkins,2514.2,291652,116
131,0,34046,Jordan Spieth,2506.9,130359,52
132,0,26499,Rafa Cabrera Bello,2503.5,95134,38
133,0,39327,Ben Silverman,2499.5,299938,120
134,0,36699,Patrick Rodgers,2496.0,87359,35
135,0,30944,Jason Kokrak,2494.6,194581,78
136,0,28252,Seamus Power,2494.3,259412,104
137,0,26329,Louis Oosthuizen,2492.0,82236,33
138,0,27330,Josh Teater,2487.7,286082,115
139,0,35879,Kelly Kraft,2486.7,256125,103
139,0,27936,Martin Laird,2486.7,318297,128
141,0,23621,Rory Sabbatini,2476.3,242675,98
142,0,19846,Brian Gay,2475.7,200528,81
143,0,34563,Chesson Hadley,2472.3,175532,71
144,0,46523,Joey Garber,2472.2,234855,95
145,0,27974,Sung Kang,2471.3,148280,60
146,0,25493,Nick Taylor,2466.9,352762,143
147,0,26758,David Hearn,2466.3,133180,54
148,0,23320,Ryan Palmer,2464.5,174981,71
149,0,28679,Fabián Gómez,2462.2,258531,105
150,0,49303,Anders Albertson,2461.4,251066,102
151,0,25632,Jimmy Walker,2460.3,223885,91
152,0,28775,Nate Lashley,2451.8,228017,93
153,0,35376,Roberto Díaz,2450.3,262182,107
154,0,34098,Russell Henley,2450.2,247470,101
155,0,01810,Phil Mickelson,2438.7,36580,15
156,0,26476,Chez Reavie,2437.5,170628,70
157,0,31420,Anirban Lahiri,2431.1,245543,101
158,0,25900,Lucas Glover,2427.6,233045,96
159,0,27958,Ryan Blaum,2424.6,278824,115
160,0,23108,Matt Kuchar,2414.2,132780,55
161,0,32058,José de Jesús Rodríguez,2404.7,182760,76
162,0,33418,Shawn Stefani,2400.0,182402,76
163,0,20472,Alex Cejka,2398.3,143897,60
164,0,29926,Danny Lee,2393.0,251269,105
165,0,32816,Satoshi Kodaira,2391.1,133904,56
166,0,33948,Byeong Hun An,2387.7,157588,66
167,0,22405,Justin Rose,2382.4,85767,36
168,0,46435,Austin Cook,2382.2,207248,87
169,0,27214,Kevin Streelman,2373.4,237337,100
170,0,28237,Rory McIlroy,2372.8,87794,37
171,0,47128,Richy Werenski,2368.0,312581,132
172,0,29908,C.T. Pan,2361.3,118066,50
173,0,27895,Jonas Blixt,2352.5,265828,113
174,0,24781,Hunter Mahan,2342.2,166293,71
175,0,46970,Jon Rahm,2341.2,60872,26
176,0,29268,Bronson Burgoon,2341.0,187283,80
177,0,49964,Aaron Wise,2331.3,135213,58
178,0,35891,Cameron Smith,2323.1,99892,43
179,0,35461,Beau Hossler,2296.9,291710,127
180,0,29221,Webb Simpson,2294.9,119333,52
181,0,32139,Danny Willett,2293.3,68799,30
182,0,39975,Michael Kim,2279.1,134464,59
183,0,30786,Brady Schnell,2269.4,163396,72
184,0,28089,Jason Day,2253.4,76617,34
185,0,39954,Cody Gribble,2250.2,211516,94
186,0,26951,Johnson Wagner,2238.4,161168,72
187,0,29223,Sam Saunders,2179.8,207082,95
188,0,37189,Harold Varner III,2056.6,125452,61
