RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,47959,Bryson DeChambeau,7.2,423.6,59
2,0,33141,Keegan Bradley,6.9,419.5,61
2,0,45157,Cam Davis,6.9,684.3,99
2,0,01810,Phil Mickelson,6.9,152.9,22
2,0,33419,Cameron Tringale,6.9,858.8,125
2,0,31323,Gary Woodland,6.9,422.4,61
7,0,24924,Bill Haas,6.8,716.6,106
7,0,30925,Dustin Johnson,6.8,283.8,42
7,0,36689,Brooks Koepka,6.8,568.2,83
7,0,32640,Troy Merritt,6.8,594.1,88
7,0,27349,Alex Noren,6.8,415.0,61
7,0,30946,Alex Prugh,6.8,682.6,101
13,0,33948,Byeong Hun An,6.7,482.9,72
13,0,28089,Jason Day,6.7,260.5,39
13,0,34099,Harris English,6.7,835.0,125
13,0,21209,Sergio Garcia,6.7,293.3,44
13,0,36799,Stephan Jaeger,6.7,603.7,90
13,0,30944,Jason Kokrak,6.7,586.4,88
13,0,32839,Hideki Matsuyama,6.7,578.3,86
13,0,28237,Rory McIlroy,6.7,300.9,45
13,0,39546,Keith Mitchell,6.7,613.0,92
13,0,24361,Pat Perez,6.7,377.8,56
13,0,46970,Jon Rahm,6.7,186.9,28
13,0,48081,Xander Schauffele,6.7,194.4,29
13,0,33486,Roger Sloan,6.7,858.3,129
26,0,24925,Jonathan Byrd,6.6,402.2,61
26,0,29970,Dylan Frittelli,6.6,882.2,133
26,0,46523,Joey Garber,6.6,682.5,103
26,0,19846,Brian Gay,6.6,557.1,85
26,0,27141,J.B. Holmes,6.6,416.2,63
26,0,27974,Sung Kang,6.6,466.3,71
26,0,32757,Patton Kizzire,6.6,497.5,75
26,0,29926,Danny Lee,6.6,767.2,117
26,0,25572,Graeme McDowell,6.6,391.8,59
26,0,46601,Trey Mullinax,6.6,848.7,128
26,0,36699,Patrick Rodgers,6.6,249.3,38
26,0,47347,Adam Schenk,6.6,919.5,140
26,0,24502,Adam Scott,6.6,145.0,22
26,0,39324,J.J. Spaun,6.6,714.8,108
26,0,29518,Brendan Steele,6.6,879.5,134
26,0,34264,Hudson Swafford,6.6,499.7,76
26,0,23325,Vaughn Taylor,6.6,704.1,106
26,0,37340,Chase Wright,6.6,741.2,112
44,0,30978,Kiradech Aphibarnrat,6.5,278.3,43
44,0,47504,Sam Burns,6.5,825.6,128
44,0,35450,Patrick Cantlay,6.5,317.1,49
44,0,51766,Wyndham Clark,6.5,676.0,104
44,0,30191,Julián Etulain,6.5,431.6,66
44,0,33399,Adam Hadwin,6.5,491.0,75
44,0,37455,Si Woo Kim,6.5,497.5,76
44,0,29478,Kevin Kisner,6.5,555.9,85
44,0,49766,Hank Lebioda,6.5,642.3,99
44,0,27129,Luke List,6.5,529.0,81
44,0,35449,Adam Long,6.5,661.0,101
44,0,34466,Peter Malnati,6.5,1085.9,168
44,0,47993,Denny McCarthy,6.5,680.4,105
44,0,25198,Francesco Molinari,6.5,330.3,51
44,0,48822,Sebastián Muñoz,6.5,716.1,110
44,0,35732,Wes Roach,6.5,672.9,103
44,0,29223,Sam Saunders,6.5,704.9,108
44,0,30692,Scott Stallings,6.5,710.0,110
44,0,49960,Sepp Straka,6.5,696.9,107
44,0,31560,Brian Stuard,6.5,532.1,82
64,0,27895,Jonas Blixt,6.4,822.4,129
64,0,29479,Scott Brown,6.4,934.4,145
64,0,26499,Rafa Cabrera Bello,6.4,257.7,40
64,0,32200,Roberto Castro,6.4,825.7,129
64,0,34021,Bud Cauley,6.4,834.5,131
64,0,39997,Corey Conners,6.4,603.6,95
64,0,46435,Austin Cook,6.4,606.2,95
64,0,45609,Tyler Duncan,6.4,869.6,136
64,0,29725,Tony Finau,6.4,560.2,87
64,0,32102,Rickie Fowler,6.4,387.8,61
64,0,46402,Talor Gooch,6.4,558.9,87
64,0,34363,Tyrrell Hatton,6.4,218.0,34
64,0,26758,David Hearn,6.4,389.9,61
64,0,49298,Kramer Hickok,6.4,749.5,117
64,0,35532,Tom Hoge,6.4,960.7,150
64,0,29420,Billy Horschel,6.4,502.5,78
64,0,35461,Beau Hossler,6.4,870.2,136
64,0,39971,Sungjae Im,6.4,1238.2,194
64,0,36852,Jim Knous,6.4,443.0,69
64,0,27936,Martin Laird,6.4,923.1,145
64,0,24781,Hunter Mahan,6.4,475.8,74
64,0,33667,Carlos Ortiz,6.4,762.4,120
64,0,46501,Ollie Schniederjans,6.4,553.6,87
64,0,27649,Brandt Snedeker,6.4,658.2,103
64,0,27214,Kevin Streelman,6.4,711.9,112
64,0,27330,Josh Teater,6.4,767.4,120
64,0,33448,Justin Thomas,6.4,362.8,57
64,0,32150,Michael Thompson,6.4,670.0,104
64,0,35617,Martin Trainer,6.4,628.7,98
64,0,27064,Jhonattan Vegas,6.4,407.3,64
64,0,27095,Nick Watney,6.4,750.9,118
64,0,32139,Danny Willett,6.4,204.1,32
