RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01249,John Daly,299.4,44306,148
2,0,08793,Tiger Woods,296.3,40887,138
3,0,21805,Harrison Frazar,289.8,46373,160
4,0,01226,Fred Couples,289.1,37005,128
4,0,10585,Scott McCarron,289.1,47412,164
6,0,09011,David Duval,286.8,45318,158
7,0,01191,Barry Cheesman,284.1,52274,184
8,0,12755,Vance Veazey,283.9,37470,132
9,0,01810,Phil Mickelson,283.4,41950,148
10,0,01408,Kelly Gibson,283.0,59999,212
11,0,01599,Steve Jones,281.7,42823,152
12,0,07457,Steve Flesch,281.6,55194,196
13,0,01035,Tommy Armour III,281.5,48417,172
14,0,02106,Chris Smith,281.3,51204,182
15,0,01685,J.L. Lewis,281.2,52871,188
15,0,01706,Davis Love III,281.2,38799,138
17,0,12782,Tim Herron,281.1,52285,186
18,0,01945,Kenny Perry,280.4,45425,162
19,0,01468,Gary Hallberg,280.1,33332,119
20,0,06567,Vijay Singh,279.9,49816,178
21,0,01385,Jim Gallagher Jr.,279.7,40272,144
21,0,10962,Bradley Hughes,279.7,35245,126
23,0,01261,Jay Delsing,279.6,41383,148
24,0,01006,John Adams,279.4,34088,122
25,0,20098,Stuart Appleby,279.3,35198,126
25,0,01553,John Huston,279.3,49720,178
27,0,19881,Robert Damron,279.0,49100,176
28,0,01161,Mark Calcavecchia,278.4,51228,184
29,0,21584,Richie Coughlan,278.2,51744,186
29,0,02246,Duffy Waldorf,278.2,45630,164
31,0,01941,Tom Pernice Jr.,278.0,43371,156
32,0,01302,R.W. Eaks,277.7,44426,160
33,0,19824,Craig Barlow,277.4,44381,160
33,0,01707,Steve Lowery,277.4,47441,171
33,0,07749,Brett Quigley,277.4,48263,174
36,0,01042,Paul Azinger,277.3,37159,134
37,0,02218,Ted Tryba,276.5,58068,210
37,0,02245,Grant Waite,276.5,52529,190
39,0,01569,Peter Jacobsen,276.3,35365,128
40,0,01334,Keith Fergus,276.0,29252,106
41,0,01096,Phil Blackmar,275.9,44144,160
42,0,06522,Ernie Els,275.4,24239,88
43,0,01717,Sandy Lyle,275.3,31380,114
44,0,08375,Paul Stankowski,275.1,42369,154
45,0,06617,Brian Henninger,274.9,51679,188
45,0,01577,Lee Janzen,274.9,42881,156
47,0,01068,Andy Bean,274.8,26385,96
47,0,01282,Trevor Dodds,274.8,47261,172
49,0,01361,Dan Forsman,274.7,41753,152
50,0,02223,Bob Tway,274.5,53801,196
51,0,01185,Brandel Chamblee,274.4,43901,160
52,0,12645,Brent Geiberger,274.3,48821,178
53,0,01968,Nick Price,273.9,31767,116
54,0,08075,Jerry Kelly,273.7,50910,186
55,0,06575,Dudley Hart,273.6,42686,156
55,0,01723,Andrew Magee,273.6,49798,182
57,0,02133,Craig Stadler,273.5,32814,120
58,0,02170,Hal Sutton,273.2,56816,208
58,0,06613,Tommy Tolles,273.2,43714,160
60,0,02135,Mike Standly,273.1,46971,172
61,0,06090,Jim McGovern,273.0,45870,168
62,0,01116,Michael Bradley,272.9,38200,140
62,0,07087,Hugh Royer III,272.9,44752,164
64,0,08537,J.P. Hayes,272.7,34911,128
64,0,07753,Kevin Wentworth,272.7,41993,154
66,0,07101,Dave Stockton Jr.,272.6,35444,130
66,0,06527,Steve Stricker,272.6,42521,156
66,0,02239,Scott Verplank,272.6,52347,192
69,0,02131,Mike Springer,272.5,56676,208
70,0,01771,Blaine McCallister,272.4,56654,208
71,0,20229,Stewart Cink,272.3,50104,184
71,0,08931,Glen Day,272.3,48467,178
73,0,01093,Ronnie Black,272.1,42444,156
74,0,01203,Russ Cochran,272.0,47877,176
75,0,06214,Guy Boros,271.9,47312,174
76,0,06251,Chris DiMarco,271.8,52193,192
77,0,01063,Ben Bates,271.5,53752,198
77,0,02206,David Toms,271.5,45610,168
79,0,01331,Rick Fehr,271.3,33646,124
79,0,10423,Mike Weir,271.3,41231,152
81,0,01926,Steve Pate,271.2,46105,170
82,0,08993,Franklin Langham,271.0,49327,182
83,0,21007,Gabriel Hjertstedt,270.9,39011,144
84,0,20094,Jonathan Kaye,270.8,34120,126
84,0,06012,Greg Kraft,270.8,44407,164
84,0,02146,Payne Stewart,270.8,38447,142
84,0,06595,Kevin Sutherland,270.8,53617,198
88,0,01797,Rocco Mediate,270.7,43858,162
89,0,01943,Chris Perry,270.6,57373,212
90,0,02002,John Riegger,270.5,44360,164
91,0,01677,Tom Lehman,270.4,40827,151
92,0,01766,Billy Mayfair,270.2,46472,172
93,0,01604,Steve Jurgensen,270.1,38350,142
94,0,06332,Neal Lancaster,269.7,45841,170
95,0,10733,Kent Jones,269.6,46369,172
95,0,02241,Bobby Wadkins,269.6,47983,178
97,0,20099,Doug Barron,269.5,47973,178
97,0,01414,Bob Gilder,269.5,43127,160
97,0,02101,Joey Sindelar,269.5,51738,192
100,0,10195,Tim Conley,269.4,37173,138
100,0,01920,Craig Parry,269.4,24242,90
102,0,06581,David Sutherland,269.3,49543,184
103,0,06004,Stephen Ames,269.1,25829,96
103,0,01533,P.H. Horgan III,269.1,55973,208
103,0,01549,Mike Hulbert,269.1,47891,178
106,0,01320,Bob Estes,269.0,53255,198
106,0,01619,Skip Kendall,269.0,54331,202
108,0,06621,Joe Durant,268.9,41409,154
108,0,01388,Robert Gamez,268.9,37110,138
110,0,10809,Jim Furyk,268.8,51616,192
111,0,07569,Mark Carnevale,268.7,49972,186
112,0,01607,Brian Kamm,268.5,37048,138
113,0,01323,Brad Fabel,268.2,49355,184
113,0,02279,Mark Wiebe,268.2,41835,156
113,0,06791,Mark Wurtz,268.2,28964,108
116,0,21631,Iain Steel,268.1,32706,122
117,0,01527,Scott Hoch,268.0,52522,196
117,0,01887,Mark O'Meara,268.0,34301,128
119,0,02023,Clarence Rose,267.8,51955,194
120,0,01024,Billy Andrade,267.7,50320,188
121,0,01475,Donnie Hammond,267.6,46023,172
121,0,10457,Frank Nobilo,267.6,32113,120
121,0,07707,Mike Small,267.6,34253,128
124,0,01133,Billy Ray Brown,267.5,33704,126
124,0,12663,Phil Tataurangi,267.5,41729,156
126,0,01381,Fred Funk,267.4,60707,227
126,0,01905,Joe Ozaki,267.4,27806,104
128,0,10860,Justin Leonard,267.2,50771,190
129,0,01132,Mark Brooks,267.1,46478,174
129,0,21593,Keith Nolan,267.1,28316,106
131,0,06064,Jeff Gallagher,267.0,46992,176
131,0,02214,Kirk Triplett,267.0,43255,162
133,0,06643,Paul Goydos,266.9,53376,200
133,0,08385,Omar Uresti,266.9,57661,216
135,0,01098,Jay Don Blake,266.7,41611,156
135,0,08545,Glen Hnatiuk,266.7,44270,166
135,0,01891,David Ogrin,266.7,53332,200
138,0,02104,Jeff Sluman,266.5,55972,210
139,0,06056,Jim Estes,266.1,33530,126
140,0,20154,Guy Hill,265.9,37763,142
140,0,01633,Tom Kite,265.9,32966,124
140,0,12660,Jesper Parnevik,265.9,34032,128
143,0,01060,Dave Barr,265.7,31889,120
143,0,01724,Jeff Maggert,265.7,43037,162
145,0,01457,Jay Haas,265.6,41427,156
146,0,19883,Joe Daley,265.4,36092,136
146,0,01266,Clark Dennis,265.4,39279,148
146,0,01510,Nolan Henke,265.4,46704,176
149,0,10207,Jimmy Johnston,265.3,30241,114
150,0,02008,Lee Rinker,265.2,54372,205
151,0,01175,Jim Carter,265.0,55652,210
152,0,06044,Scott Gump,264.8,50847,192
153,0,01378,David Frost,264.6,35455,134
154,0,01823,Larry Mize,264.4,40713,154
155,0,01157,Tom Byrum,264.2,48608,184
155,0,01326,Nick Faldo,264.2,23774,90
155,0,01376,Bob Friend,264.2,44378,168
158,0,11032,Frank Lickliter II,264.1,55453,210
158,0,06132,Sonny Skinner,264.1,44898,170
160,0,01072,Chip Beck,263.9,32727,124
161,0,01761,Len Mattiace,263.8,53824,204
162,0,01139,Olin Browne,263.3,40019,152
163,0,01014,Fulton Allem,263.2,30536,116
163,0,01219,John Cook,263.2,47911,182
163,0,01705,Tim Loustalot,263.2,33166,126
166,0,06270,Bobby Gage,262.7,27321,104
167,0,01329,Brad Faxon,262.6,40443,154
167,0,02321,Fuzzy Zoeller,262.6,35184,134
169,0,08339,Spike McRoy,261.7,45013,172
170,0,06315,Pete Jordan,261.4,46010,176
171,0,02159,Curtis Strange,261.1,24017,92
172,0,01306,David Edwards,260.8,39638,152
173,0,06078,Esteban Toledo,260.4,47912,184
174,0,02267,D.A. Weibring,260.2,35908,138
175,0,02294,Willie Wood,260.0,42632,164
176,0,02099,Scott Simpson,259.9,29634,114
177,0,08553,Lee Porter,259.1,46638,180
178,0,02010,Loren Roberts,258.0,39221,152
179,0,01748,Doug Martin,257.9,56216,218
180,0,10569,Mike Brisky,257.6,44310,172
181,0,01353,Bruce Fleisher,256.7,39020,152
182,0,01960,Don Pooley,256.6,30792,120
183,0,02007,Larry Rinker,256.5,47195,184
184,0,01996,Mike Reid,256.0,39428,154
185,0,10213,Dicky Pride,255.6,29652,116
186,0,01201,Lennie Clements,252.3,35322,140
187,0,07235,John Morse,250.8,29591,118
188,0,01928,Corey Pavin,249.0,31878,128
